Date	Communication Services
2017-01-01	-0.296631429974
2017-01-02	-0.297761072056
2017-01-03	-0.29789904562
2017-01-04	-0.229227609625
2017-01-05	-0.202929472173
2017-01-06	-0.200094337956
2017-01-07	-0.211470755342
2017-01-08	-0.167534549459
2017-01-09	-0.166191377201
2017-01-10	-0.122233767928
2017-01-11	-0.0916617726919
2017-01-12	-0.0932991869031
2017-01-13	-0.0913426627927
2017-01-14	-0.0257861866488
2017-01-15	0.0285251329517
2017-01-16	0.0287841298376
2017-01-17	0.0287330735504
2017-01-18	0.129867952619
2017-01-19	0.134356632417
2017-01-20	0.187624885667
2017-01-21	0.266296648977
2017-01-22	0.264979950902
2017-01-23	0.253815886106
2017-01-24	0.208081751655
2017-01-25	0.214058703848
2017-01-26	0.174101782843
2017-01-27	0.166544218279
2017-01-28	0.167648306198
2017-01-29	0.161447816347
2017-01-30	0.162156588069
2017-01-31	0.0803242312832
2017-02-01	0.0861929902094
2017-02-02	0.131415039511
2017-02-03	0.0936608452105
2017-02-04	0.0901825942063
2017-02-05	0.0896811813302
2017-02-06	0.0954631376706
2017-02-07	0.097844030934
2017-02-08	0.0961888946789
2017-02-09	0.0967809171355
2017-02-10	0.0762069754044
2017-02-11	0.0739725446451
2017-02-12	0.0692746679353
2017-02-13	0.0698563803163
2017-02-14	0.074785505754
2017-02-15	0.0959701182302
2017-02-16	0.0509742542893
2017-02-17	-0.0081394664325
2017-02-18	-0.0179947020823
2017-02-19	-0.0579840570756
2017-02-20	-0.0523718241262
2017-02-21	-0.0487800462279
2017-02-22	-0.0566682886435
2017-02-23	-0.0735970475791
2017-02-24	-0.0713647886534
2017-02-25	-0.0691936901375
2017-02-26	-0.0605420822617
2017-02-27	-0.0640416323322
2017-02-28	-0.0583429265482
2017-03-01	-0.0472661939403
2017-03-02	-0.0243180203079
2017-03-03	-0.0254900049633
2017-03-04	-0.0658296511221
2017-03-05	-0.0689603026119
2017-03-06	-0.0640760782448
2017-03-07	-0.0567202208211
2017-03-08	-0.0892261342438
2017-03-09	-0.0921137428102
2017-03-10	-0.0956672472037
2017-03-11	-0.111108706831
2017-03-12	-0.108734825556
2017-03-13	-0.126526093602
2017-03-14	-0.121852469856
2017-03-15	-0.121369355027
2017-03-16	-0.115026706588
2017-03-17	-0.14819317042
2017-03-18	-0.114701208419
2017-03-19	-0.0849109964625
2017-03-20	-0.0610941922965
2017-03-21	-0.0590071463369
2017-03-22	-0.0583932072662
2017-03-23	-0.0674938069405
2017-03-24	-0.100874640257
2017-03-25	-0.0838293853225
2017-03-26	-0.0897926132157
2017-03-27	-0.0850204331398
2017-03-28	-0.119207539665
2017-03-29	-0.141822433951
2017-03-30	-0.148137178695
2017-03-31	-0.156576739387
2017-04-01	-0.13962422256
2017-04-02	-0.137693042453
2017-04-03	-0.148181858192
2017-04-04	-0.139686119051
2017-04-05	-0.158019703354
2017-04-06	-0.188686839849
2017-04-07	-0.157697392521
2017-04-08	-0.171239610575
2017-04-09	-0.167274680243
2017-04-10	-0.14275035171
2017-04-11	-0.161897945178
2017-04-12	-0.14789931262
2017-04-13	-0.148462756758
2017-04-14	-0.150865919042
2017-04-15	-0.179095319334
2017-04-16	-0.172256742752
2017-04-17	-0.170754709852
2017-04-18	-0.166668798338
2017-04-19	-0.192338874821
2017-04-20	-0.190807489204
2017-04-21	-0.174117941241
2017-04-22	-0.175469022318
2017-04-23	-0.162894644216
2017-04-24	-0.178244919205
2017-04-25	-0.178433039045
2017-04-26	-0.180896686896
2017-04-27	-0.178199979038
2017-04-28	-0.182059354814
2017-04-29	-0.179964810938
2017-04-30	-0.201974713248
2017-05-01	-0.204625198774
2017-05-02	-0.2067377948
2017-05-03	-0.178671182468
2017-05-04	-0.194077168574
2017-05-05	-0.174224876573
2017-05-06	-0.146244140785
2017-05-07	-0.175163913225
2017-05-08	-0.139071887981
2017-05-09	-0.0898533195585
2017-05-10	-0.134996081228
2017-05-11	-0.0738298810153
2017-05-12	-0.0745980371139
2017-05-13	-0.0694168915963
2017-05-14	-0.056050222713
2017-05-15	-0.054187102571
2017-05-16	-0.0607766053419
2017-05-17	-0.0620796385667
2017-05-18	-0.0830306227621
2017-05-19	-0.078168842308
2017-05-20	-0.0727112456525
2017-05-21	-0.130392868973
2017-05-22	-0.130095436495
2017-05-23	-0.128283217321
2017-05-24	0.0363235936689
2017-05-25	0.0364197861808
2017-05-26	0.0364371362972
2017-05-27	0.0397487512069
2017-05-28	0.141655691774
2017-05-29	0.145750164614
2017-05-30	0.149829717355
2017-05-31	0.145162586045
2017-06-01	0.143625084345
2017-06-02	0.153061225237
2017-06-03	0.155673079437
2017-06-04	0.155236307589
2017-06-05	0.0617821680845
2017-06-06	0.151493083767
2017-06-07	0.152191931699
2017-06-08	0.1985348589
2017-06-09	0.254078819709
2017-06-10	0.252569757543
2017-06-11	0.256366930586
2017-06-12	0.218010772038
2017-06-13	0.208136247772
2017-06-14	0.210306891026
2017-06-15	0.212872226326
2017-06-16	0.214262517609
2017-06-17	0.303258378304
2017-06-18	0.304142027073
2017-06-19	0.296491443088
2017-06-20	0.293755073583
2017-06-21	0.297449907698
2017-06-22	0.29890188187
2017-06-23	0.224778525305
2017-06-24	0.225581449323
2017-06-25	0.227192171322
2017-06-26	0.226209485119
2017-06-27	0.229060107156
2017-06-28	0.255260377914
2017-06-29	0.256757794397
2017-06-30	0.259078394259
2017-07-01	0.261125900769
2017-07-02	0.263984033644
2017-07-03	0.261943981991
2017-07-04	0.263280817042
2017-07-05	0.358315176199
2017-07-06	0.308825630399
2017-07-07	0.309914561518
2017-07-08	0.237418750292
2017-07-09	0.236456616476
2017-07-10	0.198576153864
2017-07-11	0.194156546864
2017-07-12	0.14594437323
2017-07-13	0.0265090683399
2017-07-14	0.0279195636678
2017-07-15	0.0331593058351
2017-07-16	0.0342353581962
2017-07-17	0.0677456145973
2017-07-18	0.0707723028491
2017-07-19	0.0696666593041
2017-07-20	0.0723591088799
2017-07-21	0.0714075947454
2017-07-22	0.0738185372272
2017-07-23	0.0753919242991
2017-07-24	0.106035549985
2017-07-25	0.10704686679
2017-07-26	0.10728469255
2017-07-27	0.108434902989
2017-07-28	0.0697787102287
2017-07-29	0.0697130853853
2017-07-30	0.0698805202563
2017-07-31	0.0690645484522
2017-08-01	0.0662470870585
2017-08-02	0.031608735268
2017-08-03	-0.0162765817375
2017-08-04	-0.0174576425789
2017-08-05	-0.0214437852394
2017-08-06	-0.028950985884
2017-08-07	-0.0309763285464
2017-08-08	-0.0320209905161
2017-08-09	-0.0476497519137
2017-08-10	-0.0450025973644
