Date	Australia	Belgium	Canada	France	Germany	Italy	Japan	Netherlands	Spain	Sweden	Switzerland	UK	US
2017-01-01	0.0527777777778	0.0	0.0	0.0184331797235	0.0389732943913	0.0923520923521	0.0588624338624	0.0	1.66533453694e-17		0.0	0.00204081632653	0.0121388055633
2017-01-02	0.0527777777778	0.0	0.0	0.0184331797235	0.0389732943913	0.0923520923521	0.0588624338624	0.0	1.38777878078e-17		0.0	0.00204081632653	0.0142710017254
2017-01-03	0.0694444444444	0.0	0.0184331797235	0.0464836706071	0.065952507129	0.117382617383	0.0787037037037	0.0	1.38777878078e-17		0.05	0.0112574061883	0.0244452855856
2017-01-04	0.0277777777778	0.0	0.0230414746544	0.0444099378882	0.0643652055417	0.124803767661	0.047380952381	0.0	1.38777878078e-17		0.075	0.0109172701339	0.0230681746194
2017-01-05	0.0563492063492	0.0	0.0389144905274	0.102610996089	0.103020667727	0.137790780648	0.089708994709	0.0	0.0238095238095		0.141666666667	0.0252029844196	0.0394885358674
2017-01-06	0.0771825396825	0.0	0.0608925125054	0.128926785563	0.12846369317	0.209219352076	0.0894708994709	0.0	0.0238095238095		0.208333333333	0.0354070660522	0.0473495607121
2017-01-07	0.0771825396825	0.0	0.0608925125054	0.128926785563	0.12846369317	0.244089244089	0.0894708994709	0.0	0.0238095238095		0.208333333333	0.0354070660522	0.0466660832617
2017-01-08	0.0771825396825	0.0	0.0608925125054	0.128926785563	0.12846369317	0.160755910756	0.0894708994709	0.0	0.0238095238095		0.208333333333	0.0354070660522	0.0478785842834
2017-01-09	0.084126984127	0.0	0.0666067982197	0.156399313035	0.162477298612	0.184565434565	0.11328042328	0.0	0.0238095238095		0.288333333333	0.0496927803379	0.0468984618541
2017-01-10	0.0674603174603	0.0	0.0596021899248	0.148894137052	0.143501966543	0.217532467532	0.0835185185185	0.0	0.0238095238095		0.338333333333	0.0475019516003	0.0367855879669
2017-01-11	0.0882936507937	0.0	0.0769719169719	0.161455713407	0.149057522099	0.241341991342	0.103014316838	0.0	0.0793650793651		0.370476190476	0.0534203189473	0.0355502650706
2017-01-12	0.1375	0.0	0.0896703296703	0.153945899445	0.134771807813	0.267857142857	0.104164535379	0.09375	0.155555555556		0.50380952381	0.0505631760901	0.0224266071194
2017-01-13	0.135185185185	0.0	0.0766208791209	0.146677729019	0.121340794382	0.198412698413	0.121006640643	0.075	0.155555555556		0.437142857143	0.0457840492495	0.0154846999217
2017-01-14	0.115873015873	0.0	0.089391025641	0.146677729019	0.121340794382	0.198412698413	0.121006640643	0.075	0.155555555556		0.364285714286	0.0457840492495	0.0157151146682
2017-01-15	0.115873015873	0.0	0.089391025641	0.146677729019	0.157055080097	0.281746031746	0.121006640643	0.0625	0.155555555556		0.364285714286	0.0519952293737	0.0156422902964
2017-01-16	0.109920634921	0.0	0.0827243589744	0.129409283179	0.123041474654	0.274603174603	0.097197116833	0.0625	0.188888888889		0.297619047619	0.0423933558374	0.0202373430004
2017-01-17	0.13373015873	0.0	0.069391025641	0.113252820594	0.112987012987	0.224007936508	0.101826746463	0.0625	0.188888888889		0.214285714286	0.0396965990423	0.0207713657085
2017-01-18	0.141083099907	0.0	0.069391025641	0.139466754444	0.122702393392	0.259722222222	0.129248241376	0.104166666667	0.133333333333		0.208333333333	0.0477025514233	0.0356752118624
