Date	Financials
2017-01-01	0.106702288957
2017-01-02	0.112387386279
2017-01-03	0.0887093950178
2017-01-04	0.0787567392246
2017-01-05	0.0665634391345
2017-01-06	0.0760341070473
2017-01-07	0.133339415858
2017-01-08	0.126842728926
2017-01-09	0.140162588229
2017-01-10	0.137292758601
2017-01-11	0.139829887464
2017-01-12	0.130172353221
2017-01-13	0.128426269032
2017-01-14	0.0948447731251
2017-01-15	0.0590119647917
2017-01-16	0.0426930106088
2017-01-17	0.0562954239271
2017-01-18	0.0626744269412
2017-01-19	0.0666305331853
2017-01-20	0.0480389373924
2017-01-21	0.0663156223476
2017-01-22	0.0911146879215
2017-01-23	0.0846563140168
2017-01-24	0.085723883212
2017-01-25	0.0889681962224
2017-01-26	0.0993762248183
2017-01-27	0.111196024062
2017-01-28	0.0876684298009
2017-01-29	0.0880886617099
2017-01-30	0.0977541964349
2017-01-31	0.0910125877585
2017-02-01	0.0855148618103
2017-02-02	0.0699138036937
2017-02-03	0.101740237933
2017-02-04	0.11388818162
2017-02-05	0.129697649902
2017-02-06	0.138724381528
2017-02-07	0.149619224155
2017-02-08	0.146634846709
2017-02-09	0.156975841621
2017-02-10	0.128188477447
2017-02-11	0.110972735557
2017-02-12	0.0983423211786
2017-02-13	0.0834443659574
2017-02-14	0.0642970916566
2017-02-15	0.0320332729559
2017-02-16	0.0505917241023
2017-02-17	0.0468834978924
2017-02-18	0.0585197931138
2017-02-19	0.0734379953642
2017-02-20	0.0951670876762
2017-02-21	0.0993540028818
2017-02-22	0.133015023363
2017-02-23	0.105359220834
2017-02-24	0.123927041755
2017-02-25	0.104832021792
2017-02-26	0.113204275333
2017-02-27	0.0947294468791
2017-02-28	0.092096611128
2017-03-01	0.0818950066789
2017-03-02	0.0844871303797
2017-03-03	0.0741826802524
2017-03-04	0.0863818902556
2017-03-05	0.0606898660065
2017-03-06	0.0736457891777
2017-03-07	0.0677208569682
2017-03-08	0.0763175117621
2017-03-09	0.0911106870303
2017-03-10	0.067286387073
2017-03-11	0.093113744539
2017-03-12	0.155345286694
2017-03-13	0.137049770557
2017-03-14	0.145295237519
2017-03-15	0.162589757288
2017-03-16	0.163455980814
2017-03-17	0.206636375335
2017-03-18	0.189556338881
2017-03-19	0.144228992295
2017-03-20	0.145646170693
2017-03-21	0.160456955995
2017-03-22	0.142083620181
2017-03-23	0.153711615811
2017-03-24	0.113525869034
2017-03-25	0.126889356983
2017-03-26	0.122739632597
