Date	Industrials
2017-01-01	0.00226836925628
2017-01-02	0.00283752121986
2017-01-03	0.00350821203139
2017-01-04	0.0043936901896
2017-01-05	0.00435443373591
2017-01-06	0.00564940313433
2017-01-07	0.00437389293025
2017-01-08	0.0052293249234
2017-01-09	0.005542007175
2017-01-10	0.0056076933885
2017-01-11	0.00576751139754
2017-01-12	0.00551531117505
2017-01-13	0.00542803286196
2017-01-14	0.00758165813117
2017-01-15	0.00672622613801
2017-01-16	0.00584439192284
2017-01-17	0.00541391884397
2017-01-18	0.00496139090434
2017-01-19	0.00689719806208
2017-01-20	0.00638639025076
2017-01-21	0.00423276498156
2017-01-22	0.00423276498156
2017-01-23	0.00423276498156
2017-01-24	0.00461202718819
2017-01-25	0.00401925896057
2017-01-26	0.00171045665177
2017-01-27	0.00103445012066
2017-01-28	0.00103445012066
2017-01-29	0.00103445012066
2017-01-30	0.00103445012066
2017-01-31	0.00153728515587
2017-02-01	0.00365892589137
2017-02-02	0.00412274778376
2017-02-03	0.00483559870703
2017-02-04	0.00483559870703
2017-02-05	0.00849860237003
2017-02-06	0.00893150280293
2017-02-07	0.00865632680891
2017-02-08	0.0065346860734
2017-02-09	0.00607086418101
2017-02-10	0.00548333773791
2017-02-11	0.00548333773791
2017-02-12	0.00182033407491
2017-02-13	0.00226385783131
2017-02-14	0.00135103263734
2017-02-15	0.00538148494365
2017-02-16	0.00622679348127
2017-02-17	0.00704696276306
2017-02-18	0.00704696276306
2017-02-19	0.00704696276306
2017-02-20	0.00708045668112
2017-02-21	0.00744120704187
2017-02-22	0.00451817444763
2017-02-23	0.00573132618173
2017-02-24	0.00443654845191
2017-02-25	0.00443654845191
2017-02-26	0.00443654845191
2017-02-27	0.00391909502272
2017-02-28	0.00355834466197
2017-03-01	0.0024509249499
2017-03-02	0.000791506976663
2017-03-03	0.00174072387272
2017-03-04	0.00734296476908
2017-03-05	0.0110535399082
2017-03-06	0.0116263261953
2017-03-07	0.0127601130434
2017-03-08	0.0135626812617
2017-03-09	0.0135926393922
2017-03-10	0.0154212002739
2017-03-11	0.00981895937755
2017-03-12	0.0061083842384
2017-03-13	0.00759912999849
2017-03-14	0.0109766213459
2017-03-15	0.0130726038522
2017-03-16	0.0135200276125
2017-03-17	0.0107422498348
2017-03-18	0.0107422498348
2017-03-19	0.0107422498348
2017-03-20	0.0105538268056
