Date	AUD	CAD	CHF	EUR	GBP	JPY	NZD	USD
2017-01-01	-1.96926891238	-0.989752853543		-1.7629338352	-1.82600529307	0.297382902457	-2.71689243316	-1.03773562848
2017-01-02	-1.56404737168	-0.507140799358		-2.12572749603	-1.66126195434	0.811385145396	-2.79756843564	-1.0319519125
2017-01-03	-1.60726475932	-0.862184985032		-2.2189867312	-1.37752950217	0.796628147705	-3.06748332215	-0.897763728757
2017-01-04	-1.19476504118	-0.949564752376		-1.75553548362	-1.02595314048	1.85580160739	-2.95164590396	0.0111907813803
2017-01-05	-1.43362455803	-1.06465872372		-1.77547180448	-0.47433608795	1.84805330801	-3.83135884443	0.0210205685303
2017-01-06	-1.02605538656	-0.876299569007		-1.88285863827	-0.1821661476	1.23952706016	-2.14084999297	-0.506115488319
2017-01-07	-0.839681454052	-0.88229577424		-1.75528487075	-0.311517453855	1.50817857088	-2.14084999297	-0.639431804483
2017-01-08	0.366844469645	-1.17064763038		-1.77334111095	-0.227051534254	1.39264246374	-1.64707874361	-0.409930808834
2017-01-09	0.226111598697	-1.56514621507	-3.34746476978	-1.77769470762	0.107115532127	1.75093707209	0.370828970513	-0.660008147396
2017-01-10	-0.0725413826815	-0.64037069211	-3.13887463968	-1.78284470479	0.219205519196	1.80800935172	0.352780408016	-0.611170386503
2017-01-11	-0.0186483767583	-1.73129551252	-1.59594324971	-1.58298701838	0.372560556227	1.23646898637	0.505192220125	-1.25566316506
2017-01-12	0.112644956291	-1.44219213549	-1.73775065746	-1.25211965835	0.0702050834402	1.19272871264	0.281562422897	-1.16807651633
2017-01-13	0.766648671767	-1.91920609567	-1.58410943694	-0.59597756811	0.257410941895	0.992737263151	2.63955450063	-0.707537929773
2017-01-14	0.363270330524	-1.02297802808	-0.970543229867	-0.453635696014	1.18138669901	1.39678092116	2.52583487925	-0.455256677429
2017-01-15	-0.471321029729	-0.604950703717	-0.9487084556	-1.02949444011	1.45684308506	0.750867930683	2.67262496986	-0.703572002741
2017-01-16	-0.294188653761	-0.0722994734082	-0.371975119072	-1.06607860242	0.590909918822	-0.316894925865		-0.573286181249
2017-01-17	-0.0195370269664	-0.297153911507	-0.457661617745	-1.2059442924	0.158742413747	0.165683159797	-1.80681313398	-0.469307896477
2017-01-18	-0.0150090179173	0.0580720414893	-0.734466934546	-1.51935283584	0.574896581951	0.251331366129	-1.881501706	-0.570575379322
2017-01-19	-0.653201414099	0.252637206922	-0.64285464217	-1.93393931512	-0.781284342165	-0.529327064539	-1.94337855567	-0.753630565721
2017-01-20	-1.24824422934	0.506174910412	-0.611849383259	-1.83429529777	-1.2568386638	-0.847785616081	-1.85489760981	-0.899323423461
2017-01-21	-0.810293799471	0.0284765544227	-0.703206861555	-1.32475042885	-1.19474159803	-1.00723171622	-1.55489786341	-0.660194731414
2017-01-22	-0.890456314513	-0.876780115728	-0.824147489827	-0.6899410013	-0.207561566277	-1.10624144813	-1.34158256701	-0.590325200281
2017-01-23	-1.66820576175	-1.51224853109		-0.517302869838	-0.139352482288	-1.61979582451	-1.32135910525	-0.157898820189
2017-01-24	-2.2334958942	-1.52328773848		-0.473984769494	-0.152809257267	-2.43597077959		-0.222515822417
2017-01-25	-1.95492343327	-1.22938743151		-0.264849969948	-0.660598300645	-2.36689529947		-0.271550634593
2017-01-26	-2.09317749009	-0.988097638958	-2.27074130597	-0.025907526782	0.260431224605	-2.88846416853	0.359292944321	-0.279610414762
2017-01-27	-2.5067302904	-0.950491415401	-1.60448838326	-0.207215677622	1.53618652318	-3.05238192274	0.331757941302	-0.808871199745
2017-01-28	-2.84639295499	-0.996488656554	-1.78403362823	-1.36144061572	0.771825545017	-3.02459742097	0.192707282002	-1.10196672184
2017-01-29	-2.82026037749	0.416886540972	-1.9779340594	-1.3489382189	-0.787388970609	-2.68898547082	-0.279017320101	-1.35754715527
2017-01-30	-1.39076435308	0.340153345103	-1.42601869655	-1.10558781308	-0.652134477516	-2.12191811321	-0.265068071731	-1.98365591402
2017-01-31	-1.22238160099	-0.0302413032728	-1.56722058968	-0.830262222668	-1.39768834531	-2.44640219038	0.0601585696888	-2.24040405071
2017-02-01	-1.66639555665	0.31950589799	-1.35178878481	-0.676402289754	-2.12831748361	-2.51400805592	-0.749281606955	-2.08618649595
2017-02-02	-1.04946262286	-0.600644452747	-0.68780711721	-1.10443185291	-2.009980533	-1.65430153547	-1.60386044615	-1.97695267833
