Date	JPY
2017-01-01	0.109725710523
2017-01-02	0.112287286878
2017-01-03	0.107926821761
2017-01-04	0.104280318115
2017-01-05	0.0980444904506
2017-01-06	0.102992535973
2017-01-07	0.0950560280361
2017-01-08	0.0841716742946
2017-01-09	0.0901082664381
2017-01-10	0.0927627065925
2017-01-11	0.0897523070304
2017-01-12	0.092926910205
2017-01-13	0.0925469709952
2017-01-14	0.0766739551222
2017-01-15	0.0939358598841
2017-01-16	0.0805397322023
2017-01-17	0.0725281491907
2017-01-18	0.0676020408163
2017-01-19	0.0674278247885
2017-01-20	0.0765977089583
2017-01-21	0.102571734932
2017-01-22	0.0948336396943
2017-01-23	0.0948336396943
2017-01-24	0.101002470863
2017-01-25	0.119799463344
2017-01-26	0.137320618148
2017-01-27	0.153150733978
2017-01-28	0.167993034534
2017-01-29	0.20608827263
2017-01-30	0.223255139376
2017-01-31	0.22895889508
2017-02-01	0.22895889508
2017-02-02	0.212872460506
2017-02-03	0.184592577124
2017-02-04	0.191395298213
2017-02-05	0.158061964879
2017-02-06	0.142043057316
2017-02-07	0.137588052861
2017-02-08	0.122550458876
2017-02-09	0.117810101195
2017-02-10	0.118270435705
2017-02-11	0.0966254140596
2017-02-12	0.110911128345
2017-02-13	0.127418603428
2017-02-14	0.136837755705
2017-02-15	0.14229494707
2017-02-16	0.15450495928
2017-02-17	0.15018165101
2017-02-18	0.152779053607
2017-02-19	0.132540958369
2017-02-20	0.12006222893
2017-02-21	0.119495335506
2017-02-22	0.110278745645
2017-02-23	0.120379755746
2017-02-24	0.114956475322
2017-02-25	0.100670761037
2017-02-26	0.0938026291685
2017-02-27	0.100190550191
2017-02-28	0.138384994635
2017-03-01	0.166956423206
2017-03-02	0.153969410219
2017-03-03	0.156004412254
2017-03-04	0.157591713842
2017-03-05	0.172576728827
2017-03-06	0.169673128362
2017-03-07	0.138423128362
2017-03-08	0.158552998492
2017-03-09	0.153084782497
2017-03-10	0.148615918029
2017-03-11	0.150600045013
2017-03-12	0.15319744761
2017-03-13	0.149607541581
2017-03-14	0.1347265892
2017-03-15	0.0939617984355
2017-03-16	0.102316017316
2017-03-17	0.105952380952
2017-03-18	0.0880952380952
2017-03-19	0.0799319727891
2017-03-20	0.0837799766371
2017-03-21	0.0763395004466
2017-03-22	0.0717252516463
2017-03-23	0.0626549568618
