Date	Japan
2017-01-01	0.0301587301587
2017-01-02	0.0301587301587
2017-01-03	0.065873015873
2017-01-04	0.0671428571429
2017-01-05	0.0581481481481
2017-01-06	0.0581481481481
2017-01-07	0.0581481481481
2017-01-08	0.0581481481481
2017-01-09	0.0581481481481
2017-01-10	0.0224338624339
2017-01-11	0.0136943666355
2017-01-12	0.020825721593
2017-01-13	0.0283445185855
2017-01-14	0.0283445185855
2017-01-15	0.0283445185855
2017-01-16	0.0402492804902
2017-01-17	0.0402492804902
2017-01-18	0.0393647161382
2017-01-19	0.0537280701754
2017-01-20	0.0676378446115
2017-01-21	0.0676378446115
2017-01-22	0.0789108187135
2017-01-23	0.0733552631579
2017-01-24	0.0821271929825
2017-01-25	0.0812917710944
2017-01-26	0.0500417710944
2017-01-27	0.0333751044277
2017-01-28	0.0333751044277
2017-01-29	0.0286072323666
2017-01-30	0.027675555348
2017-01-31	0.0360297742285
2017-02-01	0.0292270531401
2017-02-02	0.0292270531401
2017-02-03	0.0220841959972
2017-02-04	0.0220841959972
2017-02-05	0.0220841959972
2017-02-06	0.031746031746
2017-02-07	0.0410830999066
2017-02-08	0.0410830999066
2017-02-09	0.0410830999066
2017-02-10	0.0465776054011
2017-02-11	0.0465776054011
2017-02-12	0.0465776054011
2017-02-13	0.0307045895281
2017-02-14	0.00549450549451
2017-02-15	0.00549450549451
2017-02-16	0.0122972265829
2017-02-17	0.0440698018338
2017-02-18	0.0440698018338
2017-02-19	0.0440698018338
2017-02-20	0.0529983732623
2017-02-21	0.0635803838444
2017-02-22	0.0635803838444
2017-02-23	0.0746348056131
2017-02-24	0.0373677248677
2017-02-25	0.0373677248677
2017-02-26	0.0373677248677
2017-02-27	0.0333652618135
2017-02-28	0.0299261083744
2017-03-01	0.0299261083744
2017-03-02	0.0315494849978
2017-03-03	0.0399528463423
2017-03-04	0.0399528463423
2017-03-05	0.0399528463423
2017-03-06	0.0460157489569
2017-03-07	0.0494549023961
2017-03-08	0.0726209255621
2017-03-09	0.110283263224
2017-03-10	0.154260854261
2017-03-11	0.225689425689
2017-03-12	0.273308473308
2017-03-13	0.286950004191
2017-03-14	0.276367993609
2017-03-15	0.253201970443
2017-03-16	0.202552619794
2017-03-17	0.156124048365
2017-03-18	0.0846954769369
2017-03-19	0.0370764293178
2017-03-20	0.0283189033189
2017-03-21	0.0402236652237
2017-03-22	0.0444253458959
2017-03-23	0.0441430195267
2017-03-24	0.0585988018396
2017-03-25	0.0585988018396
2017-03-26	0.0585988018396
2017-03-27	0.0427257859666
2017-03-28	0.0357471324362
2017-03-29	0.0370399572584
2017-03-30	0.0546383009437
2017-03-31	0.0590748581753
2017-04-01	0.0590748581753
2017-04-02	0.106693905794
2017-04-03	0.112188411289
2017-04-04	0.122040628038
2017-04-05	0.127974693972
2017-04-06	0.138450884448
2017-04-07	0.119320449665
2017-04-08	0.119320449665
2017-04-09	0.0717014020462
2017-04-10	0.0760591133005
2017-04-11	0.0665717934683
2017-04-12	0.0597515169706
2017-04-13	0.0302277074468
2017-04-14	0.0245134217326
2017-04-15	0.0245134217326
2017-04-16	0.0245134217326
2017-04-17	0.0146612049838
2017-04-18	0.00937019969278
2017-04-19	0.0047619047619
2017-04-20	0.015873015873
