Date	Utilities
2017-01-01	0.097672225556
2017-01-02	0.105315774221
2017-01-03	0.140688491064
2017-01-04	0.139196799155
2017-01-05	0.210141938674
2017-01-06	-0.14176142993
2017-01-07	-0.151651161707
2017-01-08	-0.147621096672
2017-01-09	0.0265042957107
2017-01-10	-0.0580040873757
2017-01-11	-0.0547477422056
2017-01-12	-0.0560325184767
2017-01-13	0.373195291122
2017-01-14	0.383547632476
2017-01-15	-0.0362442629623
2017-01-16	-0.0762184254076
2017-01-17	-0.0387713390413
2017-01-18	-0.064322086279
2017-01-19	-0.0694285669332
2017-01-20	-0.0804177743935
2017-01-21	-0.0821455340571
2017-01-22	0.0330895538181
2017-01-23	-0.0344482517879
2017-01-24	-0.0590709978322
2017-01-25	0.0427062370787
2017-01-26	0.0408177823389
2017-01-27	-0.172085517015
2017-01-28	-0.163954352911
2017-01-29	-0.164170176598
2017-01-30	-0.38325908826
2017-01-31	-0.168653031952
2017-02-01	-0.160310185273
2017-02-02	-0.159947334545
2017-02-03	-0.0645408934707
2017-02-04	-0.0819000002385
2017-02-05	-0.0610434548732
2017-02-06	-0.220789860558
2017-02-07	-0.368801981968
2017-02-08	-0.367722647297
2017-02-09	-0.547927872348
2017-02-10	-0.545174426658
2017-02-11	-0.543257447065
2017-02-12	-0.575966621145
2017-02-13	
2017-02-14	-0.406859426768
2017-02-15	-0.423587610266
2017-02-16	-0.336981288873
2017-02-17	-0.333176047689
2017-02-18	-0.342130075026
2017-02-19	-0.312031754562
2017-02-20	-0.290231077038
2017-02-21	0.0248982238794
2017-02-22	0.0315553434344
2017-02-23	0.134958251058
2017-02-24	0.0417776509768
2017-02-25	0.0436238562399
2017-02-26	0.0515456197134
2017-02-27	0.0260963695609
2017-02-28	-0.0320299029788
2017-03-01	0.0947384119939
2017-03-02	0.135980305776
2017-03-03	0.23084975052
2017-03-04	0.248524591942
2017-03-05	0.0849316346443
2017-03-06	0.0874689116257
2017-03-07	0.0887291677935
2017-03-08	-0.060624389893
2017-03-09	-0.396156915316
2017-03-10	-0.0145469981143
2017-03-11	-0.0162532237766
2017-03-12	0.338283573805
2017-03-13	0.332772640668
2017-03-14	0.341629860095
2017-03-15	0.329680714256
2017-03-16	0.323815790592
2017-03-17	-0.0478363300827
2017-03-18	-0.0460675483072
2017-03-19	-0.0195555314815
2017-03-20	0.175600186137
2017-03-21	0.178802189517
2017-03-22	0.170899796818
2017-03-23	0.182036422143
2017-03-24	0.361260017523
2017-03-25	0.363457899572
2017-03-26	0.365015732062
2017-03-27	
2017-03-28	0.0225462242133
2017-03-29	-0.0923603267289
2017-03-30	-0.0301009953786
2017-03-31	-0.130547057403
2017-04-01	-0.128589459084
2017-04-02	-0.117783568925
2017-04-03	-0.107836003299
2017-04-04	-0.152897205715
2017-04-05	-0.0287594044548
2017-04-06	-0.0715128639834
2017-04-07	0.105891991997
2017-04-08	0.11054903214
2017-04-09	0.0758579881801
2017-04-10	0.282363817492
2017-04-11	0.286727165396
2017-04-12	
2017-04-13	
2017-04-14	
2017-04-15	
2017-04-16	
2017-04-17	
2017-04-18	
2017-04-19	
2017-04-20	
2017-04-21	
2017-04-22	
2017-04-23	
2017-04-24	-0.196801747318
2017-04-25	-0.191158764393
2017-04-26	-0.194043689455
2017-04-27	-0.0872611209838
2017-04-28	-0.0673658911413
2017-04-29	-0.0959630236088
2017-04-30	-0.0881914724908
2017-05-01	-0.0133478919231
2017-05-02	-0.0164526255894
2017-05-03	-0.0099636675772
2017-05-04	0.0789615476545
2017-05-05	0.173511340098
2017-05-06	0.190194343994
2017-05-07	0.19692124082
2017-05-08	0.184418063649
2017-05-09	0.175624963165
2017-05-10	0.168365871138
2017-05-11	
2017-05-12	
2017-05-13	
2017-05-14	
2017-05-15	
2017-05-16	
2017-05-17	
2017-05-18	
2017-05-19	
2017-05-20	
2017-05-21	
2017-05-22	0.548779061703
2017-05-23	0.575937616082
2017-05-24	0.469712556312
2017-05-25	0.479038420362
2017-05-26	0.4732988038
2017-05-27	0.497363210466
2017-05-28	0.475869596251
2017-05-29	0.375020952611
2017-05-30	0.370682617129
2017-05-31	
2017-06-01	
2017-06-02	
2017-06-03	
2017-06-04	
2017-06-05	
2017-06-06	
2017-06-07	
2017-06-08	
2017-06-09	
2017-06-10	
2017-06-11	
2017-06-12	
2017-06-13	
2017-06-14	
2017-06-15	
2017-06-16	
2017-06-17	
2017-06-18	
2017-06-19	
2017-06-20	-0.289053734361
2017-06-21	-0.179361502653
2017-06-22	-0.172230900973
2017-06-23	-0.175317374699
2017-06-24	-0.174409112372
2017-06-25	-0.169119564395
2017-06-26	-0.157274902655
