Date	EUR
2017-01-01	0.0557530027576
2017-01-02	0.0427659897706
2017-01-03	0.0473742847015
2017-01-04	0.028941104978
2017-01-05	0.028941104978
2017-01-06	0.0249373567882
2017-01-07	0.0222491847452
2017-01-08	0.0222491847452
2017-01-09	0.0332381957342
2017-01-10	0.0363519085253
2017-01-11	0.0409602034562
2017-01-12	0.0358581626399
2017-01-13	0.0325359035036
2017-01-14	0.0391923295149
2017-01-15	0.0534780438006
2017-01-16	0.0526931144443
2017-01-17	0.0484554272798
2017-01-18	0.0474185609203
2017-01-19	0.0627246833693
2017-01-20	0.0713826920273
2017-01-21	0.0620031826478
2017-01-22	0.0607044813491
2017-01-23	0.0557914050074
2017-01-24	0.0662443666799
2017-01-25	0.070609446045
2017-01-26	0.0602294319704
2017-01-27	0.0515714233124
2017-01-28	0.0501799576352
2017-01-29	0.0550500875053
2017-01-30	0.0576955901508
2017-01-31	0.0437583079209
2017-02-01	0.0358217999844
2017-02-02	0.03089569161
2017-02-03	0.03089569161
2017-02-04	0.03089569161
2017-02-05	0.0293650793651
2017-02-06	0.0293650793651
2017-02-07	0.0326873385013
2017-02-08	0.0400133458273
2017-02-09	0.0400133458273
2017-02-10	0.0484167071718
2017-02-11	0.0433146663555
2017-02-12	0.0334816422368
2017-02-13	0.0255451343003
2017-02-14	0.0380958910371
2017-02-15	0.0353781786419
2017-02-16	0.0413305595943
2017-02-17	0.0329271982498
2017-02-18	0.0329271982498
2017-02-19	0.0264336917563
2017-02-20	0.0353622631848
2017-02-21	0.0225948373739
2017-02-22	0.0210260561209
2017-02-23	0.0150736751685
2017-02-24	0.023010183105
2017-02-25	0.0274744688193
2017-02-26	0.046108009192
2017-02-27	0.0371794377634
2017-02-28	0.0340738477013
2017-03-01	0.0378370551119
2017-03-02	0.0484190656939
2017-03-03	0.0404825577574
2017-03-04	0.0411203128594
2017-03-05	0.0275888133031
2017-03-06	0.0275888133031
2017-03-07	0.0316704459562
2017-03-08	0.0291967291967
2017-03-09	0.0235408269891
2017-03-10	0.0373657117817
2017-03-11	0.0414802608272
2017-03-12	0.0488005802593
2017-03-13	0.0488005802593
2017-03-14	0.0447189476062
2017-03-15	0.0439613718486
2017-03-16	0.0423575226105
2017-03-17	0.0331409327487
2017-03-18	0.023924342887
2017-03-19	0.0234067445433
2017-03-20	0.0277357488723
2017-03-21	0.0323440438032
2017-03-22	0.0326336190927
2017-03-23	0.0293113599565
2017-03-24	0.0385279498183
2017-03-25	0.0385279498183
2017-03-26	0.0355517593421
2017-03-27	0.0312227550131
2017-03-28	0.0266144600822
2017-03-29	0.0227534562212
2017-03-30	0.0270824605502
2017-03-31	0.0132575757576
