Date	Financials
2017-01-01	
2017-01-02	
2017-01-03	-0.4370768826
2017-01-04	-0.436325447902
2017-01-05	-0.441758816241
2017-01-06	-0.452210408107
2017-01-07	-0.456646455277
2017-01-08	-0.454369943246
2017-01-09	-0.364458685761
2017-01-10	-0.216320291234
2017-01-11	-0.137604110452
2017-01-12	-0.0596349250368
2017-01-13	-0.0493290436671
2017-01-14	-0.0458624947847
2017-01-15	-0.0541060493115
2017-01-16	0.00125398650087
2017-01-17	-0.0759255211847
2017-01-18	-0.106309168633
2017-01-19	-0.378506393407
2017-01-20	-0.379480100009
2017-01-21	-0.373469095343
2017-01-22	-0.378723731258
2017-01-23	-0.381806943066
2017-01-24	-0.269167545849
2017-01-25	-0.27678213501
2017-01-26	-0.285090710289
2017-01-27	-0.286710588837
2017-01-28	-0.283776486171
2017-01-29	-0.283960958139
2017-01-30	-0.36490813498
2017-01-31	-0.440144766929
2017-02-01	-0.361436721249
2017-02-02	-0.389963492898
2017-02-03	-0.361815682134
2017-02-04	-0.337185563488
2017-02-05	-0.326008575124
2017-02-06	-0.241500351041
2017-02-07	-0.242991543968
2017-02-08	-0.259402591924
2017-02-09	-0.208028690644
2017-02-10	-0.178040598596
2017-02-11	-0.189206678957
2017-02-12	-0.0379173946548
2017-02-13	
2017-02-14	
2017-02-15	
2017-02-16	
2017-02-17	
2017-02-18	
2017-02-19	
2017-02-20	
2017-02-21	-0.312632227506
2017-02-22	-0.307979561864
2017-02-23	-0.314664693713
2017-02-24	-0.304377754822
2017-02-25	-0.320231577576
2017-02-26	-0.332120447342
2017-02-27	-0.348790435627
2017-02-28	-0.28388584116
2017-03-01	-0.281192376268
2017-03-02	-0.279520720148
2017-03-03	-0.284883127811
2017-03-04	-0.269583828257
2017-03-05	-0.255386442133
2017-03-06	0.0782267683269
2017-03-07	0.59015807043
2017-03-08	0.587113618661
2017-03-09	0.590568561449
2017-03-10	0.588410372559
2017-03-11	0.603599902889
2017-03-12	0.581524744278
2017-03-13	0.760778043649
2017-03-14	
2017-03-15	
2017-03-16	
2017-03-17	
2017-03-18	
2017-03-19	
2017-03-20	-0.0886730853055
2017-03-21	-0.080964367993
2017-03-22	-0.0697032561221
2017-03-23	-0.190848171988
2017-03-24	-0.18585753452
2017-03-25	-0.198977837261
2017-03-26	-0.205233859818
2017-03-27	-0.366940286808
2017-03-28	-0.375350073182
2017-03-29	-0.379454317053
2017-03-30	-0.397381443795
2017-03-31	-0.422565325799
2017-04-01	-0.40984925969
2017-04-02	-0.411840850291
2017-04-03	-0.415989484726
2017-04-04	-0.413412968862
2017-04-05	-0.424859655934
2017-04-06	-0.430320976322
2017-04-07	-0.384242207124
2017-04-08	-0.36923477261
2017-04-09	-0.378072898527
2017-04-10	-0.338025316339
2017-04-11	-0.305594565156
2017-04-12	-0.292875316551
2017-04-13	-0.27674810908
2017-04-14	-0.262827526264
2017-04-15	-0.279979291786
2017-04-16	-0.285910071325
2017-04-17	
2017-04-18	
2017-04-19	-0.018687423393
2017-04-20	-0.0195382847496
2017-04-21	-0.0308947697812
2017-04-22	-0.0283867790486
2017-04-23	-0.0204099362529
2017-04-24	-0.14489557555
2017-04-25	-0.177944580003
2017-04-26	-0.260221191739
2017-04-27	-0.275477560605
2017-04-28	-0.27531073535
2017-04-29	-0.264487110937
2017-04-30	-0.254364055232
2017-05-01	-0.228364312624
2017-05-02	
2017-05-03	
2017-05-04	
2017-05-05	0.10011322538
2017-05-06	0.0865625104062
2017-05-07	0.08215474988
2017-05-08	0.0713180402757
2017-05-09	0.067774130935
2017-05-10	0.0651012163519
2017-05-11	0.0688661333962
2017-05-12	
2017-05-13	
2017-05-14	-0.212670021808
2017-05-15	-0.21161010599
2017-05-16	-0.286719760255
2017-05-17	-0.344933233095
2017-05-18	-0.346136509785
2017-05-19	-0.348639791263
2017-05-20	-0.348331478363
2017-05-21	-0.407822393068
2017-05-22	-0.244023588364
2017-05-23	-0.181793739208
2017-05-24	0.0808985600541
2017-05-25	0.0799485102538
2017-05-26	0.0915175707883
2017-05-27	0.0899427967982
2017-05-28	0.0811429079147
2017-05-29	
2017-05-30	-0.442439435284
2017-05-31	-0.438231058905
2017-06-01	-0.428829359527
2017-06-02	-0.499083627388
2017-06-03	-0.501408124295
2017-06-04	-0.503229422364
2017-06-05	-0.507938320143
2017-06-06	-0.533204450026
2017-06-07	-0.533289814425
2017-06-08	-0.528897672776
2017-06-09	-0.4931499469
2017-06-10	-0.490957119105
2017-06-11	-0.491098657462
2017-06-12	
2017-06-13	-0.645587045632
2017-06-14	-0.650894639984
2017-06-15	-0.493376847279
2017-06-16	-0.493829323695
2017-06-17	-0.511465328438
2017-06-18	-0.517420526099
2017-06-19	-0.52187205963
2017-06-20	-0.356991519193
2017-06-21	-0.380799108862
2017-06-22	-0.442832789775
2017-06-23	-0.442001450279
2017-06-24	-0.434567175512
2017-06-25	-0.461581239369
2017-06-26	-0.446515815147
2017-06-27	-0.444841134081
2017-06-28	-0.474529880253
2017-06-29	-0.47457843761
2017-06-30	-0.476294249981
2017-07-01	-0.470401177109
2017-07-02	-0.430974111705
2017-07-03	
2017-07-04	
2017-07-05	
2017-07-06	
2017-07-07	0.144395070614
2017-07-08	0.131328814664
2017-07-09	0.129191538743
2017-07-10	0.135397569427
2017-07-11	0.136550766377
2017-07-12	0.128867544372
2017-07-13	0.135344938634
2017-07-14	
2017-07-15	
2017-07-16	
2017-07-17	
2017-07-18	-0.241572382501
2017-07-19	-0.242347127741
2017-07-20	-0.20105829932
2017-07-21	-0.20216524899
2017-07-22	-0.213994790409
2017-07-23	-0.211874322326
2017-07-24	-0.22031453649
2017-07-25	-0.282851074032
2017-07-26	-0.279506598082
2017-07-27	-0.379118986927
2017-07-28	-0.273478693356
2017-07-29	-0.27395510043
2017-07-30	-0.285678284105
2017-07-31	-0.257084871312
2017-08-01	-0.187490164525
2017-08-02	-0.188154521344
2017-08-03	-0.197450531565
2017-08-04	-0.205805040266
2017-08-05	-0.204308365864
2017-08-06	-0.199734672493
2017-08-07	
2017-08-08	
2017-08-09	
2017-08-10	
2017-08-11	
2017-08-12	
2017-08-13	
2017-08-14	
2017-08-15	
2017-08-16	
2017-08-17	
2017-08-18	
2017-08-19	
2017-08-20	
2017-08-21	-0.0275183563829
2017-08-22	-0.021099463993
2017-08-23	-0.00758307003704
2017-08-24	-0.00463489229039
2017-08-25	-0.00206355718237
2017-08-26	0.0233968222842
2017-08-27	0.0394450766683
2017-08-28	
2017-08-29	
2017-08-30	
2017-08-31	
2017-09-01	-0.178163379436
2017-09-02	-0.1651433466
2017-09-03	-0.149986439828
2017-09-04	-0.155918906214
2017-09-05	-0.149674548074
2017-09-06	-0.147794876951
2017-09-07	-0.150098382835
2017-09-08	
2017-09-09	
2017-09-10	
2017-09-11	
2017-09-12	
2017-09-13	
2017-09-14	
2017-09-15	-0.315216358007
2017-09-16	-0.326415956763
2017-09-17	-0.322171833569
2017-09-18	-0.329682120266
2017-09-19	-0.33719288729
2017-09-20	-0.336494575874
2017-09-21	-0.348318513261
2017-09-22	-0.318989933706
2017-09-23	-0.313965124699
2017-09-24	-0.323539348197
2017-09-25	-0.521615559859
2017-09-26	-0.516055566031
2017-09-27	-0.338404185508
2017-09-28	-0.34087845855
2017-09-29	-0.407579077314
2017-09-30	-0.424795037626
2017-10-01	-0.434607702786
2017-10-02	-0.158016267833
2017-10-03	-0.175930879863
2017-10-04	-0.23014630545
2017-10-05	-0.228713484176
2017-10-06	-0.0621153280066
2017-10-07	-0.0390754895599
2017-10-08	-0.0398694994805
2017-10-09	-0.346321483872
2017-10-10	-0.52312679898
2017-10-11	-0.544894088621
2017-10-12	-0.542350590869
2017-10-13	-0.432611817889
2017-10-14	-0.451066253104
2017-10-15	-0.431354934751
2017-10-16	-0.311878506834
2017-10-17	-0.340462456248
2017-10-18	-0.246089898157
2017-10-19	-0.176537629046
2017-10-20	-0.194987486991
2017-10-21	-0.181046243228
2017-10-22	-0.195942448201
2017-10-23	-0.28072404112
2017-10-24	-0.0974359612086
2017-10-25	-0.0836714984625
2017-10-26	-0.0912857202142
2017-10-27	-0.0990589989582
2017-10-28	-0.112166510086
2017-10-29	-0.0989908151428
2017-10-30	-0.267812935953
2017-10-31	-0.309246800437
2017-11-01	-0.410905439319
2017-11-02	-0.407967465374
2017-11-03	-0.399469947014
2017-11-04	-0.387434913233
2017-11-05	-0.385194747139
2017-11-06	-0.3165388458
2017-11-07	-0.263965942304
2017-11-08	-0.266315260646
2017-11-09	-0.448467127042
2017-11-10	-0.422791823384
2017-11-11	-0.436503337069
