Date	Financials
2017-01-01	0.00150709396249
2017-01-02	0.000709009365519
2017-01-03	0.000709009365519
2017-01-04	0.00141430165008
2017-01-05	0.0059822420021
2017-01-06	0.0075052392607
2017-01-07	0.00811056613722
2017-01-08	0.0127188610681
2017-01-09	0.0127188610681
2017-01-10	0.0127188610681
2017-01-11	0.012594087338
2017-01-12	0.00963040931971
2017-01-13	0.00867543250984
2017-01-14	0.00807010563333
2017-01-15	0.00346181070245
2017-01-16	0.00394607220366
2017-01-17	0.0046384331545
2017-01-18	0.00515807475514
2017-01-19	0.00678469497134
2017-01-20	0.00721800963608
2017-01-21	0.00721800963608
2017-01-22	0.00721800963608
2017-01-23	0.00673374813487
2017-01-24	0.00666521750218
2017-01-25	0.00516933118954
2017-01-26	0.00195972548517
2017-01-27	0.000958390371683
2017-01-28	0.00169476739672
2017-01-29	0.00169476739672
2017-01-30	0.00199807343251
2017-01-31	0.0037780892682
2017-02-01	0.0087780892682
2017-02-02	0.00883384927712
2017-02-03	0.0216444082833
2017-02-04	0.0209080312583
2017-02-05	0.0299783260429
2017-02-06	0.0296750200071
2017-02-07	0.0272711738532
2017-02-08	0.0222711738532
2017-02-09	0.0222937357066
2017-02-10	0.00985520050988
2017-02-11	0.00985520050988
2017-02-12	0.000784905725296
2017-02-13	0.0012563814443
2017-02-14	0.00201424427112
2017-02-15	0.00238821584928
2017-02-16	0.00496040856038
2017-02-17	0.00589900074037
2017-02-18	0.0129536744617
2017-02-19	0.0129536744617
2017-02-20	0.0133225348772
2017-02-21	0.0133205299491
2017-02-22	0.0137229558864
2017-02-23	0.0116224456116
2017-02-24	0.0103118296221
2017-02-25	0.00325715590075
2017-02-26	0.00325715590075
2017-02-27	0.0024168197663
2017-02-28	0.00326160212369
2017-03-01	0.00283793829423
2017-03-02	0.00435722009602
2017-03-03	0.0058988439398
2017-03-04	0.00793966026633
2017-03-05	0.00793966026633
2017-03-06	0.00793966026633
2017-03-07	0.00705509591427
2017-03-08	0.00890581430312
2017-03-09	0.0118539648557
2017-03-10	0.0155870662867
2017-03-11	0.0177479306324
2017-03-12	0.0195336449181
2017-03-13	0.0207046051055
2017-03-14	0.0222441682992
2017-03-15	0.0200407162243
2017-03-16	0.015968037215
2017-03-17	0.011184229957
2017-03-18	0.00698254928473
2017-03-19	0.00519683499902
2017-03-20	0.00402587481166
2017-03-21	0.00177023571392
2017-03-22	0.00299472550984
2017-03-23	0.0028800040859
2017-03-24	0.00238908606921
2017-03-25	0.00238908606921
2017-03-26	0.00238908606921
2017-03-27	0.0032124701779
2017-03-28	0.00673359693846
2017-03-29	0.00635192214465
2017-03-30	0.00830420898824
2017-03-31	0.0125058896605
2017-04-01	0.0125058896605
2017-04-02	0.0125058896605
2017-04-03	0.0131757857907
2017-04-04	0.00965465903018
2017-04-05	0.01357374879
2017-04-06	0.0151872346419
2017-04-07	0.0146136718834
2017-04-08	0.0146136718834
2017-04-09	0.0327542614526
2017-04-10	0.0353779017571
2017-04-11	0.0363804080228
2017-04-12	0.0320663312949
2017-04-13	0.0356375880612
2017-04-14	0.0320094701473
2017-04-15	0.0320094701473
2017-04-16	0.0138688805782
2017-04-17	0.00975196003474
2017-04-18	0.00903747220225
2017-04-19	0.00930037622223
2017-04-20	0.00770323733609
2017-04-21	0.00811374636729
2017-04-22	0.00811374636729
2017-04-23	0.00811374636729
2017-04-24	0.00851057176411
2017-04-25	0.00906288946538
2017-04-26	0.0105112074294
2017-04-27	0.00419918525865
2017-04-28	0.00425552963548
2017-04-29	0.00425552963548
2017-04-30	0.00425552963548
2017-05-01	0.00590439124854
2017-05-02	0.00606773527468
2017-05-03	0.00478780613581
2017-05-04	0.00861961181093
2017-05-05	0.0123770287562
2017-05-06	0.0150225314017
2017-05-07	0.0185939599731
2017-05-08	0.0169027571887
2017-05-09	0.0162672655406
2017-05-10	0.015733210224
2017-05-11	0.0198307151827
2017-05-12	0.0156064448294
2017-05-13	0.0129609421839
2017-05-14	0.00938951361249
2017-05-15	0.00903502938704
2017-05-16	0.00906588317301
2017-05-17	0.00916037805011
2017-05-18	0.00200004292387
2017-05-19	0.00243033552284
2017-05-20	0.00243033552284
2017-05-21	0.0195731926657
2017-05-22	0.0195731926657
2017-05-23	0.0194840357096
2017-05-24	0.0194274702911
2017-05-25	0.0182660301053
2017-05-26	0.0182647379353
2017-05-27	0.0182647379353
2017-05-28	0.00112188079249
2017-05-29	0.00221239333338
2017-05-30	0.002529074407
2017-05-31	0.00608696608544
2017-06-01	0.0111120917136
2017-06-02	0.0155463131691
2017-06-03	0.0155463131691
2017-06-04	0.0166801000172
2017-06-05	0.0170473134238
2017-06-06	0.0173164030758
2017-06-07	0.0133755163763
2017-06-08	0.00961461325132
2017-06-09	0.00518039179583
2017-06-10	0.00518039179583
2017-06-11	0.00404660494775
2017-06-12	0.00258887900023
2017-06-13	0.00389102512996
2017-06-14	0.00427402015103
2017-06-15	0.00524194050501
2017-06-16	0.00571996955447
2017-06-17	0.00571996955447
2017-06-18	0.0104818743164
2017-06-19	0.0104818743164
2017-06-20	0.00874940483146
2017-06-21	0.0107394520505
2017-06-22	0.0119600498063
2017-06-23	0.0126581567644
2017-06-24	0.0156036648646
2017-06-25	0.0108417601026
2017-06-26	0.0113519641843
2017-06-27	0.0108866314714
2017-06-28	0.00893252513405
2017-06-29	0.0100695722435
2017-06-30	0.0105248753673
2017-07-01	0.0075793672672
2017-07-02	0.0126213840739
2017-07-03	0.0133116601844
2017-07-04	0.0248662820331
2017-07-05	0.0271721417706
2017-07-06	0.0249178931686
2017-07-07	0.0280888419381
2017-07-08	0.0296416369692
2017-07-09	0.0317424773053
2017-07-10	0.0331597981604
2017-07-11	0.0234898351884
2017-07-12	0.0227020855529
2017-07-13	0.0261351246477
2017-07-14	0.02235553655
2017-07-15	0.020802741519
2017-07-16	0.0190003383147
2017-07-17	0.0173223868917
2017-07-18	0.0168113543885
2017-07-19	0.0172217262241
2017-07-20	0.0189908364511
2017-07-21	0.0199031024127
2017-07-22	0.0199031024127
2017-07-23	0.0145626484741
2017-07-24	0.0151969822424
2017-07-25	0.0151904098674
2017-07-26	0.0162749954591
2017-07-27	0.0101378672409
2017-07-28	0.00975792803122
2017-07-29	0.00975792803122
2017-07-30	0.00975792803122
2017-07-31	0.0089840647669
2017-08-01	0.00809004766515
2017-08-02	0.0107209468478
2017-08-03	0.0112000858718
2017-08-04	0.012247410195
2017-08-05	0.012247410195
2017-08-06	0.0157317307525
2017-08-07	0.0154527870582
2017-08-08	0.0155088506904
2017-08-09	0.00944594807581
2017-08-10	0.0083825753583
2017-08-11	0.00583869109146
2017-08-12	0.00583869109146
2017-08-13	0.00235437053397
2017-08-14	0.00183299410018
2017-08-15	0.00130389357108
2017-08-16	0.00130389357108
2017-08-17	0.00168804723254
2017-08-18	0.0020796010712
2017-08-19	0.0020796010712
2017-08-20	0.0039111029027
2017-08-21	0.0039111029027
2017-08-22	0.0039111029027
2017-08-23	0.0052545870048
2017-08-24	0.00446938920475
2017-08-25	0.0049595061166
2017-08-26	0.0049595061166
2017-08-27	0.00312800428509
2017-08-28	0.00312800428509
2017-08-29	0.00312800428509
2017-08-30	0.00384892976185
2017-08-31	0.0125521884033
2017-09-01	0.0179361973655
2017-09-02	0.0179361973655
2017-09-03	0.0179361973655
2017-09-04	0.0273346936061
2017-09-05	0.0349032839562
2017-09-06	0.0381602006156
2017-09-07	0.0418055280161
2017-09-08	0.0421011534433
2017-09-09	0.043461697661
2017-09-10	0.0443833566472
2017-09-11	0.0424106029808
2017-09-12	0.0411173909992
2017-09-13	0.0436555192223
2017-09-14	0.032903723223
2017-09-15	0.0282226489904
2017-09-16	0.0320256159604
2017-09-17	0.0311039569742
2017-09-18	0.0246058581847
2017-09-19	0.0188317329491
2017-09-20	0.0109722784877
2017-09-21	0.010103063196
2017-09-22	0.00773526524808
2017-09-23	0.00643275792148
2017-09-24	0.00643275792148
2017-09-25	0.00609543290883
2017-09-26	0.005594179776
2017-09-27	0.00615440386563
