Date	CHF
2017-01-01	-2.84148239577
2017-01-02	-2.99202425202
2017-01-03	-3.32596396343
2017-01-04	-2.80610675014
2017-01-05	-2.47546859403
2017-01-06	-1.86555272825
2017-01-07	-1.94806554985
2017-01-08	-1.14572467378
2017-01-09	-1.33709920638
2017-01-10	-0.99457036141
2017-01-11	-1.3179771735
2017-01-12	-1.58979789908
2017-01-13	-2.13559161778
2017-01-14	-0.987320989111
2017-01-15	-0.965486214844
2017-01-16	-0.682686575413
2017-01-17	-0.33128855585
2017-01-18	0.205819271443
2017-01-19	2.31216555639
2017-01-20	0.900026812379
2017-01-21	0.701346958933
2017-01-22	0.580406330661
2017-01-23	0.524479522008
2017-01-24	0.846466469309
2017-01-25	0.915838027625
2017-01-26	-1.21879936467
2017-01-27	0.111533496852
2017-01-28	-0.068011748114
2017-01-29	-0.26191217929
2017-01-30	-0.419781805525
2017-01-31	-1.43975208397
2017-02-01	-2.07827228513
2017-02-02	-0.824500511645
2017-02-03	-1.49597886376
2017-02-04	-1.06619261059
2017-02-05	-1.13518871345
2017-02-06	0.0981835289785
2017-02-07	0.389313235567
2017-02-08	0.16879057361
2017-02-09	0.0701594065686
2017-02-10	0.0194631664557
2017-02-11	0.155507379394
2017-02-12	1.20011484257
2017-02-13	0.929501061053
2017-02-14	0.772879788472
2017-02-15	1.3001689273
2017-02-16	1.29573947457
2017-02-17	1.23099588804
2017-02-18	0.354216245888
2017-02-19	0.16421848219
2017-02-20	-0.347827925277
2017-02-21	0.941900977542
2017-02-22	0.370116894083
2017-02-23	0.281054464731
2017-02-24	-0.130841624413
2017-02-25	0.0188825699538
2017-02-26	-0.218544601071
2017-02-27	-0.240136883738
2017-02-28	-0.236933213041
2017-03-01	1.29341532255
2017-03-02	1.02232176483
2017-03-03	1.04568638813
2017-03-04	1.1166443836
2017-03-05	0.963383128866
2017-03-06	0.82262647522
2017-03-07	-0.138879616533
2017-03-08	-0.642962822592
2017-03-09	-0.706021447617
2017-03-10	-0.341129136806
2017-03-11	-0.546061129182
2017-03-12	-0.166499011395
2017-03-13	0.481594667161
2017-03-14	0.935508674001
2017-03-15	1.80420833457
2017-03-16	1.07887711106
2017-03-17	0.361932577022
2017-03-18	0.115327392095
2017-03-19	0.0154588668464
2017-03-20	-0.491697483804
2017-03-21	-0.290888821944
2017-03-22	-0.42665421635
2017-03-23	-0.253552524927
2017-03-24	0.753627116726
2017-03-25	0.833843673252
2017-03-26	0.287757332934
2017-03-27	-0.0239857172407
2017-03-28	-0.0580964446005
2017-03-29	-0.957044655488
2017-03-30	-0.717135507263
2017-03-31	-1.54890371903
2017-04-01	-1.8620165657
2017-04-02	-1.51769018131
2017-04-03	-0.735647468023
2017-04-04	-0.457041149591
2017-04-05	-0.155649160905
2017-04-06	0.0689012058975
2017-04-07	-0.290918477212
2017-04-08	-0.459213840852
2017-04-09	-0.626787477813
2017-04-10	-1.05368493763
2017-04-11	-1.69488001679
2017-04-12	-1.80334939412
2017-04-13	-1.75820176825
2017-04-14	-2.15597539862
2017-04-15	-1.64160418856
2017-04-16	-1.24585815046
2017-04-17	-1.65686029773
2017-04-18	-1.4749649485
2017-04-19	-0.104256415414
2017-04-20	-0.360864367662
2017-04-21	-0.789551077828
2017-04-22	-0.484819221513
2017-04-23	-0.0639549046219
2017-04-24	0.064291279978
2017-04-25	2.48977745286
2017-04-26	-3.46272213861
2017-04-27	-3.01992593962
2017-04-28	-2.42089210671
2017-04-29	-2.57054005129
2017-04-30	-1.97938671097
2017-05-01	-1.91368640679
2017-05-02	-1.81782376308
2017-05-03	-1.25538804494
2017-05-04	-0.372339576659
2017-05-05	0.55044527594
2017-05-06	0.804020937608
2017-05-07	
2017-05-08	1.48500784167
2017-05-09	0.767421344192
2017-05-10	0.81294042709
2017-05-11	1.85839204306
2017-05-12	1.88505425693
2017-05-13	1.59315220848
2017-05-14	1.28016495405
2017-05-15	0.222210015363
2017-05-16	1.60665947352
2017-05-17	0.255760308384
2017-05-18	-1.7445082283
2017-05-19	-0.650201066766
2017-05-20	-0.794555634384
2017-05-21	-0.455198206992
2017-05-22	-0.109837641467
2017-05-23	-1.25977141354
2017-05-24	-0.294930113989
2017-05-25	0.0334091861558
2017-05-26	-1.27013591845
2017-05-27	-1.37407620195
2017-05-28	-1.05590166659
2017-05-29	-1.61732420719
2017-05-30	-1.38818944635
2017-05-31	-1.85280083538
2017-06-01	-1.48684919013
2017-06-02	-0.64458441312
2017-06-03	-0.435113751701
2017-06-04	-0.409448154726
2017-06-05	0.470727211002
2017-06-06	0.447292784818
2017-06-07	0.192578294558
2017-06-08	0.723558760895
2017-06-09	3.15588857646
2017-06-10	3.18089112143
2017-06-11	3.08099517109
2017-06-12	1.95055702933
2017-06-13	2.04323270774
2017-06-14	1.96027486118
2017-06-15	1.33147756031
2017-06-16	-1.0945489826
2017-06-17	-2.07517791453
2017-06-18	-2.2153892358
2017-06-19	-0.838273278059
2017-06-20	-0.552124202702
2017-06-21	-0.0803616654231
2017-06-22	-0.055982854943
2017-06-23	0.24278712956
2017-06-24	1.20228093703
2017-06-25	0.76222443856
2017-06-26	0.28469098311
2017-06-27	-0.0175071844136
2017-06-28	-0.653853979305
2017-06-29	-0.904173541496
2017-06-30	-1.06781190383
2017-07-01	-0.484037442203
2017-07-02	-0.138897129224
2017-07-03	-0.615075348422
2017-07-04	-1.20442063438
2017-07-05	-1.13208457443
2017-07-06	-0.985954756918
2017-07-07	1.69092573763
2017-07-08	1.59292636333
2017-07-09	1.60687320022
2017-07-10	1.72308543971
2017-07-11	1.66286937062
2017-07-12	1.78153333396
2017-07-13	4.65080381941
2017-07-14	-2.56705385719
2017-07-15	-2.72405945202
2017-07-16	-2.59847940854
2017-07-17	-2.67238481336
2017-07-18	-2.58279841515
2017-07-19	-2.67790493407
2017-07-20	-0.0502116342359
2017-07-21	1.52752428118
2017-07-22	1.38880874519
2017-07-23	1.21744374946
2017-07-24	0.87614414162
2017-07-25	0.749783754141
2017-07-26	0.953521269311
2017-07-27	0.263288042884
2017-07-28	-0.309963448562
2017-07-29	-0.388066550496
2017-07-30	-0.472347349896
2017-07-31	-0.360673823707
2017-08-01	-0.174273342211
2017-08-02	-1.67062989427
2017-08-03	-1.2931313506
2017-08-04	-1.3032139369
2017-08-05	-1.25188008101
2017-08-06	-1.21391420193
2017-08-07	-1.15873681527
2017-08-08	-1.27122773968
2017-08-09	-0.463488536541
2017-08-10	-0.990327953494
2017-08-11	-0.738237185218
2017-08-12	-0.571984327362
2017-08-13	-0.670938195833
2017-08-14	-0.989219266226
2017-08-15	-1.15447619457
2017-08-16	-0.627789586948
2017-08-17	-0.544182558933
2017-08-18	-0.731157595237
2017-08-19	-0.715670089975
2017-08-20	-0.684931287945
2017-08-21	-0.624900060038
2017-08-22	-0.416247476718
2017-08-23	-1.37272512703
2017-08-24	-1.42972320031
2017-08-25	-1.56295079822
2017-08-26	-1.96867858333
2017-08-27	-1.37587056064
2017-08-28	-0.580211355544
2017-08-29	-0.0336422150314
2017-08-30	-0.685100181134
2017-08-31	-0.762039929357
2017-09-01	-0.87843459737
2017-09-02	-0.814755038708
2017-09-03	-0.713902191937
2017-09-04	-1.06927720847
2017-09-05	-1.6411485243
2017-09-06	-0.346970151582
2017-09-07	0.773308877171
2017-09-08	1.17742617734
2017-09-09	1.31850170986
2017-09-10	1.21042162032
2017-09-11	0.564619095662
2017-09-12	0.97636574208
2017-09-13	0.75121055407
2017-09-14	0.765870767493
2017-09-15	-0.737293528241
2017-09-16	-1.0165786331
2017-09-17	-1.37074430566
2017-09-18	-1.73261497095
2017-09-19	-1.65300557433
2017-09-20	-1.87843391604
2017-09-21	-3.41756880197
2017-09-22	-3.0792445837
2017-09-23	-2.55897690378
2017-09-24	-1.97352441678
2017-09-25	-0.887777785395
2017-09-26	-1.18849879548
2017-09-27	-0.933489011786
2017-09-28	0.95619922366
2017-09-29	1.37756516296
2017-09-30	1.25878865419
2017-10-01	0.94492011149
2017-10-02	1.51687736188
2017-10-03	1.82514014403
2017-10-04	1.07514634571
2017-10-05	0.207464890193
2017-10-06	-0.84147112376
2017-10-07	-1.32657281285
2017-10-08	-1.09613436243
2017-10-09	-0.940343230308
2017-10-10	-1.03931428186
2017-10-11	-1.50440874942
2017-10-12	-1.71200756532
2017-10-13	-0.964284677212
2017-10-14	-1.11642373753
2017-10-15	-1.39947810953
2017-10-16	-1.38549886509
2017-10-17	-0.706409410382
2017-10-18	-0.49185783952
2017-10-19	-0.877127471441
2017-10-20	-1.05140187938
2017-10-21	-0.96843655284
2017-10-22	-0.984497320943
