Date	GBP
2017-01-01	-1.14272704433
2017-01-02	-1.43107959693
2017-01-03	-1.21214169635
2017-01-04	-1.11244641026
2017-01-05	-1.38702733893
2017-01-06	-0.658488380302
2017-01-07	-0.00991770727599
2017-01-08	0.0745482123256
2017-01-09	-0.136793171222
2017-01-10	-0.0627286466594
2017-01-11	-0.00715667880266
2017-01-12	-0.117715886108
2017-01-13	0.15861433794
2017-01-14	-0.378773902746
2017-01-15	-0.103317516701
2017-01-16	1.27417068634
2017-01-17	1.25344223067
2017-01-18	1.20218469722
2017-01-19	0.827816258659
2017-01-20	-0.0753669052256
2017-01-21	0.604358215433
2017-01-22	0.896561099871
2017-01-23	0.30765721932
2017-01-24	-0.340950189404
2017-01-25	-0.672058615921
2017-01-26	-0.71861496064
2017-01-27	-0.92632770551
2017-01-28	-0.704011066149
2017-01-29	-1.26911877634
2017-01-30	-1.9490491163
2017-01-31	-2.04707447528
2017-02-01	-2.08137038722
2017-02-02	-1.95481750283
2017-02-03	-1.78923514043
2017-02-04	-2.19989651551
2017-02-05	-1.96648429852
2017-02-06	-1.03663528583
2017-02-07	-1.08346505321
2017-02-08	-1.29903735352
2017-02-09	-1.17070135564
2017-02-10	-1.18397107543
2017-02-11	-1.22468205447
2017-02-12	-1.10221488533
2017-02-13	-1.46941016743
2017-02-14	-0.858545566038
2017-02-15	-0.36324690366
2017-02-16	-0.688445894079
2017-02-17	-0.2734815875
2017-02-18	-0.803939109631
2017-02-19	-0.949947674847
2017-02-20	-0.266191460661
2017-02-21	-0.995567633943
2017-02-22	-0.110054539454
2017-02-23	0.328715510971
2017-02-24	0.157517220877
2017-02-25	0.565462391101
2017-02-26	0.288536851645
2017-02-27	0.695181631955
2017-02-28	1.19855660446
2017-03-01	0.72193111497
2017-03-02	0.574024449072
2017-03-03	0.540524057455
2017-03-04	1.03042497457
2017-03-05	0.58015819795
2017-03-06	0.25653207001
2017-03-07	0.247780995719
2017-03-08	0.127434681278
2017-03-09	0.146130773586
2017-03-10	0.202035301992
2017-03-11	0.0258740024083
2017-03-12	0.627222757522
2017-03-13	0.335077352094
2017-03-14	0.480569338202
2017-03-15	0.626260843121
2017-03-16	0.682302427222
2017-03-17	0.0329775486309
2017-03-18	-0.180722430934
2017-03-19	-0.569647225364
2017-03-20	-0.542421918562
2017-03-21	-0.786002024018
2017-03-22	-0.89764704333
2017-03-23	-1.01148639056
2017-03-24	-0.484020700309
2017-03-25	-0.471538120684
2017-03-26	-0.637600622013
2017-03-27	-0.359605356161
2017-03-28	-0.968730779789
2017-03-29	-0.875403557411
2017-03-30	-0.99035000186
2017-03-31	-1.10451466554
2017-04-01	-1.33966844833
2017-04-02	-1.49009917749
2017-04-03	-1.37472058112
2017-04-04	-0.875487501909
2017-04-05	-0.569207119989
2017-04-06	-0.400808244853
2017-04-07	-0.0475416262399
2017-04-08	-0.056094337002
2017-04-09	-0.275121807133
2017-04-10	-0.812136630409
2017-04-11	-1.40035486023
2017-04-12	-1.64254154551
2017-04-13	-1.69707494168
2017-04-14	-1.58790107885
2017-04-15	-1.50370553153
2017-04-16	-1.03863504382
2017-04-17	-1.4836951442
2017-04-18	-0.962396045227
2017-04-19	-0.715786457917
2017-04-20	-1.46790268805
2017-04-21	-1.11148452537
2017-04-22	-0.497859387116
2017-04-23	-0.574036292164
2017-04-24	0.51283887248
2017-04-25	0.675590975013
2017-04-26	0.839337012427
2017-04-27	1.47241488467
2017-04-28	1.23766125513
2017-04-29	0.900400637281
2017-04-30	0.400240591915
2017-05-01	0.632466336447
2017-05-02	0.297234317324
2017-05-03	0.0501936408952
2017-05-04	-0.305290002535
2017-05-05	-0.35403077222
2017-05-06	-0.351386583728
2017-05-07	0.020011666028
2017-05-08	-0.534853454738
2017-05-09	-0.349186943874
2017-05-10	-0.469042618563
2017-05-11	-0.0201875659217
2017-05-12	-0.652996148961
2017-05-13	-0.738616683068
2017-05-14	-0.623656129291
2017-05-15	-1.1399174878
2017-05-16	-1.0482707655
2017-05-17	-1.20380499247
2017-05-18	-1.35938438547
2017-05-19	-1.28185648878
2017-05-20	-1.27573566207
2017-05-21	-1.50269324654
2017-05-22	-1.23500241948
2017-05-23	-1.26924357619
2017-05-24	-1.26034826115
2017-05-25	-0.86454927076
2017-05-26	-0.692908589044
2017-05-27	-0.302229843501
2017-05-28	-0.153633677909
2017-05-29	-0.229332836009
2017-05-30	-0.389324391632
2017-05-31	-0.318617900947
2017-06-01	-0.406220891148
2017-06-02	-0.244002368221
2017-06-03	-0.679856869082
2017-06-04	-0.798012131419
2017-06-05	-0.362754447458
2017-06-06	-0.036986466393
2017-06-07	0.100315055011
2017-06-08	0.308846189792
2017-06-09	0.329261498046
2017-06-10	0.221776813362
2017-06-11	0.450425286035
2017-06-12	0.186372118669
2017-06-13	0.450579234577
2017-06-14	0.417598212131
2017-06-15	0.425610526138
2017-06-16	0.814926723012
2017-06-17	1.07936594413
2017-06-18	1.13194670415
2017-06-19	1.07513059706
2017-06-20	0.834543306536
2017-06-21	0.58004713062
2017-06-22	0.241037828998
2017-06-23	-0.0521575775065
2017-06-24	-0.562585701333
2017-06-25	-0.959871092444
2017-06-26	-0.709132234938
2017-06-27	-0.813613983832
2017-06-28	-0.887507880442
2017-06-29	-0.685436012506
2017-06-30	-0.342701598258
2017-07-01	0.121806228714
2017-07-02	0.542224717715
2017-07-03	0.536303374226
2017-07-04	1.03344435889
2017-07-05	1.0702394889
2017-07-06	0.68524453642
2017-07-07	0.39131712328
2017-07-08	0.666249510978
2017-07-09	0.425059416711
2017-07-10	0.299768599439
2017-07-11	-0.579591440274
2017-07-12	0.198575400605
2017-07-13	-0.170769477379
2017-07-14	-0.366779013427
2017-07-15	-0.23244922115
2017-07-16	-0.460888218746
2017-07-17	-0.375565499909
2017-07-18	0.0443925194547
2017-07-19	0.108131651984
2017-07-20	0.677200880035
2017-07-21	1.13653769046
2017-07-22	0.886288574703
2017-07-23	1.38945055083
2017-07-24	2.28402146313
2017-07-25	2.26939093348
2017-07-26	1.36330539671
2017-07-27	1.34253004798
2017-07-28	0.717089884957
2017-07-29	0.57927049835
2017-07-30	0.49369652026
2017-07-31	-0.605213012212
2017-08-01	-0.491041701879
2017-08-02	-0.0531652744067
2017-08-03	0.231993678298
2017-08-04	0.666760485927
2017-08-05	0.811150736837
2017-08-06	0.838656501732
2017-08-07	0.877628600146
2017-08-08	0.675572789556
2017-08-09	0.618261102131
2017-08-10	0.377593127381
2017-08-11	0.224309730192
2017-08-12	0.360029042788
2017-08-13	0.38180004655
2017-08-14	0.150057151216
2017-08-15	0.204632398662
2017-08-16	0.644038664082
