Date	Japan
2017-01-01	0.186487856798
2017-01-02	-0.209618939976
2017-01-03	0.150905509858
2017-01-04	-0.346686000191
2017-01-05	0.0382057979035
2017-01-06	0.094778857149
2017-01-07	0.190709239361
2017-01-08	0.483499068063
2017-01-09	0.831513703173
2017-01-10	0.247678480592
2017-01-11	0.234262404253
2017-01-12	-0.0934190586721
2017-01-13	0.239615748563
2017-01-14	0.18300024585
2017-01-15	0.0110442508732
2017-01-16	0.371404562418
2017-01-17	1.18801610971
2017-01-18	1.59332711634
2017-01-19	2.83419723222
2017-01-20	2.99909626427
2017-01-21	3.12511658662
2017-01-22	3.15749744753
2017-01-23	3.71180804379
2017-01-24	4.78509222267
2017-01-25	4.89426961916
2017-01-26	3.85771135115
2017-01-27	2.30060415121
2017-01-28	1.8265192818
2017-01-29	0.72892507379
2017-01-30	0.168530998703
2017-01-31	0.495158075941
2017-02-01	0.0189138117625
2017-02-02	-0.207851453135
2017-02-03	0.272046560377
2017-02-04	0.550313395448
2017-02-05	1.372230801
2017-02-06	1.59714610603
2017-02-07	1.33343556973
2017-02-08	1.07059147478
2017-02-09	1.38039994573
2017-02-10	1.33555188822
2017-02-11	1.265523086
2017-02-12	1.0073177188
2017-02-13	-0.207868390525
2017-02-14	-0.514682788934
2017-02-15	-0.637071013404
2017-02-16	-1.05017235882
2017-02-17	-1.69247890978
2017-02-18	-1.54366905587
2017-02-19	-1.5106538269
2017-02-20	-1.28986022506
2017-02-21	-0.64502200716
2017-02-22	-0.105564529824
2017-02-23	0.310024513657
2017-02-24	0.00232810643582
2017-02-25	-0.199451657825
2017-02-26	0.466547161459
2017-02-27	1.66978734605
2017-02-28	0.975482752249
2017-03-01	0.628325828711
2017-03-02	0.946638722963
2017-03-03	1.86979900903
2017-03-04	2.28789283429
2017-03-05	2.11949303434
2017-03-06	0.953559015775
2017-03-07	0.92900373796
2017-03-08	1.17468629778
2017-03-09	0.863456429817
2017-03-10	-1.01677554915
2017-03-11	-0.67271666786
2017-03-12	-0.740631123662
2017-03-13	-1.13432773027
2017-03-14	0.21059065006
2017-03-15	0.0491446860552
2017-03-16	0.926876997038
2017-03-17	2.78832260794
2017-03-18	2.57087826277
2017-03-19	2.45889035944
2017-03-20	2.18719650381
2017-03-21	2.06368402661
2017-03-22	1.50279837073
2017-03-23	1.25138159782
2017-03-24	0.462328890317
2017-03-25	0.589561476432
2017-03-26	0.700841123255
2017-03-27	0.142767162198
2017-03-28	-0.283746329872
2017-03-29	2.0130571816
2017-03-30	2.32853111092
2017-03-31	1.78231018085
2017-04-01	1.47711342787
2017-04-02	1.11196185924
2017-04-03	0.309192535332
2017-04-04	0.282118352565
2017-04-05	-0.0318126154747
2017-04-06	-0.522528927735
2017-04-07	-0.572081467037
2017-04-08	-0.301349329614
2017-04-09	-0.333516321019
2017-04-10	0.416818729558
2017-04-11	1.9896429036
2017-04-12	
2017-04-13	-1.02447187226
2017-04-14	-1.01155906936
2017-04-15	-1.09468400485
2017-04-16	-0.689828718764
2017-04-17	-0.136299922187
2017-04-18	-0.172681942752
2017-04-19	-0.274448364879
2017-04-20	-0.319274164127
