Date	AUD
2017-01-01	0.285828711875
2017-01-02	0.36089231902
2017-01-03	-0.339086603441
2017-01-04	-0.0700468295649
2017-01-05	0.153299396173
2017-01-06	-0.107555279526
2017-01-07	0.056902969442
2017-01-08	-0.209824706648
2017-01-09	-0.645084962931
2017-01-10	-0.477400632469
2017-01-11	0.163415439258
2017-01-12	0.178563794939
2017-01-13	0.927681099895
2017-01-14	0.524302758652
2017-01-15	0.395634704402
2017-01-16	0.915977954665
2017-01-17	1.11465820523
2017-01-18	0.885879296643
2017-01-19	0.898364923492
2017-01-20	0.393022444633
2017-01-21	0.830972874504
2017-01-22	1.34855758381
2017-01-23	2.32133030981
2017-01-24	2.13037397352
2017-01-25	2.11161198913
2017-01-26	2.60955825401
2017-01-27	2.49776745827
2017-01-28	2.15810479368
2017-01-29	2.18423737119
2017-01-30	1.6332139446
2017-01-31	1.10208564883
2017-02-01	-0.0854638802278
2017-02-02	0.641252508581
2017-02-03	0.874758297946
2017-02-04	0.757838603399
2017-02-05	1.6164871452
2017-02-06	1.62750051166
2017-02-07	1.71038424827
2017-02-08	2.21973917797
2017-02-09	0.757166172
2017-02-10	0.479334359343
2017-02-11	0.934249899181
2017-02-12	-0.280367334374
2017-02-13	0.184120363547
2017-02-14	0.869593122146
2017-02-15	1.2315370109
2017-02-16	1.48300156354
2017-02-17	1.73988090063
2017-02-18	1.17779051824
2017-02-19	1.06258040886
2017-02-20	0.556928780298
2017-02-21	0.562251377807
2017-02-22	0.618830189643
2017-02-23	0.734167900716
2017-02-24	0.0808078237472
2017-02-25	0.493381591416
2017-02-26	0.529181829252
2017-02-27	0.780383556078
2017-02-28	0.626355424967
2017-03-01	0.540198194456
2017-03-02	0.749271528679
2017-03-03	1.42482472274
2017-03-04	1.19735889814
2017-03-05	1.07936434851
2017-03-06	1.34032499749
2017-03-07	1.5318215748
2017-03-08	1.39590002471
2017-03-09	1.15756638135
2017-03-10	1.4707375456
2017-03-11	1.71150051152
2017-03-12	2.18953100554
2017-03-13	1.97253917092
2017-03-14	1.479501624
2017-03-15	1.63571641621
2017-03-16	1.97936809803
2017-03-17	1.50290328705
2017-03-18	1.49707172987
2017-03-19	1.23859663089
2017-03-20	0.687894738354
2017-03-21	1.05912500492
2017-03-22	0.717797294058
2017-03-23	0.577650722457
2017-03-24	0.708700944988
2017-03-25	0.495777288743
2017-03-26	-0.458525289861
2017-03-27	-0.56273549987
2017-03-28	-1.03276165626
2017-03-29	-0.809372759623
2017-03-30	-0.993100633041
2017-03-31	-0.857778546521
2017-04-01	-0.739425722755
2017-04-02	-0.151504972132
2017-04-03	-0.0948703186174
2017-04-04	0.461822573325
2017-04-05	-0.0408161209079
2017-04-06	0.310938749828
2017-04-07	0.512767447963
2017-04-08	0.30780760354
2017-04-09	0.488808795835
2017-04-10	1.16228620359
2017-04-11	1.25010966787
2017-04-12	1.87185148459
2017-04-13	1.88971819435
2017-04-14	1.82736536361
2017-04-15	2.00228025692
2017-04-16	2.36270333092
2017-04-17	-2.79628307455
2017-04-18	-1.47320278414
2017-04-19	-1.44191975743
2017-04-20	-0.705074759918
2017-04-21	-0.628828038919
2017-04-22	-0.795487352035
2017-04-23	-0.717379036172
2017-04-24	-0.230927955821
2017-04-25	-1.1406239971
2017-04-26	-0.272783670267
2017-04-27	-0.421563067914
2017-04-28	0.369215068464
2017-04-29	0.255383523512
2017-04-30	0.225473434846
2017-05-01	-0.226465236563
2017-05-02	0.385665866199
2017-05-03	0.283743909182
2017-05-04	0.129401953413
2017-05-05	-1.11930210453
2017-05-06	-0.676174538201
2017-05-07	0.137422126944
2017-05-08	0.796833256061
2017-05-09	0.958935708669
2017-05-10	0.81752913446
2017-05-11	0.701058271283
2017-05-12	1.22993760576
2017-05-13	1.20987482486
2017-05-14	1.04281652437
2017-05-15	0.970288800533
2017-05-16	0.874172936857
2017-05-17	0.0624625158347
2017-05-18	0.283174918587
2017-05-19	0.575657312483
2017-05-20	0.443008943947
2017-05-21	0.0321057341497
2017-05-22	0.642277907855
2017-05-23	0.301462613151
2017-05-24	1.50578709235
2017-05-25	1.67435031171
2017-05-26	0.933791952717
2017-05-27	0.814655112242
2017-05-28	0.943759123687
2017-05-29	0.582575538204
2017-05-30	0.961134700111
2017-05-31	0.453474938788
2017-06-01	0.0145843804203
2017-06-02	0.574525714074
2017-06-03	0.512001978059
2017-06-04	0.324471711935
2017-06-05	0.406282787518
2017-06-06	0.866615804589
2017-06-07	0.558328550916
2017-06-08	0.914712437765
2017-06-09	0.911140436285
2017-06-10	0.95586758503
2017-06-11	2.23809441854
2017-06-12	2.61835775193
2017-06-13	2.3577265677
2017-06-14	2.50664851645
2017-06-15	1.63113293879
2017-06-16	1.03409309203
2017-06-17	1.2094107132
2017-06-18	-0.300561857858
2017-06-19	-1.25295320628
2017-06-20	-0.878045701084
2017-06-21	-1.14585867981
2017-06-22	-0.00389274272945
2017-06-23	1.22406666286
2017-06-24	1.30045818846
2017-06-25	1.319038338
2017-06-26	0.772348725479
2017-06-27	0.435289117197
2017-06-28	0.476595559455
2017-06-29	0.0318495415369
2017-06-30	-0.545682912136
2017-07-01	-0.982045877155
2017-07-02	-0.919660314889
2017-07-03	-0.89703864577
2017-07-04	-0.639915568608
2017-07-05	-0.823365973716
2017-07-06	-0.164522453571
2017-07-07	-0.158527493033
2017-07-08	0.318753655907
2017-07-09	0.147508952734
2017-07-10	-0.110739188846
2017-07-11	0.0387450371064
2017-07-12	0.160236722687
2017-07-13	0.0119335856568
2017-07-14	0.105207972868
2017-07-15	-0.0877531275469
2017-07-16	0.295707051118
2017-07-17	0.899135237604
2017-07-18	0.385373554161
2017-07-19	0.183420708925
2017-07-20	0.333510580337
2017-07-21	0.562217703618
2017-07-22	0.617646185776
2017-07-23	0.779707748333
2017-07-24	0.55029898135
2017-07-25	0.741027584443
2017-07-26	0.762196328828
2017-07-27	0.260805311122
2017-07-28	0.139034562236
2017-07-29	0.116352446042
2017-07-30	-0.075522695081
2017-07-31	0.182307539989
2017-08-01	0.555450565942
2017-08-02	0.698937834757
2017-08-03	0.928823187577
2017-08-04	1.28025216198
2017-08-05	1.5388483865
2017-08-06	1.98504894588
2017-08-07	2.07886466552
2017-08-08	1.55651707303
2017-08-09	1.74839741191
2017-08-10	1.91699721957
2017-08-11	1.09345695127
2017-08-12	1.03755090684
2017-08-13	0.506583736668
2017-08-14	1.04579666989
2017-08-15	1.34817512325
2017-08-16	0.844637805732
2017-08-17	0.545185356455
2017-08-18	1.56791841426
2017-08-19	1.51284426766
2017-08-20	1.74015990288
2017-08-21	1.56562198145
2017-08-22	1.76277045726
2017-08-23	2.20472214267
2017-08-24	2.78245582693
2017-08-25	1.75084787059
2017-08-26	1.49196994451
2017-08-27	1.41005468102
2017-08-28	1.15459066489
2017-08-29	0.862734272995
2017-08-30	0.535199289993
2017-08-31	0.417050600517
2017-09-01	0.521186027981
2017-09-02	0.733201479489
2017-09-03	1.07216979389
2017-09-04	0.151863191946
2017-09-05	-0.132206788913
2017-09-06	-0.171252497922
2017-09-07	-0.291102030174
2017-09-08	-0.0496321839603
2017-09-09	0.0527482635294
2017-09-10	-0.659106443691
2017-09-11	0.168149087195
2017-09-12	0.476180943022
2017-09-13	0.498788179603
2017-09-14	0.0580448230514
2017-09-15	-0.500111814256
2017-09-16	-0.790898849536
2017-09-17	-0.974019333388
2017-09-18	-0.818805533739
2017-09-19	-0.569606681849
2017-09-20	-0.00987064051057
2017-09-21	0.00583443527391
2017-09-22	0.307699180615
2017-09-23	0.459451079265
2017-09-24	0.484609814478
2017-09-25	0.559016955525
2017-09-26	0.249951669034
2017-09-27	0.243735980442
2017-09-28	0.287432824622
2017-09-29	-0.553215607767
2017-09-30	-0.74733014536
2017-10-01	-0.867717478133
2017-10-02	-0.826459847459
2017-10-03	-0.48130527305
2017-10-04	-0.367115148201
2017-10-05	-0.46181317882
2017-10-06	0.0689147383527
2017-10-07	0.314318092383
2017-10-08	0.914567313704
2017-10-09	0.907117849043
2017-10-10	0.276430602673
2017-10-11	0.121879960084
2017-10-12	0.52033041934
2017-10-13	0.317723335437
2017-10-14	0.440345629938
2017-10-15	0.62107577145
2017-10-16	0.305965106927
2017-10-17	0.722296252217
2017-10-18	0.725740811655
2017-10-19	-0.12087985712
2017-10-20	-0.352102099365
2017-10-21	-0.433122351804
2017-10-22	-1.0330619593
2017-10-23	-1.31635391834
2017-10-24	-1.70853967902
2017-10-25	-0.749663934117
2017-10-26	-0.155015927999
2017-10-27	0.113837771717
2017-10-28	0.25732087419
2017-10-29	0.607786398169
2017-10-30	2.31087070306
2017-10-31	2.50955700646
2017-11-01	2.10606639555
2017-11-02	1.67877765839
2017-11-03	1.34759399145
2017-11-04	0.833038865681
2017-11-05	0.69763624383
2017-11-06	0.459364553969
2017-11-07	-0.0162705912706
2017-11-08	0.839978500912
2017-11-09	1.71602457217
2017-11-10	0.987540899336
2017-11-11	1.24006380984
2017-11-12	1.58724374125
2017-11-13	0.865426260126
2017-11-14	0.711145903593
2017-11-15	-0.0982881187467
2017-11-16	-0.720106336784
2017-11-17	0.115278251345
2017-11-18	0.401658091725
2017-11-19	1.41336643942
2017-11-20	2.60973223913
2017-11-21	2.93169112167
2017-11-22	3.30796632535
2017-11-23	3.88525097182
2017-11-24	2.83846668264
2017-11-25	2.06558205004
2017-11-26	0.734556481849
2017-11-27	0.024535404926
2017-11-28	-0.0927262467857
2017-11-29	-0.53966046195
2017-11-30	0.131686751774
2017-12-01	-0.322224779319
2017-12-02	-1.04589882086
2017-12-03	-0.548016094842
2017-12-04	-0.846643445977
2017-12-05	-0.829350646117
2017-12-06	-0.388262506162
2017-12-07	-0.731847330863
2017-12-08	0.405789849703
2017-12-09	1.88652393122
2017-12-10	1.85239079279
2017-12-11	1.74184035163
2017-12-12	1.39225147662
2017-12-13	1.04598381856
2017-12-14	1.43613000326
2017-12-15	1.26348439421
2017-12-16	1.04264875956
2017-12-17	-0.0507679533972
2017-12-18	-0.154682512635
2017-12-19	-0.0753334338871
2017-12-20	0.251145185232
2017-12-21	-0.972725394197
2017-12-22	-0.685597996511
2017-12-23	-0.782116672464
2017-12-24	-0.125022341244
2017-12-25	0.0917388839179
2017-12-26	0.29172469361
2017-12-27	0.0978340374321
2017-12-28	-0.0465586034901
2017-12-29	-0.0696835402254
2017-12-30	0.044670135096
2017-12-31	0.512485866886
2018-01-01	1.08378412446
2018-01-02	0.847952699483
2018-01-03	0.463566007416
2018-01-04	0.616278413806
2018-01-05	0.591789924595
2018-01-06	0.526421409455
2018-01-07	-0.184494002378
2018-01-08	-1.56859077369
2018-01-09	-2.09146616613
2018-01-10	-3.6959858149
2018-01-11	-2.28943868854
2018-01-12	-1.42402571426
2018-01-13	-1.52538050097
2018-01-14	-1.4237328386
2018-01-15	-1.20883560947
2018-01-16	-1.0977040054
2018-01-17	0.598421351204
2018-01-18	0.959379669414
2018-01-19	0.736649835553
2018-01-20	1.05966369178
2018-01-21	2.46095912087
2018-01-22	3.085627686
2018-01-23	3.00853081819
2018-01-24	1.59936154091
2018-01-25	-0.428840593167
2018-01-26	-0.0605979744284
2018-01-27	-0.435182235518
2018-01-28	-0.686457618117
2018-01-29	-1.22365326047
2018-01-30	-0.649336870871
2018-01-31	-0.752169791047
2018-02-01	-0.141853739173
2018-02-02	-1.00535211514
2018-02-03	-0.61926184005
2018-02-04	0.115589928849
2018-02-05	0.243271877196
2018-02-06	0.10881577391
2018-02-07	-0.0588286201445
2018-02-08	0.0286142550714
