Date	Industrials
2017-01-01	0.000656814449918
2017-01-02	0.000656814449918
2017-01-03	0.000656814449918
2017-01-04	0.000656814449918
2017-01-05	0.000969412136695
2017-01-06	0.000961948336128
2017-01-07	0.000961948336128
2017-01-08	0.000961948336128
2017-01-09	0.000961948336128
2017-01-10	0.00280289089872
2017-01-11	0.00280289089872
2017-01-12	0.00249029321194
2017-01-13	0.00184094256259
2017-01-14	0.00184094256259
2017-01-15	0.00184094256259
2017-01-16	0.00184094256259
2017-01-17	0.000305903946161
2017-01-18	0.000305903946161
2017-01-19	0.000305903946161
2017-01-20	0.000305903946161
2017-01-21	0.000305903946161
2017-01-22	0.000305903946161
2017-01-23	0.000305903946161
2017-01-24	3.09772049282e-19
2017-01-25	3.09772049282e-19
2017-01-26	3.09772049282e-19
2017-01-27	3.09772049282e-19
2017-01-28	3.09772049282e-19
2017-01-29	3.09772049282e-19
2017-01-30	3.09772049282e-19
2017-01-31	0.000297000297
2017-02-01	0.000650607086251
2017-02-02	0.00204207276343
2017-02-03	0.00204207276343
2017-02-04	0.00204207276343
2017-02-05	0.00204207276343
2017-02-06	0.00334077406213
2017-02-07	0.00304377376513
2017-02-08	0.00269016697588
2017-02-09	0.00321367640402
2017-02-10	0.00321367640402
2017-02-11	0.00321367640402
2017-02-12	0.00321367640402
2017-02-13	0.00235318719998
2017-02-14	0.00310309346169
2017-02-15	0.00310309346169
2017-02-16	0.00161077262518
2017-02-17	0.00161077262518
2017-02-18	0.00161077262518
2017-02-19	0.00161077262518
2017-02-20	0.00117256053053
2017-02-21	0.00114415499031
2017-02-22	0.00151329489433
2017-02-23	0.00150233267987
2017-02-24	0.00240080527645
2017-02-25	0.00240080527645
2017-02-26	0.00240080527645
2017-02-27	0.00240080527645
2017-02-28	0.00319906139386
2017-03-01	0.00282992148983
2017-03-02	0.00321631403246
2017-03-03	0.0027924498839
2017-03-04	0.0027924498839
2017-03-05	0.0027924498839
2017-03-06	0.0027924498839
2017-03-07	0.00278440884243
2017-03-08	0.00278440884243
2017-03-09	0.00284432510346
2017-03-10	0.00276654205226
2017-03-11	0.00276654205226
2017-03-12	0.00276654205226
2017-03-13	0.00276654205226
2017-03-14	0.00426234505182
2017-03-15	0.00426234505182
2017-03-16	0.00340434419382
2017-03-17	0.00351231435479
2017-03-18	0.00546926151722
2017-03-19	0.00766706371502
2017-03-20	0.00766706371502
2017-03-21	0.00465954491803
2017-03-22	0.00548770226792
2017-03-23	0.00672277843095
2017-03-24	0.00673935930694
