Date	France
2017-01-01	0.598385490474
2017-01-02	0.581922767002
2017-01-03	-0.374837847559
2017-01-04	
2017-01-05	
2017-01-06	
2017-01-07	
2017-01-08	
2017-01-09	-1.8157066128
2017-01-10	-1.65735935121
2017-01-11	-1.01928132771
2017-01-12	-0.884729131212
2017-01-13	-0.377231421931
2017-01-14	-0.276625220996
2017-01-15	0.23811639724
2017-01-16	0.501135757476
2017-01-17	0.550906555322
2017-01-18	0.846607112841
2017-01-19	0.668207213462
2017-01-20	
2017-01-21	
2017-01-22	
2017-01-23	
2017-01-24	
2017-01-25	
2017-01-26	
2017-01-27	2.23800216528
2017-01-28	1.74798961902
2017-01-29	1.3800373621
2017-01-30	-0.0739936024971
2017-01-31	-0.537441722905
2017-02-01	-0.441884442548
2017-02-02	-0.223309419011
2017-02-03	-1.27590115151
2017-02-04	-1.5634305063
2017-02-05	-0.978069361697
2017-02-06	-1.51318064144
2017-02-07	
2017-02-08	
2017-02-09	
2017-02-10	
2017-02-11	
2017-02-12	
2017-02-13	
2017-02-14	
2017-02-15	
2017-02-16	-3.82909516988
2017-02-17	-3.55469459782
2017-02-18	-3.5740976094
2017-02-19	-4.12402579249
2017-02-20	-3.88776867225
2017-02-21	-4.04358754296
2017-02-22	-2.05214761214
2017-02-23	0.378638532716
2017-02-24	0.469626679722
2017-02-25	0.55596296858
2017-02-26	0.952351664126
2017-02-27	-0.0267361417332
2017-02-28	0.109385757609
2017-03-01	-0.280665654173
2017-03-02	-0.434743776449
2017-03-03	-0.991114377702
2017-03-04	-1.10740958868
2017-03-05	-0.49174903584
2017-03-06	0.227875198267
2017-03-07	0.461484192628
2017-03-08	0.845767183937
2017-03-09	0.639139777442
2017-03-10	1.43427343634
2017-03-11	1.83028750905
2017-03-12	
2017-03-13	
2017-03-14	3.18785151998
2017-03-15	3.14976645555
2017-03-16	2.829170038
2017-03-17	2.98718517133
2017-03-18	2.64311557605
2017-03-19	2.39741333436
2017-03-20	2.37852747635
2017-03-21	
2017-03-22	
2017-03-23	
2017-03-24	-0.0427947853702
2017-03-25	0.135149610168
2017-03-26	0.470156191574
2017-03-27	0.49644227653
2017-03-28	1.56669690123
2017-03-29	1.29741570929
2017-03-30	1.23359891586
2017-03-31	1.29746461748
2017-04-01	0.804567280461
2017-04-02	0.198860642015
2017-04-03	0.594148466064
2017-04-04	-0.368835426176
2017-04-05	-0.277208687036
2017-04-06	-0.287526035886
2017-04-07	-0.228243911911
2017-04-08	-0.644102751529
2017-04-09	-0.555370801651
2017-04-10	-1.88563600798
2017-04-11	
2017-04-12	
2017-04-13	
2017-04-14	
2017-04-15	
2017-04-16	
2017-04-17	
2017-04-18	
2017-04-19	
2017-04-20	
2017-04-21	
2017-04-22	
2017-04-23	
2017-04-24	
2017-04-25	-1.8530652101
2017-04-26	-1.45237454123
2017-04-27	-1.17681737041
2017-04-28	-1.11403116381
2017-04-29	-0.955108460908
2017-04-30	-1.16917591118
2017-05-01	-1.08463821414
2017-05-02	-0.295958435848
2017-05-03	-0.0345999954873
2017-05-04	-0.129608589097
2017-05-05	-0.0193222264455
2017-05-06	-0.127041688851
2017-05-07	0.480472832499
2017-05-08	1.81003072817
2017-05-09	
2017-05-10	
2017-05-11	-1.00065395096
2017-05-12	0.665958531602
2017-05-13	0.863735896816
2017-05-14	0.822221639406
2017-05-15	0.885418760142
2017-05-16	0.946598732628
2017-05-17	1.09507143742
2017-05-18	2.75139006865
2017-05-19	
2017-05-20	
2017-05-21	
2017-05-22	
2017-05-23	
2017-05-24	
2017-05-25	0.37576950339
2017-05-26	0.303679493902
2017-05-27	0.129097519564
2017-05-28	-0.808084873301
2017-05-29	-1.21769563137
2017-05-30	-0.958268612317
2017-05-31	-1.04158857911
2017-06-01	-1.26576746976
2017-06-02	-1.26959018053
2017-06-03	-0.702076044506
2017-06-04	-0.464563777973
2017-06-05	0.208963777898
2017-06-06	
2017-06-07	-0.858687262663
2017-06-08	0.120489251974
2017-06-09	0.00694294198502
2017-06-10	-0.223696000833
2017-06-11	-0.20028157905
2017-06-12	-0.308723845911
2017-06-13	-0.644725403383
2017-06-14	-0.400769055447
2017-06-15	-0.845074198196
2017-06-16	-1.08110926941
2017-06-17	-0.766458817366
2017-06-18	-1.19462737754
2017-06-19	-1.49550399179
2017-06-20	-1.3704618413
2017-06-21	-1.27336445607
2017-06-22	-1.97164422695
2017-06-23	1.13009185579
2017-06-24	1.16837884247
2017-06-25	1.57860654036
2017-06-26	2.16405557162
2017-06-27	2.18134067918
2017-06-28	2.02958120552
2017-06-29	1.27637380543
2017-06-30	0.792982620969
2017-07-01	0.375924877873
2017-07-02	0.156661834442
2017-07-03	0.0723560975802
2017-07-04	0.289678643686
2017-07-05	-0.162342699364
2017-07-06	0.331150853108
2017-07-07	0.792704673216
2017-07-08	0.949750539357
2017-07-09	1.24595360731
2017-07-10	0.865747545905
2017-07-11	-0.301842777553
2017-07-12	
2017-07-13	1.70609513227
2017-07-14	1.42533529807
2017-07-15	1.14105868566
2017-07-16	1.25221715884
2017-07-17	1.25662909162
2017-07-18	1.33666117283
2017-07-19	1.28033132346
2017-07-20	-2.34556242755
2017-07-21	-2.11821241568
2017-07-22	-1.72931132957
2017-07-23	-1.59461374699
2017-07-24	-1.32690444781
2017-07-25	-1.61403695193
2017-07-26	-1.67393798939
2017-07-27	1.3326998035
2017-07-28	0.479333961968
2017-07-29	0.174391122794
2017-07-30	-0.154638557979
2017-07-31	-0.789748631975
2017-08-01	-0.608520429075
2017-08-02	-0.404523898085
2017-08-03	-0.577701690042
2017-08-04	-0.474636446846
2017-08-05	-0.494323057504
2017-08-06	-1.23060642686
2017-08-07	-0.77784697571
2017-08-08	0.868633295299
2017-08-09	2.77107937497
2017-08-10	3.10302752986
2017-08-11	3.39092872154
2017-08-12	3.85474486704
2017-08-13	5.15237856082
2017-08-14	5.30071774496
2017-08-15	
2017-08-16	
2017-08-17	
2017-08-18	
2017-08-19	
2017-08-20	
2017-08-21	
2017-08-22	
2017-08-23	
2017-08-24	0.385592615525
2017-08-25	0.267636589262
2017-08-26	0.179816410336
2017-08-27	0.206721825586
2017-08-28	-0.137521441303
2017-08-29	-0.143560802146
2017-08-30	-0.0340754400911
2017-08-31	0.132961191377
2017-09-01	0.159250774104
2017-09-02	-0.370554829532
2017-09-03	-1.18916494571
2017-09-04	-0.505916194788
2017-09-05	-0.110660559044
2017-09-06	-0.575190274203
2017-09-07	-0.653350909761
2017-09-08	-0.46727416215
2017-09-09	-0.408025995895
2017-09-10	-0.357386650841
2017-09-11	-3.16446490504
2017-09-12	-3.40028777593
2017-09-13	-2.21937270763
2017-09-14	-1.99786086921
2017-09-15	-1.98010702713
2017-09-16	-1.34837554627
2017-09-17	-0.954557784081
2017-09-18	-0.976281491395
2017-09-19	-0.991934160312
2017-09-20	-3.87406318699
2017-09-21	-3.8305812112
2017-09-22	-2.57933282434
2017-09-23	-2.65483326147
2017-09-24	-2.48479201584
2017-09-25	-2.30487345492
2017-09-26	-2.24996309612
2017-09-27	-1.51764666244
2017-09-28	-1.7982702565
2017-09-29	-1.63636683546
2017-09-30	-1.71177931475
2017-10-01	-1.76486427097
2017-10-02	-0.847351401125
2017-10-03	-0.787854939754
2017-10-04	-0.817064482711
2017-10-05	0.107085180868
2017-10-06	1.02685774418
2017-10-07	1.12155689751
2017-10-08	1.47726281486
2017-10-09	
2017-10-10	1.23587486056
2017-10-11	1.13630010486
2017-10-12	0.78697730615
2017-10-13	0.667742481797
2017-10-14	0.492424174821
2017-10-15	0.195069225004
2017-10-16	0.0753688615671
2017-10-17	-0.139260695807
2017-10-18	-0.504078515484
2017-10-19	
2017-10-20	
2017-10-21	
2017-10-22	
2017-10-23	0.0108056923062
2017-10-24	0.0235873980818
2017-10-25	0.0495351993641
2017-10-26	-0.178710083555
2017-10-27	0.808617214574
2017-10-28	1.39609328657
2017-10-29	1.40525460633
2017-10-30	0.542419677614
2017-10-31	0.518359067411
2017-11-01	0.352175930367
2017-11-02	0.680660756624
2017-11-03	-0.0792146308631
2017-11-04	-0.309517995205
2017-11-05	-0.202666076242
2017-11-06	0.739178849979
2017-11-07	-1.45215103691
2017-11-08	-1.12840651414
2017-11-09	-3.49688885667
2017-11-10	-3.38611768832
2017-11-11	-3.26984663871
2017-11-12	-3.38263343672
2017-11-13	-3.27347923674
2017-11-14	
2017-11-15	
2017-11-16	
2017-11-17	
2017-11-18	
2017-11-19	
2017-11-20	2.2684623021
2017-11-21	1.88615555798
2017-11-22	1.80538908224
