Date	AUD
2017-01-01	0.0686917510226
2017-01-02	0.0557047380356
2017-01-03	0.0398317221625
2017-01-04	0.0323129251701
2017-01-05	0.0119047619048
2017-01-06	0.0136054421769
2017-01-07	0.0136054421769
2017-01-08	0.0136054421769
2017-01-09	0.0200989486704
2017-01-10	0.0315275200989
2017-01-11	0.042516531088
2017-01-12	0.0629246943533
2017-01-13	0.060747823605
2017-01-14	0.060747823605
2017-01-15	0.0702716331288
2017-01-16	0.0767651396223
2017-01-17	0.0812095840667
2017-01-18	0.0749824778396
2017-01-19	0.0545743145743
2017-01-20	0.0490981240981
2017-01-21	0.0490981240981
2017-01-22	0.0574314574315
2017-01-23	0.0554334554335
2017-01-24	0.0444865479348
2017-01-25	0.0397246431729
2017-01-26	0.0468675003158
2017-01-27	0.0552008336491
2017-01-28	0.0552008336491
2017-01-29	0.048332701781
2017-01-30	0.037343690792
2017-01-31	0.0552747252747
2017-02-01	0.0552747252747
2017-02-02	0.0579840848806
2017-02-03	0.0535505873437
2017-02-04	0.0535505873437
2017-02-05	0.0425615763547
2017-02-06	0.0559544334975
2017-02-07	0.0372989713127
2017-02-08	0.0372989713127
2017-02-09	0.0274467545639
2017-02-10	0.0228855431061
2017-02-11	0.0228855431061
2017-02-12	0.0228855431061
2017-02-13	0.0139569716776
2017-02-14	0.00975529100529
2017-02-15	0.0145171957672
2017-02-16	0.0389074396696
2017-02-17	0.0415529423151
2017-02-18	0.0772672280294
2017-02-19	0.0951243708866
2017-02-20	0.0955861935467
2017-02-21	0.100348098309
2017-02-22	0.100050479261
2017-02-23	0.0756602353585
2017-02-24	0.0742172339155
2017-02-25	0.0385029482012
2017-02-26	0.0308498869767
2017-02-27	0.0259237786023
2017-02-28	0.0211618738404
2017-03-01	0.0166975881262
2017-03-02	0.023840445269
2017-03-03	0.0173469387755
2017-03-04	0.0173469387755
2017-03-05	0.00714285714286
2017-03-06	0.0155462184874
2017-03-07	0.0228722258134
2017-03-08	0.0273365115277
2017-03-09	0.043050797242
2017-03-10	0.0625313167225
2017-03-11	0.0625313167225
2017-03-12	0.0625313167225
2017-03-13	0.054127955378
2017-03-14	0.0530131281762
2017-03-15	0.0584010592107
2017-03-16	0.0401522112844
2017-03-17	0.0281904887963
2017-03-18	0.0281904887963
2017-03-19	0.0281904887963
2017-03-20	0.0281904887963
2017-03-21	0.051741213434
2017-03-22	0.0544940387021
2017-03-23	0.061790505676
2017-03-24	0.0542717086835
2017-03-25	0.0542717086835
2017-03-26	0.0685574229692
2017-03-27	0.0889655862345
2017-03-28	0.0667224784651
2017-03-29	0.0541174364483
2017-03-30	0.047707180038
2017-03-31	0.0548500371809
2017-04-01	0.0548500371809
2017-04-02	0.0711765677931
2017-04-03	0.0560594098188
2017-04-04	0.075326327112
2017-04-05	0.075326327112
2017-04-06	0.0698318216175
2017-04-07	0.0821694839552
2017-04-08	0.0821694839552
2017-04-09	0.115049302549
2017-04-10	0.109758297258
2017-04-11	0.0829725829726
2017-04-12	0.0928247997214
2017-04-13	0.110681942578
2017-04-14	0.091201423098
2017-04-15	0.091201423098
2017-04-16	0.0277093596059
2017-04-17	0.0406963725929
2017-04-18	0.0578392297358
2017-04-19	0.0578392297358
2017-04-20	0.0399820868786
2017-04-21	0.0483854482232
2017-04-22	0.0483854482232
2017-04-23	0.0483854482232
2017-04-24	0.0353984352362
2017-04-25	0.0233576189096
2017-04-26	0.0135054021609
2017-04-27	0.0135054021609
2017-04-28	0.0119047619048
2017-04-29	0.0119047619048
2017-04-30	0.0309523809524
2017-05-01	0.0309523809524
2017-05-02	0.0360544217687
2017-05-03	0.0444577831132
2017-05-04	0.0531157917713
2017-05-05	0.0558368802066
2017-05-06	0.0762450434719
2017-05-07	0.0831714503983
2017-05-08	0.0965643075412
2017-05-09	0.0936862332346
