Date	France
2017-01-01	0.866155111817
2017-01-02	0.849692388344
2017-01-03	-1.30237710151
2017-01-04	-1.334163864
2017-01-05	-1.06350167741
2017-01-06	-1.25028469123
2017-01-07	-0.904822711725
2017-01-08	-1.25626274159
2017-01-09	-0.949000912386
2017-01-10	-0.0169083518224
2017-01-11	-0.0627491736623
2017-01-12	0.389046311867
2017-01-13	0.301441276857
2017-01-14	0.20878307062
2017-01-15	0.362412928796
2017-01-16	0.630090045321
2017-01-17	0.74800146125
2017-01-18	1.0261889933
2017-01-19	0.470000970829
2017-01-20	0.393582430321
2017-01-21	0.765121779979
2017-01-22	0.762071511997
2017-01-23	0.132038858941
2017-01-24	0.246083491904
2017-01-25	-0.235109565947
2017-01-26	-0.0942166615281
2017-01-27	0.0142399964973
2017-01-28	-0.475772549765
2017-01-29	-0.691693888359
2017-01-30	-0.553958801647
2017-01-31	-0.743411581695
2017-02-01	-0.694331415872
2017-02-02	-0.730251595255
2017-02-03	-0.813948312988
2017-02-04	-1.10147766777
2017-02-05	-0.405093071967
2017-02-06	-0.451107307992
2017-02-07	-0.565906000278
2017-02-08	-0.215085212064
2017-02-09	-0.246931718351
2017-02-10	-0.139368323153
2017-02-11	0.468709327407
2017-02-12	0.418941723605
2017-02-13	1.19490831573
2017-02-14	1.17939666895
2017-02-15	0.788416299738
2017-02-16	0.918327025253
2017-02-17	0.708909978177
2017-02-18	0.649778967251
2017-02-19	0.0998507841534
2017-02-20	0.0167454484081
2017-02-21	-0.093949964695
2017-02-22	0.0968658594624
2017-02-23	0.232485437299
2017-02-24	0.113453972386
2017-02-25	0.223041682857
2017-02-26	0.619430378404
2017-02-27	0.499250691197
2017-02-28	0.740019147247
2017-03-01	0.820716853831
2017-03-02	0.679416923475
2017-03-03	0.991959871345
2017-03-04	0.875664660363
2017-03-05	0.98339750841
2017-03-06	0.327776689857
2017-03-07	-0.0265044723852
2017-03-08	-0.122290087203
2017-03-09	-0.0640489005465
2017-03-10	0.252956551253
2017-03-11	0.648970623972
2017-03-12	0.562161723373
2017-03-13	0.29911995637
2017-03-14	0.489644517381
2017-03-15	0.268175078144
2017-03-16	0.141165339353
2017-03-17	0.401526741593
2017-03-18	0.134801133828
2017-03-19	-0.110901107865
2017-03-20	0.382089731028
2017-03-21	0.739762681443
2017-03-22	0.659607007661
2017-03-23	0.907605532432
2017-03-24	0.467266711923
2017-03-25	0.631269477687
2017-03-26	0.966276059093
2017-03-27	0.724431456632
2017-03-28	0.867636505374
2017-03-29	1.16230345704
2017-03-30	1.17162900555
2017-03-31	1.19419138913
2017-04-01	1.09726284205
2017-04-02	0.854293256315
2017-04-03	1.03064472167
2017-04-04	0.811020495618
2017-04-05	0.824860392023
2017-04-06	1.09710599597
2017-04-07	1.07438452126
2017-04-08	0.294227437607
2017-04-09	-0.346562803554
2017-04-10	-0.429008455098
2017-04-11	-0.944942376904
2017-04-12	-0.997989961426
2017-04-13	-1.35657031809
2017-04-14	-1.43773587001
2017-04-15	-0.919051628115
2017-04-16	-0.225212420346
2017-04-17	-0.919551183709
2017-04-18	-0.121308317068
2017-04-19	-0.559552715096
2017-04-20	0.0298566039414
2017-04-21	0.128185925371
2017-04-22	0.293903044698
2017-04-23	-0.21988821541
2017-04-24	-0.039563246045
2017-04-25	-0.0963087314724
2017-04-26	0.40926629815
2017-04-27	0.68590744713
2017-04-28	0.432733803795
2017-04-29	0.591656506702
2017-04-30	0.00650068302909
2017-05-01	0.283863375758
2017-05-02	0.297404510587
2017-05-03	0.187245210832
2017-05-04	0.0114807879587
2017-05-05	0.455683367748
2017-05-06	0.347963905342
2017-05-07	1.24623924381
2017-05-08	0.822702299018
2017-05-09	0.414281174165
2017-05-10	0.451317139327
2017-05-11	0.372800452361
2017-05-12	0.0466169427537
2017-05-13	-0.278061635791
2017-05-14	-0.526566351798
2017-05-15	-0.283766639487
2017-05-16	-0.0187291242875
2017-05-17	-0.476598684793
2017-05-18	-0.439604217728
2017-05-19	-0.129887489306
2017-05-20	-0.0581633411135
2017-05-21	0.407674221493
2017-05-22	0.648878389958
2017-05-23	-0.0140656554983
2017-05-24	0.510495577552
2017-05-25	1.04577173383
2017-05-26	0.74566353541
2017-05-27	0.571081561073
2017-05-28	-0.366100831793
2017-05-29	-0.619367225746
2017-05-30	-0.150758072092
2017-05-31	-0.545214989973
2017-06-01	-1.23525569335
