Date	Communication Services
2017-01-01	0.0685963681024
2017-01-02	0.0762573732546
2017-01-03	0.0759353972644
2017-01-04	0.0766659403848
2017-01-05	0.0778440781599
2017-01-06	0.0937534286179
2017-01-07	0.108070232492
2017-01-08	0.116584119312
2017-01-09	0.114854230223
2017-01-10	0.116379893876
2017-01-11	0.115212257119
2017-01-12	0.106550017222
2017-01-13	0.0962826685922
2017-01-14	0.100706757975
2017-01-15	0.0949835925223
2017-01-16	0.0813444291183
2017-01-17	0.0918691005314
2017-01-18	0.0903416605349
2017-01-19	0.077731538659
2017-01-20	0.0773619594779
2017-01-21	0.083927955866
2017-01-22	0.0790457359809
2017-01-23	0.0720194836522
2017-01-24	0.0742833393812
2017-01-25	0.0814959326424
2017-01-26	0.0782124818777
2017-01-27	0.0716049859946
2017-01-28	0.0661665926924
2017-01-29	0.0660069324874
2017-01-30	0.0645871053948
2017-01-31	0.0553401646379
2017-02-01	0.0455021161364
2017-02-02	0.0343305157943
2017-02-03	0.0316620146584
2017-02-04	0.0303578060731
2017-02-05	0.012042874692
2017-02-06	-0.00678493061337
2017-02-07	-0.0149198987417
2017-02-08	-0.0231026462261
2017-02-09	-0.0318613399471
2017-02-10	-0.0278868531126
2017-02-11	-0.0302594355711
2017-02-12	-0.0268912553546
2017-02-13	-0.0292635775617
2017-02-14	-0.0321602209883
2017-02-15	-0.0217645724866
2017-02-16	-0.0283833842767
2017-02-17	-0.0235987730855
2017-02-18	-0.0168364884029
2017-02-19	-0.0149942588566
2017-02-20	-0.016907883256
2017-02-21	-0.0143899139782
2017-02-22	-0.00961162340812
2017-02-23	-0.0106155392998
2017-02-24	-0.0128470763626
2017-02-25	-0.0151571898658
2017-02-26	-0.0229927246511
2017-02-27	-0.0206094831159
2017-02-28	-0.0241587386221
2017-03-01	-0.0282929573842
2017-03-02	-0.027522240666
2017-03-03	-0.0246457974908
2017-03-04	-0.0211147943664
2017-03-05	-0.0237274319499
2017-03-06	-0.0244281594422
2017-03-07	-0.0312278821936
2017-03-08	-0.0321076665134
2017-03-09	-0.0240195323409
2017-03-10	-0.0160749240533
2017-03-11	-0.0111997805152
2017-03-12	-0.0199101730417
2017-03-13	-0.015492176521
2017-03-14	-0.0103757608757
2017-03-15	-0.0106524623769
2017-03-16	-0.0027041445321
2017-03-17	-0.00600552044669
2017-03-18	-0.019513514799
2017-03-19	-0.0295470624515
2017-03-20	-0.0329899053613
2017-03-21	-0.0340176032122
2017-03-22	-0.0254361533696
2017-03-23	-0.0254863606011
2017-03-24	-0.0155153246896
2017-03-25	-0.0188654320616
2017-03-26	-0.020962208875
2017-03-27	-0.0193301801348
2017-03-28	-0.0119954744854
2017-03-29	-0.0168730229042
2017-03-30	-0.0151906364486
2017-03-31	-0.0184829808618
2017-04-01	-0.0153455047437
2017-04-02	-0.00649704058307
2017-04-03	-0.0159796309196
2017-04-04	-0.0173327850422
2017-04-05	-0.0046902212562
2017-04-06	0.000471467294061
2017-04-07	-0.00175996261749
2017-04-08	-0.00303789147657
2017-04-09	3.6188688721e-05
2017-04-10	-0.012167105893
2017-04-11	-0.00815705260841
2017-04-12	-0.0115411815044
2017-04-13	-0.0147909491136
2017-04-14	-0.0235249072811
2017-04-15	-0.0329844197556
2017-04-16	-0.0261458431737
2017-04-17	-0.0113092453532
2017-04-18	-0.00948788546434
2017-04-19	-0.010444097856
2017-04-20	-0.0184746266811
2017-04-21	-0.0269319026424
2017-04-22	-0.0357159937755
2017-04-23	-0.0343901604528
2017-04-24	-0.0361427013779
2017-04-25	-0.0444717941707
2017-04-26	-0.0487303811662
2017-04-27	-0.0568438627403
2017-04-28	-0.0418303699401
2017-04-29	-0.042544238769
2017-04-30	-0.0423268731648
2017-05-01	-0.0494669959658
2017-05-02	-0.0752925364605
2017-05-03	-0.0748770829804
2017-05-04	-0.079418610318
2017-05-05	-0.0882259238013
2017-05-06	-0.0923293315439
2017-05-07	-0.0891196948923
2017-05-08	-0.0896302082081
2017-05-09	-0.0909918433293
2017-05-10	-0.0624965181401
2017-05-11	-0.0757921830971
2017-05-12	-0.0695697144081
2017-05-13	-0.0695702143138
2017-05-14	-0.0573313730491
2017-05-15	-0.0468370410793
2017-05-16	-0.0683357931546
2017-05-17	-0.0750692522323
2017-05-18	-0.0742545381674
2017-05-19	-0.0684616111509
2017-05-20	-0.0651821509681
2017-05-21	-0.0585921712772
2017-05-22	-0.0504396826606
2017-05-23	-0.069112204201
2017-05-24	-0.0629874365451
2017-05-25	-0.0493461517689
2017-05-26	-0.0476165253831
2017-05-27	-0.0319075345168
2017-05-28	-0.0346054517377
2017-05-29	-0.0211039822074
2017-05-30	-0.0202044844262
2017-05-31	-0.023721926034
2017-06-01	-0.019484229545
2017-06-02	-0.00808328329553
2017-06-03	0.00365202488071
2017-06-04	0.00193161538753
2017-06-05	-0.00469083738159
2017-06-06	-0.0115031849755
2017-06-07	-0.0144810412496
2017-06-08	-0.0161349746871
2017-06-09	-0.0235340751713
2017-06-10	-0.0213106009144
2017-06-11	-0.0248701442539
2017-06-12	-0.0235909906102
2017-06-13	-0.0254720844708
