Date	GBP
2017-01-01	-1.77712177084
2017-01-02	-1.36068420952
2017-01-03	-1.76214634862
2017-01-04	-1.43998092245
2017-01-05	-1.93827902257
2017-01-06	-1.93262690398
2017-01-07	-1.87430160101
2017-01-08	-1.7898356814
2017-01-09	-2.93943047054
2017-01-10	-2.88249681884
2017-01-11	-2.80510729005
2017-01-12	-2.64255010809
2017-01-13	-2.39708083615
2017-01-14	-1.99315141008
2017-01-15	-1.54291940131
2017-01-16	-1.09158129693
2017-01-17	-0.381286204511
2017-01-18	-0.0746086876637
2017-01-19	0.160095521843
2017-01-20	0.479823540879
2017-01-21	0.6818467007
2017-01-22	1.08432323805
2017-01-23	1.33900968098
2017-01-24	1.04971959927
2017-01-25	1.04441108878
2017-01-26	0.832881705866
2017-01-27	1.48450520851
2017-01-28	0.971859894967
2017-01-29	1.24684348959
2017-01-30	1.53699415092
2017-01-31	1.09076782251
2017-02-01	0.671684854119
2017-02-02	1.21559483844
2017-02-03	0.813845888183
2017-02-04	1.31201398335
2017-02-05	0.95622456164
2017-02-06	-0.0232297511183
2017-02-07	0.43204444331
2017-02-08	1.61579617074
2017-02-09	1.78607758064
2017-02-10	1.70049467065
2017-02-11	1.54462263081
2017-02-12	1.34542583357
2017-02-13	1.2895934668
2017-02-14	1.87786061595
2017-02-15	0.654112438543
2017-02-16	-0.500951061698
2017-02-17	-0.435466614458
2017-02-18	-0.422482242933
2017-02-19	-0.240218726326
2017-02-20	0.411946635712
2017-02-21	0.326050163193
2017-02-22	0.599477984838
2017-02-23	0.712442742966
2017-02-24	1.12281087387
2017-02-25	1.15692636363
2017-02-26	0.880000824171
2017-02-27	0.381190012909
2017-02-28	0.335572828245
2017-03-01	0.821388034767
2017-03-02	0.218330975924
2017-03-03	0.330503214087
2017-03-04	0.552332815639
2017-03-05	0.631896463889
2017-03-06	0.734176162614
2017-03-07	0.970935153981
2017-03-08	0.861264228239
2017-03-09	1.59380522912
2017-03-10	1.40934961534
2017-03-11	1.41753695591
2017-03-12	1.47655315777
2017-03-13	1.52670928639
2017-03-14	0.690152163337
2017-03-15	1.49422337726
2017-03-16	1.60921090318
2017-03-17	1.60419909795
2017-03-18	1.57865173822
2017-03-19	1.58491496929
2017-03-20	1.59079383259
2017-03-21	2.06829673997
2017-03-22	-0.866018806078
2017-03-23	-0.965155835835
2017-03-24	-1.11470158015
2017-03-25	-1.0621980923
2017-03-26	-1.11074327026
2017-03-27	-1.10251420053
2017-03-28	-2.49619768184
2017-03-29	-0.680820689245
2017-03-30	-1.01137956849
2017-03-31	-0.906309033442
2017-04-01	-1.14146281624
2017-04-02	1.33079803949
2017-04-03	1.23945764281
2017-04-04	1.16705776088
2017-04-05	2.11240576058
2017-04-06	5.85290002369
2017-04-07	3.85157540524
2017-04-08	3.84302269448
2017-04-09	1.74118922757
2017-04-10	1.02655782781
2017-04-11	0.472764398154
2017-04-12	0.340028629087
2017-04-13	0.508876142262
2017-04-14	0.113898775238
2017-04-15	0.198094322555
2017-04-16	-0.203653819025
2017-04-17	-0.20964490157
2017-04-18	-0.527943355855
2017-04-19	-0.168912833986
2017-04-20	-0.551780351059
2017-04-21	-0.596641828197
2017-04-22	-0.403401626825
2017-04-23	-0.115002595909
