Date	US
2017-01-01	0.0748972981636
2017-01-02	0.0778017858489
2017-01-03	0.084870479647
2017-01-04	0.0893642101681
2017-01-05	0.0872127832747
2017-01-06	0.0687086424879
2017-01-07	0.0575037545886
2017-01-08	0.0496020625366
2017-01-09	0.0572023101465
2017-01-10	0.0511249487693
2017-01-11	0.0449116415286
2017-01-12	0.0473999578101
2017-01-13	0.0513732862719
2017-01-14	0.0506820420323
2017-01-15	0.0504999811025
2017-01-16	0.0450441836556
2017-01-17	0.0651731986872
2017-01-18	0.0780852865992
2017-01-19	0.0753738675835
2017-01-20	0.0739139615872
2017-01-21	0.0745885993586
2017-01-22	0.0767531015231
2017-01-23	0.0717941524262
2017-01-24	0.0579201817853
2017-01-25	0.0499022737674
2017-01-26	0.0594512996208
2017-01-27	0.059710725425
2017-01-28	0.0565597912396
2017-01-29	0.052827890956
2017-01-30	0.0513568867127
2017-01-31	0.0416499270057
2017-02-01	0.0364310717869
2017-02-02	0.0240905708968
2017-02-03	0.0239574741798
2017-02-04	0.0251376876445
2017-02-05	0.0260424830602
2017-02-06	0.0311839773973
2017-02-07	0.0328734443929
2017-02-08	0.0296266911462
2017-02-09	0.0296790357481
2017-02-10	0.027457344396
2017-02-11	0.0244360601247
2017-02-12	0.0213524090819
2017-02-13	0.0164599962567
2017-02-14	0.0173881363731
2017-02-15	0.0173881363731
2017-02-16	0.0211292841142
2017-02-17	0.0230404164601
2017-02-18	0.0273694207892
2017-02-19	0.028518271938
2017-02-20	0.0303550228791
2017-02-21	0.0341976222273
2017-02-22	0.0394497230677
2017-02-23	0.0405180991361
2017-02-24	0.0375808844388
2017-02-25	0.0368657686794
2017-02-26	0.0329696647833
2017-02-27	0.0266405508592
2017-02-28	0.0189543594996
2017-03-01	0.0192826158021
2017-03-02	0.0160952118082
2017-03-03	0.0143740414124
2017-03-04	0.0135943113655
2017-03-05	0.0152363474903
2017-03-06	0.0166099738639
2017-03-07	0.0183000909045
2017-03-08	0.0162911623331
2017-03-09	0.0158874604631
2017-03-10	0.0205713012125
2017-03-11	0.0193997313089
2017-03-12	0.0237600961445
2017-03-13	0.0323955689519
2017-03-14	0.0418401721432
2017-03-15	0.0434825079097
2017-03-16	0.0450675627343
2017-03-17	0.0439256346177
2017-03-18	0.0419538314037
2017-03-19	0.037274181766
2017-03-20	0.0379260633952
2017-03-21	0.0316267267941
2017-03-22	0.0333574069007
2017-03-23	0.0342264862973
2017-03-24	0.0323554174406
2017-03-25	0.0341076334785
2017-03-26	0.0363122190164
2017-03-27	0.0297920249557
2017-03-28	0.0330682261735
2017-03-29	0.0476060588504
2017-03-30	0.0529947311733
2017-03-31	0.0586125171348
2017-04-01	0.0582327799129
2017-04-02	0.060147619923
2017-04-03	0.0682248782863
2017-04-04	0.0655620218857
2017-04-05	0.0468992936365
2017-04-06	0.0415542984956
2017-04-07	0.0350549347406
2017-04-08	0.0325486690765
2017-04-09	0.0295695463929
2017-04-10	0.0191713374949
2017-04-11	0.0145036401271
2017-04-12	0.012894745008
2017-04-13	0.0123385845059
2017-04-14	0.014991659315
2017-04-15	0.0209440402674
2017-04-16	0.0207485597763
2017-04-17	0.0227130187366
2017-04-18	0.036833186231
2017-04-19	0.0493368181923
2017-04-20	0.054152433236
2017-04-21	0.0562400463613
2017-04-22	0.057520938465
2017-04-23	0.0704048799204
2017-04-24	0.0753848266384
2017-04-25	0.0628148660916
2017-04-26	0.0507617099454
2017-04-27	0.0467000589246
2017-04-28	0.0447867415356
2017-04-29	0.0492152760597
2017-04-30	0.0448454320672
2017-05-01	0.0386021985775
2017-05-02	0.0385832155009
2017-05-03	0.0486491648241
2017-05-04	0.0452729470803
2017-05-05	0.0456245645206
2017-05-06	0.0471495701272
2017-05-07	0.0389189193763
2017-05-08	0.0437870735346
2017-05-09	0.0458268699629
2017-05-10	0.0353984923703
2017-05-11	0.0400953711218
2017-05-12	0.041053225528
2017-05-13	0.0383706140218
2017-05-14	0.0358195936136
2017-05-15	0.0312315515003
2017-05-16	0.0311986881134
2017-05-17	0.0377740025627
2017-05-18	0.0329243354231
2017-05-19	0.0296593566168
2017-05-20	0.0252341822918
2017-05-21	0.034025391083
2017-05-22	0.0363877818224
2017-05-23	0.03377534796
2017-05-24	0.0267567642051
2017-05-25	0.0260314485426
2017-05-26	0.0268913273778
2017-05-27	0.0280762225404
2017-05-28	0.0293100764058
2017-05-29	0.0241465652182
2017-05-30	0.0257969981186
2017-05-31	0.0282131037481
