Date	UK
2017-01-01	0.00510204081633
2017-01-02	0.00510204081633
2017-01-03	0.00230414746544
2017-01-04	0.00400482773755
2017-01-05	0.00604564406408
2017-01-06	0.00808646039061
2017-01-07	0.00808646039061
2017-01-08	0.0223721746763
2017-01-09	0.0244129910029
2017-01-10	0.0221088435374
2017-01-11	0.0223129251701
2017-01-12	0.0202721088435
2017-01-13	0.020039610781
2017-01-14	0.020039610781
2017-01-15	0.00575389649531
2017-01-16	0.00839692091819
2017-01-17	0.0105614230827
2017-01-18	0.00865666117793
2017-01-19	0.0107575015141
2017-01-20	0.00894918325005
2017-01-21	0.00894918325005
2017-01-22	0.00894918325005
2017-01-23	0.00426534250064
2017-01-24	0.00210084033613
2017-01-25	0.00210084033613
2017-01-26	0.00420168067227
2017-01-27	0.00636618283677
2017-01-28	0.00636618283677
2017-01-29	0.00636618283677
2017-01-30	0.0144144725752
2017-01-31	0.0190983133246
2017-02-01	0.0190983133246
2017-02-02	0.0194317800446
2017-02-03	0.0192793503147
2017-02-04	0.0192793503147
2017-02-05	0.0192793503147
2017-02-06	0.0112310605763
2017-02-07	0.0087117219914
2017-02-08	0.0107525383179
2017-02-09	0.00621739092564
2017-02-10	0.00420531849103
2017-02-11	0.00420531849103
2017-02-12	0.00420531849103
2017-02-13	0.00616226565346
2017-02-14	0.00399776348896
2017-02-15	0.00195694716243
2017-02-16	0.00195694716243
2017-02-17	0.00195694716243
2017-02-18	0.00195694716243
2017-02-19	0.00195694716243
2017-02-20	0.0
2017-02-21	0.0
2017-02-22	0.00468384074941
2017-02-23	0.00754098360656
2017-02-24	0.00970548577106
2017-02-25	0.00970548577106
2017-02-26	0.00970548577106
2017-02-27	0.00970548577106
2017-02-28	0.00970548577106
2017-03-01	0.0115151515152
2017-03-02	0.012987012987
2017-03-03	0.0154308057534
2017-03-04	0.0154308057534
2017-03-05	0.0154308057534
2017-03-06	0.0175953079179
2017-03-07	0.0196361242444
2017-03-08	0.0131426177509
2017-03-09	0.0110811871181
2017-03-10	0.00647289218718
2017-03-11	0.00647289218718
2017-03-12	0.00647289218718
2017-03-13	0.00430839002268
2017-03-14	0.00405328798186
2017-03-15	0.00601023514429
2017-03-16	0.00374266144814
2017-03-17	0.00374266144814
2017-03-18	0.00374266144814
2017-03-19	0.00374266144814
2017-03-20	0.00374266144814
2017-03-21	0.00429886753713
2017-03-22	0.00234192037471
2017-03-23	0.00636606524392
2017-03-24	0.0105068519934
2017-03-25	0.0105068519934
2017-03-26	0.0105068519934
2017-03-27	0.0151151469243
2017-03-28	0.0146779884543
2017-03-29	0.0146779884543
2017-03-30	0.0106538435851
2017-03-31	0.0229965733192
2017-04-01	0.0229965733192
2017-04-02	0.0229965733192
2017-04-03	0.0204891187244
2017-04-04	0.0205684838038
2017-04-05	0.0205684838038
2017-04-06	0.0205684838038
2017-04-07	0.00408496732026
2017-04-08	0.0326563958917
2017-04-09	0.0326563958917
2017-04-10	0.0328231292517
2017-04-11	0.0308390022676
2017-04-12	0.0308390022676
2017-04-13	0.0308390022676
2017-04-14	0.0392423636121
2017-04-15	0.0106709350407
2017-04-16	0.0106709350407
2017-04-17	0.00840336134454
2017-04-18	0.00840336134454
2017-04-19	0.00840336134454
2017-04-20	0.00840336134454
2017-04-21	0.00201207243461
2017-04-22	0.00201207243461
2017-04-23	0.00201207243461
2017-04-24	0.00640767683021
2017-04-25	0.00874959720492
2017-04-26	0.00874959720492
2017-04-27	0.00874959720492
2017-04-28	0.0125290305618
2017-04-29	0.0125290305618
2017-04-30	0.0125290305618
2017-05-01	0.00813342616621
2017-05-02	0.00795600795601
2017-05-03	0.00795600795601
2017-05-04	0.0102235816522
2017-05-05	0.00443207586065
2017-05-06	0.00443207586065
2017-05-07	0.00443207586065
2017-05-08	0.00666421871779
2017-05-09	0.00449971655329
2017-05-10	0.00449971655329
2017-05-11	0.00430253623188
2017-05-12	0.00801311137103
2017-05-13	0.00801311137103
2017-05-14	0.00801311137103
2017-05-15	0.00578096851389
2017-05-16	0.00578096851389
2017-05-17	0.00578096851389
2017-05-18	0.00371057513915
2017-05-19	0.00180831826401
2017-05-20	0.00180831826401
2017-05-21	0.00180831826401
2017-05-22	0.00180831826401
2017-05-23	0.00363982009552
2017-05-24	0.00363982009552
2017-05-25	0.0114676087452
2017-05-26	0.011564052386
2017-05-27	0.011564052386
2017-05-28	0.0319722156513
2017-05-29	0.0319722156513
2017-05-30	0.0396645233436
2017-05-31	0.0415442225917
2017-06-01	0.033716433942
2017-06-02	0.0318116720372
2017-06-03	0.0318116720372
2017-06-04	0.0114035087719
2017-06-05	0.0114035087719
2017-06-06	0.00395009262286
2017-06-07	0.00414078674948
2017-06-08	0.00874908168036
2017-06-09	0.0104297539493
2017-06-10	0.0104297539493
2017-06-11	0.0104297539493
2017-06-12	0.0104297539493
2017-06-13	0.00835936057452
2017-06-14	0.0104906478721
2017-06-15	0.0109843937575
2017-06-16	0.0093037214886
2017-06-17	0.0093037214886
2017-06-18	0.0164465786315
2017-06-19	0.0196933318782
2017-06-20	0.0196933318782
2017-06-21	0.0180426716141
2017-06-22	0.0172050231219
2017-06-23	0.0209644216181
2017-06-24	0.0209644216181
2017-06-25	0.0138215644753
2017-06-26	0.0105748112285
2017-06-27	0.01240631306
2017-06-28	0.00985529265184
2017-06-29	0.01012604772
2017-06-30	0.0247339961626
2017-07-01	0.0247339961626
2017-07-02	0.0247339961626
2017-07-03	0.0331373575071
2017-07-04	0.0313058556756
2017-07-05	0.0313058556756
2017-07-06	0.0267707082833
2017-07-07	0.0101890756303
2017-07-08	0.0101890756303
2017-07-09	0.0101890756303
2017-07-10	0.00178571428571
2017-07-11	0.00178571428571
2017-07-12	0.00357142857143
2017-07-13	0.00561224489796
2017-07-14	0.00382653061224
2017-07-15	0.00382653061224
2017-07-16	0.00382653061224
2017-07-17	0.00382653061224
2017-07-18	0.00382653061224
2017-07-19	0.00204081632653
2017-07-20	0.00207039337474
2017-07-21	0.00364025208746
2017-07-22	0.00364025208746
2017-07-23	0.00364025208746
2017-07-24	0.00364025208746
2017-07-25	0.00364025208746
2017-07-26	0.00364025208746
2017-07-27	0.00317499514931
2017-07-28	0.00346042400617
2017-07-29	0.00346042400617
2017-07-30	0.00346042400617
2017-07-31	0.00346042400617
2017-08-01	0.00995393049968
2017-08-02	0.00995393049968
2017-08-03	0.0102535559678
2017-08-04	0.00990202779676
2017-08-05	0.00990202779676
2017-08-06	0.00990202779676
2017-08-07	0.0120998299946
2017-08-08	0.00560632350106
2017-08-09	0.00560632350106
2017-08-10	0.0037015615963
2017-08-11	0.0021978021978
2017-08-12	0.0021978021978
2017-08-13	0.00748880748881
2017-08-14	0.00910052910053
2017-08-15	0.00910052910053
2017-08-16	0.00910052910053
2017-08-17	0.0107616586686
2017-08-18	0.0107616586686
2017-08-19	0.0107616586686
2017-08-20	0.00547065337763
2017-08-21	0.00338229996398
2017-08-22	0.0053664269481
2017-08-23	0.0053664269481
2017-08-24	0.00718961793749
2017-08-25	0.00891078833336
2017-08-26	0.00891078833336
2017-08-27	0.019114869966
2017-08-28	0.0214178444394
2017-08-29	0.022680470702
2017-08-30	0.0280376135591
2017-08-31	0.0347573746343
2017-09-01	0.0363975487762
2017-09-02	0.0363975487762
2017-09-03	0.0261934671436
2017-09-04	0.0242101386009
2017-09-05	0.0227055456329
2017-09-06	0.0173484027757
2017-09-07	0.00714432114309
2017-09-08	0.00378297660528
2017-09-09	0.00378297660528
2017-09-10	0.00378297660528
2017-09-11	0.00174216027875
2017-09-12	0.0
2017-09-13	0.00204081632653
2017-09-14	0.00370194589464
2017-09-15	0.0108448030375
2017-09-16	0.0108448030375
2017-09-17	0.0108448030375
2017-09-18	0.0108448030375
2017-09-19	0.0108448030375
2017-09-20	0.0137873754153
2017-09-21	0.0139345641112
2017-09-22	0.00860002523235
2017-09-23	0.00860002523235
2017-09-24	0.00860002523235
2017-09-25	0.0119613697702
2017-09-26	0.0165206402869
2017-09-27	0.0115372515826
2017-09-28	0.013213253876
2017-09-29	0.0256906498977
2017-09-30	0.0293536535607
2017-10-01	0.0293536535607
2017-10-02	0.0259923090229
2017-10-03	0.0233127377543
2017-10-04	0.0233127377543
2017-10-05	0.0198284171968
2017-10-06	0.00554270291112
2017-10-07	0.00187969924812
2017-10-08	0.00187969924812
2017-10-09	0.00187969924812
2017-10-10	0.0
2017-10-11	0.0
2017-10-12	0.00166112956811
2017-10-13	0.00361807673053
2017-10-14	0.00361807673053
2017-10-15	0.00361807673053
2017-10-16	0.00361807673053
