Date	CAD
2017-01-01	0.0484327702373
2017-01-02	0.0594217812263
2017-01-03	0.0798299444916
2017-01-04	0.0668429315046
2017-01-05	0.0518053375196
2017-01-06	0.0604633461776
2017-01-07	0.0604633461776
2017-01-08	0.0400551829123
2017-01-09	0.0400551829123
2017-01-10	0.019647019647
2017-01-11	0.019647019647
2017-01-12	0.0315517815518
2017-01-13	0.0228937728938
2017-01-14	0.0228937728938
2017-01-15	0.0228937728938
2017-01-16	0.0119047619048
2017-01-17	0.0277777777778
2017-01-18	0.0314407814408
2017-01-19	0.0290598290598
2017-01-20	0.0341618698762
2017-01-21	0.0341618698762
2017-01-22	0.0341618698762
2017-01-23	0.0416806668686
2017-01-24	0.0387946639826
2017-01-25	0.0395959460339
2017-01-26	0.034834041272
2017-01-27	0.0297320004557
2017-01-28	0.0297320004557
2017-01-29	0.0297320004557
2017-01-30	0.0277077089577
2017-01-31	0.0239372858324
2017-02-01	0.0254253810705
2017-02-02	0.0322464878916
2017-02-03	0.0390492089801
2017-02-04	0.0390492089801
2017-02-05	0.0390492089801
2017-02-06	0.0514118463427
2017-02-07	0.0514118463427
2017-02-08	0.0511737511046
2017-02-09	0.0538764538073
2017-02-10	0.0687187543639
2017-02-11	0.0687187543639
2017-02-12	0.0687187543639
2017-02-13	0.0618506224958
2017-02-14	0.052634032634
2017-02-15	0.0537224680082
2017-02-16	0.0394367537225
2017-02-17	0.034275248561
2017-02-18	0.034275248561
2017-02-19	0.034275248561
2017-02-20	0.023286237572
2017-02-21	0.0283882783883
2017-02-22	0.036363882423
2017-02-23	0.0572698057679
2017-02-24	0.0571128198967
2017-02-25	0.0571128198967
2017-02-26	0.0749699627538
2017-02-27	0.0936035031265
2017-02-28	0.0885014623102
2017-03-01	0.0880088514727
2017-03-02	0.0746217251203
2017-03-03	0.0730735196312
2017-03-04	0.0730735196312
2017-03-05	0.055216376774
2017-03-06	0.0365828364013
2017-03-07	0.0422971221156
2017-03-08	0.0280114078299
2017-03-09	0.0204926108374
2017-03-10	0.0106403940887
2017-03-11	0.0106403940887
2017-03-12	0.0106403940887
2017-03-13	0.0106403940887
2017-03-14	0.0168308702791
2017-03-15	0.0168308702791
2017-03-16	0.0168308702791
2017-03-17	0.0238095238095
2017-03-18	0.0238095238095
2017-03-19	0.0238095238095
2017-03-20	0.036231884058
2017-03-21	0.0396332446022
2017-03-22	0.0506222555912
2017-03-23	0.0506222555912
2017-03-24	0.0497065046754
2017-03-25	0.0497065046754
2017-03-26	0.0497065046754
2017-03-27	0.037284144427
2017-03-28	0.037851037851
2017-03-29	0.0357905982906
2017-03-30	0.0408926391069
2017-03-31	0.0397558448667
2017-04-01	0.0397558448667
2017-04-02	0.0397558448667
2017-04-03	0.0462493513602
2017-04-04	0.0360906212015
2017-04-05	0.0271620497729
2017-04-06	0.0273510142476
2017-04-07	0.0294035594036
2017-04-08	0.0651178451178
2017-04-09	0.0651178451178
2017-04-10	0.0586243386243
2017-04-11	0.0618386243386
2017-04-12	0.066764732713
2017-04-13	0.0654419813903
2017-04-14	0.0535372194855
2017-04-15	0.0178229337712
2017-04-16	0.0178229337712
2017-04-17	0.0398009557492
2017-04-18	0.036824765273
2017-04-19	0.0383921633922
2017-04-20	0.0596339934575
2017-04-21	0.0726210064445
2017-04-22	0.0726210064445
2017-04-23	0.0726210064445
2017-04-24	0.0590463458111
2017-04-25	0.0560094167537
2017-04-26	0.0532753087564
2017-04-27	0.0378054844631
2017-04-28	0.0317871125911
2017-04-29	0.0317871125911
2017-04-30	0.0317871125911
2017-05-01	0.0480142931184
2017-05-02	0.0573437391826
2017-05-03	0.0569065998226
2017-05-04	0.061452054368
2017-05-05	0.0667283112122
2017-05-06	0.076252120736
2017-05-07	0.0857759302598
2017-05-08	0.0688673961099
2017-05-09	0.0789439267222
2017-05-10	0.088608680573
2017-05-11	0.0743229662873
2017-05-12	0.0768563934512
2017-05-13	0.0673325839274
2017-05-14	0.0578087744036
2017-05-15	0.0531262803594
2017-05-16	0.030804851788
2017-05-17	0.017817838801
2017-05-18	0.0297226007057
2017-05-19	0.0200463163989
2017-05-20	0.0200463163989
2017-05-21	0.0438558402084
2017-05-22	0.0497448979592
2017-05-23	0.0543531928901
2017-05-24	0.0543531928901
2017-05-25	0.0464166849536
2017-05-26	0.0466056494282
2017-05-27	0.0466056494282
2017-05-28	0.0227961256187
2017-05-29	0.0218040621266
2017-05-30	0.0171957671958
2017-05-31	0.0171957671958
2017-06-01	0.0262145262145
2017-06-02	0.0307757376723
2017-06-03	0.0307757376723
2017-06-04	0.0307757376723
2017-06-05	0.0381453521848
2017-06-06	0.0494235476735
2017-06-07	0.0613283095782
2017-06-08	0.0648248130747
2017-06-09	0.059301600655
2017-06-10	0.059301600655
2017-06-11	0.059301600655
2017-06-12	0.0502066583302
2017-06-13	0.0422507219777
2017-06-14	0.030345960073
2017-06-15	0.0138624435894
2017-06-16	0.00953343926044
2017-06-17	0.00953343926044
2017-06-18	0.00953343926044
2017-06-19	0.00981576562972
2017-06-20	0.0106951871658
2017-06-21	0.0212771977478
2017-06-22	0.0286032050738
2017-06-23	0.0375317765024
2017-06-24	0.0375317765024
2017-06-25	0.0375317765024
2017-06-26	0.0375317765024
2017-06-27	0.0447586672587
2017-06-28	0.0416954536691
2017-06-29	0.0343694463431
2017-06-30	0.0254408749146
2017-07-01	0.0254408749146
2017-07-02	0.0254408749146
2017-07-03	0.0268838763576
2017-07-04	0.015455304929
2017-07-05	0.0125448028674
2017-07-06	0.0268305171531
2017-07-07	0.0268305171531
2017-07-08	0.0268305171531
2017-07-09	0.0398175301401
2017-07-10	0.0393998191961
2017-07-11	0.0437288235251
2017-07-12	0.0433222092665
2017-07-13	0.0363625023068
2017-07-14	0.039763862851
2017-07-15	0.039763862851
2017-07-16	0.026776849864
2017-07-17	0.022742373429
2017-07-18	0.0265766344061
2017-07-19	0.0271368584957
2017-07-20	0.0277473591062
2017-07-21	0.0345500801947
2017-07-22	0.0345500801947
2017-07-23	0.0524072230518
2017-07-24	0.0608276643991
2017-07-25	0.0650867593414
2017-07-26	0.0645265352518
2017-07-27	0.0720340427593
2017-07-28	0.0702333224712
2017-07-29	0.0702333224712
2017-07-30	0.052376179614
2017-07-31	0.0459659232038
2017-08-01	0.0481955776073
2017-08-02	0.0439938969351
