Date	USD
2017-01-01	0.0507602126875
2017-01-02	0.0439463029131
2017-01-03	0.0378672755574
2017-01-04	0.034295846986
2017-01-05	0.034295846986
2017-01-06	0.0342419792851
2017-01-07	0.0313802576734
2017-01-08	0.0116758241758
2017-01-09	0.01401425955
2017-01-10	0.01401425955
2017-01-11	0.01401425955
2017-01-12	0.01401425955
2017-01-13	0.0139624245925
2017-01-14	0.00949813887819
2017-01-15	0.00949813887819
2017-01-16	0.00269541778976
2017-01-17	0.00933993606218
2017-01-18	0.0127412966064
2017-01-19	0.0192348030999
2017-01-20	0.0165393853101
2017-01-21	0.0202987838064
2017-01-22	0.0246277881354
2017-01-23	0.0246277881354
2017-01-24	0.017983269863
2017-01-25	0.0178286625655
2017-01-26	0.011335156072
2017-01-27	0.011335156072
2017-01-28	0.00757575757576
2017-01-29	0.0138287638288
2017-01-30	0.0204732821012
2017-01-31	0.0239576026587
2017-02-01	0.0241122099561
2017-02-02	0.0429092024373
2017-02-03	0.0696949167231
2017-02-04	0.0964806310088
2017-02-05	0.0954224299506
2017-02-06	0.112033725632
2017-02-07	0.116485913011
2017-02-08	0.113084552466
2017-02-09	0.1012562011
2017-02-10	0.0744704868145
2017-02-11	0.0522930674597
2017-02-12	0.0557562709229
2017-02-13	0.038579484325
2017-02-14	0.0374456974769
2017-02-15	0.0374456974769
2017-02-16	0.0304770563619
2017-02-17	0.0304770563619
2017-02-18	0.0350853512928
2017-02-19	0.0220983383058
2017-02-20	0.0191939141248
2017-02-21	0.0161505915326
2017-02-22	0.0161505915326
2017-02-23	0.0161505915326
2017-02-24	0.0161505915326
2017-02-25	0.0171380833035
2017-02-26	0.0171380833035
2017-02-27	0.0139634801289
2017-02-28	0.0102040816327
2017-03-01	0.0102040816327
2017-03-02	0.0102040816327
2017-03-03	0.0133096716948
2017-03-04	0.00310559006211
2017-03-05	0.00310559006211
2017-03-06	0.00310559006211
2017-03-07	0.00310559006211
2017-03-08	0.00676859372512
2017-03-09	0.00676859372512
2017-03-10	0.003663003663
2017-03-11	0.003663003663
2017-03-12	0.003663003663
2017-03-13	0.003663003663
2017-03-14	0.00683760683761
2017-03-15	0.0031746031746
2017-03-16	0.0031746031746
2017-03-17	0.0031746031746
2017-03-18	0.0031746031746
2017-03-19	0.0031746031746
2017-03-20	0.0031746031746
2017-03-21	1.48690583655e-18
2017-03-22	1.48690583655e-18
2017-03-23	0.00340136054422
2017-03-24	0.00340136054422
2017-03-25	0.00961254066844
2017-03-26	0.0153268263827
2017-03-27	0.0177077787637
2017-03-28	0.02331001966
2017-03-29	0.0288045251545
2017-03-30	0.0254031646103
2017-03-31	0.0363921755993
2017-04-01	0.0339403939714
2017-04-02	0.0325551125861
2017-04-03	0.0360050639952
2017-04-04	0.0341622215951
2017-04-05	0.0286677161006
2017-04-06	0.0286677161006
2017-04-07	0.026250133683
2017-04-08	0.0277817404778
2017-04-09	0.0283788445231
2017-04-10	0.0302699484551
2017-04-11	0.029832809095
2017-04-12	0.029832809095
2017-04-13	0.029832809095
2017-04-14	0.0242375709998
2017-04-15	0.0238726740832
2017-04-16	0.0257492867972
2017-04-17	0.0217866775715
2017-04-18	0.0245434457909
2017-04-19	0.0245434457909
2017-04-20	0.0245434457909
2017-04-21	0.027281541029
2017-04-22	0.0312840040832
2017-04-23	0.028945568709
2017-04-24	0.0251861702128
2017-04-25	0.0191071428571
2017-04-26	0.0191071428571
2017-04-27	0.0226785714286
2017-04-28	0.0169642857143
2017-04-29	0.00803571428571
2017-04-30	0.011974789916
2017-05-01	0.011974789916
2017-05-02	0.011974789916
2017-05-03	0.011974789916
2017-05-04	0.00840336134454
2017-05-05	0.00840336134454
2017-05-06	0.00840336134454
2017-05-07	1.9825411154e-18
2017-05-08	1.9825411154e-18
2017-05-09	1.9825411154e-18
2017-05-10	0.00291545189504
2017-05-11	0.00291545189504
2017-05-12	0.00291545189504
2017-05-13	0.0288894778691
2017-05-14	0.0288894778691
2017-05-15	0.0318049297641
2017-05-16	0.0318049297641
2017-05-17	0.0340842830639
2017-05-18	0.0387681238133
2017-05-19	0.0387681238133
2017-05-20	0.0127940978393
2017-05-21	0.0127940978393
2017-05-22	0.012574063734
2017-05-23	0.0175865950623
2017-05-24	0.0155663930421
2017-05-25	0.0108825522927
2017-05-26	0.0108825522927
2017-05-27	0.0154908472236
