Date	Materials
2017-01-01	0.00715102974828
2017-01-02	0.00526885395306
2017-01-03	0.0051315725473
2017-01-04	0.0051315725473
2017-01-05	0.0051315725473
2017-01-06	0.0051315725473
2017-01-07	0.0051315725473
2017-01-08	0.0051315725473
2017-01-09	0.00170104081488
2017-01-10	0.000898472596586
2017-01-11	0.000898472596586
2017-01-12	0.00183217941265
2017-01-13	0.00273633854465
2017-01-14	0.00450000697499
2017-01-15	0.00450000697499
2017-01-16	0.00648753726441
2017-01-17	0.00729463976642
2017-01-18	0.00836875362249
2017-01-19	0.00832235825275
2017-01-20	0.00837058007312
2017-01-21	0.00660691164279
2017-01-22	0.00660691164279
2017-01-23	0.00372090875679
2017-01-24	0.00673351595683
2017-01-25	0.00892470822321
2017-01-26	0.00965160178093
2017-01-27	0.00869922082855
2017-01-28	0.00869922082855
2017-01-29	0.00869922082855
2017-01-30	0.0103798930975
2017-01-31	0.0095782920473
2017-02-01	0.00865490629956
2017-02-02	0.00704070129553
2017-02-03	0.00968620394103
2017-02-04	0.0126623944172
2017-02-05	0.0126623944172
2017-02-06	0.0133626745293
2017-02-07	0.0115155260647
2017-02-08	0.00917360569
2017-02-09	0.0114411793861
2017-02-10	0.0102242481692
2017-02-11	0.00724805769302
2017-02-12	0.0120099624549
2017-02-13	0.00962901007397
2017-02-14	0.0107437641723
2017-02-15	0.0107437641723
2017-02-16	0.0108374655647
2017-02-17	0.00940889413617
2017-02-18	0.00940889413617
2017-02-19	0.00464698937426
2017-02-20	0.00464698937426
2017-02-21	0.0035322352759
2017-02-22	0.00542438286341
2017-02-23	0.0053672552403
2017-02-24	0.0053672552403
2017-02-25	0.0053672552403
2017-02-26	0.00933550920856
2017-02-27	0.0146265144996
2017-02-28	0.0145378053945
2017-03-01	0.0174395216612
2017-03-02	0.0162014722768
2017-03-03	0.0162014722768
2017-03-04	0.0162014722768
2017-03-05	0.0122332183085
2017-03-06	0.0140850701604
2017-03-07	0.013988040753
2017-03-08	0.0123224355015
2017-03-09	0.0132684098551
2017-03-10	0.0132684098551
2017-03-11	0.0132684098551
2017-03-12	0.0132684098551
2017-03-13	0.00835769556934
2017-03-14	0.00737247389446
2017-03-15	0.0207277317753
2017-03-16	0.0280833408395
2017-03-17	0.0280833408395
2017-03-18	0.0280833408395
2017-03-19	0.0340357217919
2017-03-20	0.0318035789347
2017-03-21	0.0391565201112
2017-03-22	0.0349179015869
2017-03-23	0.0299458244836
2017-03-24	0.0375446086782
2017-03-25	0.0375446086782
2017-03-26	0.0417963093584
2017-03-27	0.046826490445
2017-03-28	0.0597294128079
2017-03-29	0.0635358792147
2017-03-30	0.0760894273615
2017-03-31	0.0802323261415
2017-04-01	0.0802323261415
2017-04-02	0.0751302853252
2017-04-03	0.0721704976134
2017-04-04	0.0694348497074
2017-04-05	0.0599972419552
2017-04-06	0.0579052322699
2017-04-07	0.0641815673134
2017-04-08	0.0641815673134
2017-04-09	0.0590795264971
2017-04-10	0.0681048335384
2017-04-11	0.0588263761468
2017-04-12	0.0583570127742
2017-04-13	0.0479295487653
2017-04-14	0.048646893745
2017-04-15	0.048646893745
2017-04-16	0.048646893745
2017-04-17	0.038951753553
2017-04-18	0.031952231336
2017-04-19	0.0258078380949
2017-04-20	0.040567924705
2017-04-21	0.0329067588281
2017-04-22	0.0329067588281
2017-04-23	0.0502227761441
2017-04-24	0.0557346583163
2017-04-25	0.0618998296989
2017-04-26	0.0667921976049
2017-04-27	0.0548488089581
2017-04-28	0.0590417874099
2017-04-29	0.0828513112194
2017-04-30	0.0655352939034
2017-05-01	0.0673692071922
2017-05-02	0.0644969471771
2017-05-03	0.0656069802314
2017-05-04	0.064757191906
2017-05-05	0.0608278848142
2017-05-06	0.0370183610047
2017-05-07	0.0370183610047
2017-05-08	0.0390131438802
2017-05-09	0.0410714030813
2017-05-10	0.0405635076155
2017-05-11	0.0428625713032
2017-05-12	0.0388507101485
2017-05-13	0.0388507101485
2017-05-14	0.062660233958
2017-05-15	0.0637011277979
2017-05-16	0.0711383334494
2017-05-17	0.0715962089073
2017-05-18	0.0685027976298
2017-05-19	0.067387970428
2017-05-20	0.067387970428
2017-05-21	0.0435784466185
2017-05-22	0.0431118314739
2017-05-23	0.0464725235768
2017-05-24	0.0451284375553
2017-05-25	0.0406250977578
2017-05-26	0.0432051264248
2017-05-27	0.0432051264248
2017-05-28	0.0432051264248
2017-05-29	0.0363539948831
2017-05-30	0.0216081931808
2017-05-31	0.0180904107908
2017-06-01	0.021714059869
2017-06-02	0.0157991693903
2017-06-03	0.0157991693903
2017-06-04	0.0207252777647
2017-06-05	0.0212299361498
2017-06-06	0.0225897739583
2017-06-07	0.0261576465105
2017-06-08	0.0253312002295
2017-06-09	0.0290686385307
2017-06-10	0.0290686385307
2017-06-11	0.0241425301563
2017-06-12	0.019173586057
2017-06-13	0.0253723272357
2017-06-14	0.0231149025267
2017-06-15	0.0228202392068
2017-06-16	0.0236469587835
2017-06-17	0.0885820237186
2017-06-18	0.110010595147
2017-06-19	0.116733284223
2017-06-20	0.11389297284
2017-06-21	0.117636405698
2017-06-22	0.117209568296
2017-06-23	0.111288848944
2017-06-24	0.0723278099833
