Date	Industrials
2017-01-01	-0.307975318229
2017-01-02	-0.300197699274
2017-01-03	-0.251431091713
2017-01-04	-0.234903132034
2017-01-05	-0.156998255346
2017-01-06	-0.00965747808053
2017-01-07	-0.0215249655699
2017-01-08	-0.0216989829879
2017-01-09	0.113787053705
2017-01-10	0.122881478663
2017-01-11	0.0369855941216
2017-01-12	-0.0278399795152
2017-01-13	-0.0770557396251
2017-01-14	-0.0674541421604
2017-01-15	-0.00477361229473
2017-01-16	-0.0787976603506
2017-01-17	-0.0487318265468
2017-01-18	-0.00571887821853
2017-01-19	-0.0336073559867
2017-01-20	-0.017127774675
2017-01-21	-0.00474102127188
2017-01-22	-0.0991969607529
2017-01-23	-0.212859816218
2017-01-24	-0.305608351339
2017-01-25	-0.284307528934
2017-01-26	-0.278236391131
2017-01-27	-0.339555133421
2017-01-28	-0.342103178591
2017-01-29	-0.347758848684
2017-01-30	-0.267340607281
2017-01-31	-0.279211047387
2017-02-01	-0.373512759831
2017-02-02	-0.248709771069
2017-02-03	-0.173670068138
2017-02-04	-0.194001897647
2017-02-05	-0.189581717358
2017-02-06	-0.19738475041
2017-02-07	-0.107139319804
2017-02-08	-0.0776321574063
2017-02-09	-0.231282604164
2017-02-10	-0.340490991694
2017-02-11	-0.344739576649
2017-02-12	-0.368664574057
2017-02-13	-0.325996749869
2017-02-14	-0.414200612826
2017-02-15	-0.333288621287
2017-02-16	-0.286347303337
2017-02-17	-0.245823432967
2017-02-18	-0.236312971625
2017-02-19	-0.115321848691
2017-02-20	-0.0973624130005
2017-02-21	-0.00372169230481
2017-02-22	-0.0583843812809
2017-02-23	-0.0309628764991
2017-02-24	-0.0176290276457
2017-02-25	-0.0269330887645
2017-02-26	-0.160964027219
2017-02-27	-0.208873134412
2017-02-28	-0.253733636979
2017-03-01	-0.19440638189
2017-03-02	-0.259683731387
2017-03-03	-0.251895734841
2017-03-04	-0.235677720466
2017-03-05	-0.220659508681
2017-03-06	-0.207414674785
2017-03-07	-0.170273142206
2017-03-08	-0.142733488756
2017-03-09	-0.185176658208
2017-03-10	-0.209803228665
2017-03-11	-0.215323986881
2017-03-12	-0.138001176123
2017-03-13	-0.143204421059
2017-03-14	-0.284020764991
2017-03-15	-0.345356555264
2017-03-16	-0.285373507184
2017-03-17	-0.273444015345
2017-03-18	-0.192517612587
2017-03-19	-0.324733767611
2017-03-20	-0.333574981701
2017-03-21	-0.28992257369
2017-03-22	-0.304054853223
2017-03-23	-0.365461076702
2017-03-24	-0.316606666222
2017-03-25	-0.384292786526
2017-03-26	-0.379902482207
2017-03-27	-0.274266020389
2017-03-28	-0.234462311783
2017-03-29	-0.117203206331
2017-03-30	0.0139009696783
2017-03-31	0.0248552542206
2017-04-01	0.00875851901655
2017-04-02	-0.00589452181268
2017-04-03	-0.0402184859917
2017-04-04	-0.0643203041341
2017-04-05	-0.194187387444
2017-04-06	-0.278859027101
2017-04-07	-0.30373162763
2017-04-08	-0.299344768163
2017-04-09	-0.298994403774
2017-04-10	-0.346797135295
2017-04-11	-0.265316767429
2017-04-12	-0.283793232798
2017-04-13	-0.344629890638
2017-04-14	-0.209949702637
2017-04-15	-0.204610130433
2017-04-16	-0.200501914945
2017-04-17	-0.103017621485
2017-04-18	-0.179592356465
2017-04-19	-0.148314235364
2017-04-20	-0.0886127013873
2017-04-21	-0.153331411681
2017-04-22	-0.148843820095
2017-04-23	-0.145120745584
2017-04-24	-0.0886080523956
2017-04-25	-0.0597338534353
2017-04-26	-0.0475702956192
2017-04-27	-0.00145690129971
2017-04-28	-0.00757589296138
2017-04-29	-0.0047053159473
2017-04-30	-0.0112999660478
2017-05-01	0.0122594241145
2017-05-02	0.0711458445532
2017-05-03	0.118590787689
2017-05-04	0.0611455665605
2017-05-05	0.0613698156028
2017-05-06	0.0571398025424
2017-05-07	0.0543617307577
2017-05-08	-0.079859311141
2017-05-09	-0.221174394125
2017-05-10	-0.126040605475
2017-05-11	-0.0228637060916
2017-05-12	-0.027851362327
2017-05-13	-0.0624693826634
2017-05-14	-0.0961293103749
2017-05-15	-0.0776147565426
2017-05-16	-0.0519994230295
2017-05-17	-0.0250071941366
2017-05-18	-0.0834240761153
2017-05-19	-0.0842815572199
2017-05-20	-0.0671745606014
2017-05-21	-0.0209937277409
2017-05-22	0.0359772300248
2017-05-23	0.0309769055813
2017-05-24	-0.0309269214988
2017-05-25	-0.00365408124133
2017-05-26	0.0148448887924
2017-05-27	0.0342369977618
2017-05-28	0.0242145215233
2017-05-29	0.0455966881457
2017-05-30	-0.0127673268225
2017-05-31	-0.172327748529
2017-06-01	-0.295635264349
2017-06-02	-0.229362942635
2017-06-03	-0.24662868238
2017-06-04	-0.230382848151
2017-06-05	-0.381000066315
2017-06-06	-0.30983003637
2017-06-07	-0.149392324332
2017-06-08	-0.0245368367677
2017-06-09	-0.0478714307527
2017-06-10	-0.15667041518
2017-06-11	-0.157760739649
2017-06-12	-0.183352330837
2017-06-13	-0.241104267867
2017-06-14	-0.14785823144
2017-06-15	-0.186101480996
2017-06-16	-0.188032380082
2017-06-17	-0.0935577676478
2017-06-18	-0.101248994675
2017-06-19	0.0493944988907
2017-06-20	0.0449288081344
2017-06-21	-0.108620083396
2017-06-22	0.186019303286
2017-06-23	0.0479591221323
2017-06-24	0.0546742132616
2017-06-25	0.0556725449927
2017-06-26	0.128555804908
2017-06-27	0.130967909798
2017-06-28	0.137658772909
2017-06-29	0.0355234040391
2017-06-30	0.000333438295205
2017-07-01	8.8410047911e-05
2017-07-02	-0.0123137356282
2017-07-03	-0.179662782412
2017-07-04	-0.153739027644
2017-07-05	-0.121513968431
2017-07-06	-0.14101269993
2017-07-07	-0.0916328337588
2017-07-08	-0.095697903502
2017-07-09	-0.0994111972206
2017-07-10	0.0621842266182
2017-07-11	0.0167451282556
