Date	AUD	CAD	CHF	EUR	GBP	JPY	NZD	USD
2017-01-01	0.32154086515	0.162736574203	0.124510410225	0.257475335209	0.489332955404	0.188322579818	0.414393939394	0.158423985951
2017-01-02	0.256605800215	0.151747563214	0.0836940836941	0.213930644605	0.452358165488	0.185958047798	0.289393939394	0.146205940838
2017-01-03	0.239939133548	0.142563889744	0.0826118326118	0.219872919648	0.455003668134	0.170488778695	0.272727272727	0.137294639374
2017-01-04	0.247131026324	0.141731388912	0.0667388167388	0.211577988772	0.450745054119	0.163088521295	0.241532976827	0.127527875525
2017-01-05	0.227478720957	0.131360634439	0.0497557997558	0.196271866323	0.447478503597	0.173292602927	0.230421865716	0.130596878594
2017-01-06	0.21387327878	0.12826848849	0.0758995906055	0.207516435707	0.443831087183	0.164668866446	0.215270350564	0.141424286481
2017-01-07	0.156730421637	0.110411345633	0.0758995906055	0.169690014816	0.465313364305	0.117049818827	0.215270350564	0.127916960473
2017-01-08	0.11999572776	0.0854680349754	0.104471019177	0.159837798068	0.5034086024	0.104804920868	0.187492572787	0.138077058995
2017-01-09	0.145969753734	0.0964570459644	0.167963082669	0.18440146969	0.528529288972	0.115667621386	0.211302096596	0.157634882125
2017-01-10	0.173112610877	0.10057159501	0.207078728927	0.186892439923	0.538181798625	0.142091366559	0.236302096596	0.174321683695
2017-01-11	0.163318057604	0.0976935207032	0.235650157499	0.176754191075	0.57758780493	0.154817146527	0.237193362193	0.185915690069
2017-01-12	0.157460158889	0.0938621030787	0.213672135521	0.196282692131	0.595277432375	0.141721908431	0.223304473304	0.191671838682
2017-01-13	0.174875124875	0.10951311873	0.192063492063	0.183468264034	0.584639134503	0.141873884115	0.234668109668	0.191308993979
2017-01-14	0.174875124875	0.10951311873	0.192063492063	0.176982515613	0.55162180858	0.159731026972	0.201144094001	0.17245978763
2017-01-15	0.173514580657	0.134456429387	0.163492063492	0.216637688027	0.563050380008	0.149016741258	0.224953617811	0.160074995003
2017-01-16	0.186501593644	0.146091852787	0.138095238095	0.239793104039	0.580618769066	0.176436940107	0.275974025974	0.150309798602
2017-01-17	0.215707942851	0.15803928409	0.127891156463	0.243371595422	0.615609116556	0.19912033779	0.306926406926	0.156954316875
2017-01-18	0.250140177283	0.162748860228	0.132286760858	0.257081272842	0.605918447836	0.208972554539	0.301360544218	0.174514829452
2017-01-19	0.253467595207	0.146875844355	0.140223268795	0.247756853419	0.605714947633	0.212195551055	0.29861329147	0.180080692161
2017-01-20	0.213943785683	0.144521056286	0.148386534101	0.261980724786	0.599503767508	0.198488987348	0.306855049712	0.179069910489
2017-01-21	0.213943785683	0.158806770571	0.291243676958	0.279777742583	0.641651061208	0.206605870465	0.449712192569	0.182411598042
2017-01-22	0.23061045235	0.135847586898	0.338862724577	0.247959560764	0.613473721307	0.207796346656	0.406855049712	0.180456563828
2017-01-23	0.202638424378	0.117271735505	0.324577010291	0.21829213824	0.577526877453	0.158816754819	0.348413491271	0.161735365672
2017-01-24	0.178555227881	0.122081740315	0.321855921856	0.2461667027	0.559199809784	0.131219352221	0.326389681747	0.161131318556
2017-01-25	0.136354899473	0.121623864857	0.320634920635	0.245769877303	0.560843357217	0.119292984578	0.334552947053	0.130055251766
2017-01-26	0.153435644815	0.131147674381	0.343310657596	0.2600204051	0.563857999766	0.129845498267	0.340546953047	0.130397015265
2017-01-27	0.170102311482	0.130610617453	0.347706261992	0.241261386341	0.574831084652	0.147123490545	0.316999072356	0.123968443837
2017-01-28	0.170102311482	0.116324903167	0.204849119135	0.217606469829	0.569729043836	0.161965791101	0.203165584416	0.124935146307
2017-01-29	0.145377036756	0.134182046024	0.157230071516	0.214900842124	0.568790737479	0.157203886339	0.225387806638	0.110505131877
2017-01-30	0.160362051741	0.146616979512	0.133420547706	0.204318831542	0.568287364883	0.165727295703	0.235877317127	0.108221078721
2017-01-31	0.138096041889	0.129859543399	0.132919294573	0.160094762927	0.529151062588	0.14361427359	0.211571761572	0.0927000144196
2017-02-01	0.136824788115	0.117954781495	0.114160275814	0.149993752826	0.515778805314	0.132336078101	0.199977558673	0.0999665574004
2017-02-02	0.115888827524	0.123874987415	0.0910668279089	0.145647186614	0.507473157473	0.124653004872	0.210078568774	0.0849289634155
2017-02-03	0.10702183245	0.127813404887	0.0840738209159	0.154984254774	0.491083345735	0.111314812452	0.219602378298	0.0854051538917
2017-02-04	0.10702183245	0.127813404887	0.0840738209159	0.154984254774	0.475777223286	0.0704984859215	0.18823060997	0.0820888273611
2017-02-05	0.118010843439	0.112507282438	0.0840738209159	0.166038676543	0.487115091766	0.0740699144929	0.181427888881	0.0900253352976
2017-02-06	0.109893960322	0.0969395168704	0.123756360598	0.162070422575	0.489279593931	0.074857729619	0.19241689987	0.0999921127062
2017-02-07	0.113759506541	0.110764401663	0.12187666135	0.16334821455	0.494163598815	0.081985736747	0.182893090347	0.105412166907
2017-02-08	0.134287365778	0.121954877853	0.132699172173	0.178333229535	0.472692650515	0.0895045337395	0.209372331929	0.105412166907
2017-02-09	0.13991720392	0.116034671933	0.153751803752	0.185776206726	0.466740269562	0.0836868220394	0.207467570024	0.10458693309
2017-02-10	0.151958802169	0.103666088136	0.142063492063	0.206784610087	0.469796747967	0.0833032099479	0.22931630952	0.10891593742
2017-02-11	0.151958802169	0.103666088136	0.142063492063	0.233806529966	0.475291253462	0.0833032099479	0.22931630952	0.104595660922
2017-02-12	0.147837923048	0.0832579248708	0.284920634921	0.205977216423	0.448557753044	0.0844936861384	0.208908146254	0.0937731500993
