Date	UK
2017-01-01	0.0513296227582
2017-01-02	0.0485466914038
2017-01-03	0.0480529455184
2017-01-04	0.0497536257905
2017-01-05	0.0496299399525
2017-01-06	0.0547319807688
2017-01-07	0.0287579547948
2017-01-08	0.0287579547948
2017-01-09	0.0246763221418
2017-01-10	0.0247518679603
2017-01-11	0.0306702353072
2017-01-12	0.0324389427902
2017-01-13	0.0258514976856
2017-01-14	0.0333702946781
2017-01-15	0.0333702946781
2017-01-16	0.0272478456985
2017-01-17	0.0247285071136
2017-01-18	0.0193416023517
2017-01-19	0.0197337592144
2017-01-20	0.0181875160611
2017-01-21	0.0106687190687
2017-01-22	0.0106687190687
2017-01-23	0.0154306238306
2017-01-24	0.0183681624824
2017-01-25	0.0161360196252
2017-01-26	0.0140351792891
2017-01-27	0.0141292880789
2017-01-28	0.0141292880789
2017-01-29	0.0141292880789
2017-01-30	0.0174156730554
2017-01-31	0.0123136322391
2017-02-01	0.0123136322391
2017-02-02	0.0124803655991
2017-02-03	0.0163520807384
2017-02-04	0.0163520807384
2017-02-05	0.0423261067124
2017-02-06	0.0443028796306
2017-02-07	0.0443028796306
2017-02-08	0.0443028796306
2017-02-09	0.0420353059345
2017-02-10	0.0381635907952
2017-02-11	0.0381635907952
2017-02-12	0.0121895648211
2017-02-13	0.0021645021645
2017-02-14	0.00828695114409
2017-02-15	0.0126159554731
2017-02-16	0.0145464574036
2017-02-17	0.0123819552391
2017-02-18	0.0123819552391
2017-02-19	0.0123819552391
2017-02-20	0.0225860368718
2017-02-21	0.0188848953982
2017-02-22	0.0168978114439
2017-02-23	0.0149673095134
2017-02-24	0.0192963138424
2017-02-25	0.0192963138424
2017-02-26	0.0192963138424
2017-02-27	0.00909223220976
2017-02-28	0.0136966858278
2017-03-01	0.0135192676176
2017-03-02	0.0178482719466
2017-03-03	0.0135192676176
2017-03-04	0.0135192676176
2017-03-05	0.0245082786066
2017-03-06	0.0245082786066
2017-03-07	0.0236049664621
2017-03-08	0.0214404642976
2017-03-09	0.0171114599686
2017-03-10	0.0171114599686
2017-03-11	0.0171114599686
2017-03-12	0.00612244897959
2017-03-13	0.00786460925834
2017-03-14	0.00174216027875
2017-03-15	0.00761300176603
2017-03-16	0.0100760559532
2017-03-17	0.0145403416675
2017-03-18	0.0145403416675
2017-03-19	0.0145403416675
2017-03-20	0.0168798140418
2017-03-21	0.0168798140418
2017-03-22	0.0150331174238
2017-03-23	0.0125700632366
2017-03-24	0.010176170897
2017-03-25	0.010176170897
2017-03-26	0.021165181886
2017-03-27	0.0193876966984
2017-03-28	0.0193876966984
2017-03-29	0.0171718700932
2017-03-30	0.0211960149624
2017-03-31	0.0264516289137
2017-04-01	0.0264516289137
2017-04-02	0.0264516289137
2017-04-03	0.0262483217844
2017-04-04	0.0262483217844
2017-04-05	0.0265103968951
2017-04-06	0.0224862520259
2017-04-07	0.0151602446999
