Date	Information Technology
2017-01-01	0.00904469700781
2017-01-02	0.00940408604645
2017-01-03	0.00967927623431
2017-01-04	0.00985752871399
2017-01-05	0.00975911813764
2017-01-06	0.00949884156904
2017-01-07	0.00925011723495
2017-01-08	0.009202920639
2017-01-09	0.00969553147644
2017-01-10	0.0099884849804
2017-01-11	0.00976517343356
2017-01-12	0.00978813931283
2017-01-13	0.00958660894631
2017-01-14	0.00920686211087
2017-01-15	0.00969132456985
2017-01-16	0.0096676914333
2017-01-17	0.00997373008064
2017-01-18	0.0096469289796
2017-01-19	0.0096235863092
2017-01-20	0.00947537746554
2017-01-21	0.00905714241745
2017-01-22	0.00878918957715
2017-01-23	0.00917837555457
2017-01-24	0.00970330993777
2017-01-25	0.0102682816892
2017-01-26	0.010596296424
2017-01-27	0.0108032681015
2017-01-28	0.0103670632943
2017-01-29	0.0112258820469
2017-01-30	0.0113663673598
2017-01-31	0.0119025603893
2017-02-01	0.0130561044888
2017-02-02	0.0130947570563
2017-02-03	0.0130098824103
2017-02-04	0.0126626601881
2017-02-05	0.0127436656904
2017-02-06	0.0131745210373
2017-02-07	0.0142001098568
2017-02-08	0.0143681596801
2017-02-09	0.0145716181114
2017-02-10	0.0149672501201
2017-02-11	0.0145505834535
2017-02-12	0.0147592813246
2017-02-13	0.0150071127992
2017-02-14	0.0143735039837
2017-02-15	0.0145283960962
2017-02-16	0.0145293220221
2017-02-17	0.0146454638172
2017-02-18	0.0143568635286
2017-02-19	0.0142390807297
2017-02-20	0.0142390807297
2017-02-21	0.0145239810146
2017-02-22	0.0150261959111
2017-02-23	0.0150427777734
2017-02-24	0.0150380301116
2017-02-25	0.0144275295011
2017-02-26	0.013665002268
2017-02-27	0.0137807500136
2017-02-28	0.0131656853872
2017-03-01	0.0131386782141
2017-03-02	0.0130506644563
2017-03-03	0.011690636517
2017-03-04	0.0110818085109
2017-03-05	0.0108096996674
2017-03-06	0.011070116334
2017-03-07	0.0109400780575
2017-03-08	0.0111456040745
2017-03-09	0.010300719054
2017-03-10	0.00964005839338
2017-03-11	0.00873589926137
2017-03-12	0.00812240232886
2017-03-13	0.00875349814068
2017-03-14	0.00826108181661
2017-03-15	0.00848774619017
2017-03-16	0.00871731460156
2017-03-17	0.0088184781583
2017-03-18	0.0082397744546
2017-03-19	0.00857568487848
2017-03-20	0.00914065662989
2017-03-21	0.0097295015517
2017-03-22	0.0101311079774
2017-03-23	0.010049459725
2017-03-24	0.00945230566712
2017-03-25	0.00891078942163
2017-03-26	0.00868726566869
2017-03-27	0.00921953446444
2017-03-28	0.00991981457648
2017-03-29	0.0103106838698
2017-03-30	0.0101125637204
2017-03-31	0.0101806217966
2017-04-01	0.00973244252492
2017-04-02	0.00957953732614
2017-04-03	0.0102069883065
2017-04-04	0.0103461671513
2017-04-05	0.0104267564523
2017-04-06	0.0106897126935
2017-04-07	0.0101204816847
2017-04-08	0.00980482511904
2017-04-09	0.0103697968705
2017-04-10	0.010943273573
2017-04-11	0.0113317739615
2017-04-12	0.0109439871521
2017-04-13	0.010790544718
2017-04-14	0.0103160488699
2017-04-15	0.00981099836483
2017-04-16	0.00947632634341
2017-04-17	0.00963658275367
2017-04-18	0.00948722499204
2017-04-19	0.0105217414044
2017-04-20	0.0104330676439
2017-04-21	0.0102419875339
2017-04-22	0.0103285905739
2017-04-23	0.00993333365688
