Date	Energy
2017-01-01	0.0
2017-01-02	0.0
2017-01-03	0.0
2017-01-04	0.00094816687737
2017-01-05	0.00094816687737
2017-01-06	0.00146764739685
2017-01-07	0.00146764739685
2017-01-08	0.00146764739685
2017-01-09	0.00221363769898
2017-01-10	0.00221363769898
2017-01-11	0.00126547082161
2017-01-12	0.00126547082161
2017-01-13	0.00126172005973
2017-01-14	0.00522997402799
2017-01-15	0.00522997402799
2017-01-16	0.00537684086872
2017-01-17	0.00617492546569
2017-01-18	0.00617492546569
2017-01-19	0.00770553771058
2017-01-20	0.00718980795298
2017-01-21	0.00322155398472
2017-01-22	0.00443220773775
2017-01-23	0.00353935059489
2017-01-24	0.00274126599792
2017-01-25	0.00274126599792
2017-01-26	0.00174172119859
2017-01-27	0.00174172119859
2017-01-28	0.00174172119859
2017-01-29	0.00322648523532
2017-01-30	0.00362552753381
2017-01-31	0.00406239953031
2017-02-01	0.00619459569236
2017-02-02	0.00566352824679
2017-02-03	0.00566352824679
2017-02-04	0.00566352824679
2017-02-05	0.00296811045704
2017-02-06	0.00256906815855
2017-02-07	0.00213219616205
2017-02-08	0.0
2017-02-09	0.0
2017-02-10	0.0
2017-02-11	0.0
2017-02-12	0.0
2017-02-13	0.0014652014652
2017-02-14	0.0014652014652
2017-02-15	0.0014652014652
2017-02-16	0.0014652014652
2017-02-17	0.0014652014652
2017-02-18	0.0014652014652
2017-02-19	0.0014652014652
2017-02-20	0.0
2017-02-21	0.0
2017-02-22	0.0
2017-02-23	0.000613120784795
2017-02-24	0.000613120784795
2017-02-25	0.000613120784795
2017-02-26	0.00992989097113
2017-02-27	0.00992989097113
2017-02-28	0.00992989097113
2017-03-01	0.00992989097113
2017-03-02	0.00931677018634
2017-03-03	0.00931677018634
2017-03-04	0.00931677018634
2017-03-05	0.0
2017-03-06	0.0
2017-03-07	0.0
2017-03-08	0.0
2017-03-09	0.0
2017-03-10	0.00063211125158
2017-03-11	0.00063211125158
2017-03-12	0.00063211125158
2017-03-13	0.00063211125158
2017-03-14	0.00063211125158
2017-03-15	0.00063211125158
2017-03-16	0.00196722473623
2017-03-17	0.00265176917918
2017-03-18	0.00265176917918
2017-03-19	0.00265176917918
2017-03-20	0.00265176917918
2017-03-21	0.00265176917918
2017-03-22	0.00265176917918
2017-03-23	0.00190454517131
2017-03-24	0.000587889476778
2017-03-25	0.000587889476778
2017-03-26	0.000587889476778
2017-03-27	0.000587889476778
2017-03-28	0.000587889476778
2017-03-29	0.00198161769977
2017-03-30	0.001393728223
2017-03-31	0.001393728223
2017-04-01	0.001393728223
2017-04-02	0.001393728223
2017-04-03	0.00292161210382
2017-04-04	0.00292161210382
2017-04-05	0.003324829074
2017-04-06	0.00401164226081
2017-04-07	0.00401164226081
2017-04-08	0.00401164226081
2017-04-09	0.00401164226081
2017-04-10	0.00248375837998
2017-04-11	0.00248375837998
2017-04-12	0.000686813186813
2017-04-13	0.000784929356358
2017-04-14	0.000784929356358
2017-04-15	0.000784929356358
2017-04-16	0.000784929356358
2017-04-17	0.000784929356358
2017-04-18	0.000784929356358
2017-04-19	0.000784929356358
2017-04-20	0.0
2017-04-21	0.0
2017-04-22	0.0
2017-04-23	0.00453514739229
2017-04-24	0.00453514739229
2017-04-25	0.00453514739229
2017-04-26	0.00572068384754
2017-04-27	0.00572068384754
2017-04-28	0.00572068384754
2017-04-29	0.00572068384754
2017-04-30	0.00564982216953
2017-05-01	0.00564982216953
2017-05-02	0.00564982216953
2017-05-03	0.00516114982578
2017-05-04	0.00516114982578
2017-05-05	0.00516114982578
2017-05-06	0.00516114982578
2017-05-07	0.000696864111498
2017-05-08	0.000696864111498
2017-05-09	0.0030877786363
2017-05-10	0.00239091452481
2017-05-11	0.00239091452481
2017-05-12	0.00239091452481
2017-05-13	0.00239091452481
2017-05-14	0.00625191838581
2017-05-15	0.00625191838581
2017-05-16	0.003861003861
2017-05-17	0.00994003121663
2017-05-18	0.0109052821819
2017-05-19	0.0109052821819
2017-05-20	0.0109052821819
2017-05-21	0.00704427832087
2017-05-22	0.00704427832087
2017-05-23	0.00776944148259
2017-05-24	0.00233391477046
2017-05-25	0.00136866380521
2017-05-26	0.00136866380521
2017-05-27	0.00320016563671
2017-05-28	0.00320016563671
2017-05-29	0.00320016563671
2017-05-30	0.00297103422103
2017-05-31	0.00232753357753
2017-06-01	0.00232753357753
2017-06-02	0.00232753357753
2017-06-03	0.000496031746032
2017-06-04	0.000496031746032
2017-06-05	0.00166221250405
2017-06-06	0.00116618075802
2017-06-07	0.00116618075802
2017-06-08	0.00116618075802
2017-06-09	0.00116618075802
2017-06-10	0.00116618075802
2017-06-11	0.00116618075802
2017-06-12	0.0
2017-06-13	0.0
2017-06-14	0.0
2017-06-15	0.00426439232409
2017-06-16	0.00503244147924
2017-06-17	0.00503244147924
2017-06-18	0.00503244147924
2017-06-19	0.00503244147924
2017-06-20	0.00569381714062
