Date	GBP
2017-01-01	1.94693872082
2017-01-02	1.86034022679
2017-01-03	1.32352359201
2017-01-04	0.687523839583
2017-01-05	1.1353892308
2017-01-06	0.603887848853
2017-01-07	0.469212840743
2017-01-08	0.78116536953
2017-01-09	0.420037161217
2017-01-10	0.674437258444
2017-01-11	1.01957724266
2017-01-12	0.617782921143
2017-01-13	1.17035045554
2017-01-14	0.89086565472
2017-01-15	0.581025127551
2017-01-16	0.85814283252
2017-01-17	0.468140358101
2017-01-18	0.135067400667
2017-01-19	0.279270819131
2017-01-20	-0.367577386106
2017-01-21	-0.304181310375
2017-01-22	-0.271222196306
2017-01-23	0.486201132459
2017-01-24	1.27050075056
2017-01-25	1.37772622259
2017-01-26	0.936446632114
2017-01-27	0.810625135241
2017-01-28	0.646398425254
2017-01-29	0.566435627263
2017-01-30	-0.0136094644107
2017-01-31	-0.319258499965
2017-02-01	0.192014963521
2017-02-02	0.395187954253
2017-02-03	0.275162419903
2017-02-04	0.396876511891
2017-02-05	0.579325591383
2017-02-06	0.597332880531
2017-02-07	0.713971375432
2017-02-08	0.351345596672
2017-02-09	0.544264217381
2017-02-10	1.45748527662
2017-02-11	1.30161323678
2017-02-12	1.33431589807
2017-02-13	1.20993842782
2017-02-14	1.80587762614
2017-02-15	0.869293306586
2017-02-16	1.13639973674
2017-02-17	0.336289512201
2017-02-18	0.349273883726
2017-02-19	0.169835845325
2017-02-20	0.300421280827
2017-02-21	-0.939537530212
2017-02-22	-0.395576172802
2017-02-23	-0.561952187656
2017-02-24	-0.221914615142
2017-02-25	-0.0768870789265
2017-02-26	-0.00157945920132
2017-02-27	-0.107192498054
2017-02-28	0.509392776063
2017-03-01	0.364215022584
2017-03-02	0.519976450723
2017-03-03	0.193076260878
2017-03-04	0.0215002955459
2017-03-05	-0.241583688405
2017-03-06	-0.222646257345
2017-03-07	0.0940856255
2017-03-08	-0.239375461578
2017-03-09	-0.523255343844
2017-03-10	-0.649832509475
2017-03-11	-0.54233796098
2017-03-12	0.0286641746659
2017-03-13	0.172249075831
2017-03-14	0.208607760997
2017-03-15	0.899418400677
2017-03-16	1.0144059266
2017-03-17	1.39084222241
2017-03-18	1.36529486268
2017-03-19	1.42122263947
2017-03-20	3.18379907671
2017-03-21	1.79856179879
2017-03-22	1.55256826997
2017-03-23	0.818419385386
2017-03-24	1.24465976251
2017-03-25	1.29716325036
2017-03-26	1.2486180724
2017-03-27	0.852459111498
2017-03-28	0.99797761195
2017-03-29	0.535822968181
2017-03-30	1.0463127127
2017-03-31	0.609138453224
2017-04-01	0.37398467043
2017-04-02	0.36810026745
2017-04-03	0.667223455327
2017-04-04	0.0640322457982
2017-04-05	-0.120919096596
2017-04-06	-0.856623298336
2017-04-07	-0.736519867012
2017-04-08	-0.936792606021
2017-04-09	-1.07578676616
2017-04-10	-1.40603815624
2017-04-11	-1.45541890389
2017-04-12	-1.36926550324
2017-04-13	-1.37857296946
2017-04-14	-1.67945615022
2017-04-15	-1.56781866137
2017-04-16	-1.63363571125
2017-04-17	-2.02723749652
2017-04-18	-1.61253668394
2017-04-19	-0.875060493169
2017-04-20	-0.282479207307
2017-04-21	0.194982564889
2017-04-22	0.416344844672
2017-04-23	0.342642079524
2017-04-24	0.259900837776
2017-04-25	0.524380204571
2017-04-26	0.534359532623
2017-04-27	0.75716944941
2017-04-28	0.444912714158
2017-04-29	1.01727923145
2017-04-30	1.07670403837
2017-05-01	0.682847839696
2017-05-02	0.549094978211
2017-05-03	0.318865363714
2017-05-04	0.0693936472921
2017-05-05	-0.126474409186
2017-05-06	-0.165119913137
2017-05-07	-0.243128998498
2017-05-08	-0.184695692777
2017-05-09	-0.129516483952
2017-05-10	0.0507652381798
2017-05-11	0.242488684889
2017-05-12	-0.076626511803
2017-05-13	-0.140878327886
2017-05-14	-0.444332643873
2017-05-15	-0.477475506988
2017-05-16	-0.106387897884
2017-05-17	-0.256804486528
2017-05-18	-1.01257329888
2017-05-19	-0.541969204955
2017-05-20	-0.433863832142
2017-05-21	0.335852811122
2017-05-22	-0.321677892841
2017-05-23	-1.10738759501
2017-05-24	-1.29680694321
2017-05-25	-1.89463298761
2017-05-26	-1.56299779118
2017-05-27	-1.03312615183
2017-05-28	-0.985211953138
2017-05-29	-0.700448083666
2017-05-30	-0.571046733408
2017-05-31	-0.40617386609
2017-06-01	-0.0602416571026
2017-06-02	0.00362368007302
2017-06-03	-0.359937107617
2017-06-04	-0.497415204535
2017-06-05	-0.309887877808
2017-06-06	-0.695420726054
2017-06-07	-0.204058663154
2017-06-08	0.0158353218332
2017-06-09	0.0954336165385
2017-06-10	0.250315432341
2017-06-11	0.442765091768
2017-06-12	0.561326676999
2017-06-13	1.39287522139
2017-06-14	0.85979516445
2017-06-15	0.976231334691
2017-06-16	0.738438393378
2017-06-17	0.685075137631
2017-06-18	0.498628997638
2017-06-19	
2017-06-20	
2017-06-21	
2017-06-22	0.388199968039
2017-06-23	0.42976097377
2017-06-24	0.345600305252
2017-06-25	0.139515761067
2017-06-26	-0.119478931478
2017-06-27	-0.158095874202
2017-06-28	-0.905723036631
2017-06-29	-1.41881554063
2017-06-30	-1.44379444141
2017-07-01	-1.56465509208
2017-07-02	-1.52959208626
2017-07-03	-2.44252487163
2017-07-04	-2.00551156899
2017-07-05	-1.33777631039
2017-07-06	-1.33339489986
2017-07-07	-1.50677894923
2017-07-08	-1.3692884729
2017-07-09	-1.50146412631
2017-07-10	-1.56853372688
2017-07-11	-0.754726582575
2017-07-12	0.11887531748
2017-07-13	0.223294373911
