Date	UK
2017-01-01	-0.287088556821
2017-01-02	0.224474499779
2017-01-03	0.239237709808
2017-01-04	0.0926647596172
2017-01-05	0.116953484367
2017-01-06	-0.0960521318279
2017-01-07	-0.18562439272
2017-01-08	-0.372353260838
2017-01-09	-0.0168753052215
2017-01-10	0.0833083244184
2017-01-11	0.112836128798
2017-01-12	0.448676718275
2017-01-13	0.507444777252
2017-01-14	0.518014394159
2017-01-15	0.865965823873
2017-01-16	0.956862790719
2017-01-17	0.988985731784
2017-01-18	1.16113062471
2017-01-19	1.10565076011
2017-01-20	1.15115759897
2017-01-21	1.28320079905
2017-01-22	1.16142980925
2017-01-23	0.860309535169
2017-01-24	0.680635044995
2017-01-25	0.325291435688
2017-01-26	0.172080017714
2017-01-27	0.0509700208651
2017-01-28	0.0471661221614
2017-01-29	-0.132167678739
2017-01-30	0.143377024484
2017-01-31	0.100869665877
2017-02-01	0.510082070553
2017-02-02	0.603679916027
2017-02-03	0.798562176757
2017-02-04	1.1242827071
2017-02-05	1.29264396094
2017-02-06	1.17844641176
2017-02-07	1.31724304115
2017-02-08	1.19025031724
2017-02-09	1.41786348921
2017-02-10	1.29014741914
2017-02-11	0.983868460461
2017-02-12	1.09455882226
2017-02-13	0.915306583567
2017-02-14	0.954067550305
2017-02-15	1.18164648264
2017-02-16	0.813495498261
2017-02-17	0.867115257833
2017-02-18	0.776468876946
2017-02-19	0.737414861499
2017-02-20	0.787096781999
2017-02-21	0.716977426777
2017-02-22	0.657417060127
2017-02-23	0.84007608686
2017-02-24	0.778407085418
2017-02-25	0.710553126815
2017-02-26	1.00846452429
2017-02-27	1.00949332404
2017-02-28	0.936022593779
2017-03-01	0.78848016956
2017-03-02	0.740620400971
2017-03-03	0.731762122858
2017-03-04	0.876923728302
2017-03-05	0.410604396934
2017-03-06	0.461828047062
2017-03-07	0.593469548944
2017-03-08	0.768315613716
2017-03-09	0.819360783977
2017-03-10	0.979349303764
2017-03-11	1.26653889939
2017-03-12	1.47207291206
2017-03-13	1.625184621
2017-03-14	1.61230407945
2017-03-15	1.46409682279
2017-03-16	1.51200646261
2017-03-17	1.48572201178
2017-03-18	1.40605545056
2017-03-19	1.3168317317
2017-03-20	1.37576431814
2017-03-21	1.3793218315
2017-03-22	1.71537317126
2017-03-23	1.57029895035
2017-03-24	1.50423342192
2017-03-25	1.86946400408
2017-03-26	1.96250185992
2017-03-27	1.72239453364
2017-03-28	1.92851346235
2017-03-29	1.77225017787
2017-03-30	1.68082975653
2017-03-31	1.72589539852
2017-04-01	1.28436899222
2017-04-02	1.38321278237
2017-04-03	1.58306104915
2017-04-04	1.53868345711
2017-04-05	1.32784699999
2017-04-06	1.09859594278
2017-04-07	0.949975538488
2017-04-08	0.716931179151
2017-04-09	0.300699038422
2017-04-10	0.19549673524
2017-04-11	0.192135507554
2017-04-12	0.0742792615411
2017-04-13	0.452281194659
2017-04-14	0.944584254896
2017-04-15	1.20098845325
2017-04-16	1.30546352877
2017-04-17	0.991345433185
2017-04-18	0.941605173743
2017-04-19	1.1237907686
2017-04-20	1.07566534239
2017-04-21	0.9002831244
2017-04-22	0.792323821529
2017-04-23	1.13989504473
2017-04-24	1.33140310884
2017-04-25	1.07047003715
2017-04-26	1.11675172148
2017-04-27	0.992255072714
2017-04-28	0.849697385893
2017-04-29	0.904131371344
2017-04-30	0.895703152979
2017-05-01	0.526998916585
2017-05-02	0.692024436732
2017-05-03	0.470896965572
2017-05-04	0.626352710097
2017-05-05	0.706585646836
2017-05-06	0.608386119872
2017-05-07	0.281687869178
2017-05-08	0.738795186398
2017-05-09	0.707286757223
2017-05-10	0.838731546158
2017-05-11	0.841486699423
2017-05-12	0.813772678009
2017-05-13	0.487747994303
2017-05-14	0.627944391028
2017-05-15	0.601073640704
2017-05-16	0.458678053685
2017-05-17	0.732010477645
2017-05-18	0.810463175818
2017-05-19	0.771124920542
2017-05-20	1.19824636456
2017-05-21	0.93341357148
2017-05-22	1.07637087081
2017-05-23	1.47575695485
2017-05-24	1.36065662776
2017-05-25	1.48308777224
2017-05-26	1.57017946129
2017-05-27	1.29611057167
2017-05-28	1.18724569631
2017-05-29	0.875837113195
2017-05-30	0.764628782412
2017-05-31	0.870291922066
2017-06-01	0.475803765068
2017-06-02	0.259634268434
2017-06-03	0.43189041682
2017-06-04	0.568457662265
2017-06-05	1.1256472793
2017-06-06	0.990258616353
2017-06-07	0.813114523334
2017-06-08	0.768520141879
2017-06-09	0.801359694552
2017-06-10	0.940201335358
2017-06-11	1.22261519545
2017-06-12	0.916175587814
2017-06-13	0.925719318319
2017-06-14	0.928453418197
2017-06-15	1.18553142135
2017-06-16	1.25365572118
2017-06-17	0.763834312228
2017-06-18	0.397337744325
2017-06-19	0.478544767277
2017-06-20	0.593971302292
2017-06-21	0.616749651511
2017-06-22	0.545225480718
2017-06-23	0.466237267109
2017-06-24	0.883550107182
2017-06-25	0.726796994486
2017-06-26	0.80680479091
2017-06-27	0.672709753232
2017-06-28	0.577808449059
2017-06-29	0.455627080327
2017-06-30	0.427101520307
2017-07-01	0.23315758767
2017-07-02	-0.0116843738128
2017-07-03	-0.238982549707
2017-07-04	-0.158408138842
2017-07-05	0.227094534001
2017-07-06	0.623634823928
2017-07-07	0.869719841274
2017-07-08	0.237226269051
2017-07-09	0.672737785994
2017-07-10	0.571389695265
2017-07-11	0.418843539883
2017-07-12	0.0351561244984
2017-07-13	-0.0743524539113
2017-07-14	-0.247931558855
2017-07-15	0.363265752425
2017-07-16	0.924962333439
2017-07-17	0.951290295348
2017-07-18	1.09149465472
2017-07-19	1.13594762272
2017-07-20	1.06729312574
