Date	Germany
2017-01-01	-0.470414010583
2017-01-02	-0.34279338289
2017-01-03	-0.191283737529
2017-01-04	-0.213835020131
2017-01-05	-0.0492990125932
2017-01-06	-0.32456595547
2017-01-07	0.0827187827081
2017-01-08	0.297452634667
2017-01-09	0.161788069531
2017-01-10	-0.0819077214726
2017-01-11	-0.0427431244766
2017-01-12	-0.393017966985
2017-01-13	-0.398342315993
2017-01-14	-0.316230283927
2017-01-15	-0.362857415567
2017-01-16	-0.662901610576
2017-01-17	-0.794099802751
2017-01-18	-0.997101770081
2017-01-19	-0.83898608144
2017-01-20	-0.676591059112
2017-01-21	-0.243808344106
2017-01-22	-0.297170409797
2017-01-23	-0.106425911505
2017-01-24	0.024557097189
2017-01-25	-0.417575821648
2017-01-26	-0.417364016441
2017-01-27	-0.439689216208
2017-01-28	-0.743445251358
2017-01-29	-1.02745249218
2017-01-30	-0.840634050316
2017-01-31	-0.443617688901
2017-02-01	-0.056108099173
2017-02-02	0.0291538276398
2017-02-03	0.128789361559
2017-02-04	0.186269328462
2017-02-05	0.487084698205
2017-02-06	0.315475375387
2017-02-07	0.0886491032601
2017-02-08	0.0559809322185
2017-02-09	-0.097276210471
2017-02-10	-0.417219609943
2017-02-11	-0.417219609943
2017-02-12	-0.5228691487
2017-02-13	-1.0662035346
2017-02-14	-1.24419645414
2017-02-15	-1.19397671002
2017-02-16	-1.38427088754
2017-02-17	-1.17160820442
2017-02-18	-0.837299491062
2017-02-19	-0.727317127391
2017-02-20	-0.563353887241
2017-02-21	-0.554527371965
2017-02-22	-0.423864663981
2017-02-23	-0.154418349366
2017-02-24	-0.163287684946
2017-02-25	-0.316654644168
2017-02-26	-0.189045715742
2017-02-27	-0.135220139369
2017-02-28	-0.964979560895
2017-03-01	-1.01026622801
2017-03-02	-0.987477626601
2017-03-03	-1.28084388801
2017-03-04	-1.58029309645
2017-03-05	-1.67082129082
2017-03-06	-1.71701698973
2017-03-07	-1.01204954249
2017-03-08	-1.10775596858
2017-03-09	-1.0440886019
2017-03-10	-0.915266872638
2017-03-11	-0.212454167607
2017-03-12	-0.107831992816
2017-03-13	-0.0879586753292
2017-03-14	0.037999983834
2017-03-15	-0.144061427887
2017-03-16	-0.317118352582
