Date	Energy
2017-01-01	0.0394274532708
2017-01-02	0.0413355011095
2017-01-03	0.0442133971928
2017-01-04	0.00211134675754
2017-01-05	0.00918598285343
2017-01-06	0.00975760092016
2017-01-07	0.0536383482366
2017-01-08	0.0451445920484
2017-01-09	0.0505400460576
2017-01-10	0.0676635446479
2017-01-11	0.0748049823698
2017-01-12	0.072020572162
2017-01-13	0.067890906831
2017-01-14	0.0328988152794
2017-01-15	0.0876103493162
2017-01-16	0.0887920830753
2017-01-17	0.0849087476101
2017-01-18	0.108206235557
2017-01-19	0.118685098479
2017-01-20	0.11233273324
2017-01-21	0.144819856738
2017-01-22	0.117624228146
2017-01-23	0.0934472105281
2017-01-24	0.0848816119492
2017-01-25	0.0683783545288
2017-01-26	0.0749925990147
2017-01-27	0.080988065891
2017-01-28	0.0557624754413
2017-01-29	0.0588531719607
2017-01-30	0.0684537884368
2017-01-31	0.079878453626
2017-02-01	0.0908760021391
2017-02-02	0.0670098357005
2017-02-03	0.092813196581
2017-02-04	0.0972140073589
2017-02-05	0.119983125764
2017-02-06	0.13855029887
2017-02-07	0.124794707086
2017-02-08	0.142580079474
2017-02-09	0.157955914065
2017-02-10	0.119005294997
2017-02-11	0.123748025284
2017-02-12	0.0935878857143
2017-02-13	0.0848525212812
2017-02-14	0.0970632373044
2017-02-15	0.0563299597868
2017-02-16	0.0608597391857
2017-02-17	0.0657985734995
2017-02-18	0.0789270814848
2017-02-19	0.0661819443575
2017-02-20	0.0902395313763
2017-02-21	0.0874802603258
2017-02-22	0.0993471129097
2017-02-23	0.0791139365955
2017-02-24	0.100485049553
2017-02-25	0.066586237926
2017-02-26	0.119908956323
2017-02-27	0.0802698245544
2017-02-28	0.080838476476
2017-03-01	0.0708363203601
2017-03-02	0.083644953844
2017-03-03	0.0631498841628
2017-03-04	0.101119699137
2017-03-05	0.0459095097072
2017-03-06	0.0719846970429
2017-03-07	0.0741514954511
2017-03-08	0.0957742573172
2017-03-09	0.11004366454
2017-03-10	0.114535639334
2017-03-11	0.0929468009549
2017-03-12	0.150690660866
2017-03-13	0.147679050328
2017-03-14	0.15005914554
2017-03-15	0.179334353659
2017-03-16	0.189669597647
2017-03-17	0.225129947137
2017-03-18	0.212500936005
2017-03-19	0.154138773983
2017-03-20	0.152619631145
2017-03-21	0.140447425357
2017-03-22	0.105003012999
2017-03-23	0.0777275217994
2017-03-24	0.00105900215979
2017-03-25	0.00250240301656
2017-03-26	0.0535331513862
2017-03-27	0.0500104167369
2017-03-28	0.0621117657986
2017-03-29	0.0833542087171
2017-03-30	0.106871790498
2017-03-31	0.156809733222
2017-04-01	0.206029537072
2017-04-02	0.182165565492
2017-04-03	0.195766348588
2017-04-04	0.193894078121
2017-04-05	0.186690923814
2017-04-06	0.17072731054
2017-04-07	0.167322058306
2017-04-08	0.127143582994
2017-04-09	0.123829689387
2017-04-10	0.134013504567
2017-04-11	0.144407098731
2017-04-12	0.132072121686
2017-04-13	0.146303077212
2017-04-14	0.159695083714
2017-04-15	0.158389779901
2017-04-16	0.14689453979
2017-04-17	0.147166392629
2017-04-18	0.154037872879
2017-04-19	0.15940725412
2017-04-20	0.14437503423
2017-04-21	0.146802393022
2017-04-22	0.145270689167
2017-04-23	0.166363741711
2017-04-24	0.159786086814
2017-04-25	0.164633470108
2017-04-26	0.176080360023
2017-04-27	0.182998438287
2017-04-28	0.155223397013
2017-04-29	0.15029886029
2017-04-30	0.143685036322
2017-05-01	0.137075078369
2017-05-02	0.108444194598
2017-05-03	0.111080424449
2017-05-04	0.116221965
2017-05-05	0.146548034292
2017-05-06	0.148831108683
2017-05-07	0.134993378285
2017-05-08	0.146696125342
2017-05-09	0.159716408159
2017-05-10	0.15533337597
2017-05-11	0.168116705193
2017-05-12	0.155252260827
2017-05-13	0.120684114049
2017-05-14	0.14762206335
2017-05-15	0.138014262855
2017-05-16	0.155212630221
2017-05-17	0.155635698986
2017-05-18	0.140463033137
2017-05-19	0.128519232072
2017-05-20	0.158527631638
2017-05-21	0.113698278074
2017-05-22	0.11196828034
2017-05-23	0.0931312987145
2017-05-24	0.101735243739
2017-05-25	0.101203894881
2017-05-26	0.0913714889623
2017-05-27	0.0990586165452
2017-05-28	0.112384549105
2017-05-29	0.118109650877
2017-05-30	0.116615984298
2017-05-31	0.0981279134029
2017-06-01	0.107628463422
2017-06-02	0.127571414252
2017-06-03	0.144123837042
2017-06-04	0.137172653521
2017-06-05	0.137827189567
2017-06-06	0.149950237195
2017-06-07	0.165248185964
2017-06-08	0.180222787311
2017-06-09	0.181907132788
2017-06-10	0.183875066387
2017-06-11	0.199727918513
2017-06-12	0.206880149999
2017-06-13	0.182846879968
2017-06-14	0.175425469979
2017-06-15	0.164620897987
2017-06-16	0.16711269687
2017-06-17	0.175955398978
2017-06-18	0.202901720898
2017-06-19	0.189143279306
2017-06-20	0.200291789732
2017-06-21	0.207327741909
2017-06-22	0.201625393888
2017-06-23	0.193990836
2017-06-24	0.144317350016
2017-06-25	0.133818184363
2017-06-26	0.158777140127
2017-06-27	0.174771006361
2017-06-28	0.170574229644
2017-06-29	0.175531501137
2017-06-30	0.172326881408
2017-07-01	0.191666189932
2017-07-02	0.191354643816
2017-07-03	0.171590940757
2017-07-04	0.169942138959
2017-07-05	0.184821855305
2017-07-06	0.189491008119
2017-07-07	0.211306503233
2017-07-08	0.223402021912
2017-07-09	0.220777514186
2017-07-10	0.236042805661
2017-07-11	0.235116862876
2017-07-12	0.236224283903
2017-07-13	0.242832671137
2017-07-14	0.253741335862
2017-07-15	0.257719531371
2017-07-16	0.274732476356
2017-07-17	0.277926350542
2017-07-18	0.269246970632
2017-07-19	0.259623054705
2017-07-20	0.251735320849
2017-07-21	0.243618910248
2017-07-22	0.238488589096
2017-07-23	0.19190917062
2017-07-24	0.199787286047
2017-07-25	0.212242557129
2017-07-26	0.211067446702
2017-07-27	0.204765981691
2017-07-28	0.22824872715
2017-07-29	0.25740600215
2017-07-30	0.281647609913
2017-07-31	0.26499253539
2017-08-01	0.281388981857
2017-08-02	0.290943529776
2017-08-03	0.299387793477
2017-08-04	0.274636225812
2017-08-05	0.237962128258
2017-08-06	0.257062519668
2017-08-07	0.270005586043
2017-08-08	0.262302459105
2017-08-09	0.258189040497
2017-08-10	0.253144226124
2017-08-11	0.245266816388
2017-08-12	0.31163058932
2017-08-13	0.292915442182
2017-08-14	0.283945251819
2017-08-15	0.261758380556
2017-08-16	0.269871129257
2017-08-17	0.272935199162
2017-08-18	0.273418852686
2017-08-19	0.204046751212
2017-08-20	0.195428115158
2017-08-21	0.176333580491
2017-08-22	0.169664022497
2017-08-23	0.15146194245
2017-08-24	0.155262869769
2017-08-25	0.158241569832
2017-08-26	0.168256229659
2017-08-27	0.167696001271
2017-08-28	0.191979653948
2017-08-29	0.199373454564
2017-08-30	0.208376142105
2017-08-31	0.183036443822
2017-09-01	0.162931359289
2017-09-02	0.181919795526
2017-09-03	0.217075983676
2017-09-04	0.166453856031
2017-09-05	0.181594782409
2017-09-06	0.170471202687
2017-09-07	0.189731530928
2017-09-08	0.201669612812
2017-09-09	0.212551759938
2017-09-10	0.184674229904
2017-09-11	0.202603970032
2017-09-12	0.178636338869
2017-09-13	0.174437424171
2017-09-14	0.171827567792
2017-09-15	0.163647289202
2017-09-16	0.122941990836
2017-09-17	0.134673429927
2017-09-18	0.146327454685
2017-09-19	0.152079269228
2017-09-20	0.147485897359
2017-09-21	0.116385033018
2017-09-22	0.112072164754
2017-09-23	0.150645064693
2017-09-24	0.108346305779
2017-09-25	0.106386646789
2017-09-26	0.107303462816
2017-09-27	0.100662157897
2017-09-28	0.116904840345
2017-09-29	0.124799548686
2017-09-30	0.0792718779379
2017-10-01	0.112412083135
2017-10-02	0.108564617877
2017-10-03	0.0975144455237
