Date	Consumer Staples
2017-01-01	0.0651985336385
2017-01-02	0.0657006035956
2017-01-03	0.0619693262339
2017-01-04	0.0637870044573
2017-01-05	0.0626111983452
2017-01-06	0.0652715216429
2017-01-07	0.0718974895092
2017-01-08	0.0765930817702
2017-01-09	0.0814305137923
2017-01-10	0.0910264759545
2017-01-11	0.0923255229413
2017-01-12	0.0964145423775
2017-01-13	0.0965999997579
2017-01-14	0.100245629679
2017-01-15	0.102128454663
2017-01-16	0.105388195211
2017-01-17	0.101202262891
2017-01-18	0.104221479857
2017-01-19	0.106345756338
2017-01-20	0.107878318003
2017-01-21	0.116176282139
2017-01-22	0.115079308216
2017-01-23	0.108215258304
2017-01-24	0.111406644944
2017-01-25	0.120029766283
2017-01-26	0.113768117754
2017-01-27	0.111179789731
2017-01-28	0.109085001473
2017-01-29	0.108152266478
2017-01-30	0.113612338541
2017-01-31	0.111701796892
2017-02-01	0.110566248632
2017-02-02	0.115773047341
2017-02-03	0.117853169473
2017-02-04	0.124761463572
2017-02-05	0.125838882109
2017-02-06	0.125476316897
2017-02-07	0.12391822063
2017-02-08	0.124030809512
2017-02-09	0.125123891122
2017-02-10	0.123606818283
2017-02-11	0.115854333352
2017-02-12	0.117281360113
2017-02-13	0.123211002724
2017-02-14	0.11933071909
2017-02-15	0.11977047832
2017-02-16	0.121320566894
2017-02-17	0.118259647871
2017-02-18	0.121762692688
2017-02-19	0.137392570775
2017-02-20	0.129989647847
2017-02-21	0.135926723557
2017-02-22	0.132770249903
2017-02-23	0.13263679532
2017-02-24	0.130352989405
2017-02-25	0.131245178458
2017-02-26	0.133012092745
2017-02-27	0.137053593
2017-02-28	0.1390326202
2017-03-01	0.137862041528
2017-03-02	0.136441576183
2017-03-03	0.140768174606
2017-03-04	0.143483638387
2017-03-05	0.142707180116
2017-03-06	0.136770499505
2017-03-07	0.127096479338
2017-03-08	0.128250319703
2017-03-09	0.1246575039
2017-03-10	0.125439930947
2017-03-11	0.12298294763
2017-03-12	0.134401214925
2017-03-13	0.137017460053
2017-03-14	0.134843111009
2017-03-15	0.133118378712
2017-03-16	0.133293114628
2017-03-17	0.139831870058
2017-03-18	0.138613545766
2017-03-19	0.140106748938
2017-03-20	0.136181018499
2017-03-21	0.125670639783
2017-03-22	0.127211160337
2017-03-23	0.121988512559
2017-03-24	0.125811422908
2017-03-25	0.106213070591
2017-03-26	0.106631634219
2017-03-27	0.107967332472
2017-03-28	0.113197668607
2017-03-29	0.115978922066
2017-03-30	0.116598200281
2017-03-31	0.120779693716
2017-04-01	0.127148672134
2017-04-02	0.130333809249
2017-04-03	0.127768970177
2017-04-04	0.131858869249
2017-04-05	0.137734740843
2017-04-06	0.143594360468
2017-04-07	0.143087073198
2017-04-08	0.137755292331
2017-04-09	0.135841585082
2017-04-10	0.136936682704
2017-04-11	0.13139972795
2017-04-12	0.136403255078
2017-04-13	0.13644442516
2017-04-14	0.133624104431
2017-04-15	0.134024935233
2017-04-16	0.1360724419
2017-04-17	0.139550352305
2017-04-18	0.14414452834
2017-04-19	0.14524912275
2017-04-20	0.14313429868
2017-04-21	0.140975422289
2017-04-22	0.144180231301
2017-04-23	0.147199455129
2017-04-24	0.167598763142
2017-04-25	0.168345545791
2017-04-26	0.17009603282
2017-04-27	0.165923615344
2017-04-28	0.160366168795
2017-04-29	0.158890544682
2017-04-30	0.159159442852
2017-05-01	0.152793790921
2017-05-02	0.146526681675
2017-05-03	0.149762533713
2017-05-04	0.147321418417
2017-05-05	0.140483953508
2017-05-06	0.136664267937
2017-05-07	0.127557123949
2017-05-08	0.140978790337
2017-05-09	0.14440368557
2017-05-10	0.142537679464
2017-05-11	0.141548270464
2017-05-12	0.144065352172
2017-05-13	0.138909485107
2017-05-14	0.136433753578
2017-05-15	0.137975695655
2017-05-16	0.132448855941
2017-05-17	0.132533870212
2017-05-18	0.129452686079
2017-05-19	0.130294180611
2017-05-20	0.134198053407
2017-05-21	0.13463210724
2017-05-22	0.133093069336
2017-05-23	0.130554064332
2017-05-24	0.130911281345
2017-05-25	0.12742249452
2017-05-26	0.129061909764
2017-05-27	0.128011084532
2017-05-28	0.132157460475
2017-05-29	0.135125286941
2017-05-30	0.133027245529
2017-05-31	0.135694852314
2017-06-01	0.13895554466
2017-06-02	0.135027565978
2017-06-03	0.132810856503
2017-06-04	0.133569247162
2017-06-05	0.139424337352
2017-06-06	0.144601288169
2017-06-07	0.144512514952
2017-06-08	0.145943795977
2017-06-09	0.148213148669
2017-06-10	0.147994427439
2017-06-11	0.149389336786
2017-06-12	0.157970811398
2017-06-13	0.16186308339
2017-06-14	0.160491689164
2017-06-15	0.160606484407
2017-06-16	0.166420415834
2017-06-17	0.176935644651
2017-06-18	0.185025910751
2017-06-19	0.181801077636
2017-06-20	0.185735944057
2017-06-21	0.190035348183
2017-06-22	0.194110074376
2017-06-23	0.196504621675
2017-06-24	0.197603241318
2017-06-25	0.198018159394
2017-06-26	0.201187215126
2017-06-27	0.203394045739
2017-06-28	0.205257210535
2017-06-29	0.203242383721
2017-06-30	0.202669639787
2017-07-01	0.202459168687
2017-07-02	0.205190984672
2017-07-03	0.209539791491
2017-07-04	0.212770750133
2017-07-05	0.216151531581
2017-07-06	0.221664088883
2017-07-07	0.218911036658
2017-07-08	0.218176277631
2017-07-09	0.215517235768
2017-07-10	0.217088515162
2017-07-11	0.21701911587
2017-07-12	0.218769150927
2017-07-13	0.224920111645
2017-07-14	0.230259848853
2017-07-15	0.23722063369
2017-07-16	0.234884533899
2017-07-17	0.227393607564
