Date	Italy
2017-01-01	-0.895008631041
2017-01-02	0.136988560909
2017-01-03	0.647029763481
2017-01-04	0.623024098644
2017-01-05	1.05841611144
2017-01-06	1.66276041656
2017-01-07	1.63432913194
2017-01-08	2.52044008981
2017-01-09	1.52456130287
2017-01-10	0.852815480474
2017-01-11	1.62391085003
2017-01-12	1.65585285315
2017-01-13	1.28219936746
2017-01-14	1.28219936746
2017-01-15	1.13915437056
2017-01-16	1.16982919024
2017-01-17	1.56072425802
2017-01-18	0.708194527493
2017-01-19	0.521308214152
2017-01-20	0.633845915441
2017-01-21	0.633845915441
2017-01-22	0.146510197038
2017-01-23	-0.043017580541
2017-01-24	-0.258465753043
2017-01-25	-0.621617538591
2017-01-26	-0.428152447952
2017-01-27	0.0800439022334
2017-01-28	-0.546530581979
2017-01-29	-0.885692393087
2017-01-30	-0.972765343942
2017-01-31	-0.865006599199
2017-02-01	-0.303821171545
2017-02-02	-0.0633355752395
2017-02-03	-0.39619344795
2017-02-04	0.353842053836
2017-02-05	0.922241780527
2017-02-06	1.88881425647
2017-02-07	1.76105535606
2017-02-08	2.14206762758
2017-02-09	1.68783613554
2017-02-10	1.51638529654
2017-02-11	1.51638529654
2017-02-12	1.48046262993
2017-02-13	1.24954009685
2017-02-14	1.57868586429
2017-02-15	-0.492569249553
2017-02-16	0.205570630846
2017-02-17	-0.167539674893
2017-02-18	-0.167539674893
2017-02-19	-0.150142856215
2017-02-20	-0.400728126763
2017-02-21	-1.35875223473
2017-02-22	0.0030518079822
2017-02-23	-1.00192200712
2017-02-24	-0.13709078512
2017-02-25	-0.442449574666
2017-02-26	-0.622022166449
2017-02-27	-0.307573421176
2017-02-28	0.178922611123
2017-03-01	0.289412867891
2017-03-02	1.15606093813
2017-03-03	1.11366299623
2017-03-04	1.45162156532
2017-03-05	1.14311398637
2017-03-06	1.29999438838
2017-03-07	1.56559573018
2017-03-08	0.84184440245
2017-03-09	0.279540234384
2017-03-10	0.430514108768
2017-03-11	0.430514108768
2017-03-12	0.723876189883
2017-03-13	0.861103106781
2017-03-14	0.181291600907
2017-03-15	-0.0470488777586
2017-03-16	0.160881168738
2017-03-17	-0.138597333599
2017-03-18	-0.138597333599
2017-03-19	0.23994749472
2017-03-20	0.130265542302
2017-03-21	0.498065029863
2017-03-22	1.24886524165
2017-03-23	0.81243057846
2017-03-24	0.83523010887
2017-03-25	0.83523010887
2017-03-26	0.747476613905
2017-03-27	1.21181960571
2017-03-28	-0.0675692171062
2017-03-29	-0.405809853691
2017-03-30	-0.638610968417
2017-03-31	-1.04576224002
2017-04-01	-1.04576224002
2017-04-02	-1.04068434519
2017-04-03	-1.45971230644
2017-04-04	-0.508929021605
2017-04-05	-0.676145391296
2017-04-06	-0.674100035494
2017-04-07	-0.0979774180462
2017-04-08	0.183677985743
2017-04-09	-0.188181655341
2017-04-10	0.287619208071
2017-04-11	0.404356714306
2017-04-12	0.944605042265
2017-04-13	1.37608407484
2017-04-14	1.45450275167
2017-04-15	1.4769075079
2017-04-16	1.95689032424
2017-04-17	
2017-04-18	1.89758750684
2017-04-19	1.24915611852
2017-04-20	0.271068569636
2017-04-21	0.979637554003
2017-04-22	0.856917498351
2017-04-23	0.856917498351
2017-04-24	0.993552150549
2017-04-25	2.71783205515
2017-04-26	2.71047242396
2017-04-27	2.9972342109
2017-04-28	2.69516535067
2017-04-29	2.39290991709
2017-04-30	2.39290991709
2017-05-01	2.32256201603
2017-05-02	0.738305805672
2017-05-03	1.02846876325
2017-05-04	1.22503515252
2017-05-05	1.23108789549
2017-05-06	1.11659431237
2017-05-07	1.11659431237
2017-05-08	1.16914334211
2017-05-09	1.98504470833
2017-05-10	-0.168577654079
2017-05-11	-0.889849806657
2017-05-12	-1.48831780226
2017-05-13	-1.22634646408
2017-05-14	-1.22634646408
2017-05-15	-0.939067035445
2017-05-16	-1.55121741577
2017-05-17	-1.23424287049
2017-05-18	-1.40450506152
2017-05-19	-0.527036400298
2017-05-20	-0.527036400298
2017-05-21	-0.334837828996
2017-05-22	-0.747414561785
2017-05-23	-0.791221059558
2017-05-24	-0.410535271416
2017-05-25	0.631047629693
2017-05-26	0.104435252311
2017-05-27	0.104435252311
2017-05-28	0.3691381876
2017-05-29	1.03365912061
2017-05-30	1.21563344155
2017-05-31	0.829563081667
2017-06-01	1.2328786664
2017-06-02	1.37540792635
2017-06-03	1.37540792635
2017-06-04	0.283497098588
2017-06-05	-0.0380648099645
2017-06-06	0.214828260775
2017-06-07	0.879569922518
2017-06-08	0.39200956503
2017-06-09	0.25255101817
2017-06-10	0.25255101817
2017-06-11	1.28300626116
