Date	Australia	Belgium	Canada	France	Germany	Italy	Japan	Netherlands	Spain	Sweden	Switzerland	UK	US
2017-01-01	0.0361111111111	0.0	0.00866910866911	0.0478413776376	0.0223422702414	0.0168650793651	0.101851851852	0.0	5.55111512313e-18		0.0	0.0428809285952	0.03180950362
2017-01-02	0.0361111111111	0.0	0.00866910866911	0.0121270919234	0.0427504335067	0.0168650793651	0.0661375661376	0.0	4.62592926927e-18		0.0	0.0428809285952	0.0316919809969
2017-01-03	0.025	0.0555555555556	0.00866910866911	0.0183382720476	0.0427504335067	0.00892857142857	0.0582010582011	0.0	4.62592926927e-18		0.0	0.042140309767	0.0326537868743
2017-01-04	0.0166666666667	0.0555555555556	0.00549450549451	0.0137299771167	0.0383853541417	0.00892857142857	0.0533333333333	0.0238095238095	4.62592926927e-18		0.05	0.0503035750732	0.0339221785537
2017-01-05	0.0166666666667	0.0555555555556	0.0031746031746	0.00621118012422	0.0341836734694	3.9650822308e-18	0.0586243386243	0.0952380952381	0.0238095238095		0.05	0.0600129133539	0.0324359560758
2017-01-06	0.0166666666667	0.0555555555556	0.00866910866911	0.00997057862046	0.0488356881214	3.9650822308e-18	0.0643386243386	0.111111111111	0.0238095238095		0.116666666667	0.0697067909049	0.0295891651855
2017-01-07	0.0166666666667	0.0555555555556	0.00866910866911	0.00997057862046	0.0386316064887	4.62592926927e-18	0.0167195767196	0.133333333333	0.0238095238095		0.116666666667	0.0776432988415	0.0261717779334
2017-01-08	0.0166666666667	0.0555555555556	0.00866910866911	0.00997057862046	0.0386316064887	4.62592926927e-18	0.0167195767196	0.166666666667	0.0238095238095		0.116666666667	0.0699509911491	0.0284741675141
2017-01-09	0.0375	0.0555555555556	0.00866910866911	0.015465084115	0.0216248037677	4.62592926927e-18	0.0405291005291	0.166666666667	0.0238095238095		0.116666666667	0.0801550727818	0.0297981925502
2017-01-10	0.0208333333333	0.0	0.0143833943834	0.00925390399075	0.0262330986985	0.0238095238095	0.0405291005291	0.166666666667	0.0238095238095		0.116666666667	0.0779264711349	0.0258229115701
2017-01-11	0.0277777777778	0.0	0.0363614163614	0.00925390399075	0.0266299240954	0.0238095238095	0.0348148148148	0.125	0.0238095238095		0.0666666666667	0.0753414371213	0.0281590172452
2017-01-12	0.0277777777778	0.0	0.0331868131868	0.0138621989216	0.0373442098096	0.0446428571429	0.035734989648	0.0	0.0333333333333		0.0666666666667	0.0626883758968	0.0298136844171
2017-01-13	0.0277777777778	0.0	0.0321565934066	0.0101028004254	0.0306287030941	0.0446428571429	0.0300207039337	0.0	0.0333333333333		0.0666666666667	0.0576767509937	0.0330106153634
2017-01-14	0.0238095238095	0.0	0.037516025641	0.0101028004254	0.0306287030941	0.0446428571429	0.0300207039337	0.0	0.0333333333333		0.0555555555556	0.0572590400497	0.0687249010777
2017-01-15	0.0238095238095	0.0	0.037516025641	0.0101028004254	0.0306287030941	0.127976190476	0.0300207039337	0.0	0.0333333333333		0.0555555555556	0.0678180462608	0.123088294693
2017-01-16	0.016156462585	0.0	0.037516025641	0.0148123765635	0.0340300636384	0.144642857143	0.018115942029	0.0	0.0333333333333		0.0555555555556	0.0763493276258	0.12127410962
2017-01-17	0.016156462585	0.0	0.0308493589744	0.0148123765635	0.0294217687075	0.141666666667	0.02340694732	0.0	0.0333333333333		0.0555555555556	0.0868170020279	0.126371599107
2017-01-18	0.0102040816327	0.0	0.0116185897436	0.0199144173799	0.0303796231136	0.141666666667	0.0309257443125	0.0	0.0333333333333		0.0555555555556	0.0903586686946	0.124517203502
2017-01-19	0.0361781076067	0.0	0.0116185897436	0.028293135436	0.0196653373993	0.120833333333	0.0425717070454	0.0	4.62592926927e-18		0.0555555555556	0.0993502653333	0.125102487783
2017-01-20	0.0480828695114	0.0	0.0151821862348	0.028293135436	0.0117288294628	0.120833333333	0.0497145641882	0.0	4.62592926927e-18		1.85037170771e-17	0.100398565776	0.130099401803
2017-01-21	0.0480828695114	0.0	0.013013302487	0.028293135436	0.0117288294628	0.120833333333	0.0497145641882	0.0	5.55111512313e-18		2.22044604925e-17	0.116689292593	0.0949248263057
2017-01-22	0.0480828695114	0.0	0.013013302487	0.075912183055	0.0117288294628	0.0375	0.0580003248863	0.0	5.55111512313e-18		2.22044604925e-17	0.112252735362	0.0382148695958
2017-01-23	0.0497835497835	0.0	0.013013302487	0.0722016079159	0.00492610837438	0.0208333333333	0.0607781026641	0.0	5.55111512313e-18		2.22044604925e-17	0.100660229507	0.0422871191853
2017-01-24	0.0497835497835	0.0	0.0272990167727	0.0781539888683	0.0111372884986	0.0128205128205	0.0546052631579	0.0	5.55111512313e-18		2.22044604925e-17	0.095712795988	0.0419111793356
2017-01-25	0.0497835497835	0.0	0.0218045112782	0.0787662337662	0.00621118012422	0.0128205128205	0.0458333333333	0.0	5.55111512313e-18		2.22044604925e-17	0.0986036039505	0.0502139876385
2017-01-26	0.0238095238095	0.0	0.0354099534551	0.075303030303	0.00969550068171	0.0336538461538	0.0388888888889	0.0	5.55111512313e-18		2.22044604925e-17	0.090200242606	0.0536580073868
2017-01-27	0.0119047619048	0.0	0.0421768707483	0.075303030303	0.0137771333348	0.0336538461538	0.0305555555556	0.0	5.55111512313e-18		2.22044604925e-17	0.0927411799295	0.0449095927667
2017-01-28	0.0119047619048	0.0	0.0421768707483	0.075303030303	0.0423485619062	0.0288461538462	0.0861111111111	0.0	5.55111512313e-18		2.22044604925e-17	0.0975030846914	0.0414036237435
