Date	US
2017-01-01	0.113452192715
2017-01-02	0.112092288076
2017-01-03	0.112358812596
2017-01-04	0.109979068207
2017-01-05	0.114263943496
2017-01-06	0.107632214718
2017-01-07	0.102878939722
2017-01-08	0.103478378429
2017-01-09	0.129167903156
2017-01-10	0.135257310839
2017-01-11	0.139709365634
2017-01-12	0.137309466682
2017-01-13	0.135756671651
2017-01-14	0.130917961973
2017-01-15	0.129364375373
2017-01-16	0.104336566697
2017-01-17	0.0930128579091
2017-01-18	0.0855952754915
2017-01-19	0.0776521316788
2017-01-20	0.0702873213479
2017-01-21	0.0712318142279
2017-01-22	0.0692116122077
2017-01-23	0.0747616943095
2017-01-24	0.0797294708938
2017-01-25	0.0748454660098
2017-01-26	0.076073103107
2017-01-27	0.0808868930298
2017-01-28	0.0800880646447
2017-01-29	0.0858103117463
2017-01-30	0.0866495385261
2017-01-31	0.0808803077569
2017-02-01	0.0887446656212
2017-02-02	0.0877007561804
2017-02-03	0.083574757955
2017-02-04	0.0775967201882
2017-02-05	0.0733910970522
2017-02-06	0.0881445014855
2017-02-07	0.10423929105
2017-02-08	0.106842543653
2017-02-09	0.124404157611
2017-02-10	0.149854070018
2017-02-11	0.156279935819
2017-02-12	0.164101196191
2017-02-13	0.157798771627
2017-02-14	0.136036615721
2017-02-15	0.127156306841
2017-02-16	0.121627613312
2017-02-17	0.107513104632
2017-02-18	0.107513104632
2017-02-19	0.104091526211
2017-02-20	0.0978875160659
2017-02-21	0.112246191099
2017-02-22	0.116868039838
2017-02-23	0.131825304795
2017-02-24	0.123079140012
2017-02-25	0.123270688876
2017-02-26	0.118385098276
2017-02-27	0.11600283552
2017-02-28	0.100082701232
2017-03-01	0.0923358524929
2017-03-02	0.0704464515712
2017-03-03	0.0704701918525
2017-03-04	0.0667532262893
2017-03-05	0.0698027219497
2017-03-06	0.0723588614623
2017-03-07	0.0816967581117
2017-03-08	0.093155091445
2017-03-09	0.119471883158
2017-03-10	0.133781824206
2017-03-11	0.136413207402
2017-03-12	0.140966752958
2017-03-13	0.14542885137
2017-03-14	0.153023635783
2017-03-15	0.156473409853
2017-03-16	0.135274116931
2017-03-17	0.128422548232
2017-03-18	0.133130228405
2017-03-19	0.129306476682
2017-03-20	0.140958860803
2017-03-21	0.137750136222
2017-03-22	0.126562266914
2017-03-23	0.124473815915
2017-03-24	0.119095355991
2017-03-25	0.110952704991
2017-03-26	0.112716373422
2017-03-27	0.0932175940266
2017-03-28	0.0952786468419
2017-03-29	0.108324654719
2017-03-30	0.122082967032
2017-03-31	0.119329484687
2017-04-01	0.121266144519
2017-04-02	0.115723186595
2017-04-03	0.12134866333
