Date	Japan
2017-01-01	0.0218253968254
2017-01-02	0.0218253968254
2017-01-03	0.0218253968254
2017-01-04	0.0116666666667
2017-01-05	0.0222486772487
2017-01-06	0.0391534391534
2017-01-07	0.0391534391534
2017-01-08	0.0748677248677
2017-01-09	0.0748677248677
2017-01-10	0.0867724867725
2017-01-11	0.0978649237473
2017-01-12	0.0997052734137
2017-01-13	0.0843669275491
2017-01-14	0.0843669275491
2017-01-15	0.0486526418348
2017-01-16	0.0843669275491
2017-01-17	0.0830441762263
2017-01-18	0.0662374535372
2017-01-19	0.0627436647173
2017-01-20	0.0552248677249
2017-01-21	0.0552248677249
2017-01-22	0.0644290123457
2017-01-23	0.022762345679
2017-01-24	0.0104166666667
2017-01-25	0.0183531746032
2017-01-26	0.0357142857143
2017-01-27	0.0607142857143
2017-01-28	0.0607142857143
2017-01-29	0.123469387755
2017-01-30	0.1607364685
2017-01-31	0.176609484373
2017-02-01	0.176949620428
2017-02-02	0.159092477571
2017-02-03	0.158072069407
2017-02-04	0.158072069407
2017-02-05	0.134262545598
2017-02-06	0.112868480726
2017-02-07	0.113802187542
2017-02-08	0.106659330399
2017-02-09	0.100706949446
2017-02-10	0.0912877971701
2017-02-11	0.0912877971701
2017-02-12	0.0436687495511
2017-02-13	0.0337481146305
2017-02-14	0.0169413919414
2017-02-15	0.0264652014652
2017-02-16	0.0332679225536
2017-02-17	0.0222789115646
2017-02-18	0.0222789115646
2017-02-19	0.0937074829932
2017-02-20	0.105612244898
2017-02-21	0.11619425548
2017-02-22	0.11316395245
2017-02-23	0.106361231361
2017-02-24	0.140374836803
2017-02-25	0.187993884422
2017-02-26	0.116565312994
2017-02-27	0.103634278511
2017-02-28	0.100195125072
2017-03-01	0.0937016185785
2017-03-02	0.100195125072
2017-03-03	0.0745848809743
2017-03-04	0.0269658333553
2017-03-05	0.0269658333553
2017-03-06	0.0330287359699
2017-03-07	0.0311768841181
2017-03-08	0.0311768841181
2017-03-09	0.0246833776246
2017-03-10	0.0210419210419
2017-03-11	0.0210419210419
2017-03-12	0.0210419210419
2017-03-13	0.0100529100529
2017-03-14	0.0206349206349
2017-03-15	0.0206349206349
2017-03-16	0.0271284271284
2017-03-17	0.0283189033189
2017-03-18	0.0283189033189
2017-03-19	0.0283189033189
2017-03-20	0.0600649350649
2017-03-21	0.0560966810967
2017-03-22	0.0645000424412
2017-03-23	0.0580065359477
2017-03-24	0.0520541549953
2017-03-25	0.0520541549953
2017-03-26	0.0520541549953
2017-03-27	0.0203081232493
2017-03-28	0.0182555780933
2017-03-29	0.0153467222433
2017-03-30	0.0212991031957
2017-03-31	0.0461438236925
2017-04-01	0.0461438236925
2017-04-02	0.0461438236925
2017-04-03	0.0516383291871
2017-04-04	0.0467122208127
2017-04-05	0.0526462867467
2017-04-06	0.0466939057944
2017-04-07	0.0218491852975
2017-04-08	0.0218491852975
2017-04-09	0.0218491852975
2017-04-10	0.016354679803
2017-04-11	0.0114285714286
2017-04-12	0.0
2017-04-13	0.0047619047619
2017-04-14	0.0047619047619
2017-04-15	0.0047619047619
2017-04-16	0.0047619047619
2017-04-17	0.0107142857143
2017-04-18	0.0285714285714
2017-04-19	0.0285714285714
2017-04-20	0.0238095238095
2017-04-21	0.0309523809524
2017-04-22	0.0309523809524
2017-04-23	0.12619047619
2017-04-24	0.120238095238
2017-04-25	0.102380952381
2017-04-26	0.115773809524
2017-04-27	0.12371031746
2017-04-28	0.131345785441
2017-04-29	0.131345785441
2017-04-30	0.0837267378216
2017-05-01	0.0916632457581
2017-05-02	0.0978744258823
2017-05-03	0.0844815687394
2017-05-04	0.0765450608029
2017-05-05	0.104623878537
2017-05-06	0.122061191626
2017-05-07	0.0665056360709
2017-05-08	0.0572463768116
2017-05-09	0.0559523809524
2017-05-10	0.0734962406015
2017-05-11	0.088647755753
2017-05-12	0.064288781394
2017-05-13	0.0551046697663
2017-05-14	0.0551046697663
2017-05-15	0.0630411777028
2017-05-16	0.0627010416484
2017-05-17	0.0600858079119
2017-05-18	0.0515630806392
2017-05-19	0.0405740696502
2017-05-20	0.0405740696502
2017-05-21	0.0405740696502
2017-05-22	0.037563670088
2017-05-23	0.0328017653261
2017-05-24	0.0203794050777
2017-05-25	0.0221262994876
2017-05-26	0.0339944313558
2017-05-27	0.0339944313558
2017-05-28	0.0339944313558
2017-05-29	0.0374716843259
2017-05-30	0.0374716843259
2017-05-31	0.0374716843259
2017-06-01	0.0426890756303
