Date	JPY
2017-01-01	
2017-01-02	
2017-01-03	
2017-01-04	-3.62709483637
2017-01-05	-3.78620690403
2017-01-06	-4.09515016498
2017-01-07	-4.40265194269
2017-01-08	-4.51818804984
2017-01-09	-4.38976698133
2017-01-10	-4.33269470169
2017-01-11	
2017-01-12	
2017-01-13	
2017-01-14	
2017-01-15	
2017-01-16	2.02637762221
2017-01-17	1.90190814723
2017-01-18	2.00389279991
2017-01-19	0.451306819358
2017-01-20	0.504244692208
2017-01-21	0.344798592072
2017-01-22	0.256828483246
2017-01-23	2.08371909031
2017-01-24	0.549470972373
2017-01-25	0.729762997511
2017-01-26	1.15961268772
2017-01-27	1.10525928658
2017-01-28	0.52327920096
2017-01-29	1.00742127161
2017-01-30	0.113059304543
2017-01-31	1.12110979574
2017-02-01	0.118319629764
2017-02-02	0.181999853529
2017-02-03	0.212307165931
2017-02-04	1.12296401839
2017-02-05	-1.49901868879
2017-02-06	-1.66824025536
2017-02-07	-1.53163222748
2017-02-08	
2017-02-09	
2017-02-10	
2017-02-11	
2017-02-12	
2017-02-13	
2017-02-14	
2017-02-15	
2017-02-16	
2017-02-17	
2017-02-18	2.92395512353
2017-02-19	3.08764748303
2017-02-20	3.07102820576
2017-02-21	2.86612130997
2017-02-22	2.83349494568
2017-02-23	2.73361280551
2017-02-24	0.694424551017
2017-02-25	-1.26807375291
2017-02-26	-1.38645630768
2017-02-27	-1.36031219556
2017-02-28	-1.37452897791
2017-03-01	-1.383637462
2017-03-02	-1.281644359
2017-03-03	-1.95259068221
2017-03-04	-3.03572344804
2017-03-05	-2.85136359658
2017-03-06	-3.02439089289
2017-03-07	-2.90951645753
2017-03-08	-2.69343407386
2017-03-09	-2.9444925192
2017-03-10	-3.54372734796
2017-03-11	-3.37030376921
2017-03-12	-3.49027608881
2017-03-13	-3.4416542221
2017-03-14	-3.0822262455
2017-03-15	-3.21084305369
2017-03-16	-3.23234148597
2017-03-17	-2.63632440145
2017-03-18	-2.60027285453
2017-03-19	-2.83190390023
2017-03-20	-2.89969956345
2017-03-21	-3.2861056724
2017-03-22	-3.43134151459
2017-03-23	-3.28151813827
2017-03-24	-3.22155238909
2017-03-25	-3.14660942694
2017-03-26	-2.88137844835
2017-03-27	-2.64004314813
2017-03-28	-2.25572597517
2017-03-29	-1.14170501977
2017-03-30	-1.46538961384
2017-03-31	-0.643637688491
2017-04-01	-1.12087746672
2017-04-02	-1.20794882255
2017-04-03	-1.80442872027
2017-04-04	-2.02985873044
2017-04-05	-1.94335389324
2017-04-06	-1.74225240882
2017-04-07	-2.12280436967
2017-04-08	-1.60975620735
2017-04-09	-1.67586888693
2017-04-10	-1.25408563843
2017-04-11	0.424986900459
2017-04-12	
2017-04-13	
2017-04-14	
2017-04-15	
2017-04-16	
2017-04-17	
2017-04-18	
2017-04-19	
2017-04-20	
2017-04-21	-3.34960520133
2017-04-22	-3.12144864369
2017-04-23	-2.0614593771
2017-04-24	-2.07896227368
2017-04-25	-2.69746091062
2017-04-26	-2.99924610756
2017-04-27	-2.90951857115
2017-04-28	-2.75825586527
2017-04-29	-2.95310178553
2017-04-30	-3.41608387656
2017-05-01	-3.54140915461
2017-05-02	-3.23205557509
2017-05-03	-2.76404778751
2017-05-04	-4.27672462418
2017-05-05	-4.07367686804
2017-05-06	-4.11721933125
2017-05-07	-1.94847065436
2017-05-08	-1.86764787459
2017-05-09	-1.96024490318
2017-05-10	-1.93819015745
2017-05-11	0.390055052538
2017-05-12	0.286721305034
2017-05-13	0.165322491465
2017-05-14	-2.66468390406
2017-05-15	-3.60713226415
2017-05-16	-3.41651846166
2017-05-17	-3.33026283808
2017-05-18	-3.18029552559
2017-05-19	-2.2567099408
2017-05-20	-2.18068476543
2017-05-21	-1.89464630589
2017-05-22	0.0658911793669
2017-05-23	-0.036847232757
2017-05-24	-0.0675908690747
2017-05-25	-0.969180979268
2017-05-26	-0.994319334446
2017-05-27	-0.787186449011
2017-05-28	-1.0748537484
2017-05-29	-1.19794658671
2017-05-30	-1.20497503147
2017-05-31	-1.82912989071
2017-06-01	-1.75334754912
2017-06-02	-3.00495019581
2017-06-03	-3.12242718163
2017-06-04	-2.76001090253
2017-06-05	-2.94172387686
2017-06-06	-2.92202626095
2017-06-07	-2.8649500379
2017-06-08	-1.23561452253
2017-06-09	-1.14496123945
2017-06-10	-1.0356857775
2017-06-11	-1.12653983709
2017-06-12	-1.03836973916
2017-06-13	-1.54448833534
2017-06-14	-1.33240266238
2017-06-15	-1.70971999687
2017-06-16	-2.18136178437
2017-06-17	-2.47477100064
2017-06-18	-2.35622422273
2017-06-19	-2.07990289198
2017-06-20	-2.18051422065
2017-06-21	-2.30802921277
2017-06-22	-2.119892087
2017-06-23	-1.86464934909
2017-06-24	-1.72920741341
2017-06-25	-2.15706803718
2017-06-26	-2.68092497417
2017-06-27	-2.26815600863
2017-06-28	-2.32639230234
2017-06-29	-2.68349872906
2017-06-30	-2.59698051058
2017-07-01	-2.87081194627
2017-07-02	-2.78569183904
2017-07-03	-2.12002655542
2017-07-04	-2.0102401261
2017-07-05	-2.64630500238
2017-07-06	-2.14890660893
2017-07-07	-2.21126659909
2017-07-08	-2.31078327442
2017-07-09	-2.55489529234
2017-07-10	-3.90489393742
2017-07-11	-2.49303399833
2017-07-12	-2.85707686745
2017-07-13	-2.99805495221
2017-07-14	-3.12139610678
2017-07-15	-2.99035632015
2017-07-16	-3.09942785391
2017-07-17	-2.52847342339
2017-07-18	-3.34077375499
2017-07-19	-2.655267467
2017-07-20	-2.63726211189
2017-07-21	-2.41477357055
2017-07-22	-2.06767736189
2017-07-23	-1.93823420904
2017-07-24	-1.33043381285
2017-07-25	-1.67433324176
2017-07-26	-1.85665169302
2017-07-27	-2.78313991626
2017-07-28	-3.84432638966
2017-07-29	-4.25138525417
2017-07-30	-4.18037470734
2017-07-31	-4.19407576509
2017-08-01	-4.26128669758
2017-08-02	0.0530809460513
2017-08-03	4.24438137436
2017-08-04	4.4043059319
2017-08-05	4.44506402209
2017-08-06	4.51047965715
2017-08-07	4.53584326164
2017-08-08	4.69113034859
2017-08-09	
2017-08-10	
2017-08-11	
2017-08-12	
2017-08-13	
2017-08-14	
2017-08-15	4.72621231548
2017-08-16	4.41179751895
2017-08-17	4.01773264354
2017-08-18	3.96261783993
2017-08-19	3.90737289749
2017-08-20	3.7856795364
2017-08-21	3.80480457345
2017-08-22	
2017-08-23	
2017-08-24	
2017-08-25	-3.9015048196
2017-08-26	-4.20127002115
2017-08-27	-4.31632220194
2017-08-28	-4.3717931643
2017-08-29	-4.22555840985
2017-08-30	-4.2050991746
2017-08-31	-4.12283977234
2017-09-01	
2017-09-02	
2017-09-03	-2.75262053912
2017-09-04	-2.69647944512
2017-09-05	-2.59866005962
2017-09-06	-2.49473030723
2017-09-07	-2.54240518832
2017-09-08	-2.47221438826
2017-09-09	-2.69065054782
2017-09-10	-2.61705034546
2017-09-11	-2.65214711716
2017-09-12	-3.4909762927
2017-09-13	-3.63787624148
2017-09-14	-3.43850055135
2017-09-15	-3.86886664806
2017-09-16	-3.80775443013
2017-09-17	-3.83177468801
2017-09-18	-3.82111406149
2017-09-19	-4.07564191462
2017-09-20	-4.0028464701
2017-09-21	-4.13673640095
2017-09-22	-3.90657922784
2017-09-23	-3.57397170337
2017-09-24	-3.51514143441
2017-09-25	-3.53600612251
2017-09-26	
2017-09-27	2.31560818104
2017-09-28	2.30630375733
2017-09-29	2.2936894976
2017-09-30	1.88991794912
2017-10-01	1.65640220473
2017-10-02	1.60185586635
2017-10-03	1.4433876355
2017-10-04	
2017-10-05	
2017-10-06	
2017-10-07	
2017-10-08	
2017-10-09	
2017-10-10	-1.65160776315
2017-10-11	-2.5933641369
2017-10-12	-2.58387045191
2017-10-13	-2.76307341615
2017-10-14	-2.58845030459
2017-10-15	-2.65575729667
2017-10-16	-2.73488775375
2017-10-17	-3.23608447936
2017-10-18	-2.81415254189
2017-10-19	-3.33554817159
2017-10-20	-3.60608973564
2017-10-21	-3.82375619728
2017-10-22	-3.94963007135
2017-10-23	-4.01756224642
2017-10-24	-4.00461448346
2017-10-25	-4.07223173851
2017-10-26	-4.02432417254
2017-10-27	-4.40036825957
2017-10-28	-4.07103406247
2017-10-29	-3.85419530205
2017-10-30	-3.72677106639
2017-10-31	-3.68516658097
2017-11-01	-0.405919400812
2017-11-02	-0.323378679992
2017-11-03	-0.254829869275
2017-11-04	-0.274163486234
2017-11-05	-0.290386650646
2017-11-06	-0.273640925318
2017-11-07	-0.246582358934
2017-11-08	-5.24774903338
2017-11-09	-4.21448592866
