Date	Germany
2017-01-01	-0.727792676076
2017-01-02	-0.550597325777
2017-01-03	-0.903790714687
2017-01-04	-0.792094119629
2017-01-05	-0.478495076574
2017-01-06	-0.528677398496
2017-01-07	-0.611408514058
2017-01-08	-0.449268116195
2017-01-09	-0.529457395697
2017-01-10	0.226647918849
2017-01-11	0.209050377935
2017-01-12	-0.21754982797
2017-01-13	-0.223985506375
2017-01-14	-0.129154454996
2017-01-15	-0.221540924212
2017-01-16	-0.63156800103
2017-01-17	-0.524063721588
2017-01-18	-0.540772453361
2017-01-19	-0.20614725468
2017-01-20	-0.384694306115
2017-01-21	0.041227742492
2017-01-22	0.170271357206
2017-01-23	0.34728275319
2017-01-24	0.370260855308
2017-01-25	0.56650013619
2017-01-26	0.252936564609
2017-01-27	0.969612189673
2017-01-28	0.665856154523
2017-01-29	0.691604684045
2017-01-30	0.72432235382
2017-01-31	0.634273005467
2017-02-01	0.0999786083614
2017-02-02	-0.140668230359
2017-02-03	-0.859456984234
2017-02-04	-0.815883678172
2017-02-05	-1.02073806361
2017-02-06	-0.90018584955
2017-02-07	-1.01536226425
2017-02-08	-1.1073899574
2017-02-09	-0.148944248015
2017-02-10	-0.32173271324
2017-02-11	-0.32173271324
2017-02-12	-0.665383187564
2017-02-13	-1.14318444015
2017-02-14	-1.17702500393
2017-02-15	-1.12847538571
2017-02-16	-1.66440457029
2017-02-17	-1.34460334883
2017-02-18	-1.02696394707
2017-02-19	-0.556767171385
2017-02-20	-0.465631698896
2017-02-21	-0.36143789707
2017-02-22	-0.0544569806744
2017-02-23	-0.114741382408
2017-02-24	-0.164555247924
2017-02-25	-0.317922207146
2017-02-26	-0.221805208635
2017-02-27	0.172719210627
2017-02-28	-0.587548014598
2017-03-01	-0.770612874255
2017-03-02	-0.113264718029
2017-03-03	0.344604212953
2017-03-04	0.0451550045134
2017-03-05	-0.349080447577
2017-03-06	-0.508026499692
2017-03-07	-0.609341532862
2017-03-08	-0.175078786977
2017-03-09	-0.405716008254
2017-03-10	-1.06326661154
2017-03-11	-1.09454477955
2017-03-12	-0.881111285913
2017-03-13	-0.791704639401
2017-03-14	-0.334832393471
2017-03-15	-0.831207884957
2017-03-16	-1.17646832633
2017-03-17	-1.05155841065
2017-03-18	-1.00890661162
2017-03-19	-1.02199435747
2017-03-20	-1.22259853307
2017-03-21	-1.17333532219
2017-03-22	-0.829771112533
2017-03-23	-0.783480883649
2017-03-24	-0.699706733542
2017-03-25	-0.082796033189
2017-03-26	0.103145092736
2017-03-27	0.288299926124
2017-03-28	0.0907764365522
2017-03-29	0.108785894117
2017-03-30	0.199146559601
2017-03-31	-0.0609665310365
2017-04-01	-0.587484809437
2017-04-02	-0.785751187955
2017-04-03	-0.562097776383
2017-04-04	-0.712847366984
2017-04-05	-0.477322292121
2017-04-06	-0.360122375845
2017-04-07	-0.0750983976228
2017-04-08	0.0774663288814
2017-04-09	0.367820522427
2017-04-10	-0.0578919613858
2017-04-11	0.0894922241414
2017-04-12	-0.176877076401
2017-04-13	0.0163649715443
2017-04-14	0.0117009630605
2017-04-15	0.2220147163
2017-04-16	-0.0231861362966
2017-04-17	-0.0589827123903
2017-04-18	0.0440541284047
2017-04-19	-0.817204761276
2017-04-20	-0.524432219799
2017-04-21	-0.737161222619
2017-04-22	-0.810923718589
2017-04-23	-0.693693300526
2017-04-24	-0.777285959708
2017-04-25	-0.802825361181
2017-04-26	-0.51992479894
2017-04-27	-0.657229340373
2017-04-28	-0.448435043596
2017-04-29	-0.561793478574
2017-04-30	-1.07201444774
2017-05-01	-0.931764119069
2017-05-02	-0.813126062107
2017-05-03	-0.481826695397
2017-05-04	-0.33548476324
2017-05-05	0.924176400719
2017-05-06	0.923040496519
2017-05-07	2.14637429184
2017-05-08	2.29032970858
2017-05-09	1.94390376878
2017-05-10	1.31950755327
2017-05-11	1.47095197104
2017-05-12	0.0067630876276
2017-05-13	0.0932550968119
2017-05-14	0.706635359293
2017-05-15	0.207154824134
2017-05-16	0.0359835212987
2017-05-17	-0.0767585735965
2017-05-18	-0.0816501137693
2017-05-19	0.417592611145
2017-05-20	0.769932828155
2017-05-21	0.507020960857
2017-05-22	0.561424308804
2017-05-23	0.793645094926
2017-05-24	1.23492417067
2017-05-25	0.875287723719
2017-05-26	0.757421477711
2017-05-27	0.05959173501
2017-05-28	-0.113612384585
2017-05-29	-0.273979227389
2017-05-30	-0.365934446629
2017-05-31	-0.643647768191
2017-06-01	-0.416764200418
2017-06-02	-0.747951046823
2017-06-03	-0.679386387186
2017-06-04	-0.641563800829
2017-06-05	-0.694487526677
2017-06-06	-0.635586825293
2017-06-07	-0.665669092705
2017-06-08	-0.561833626453
2017-06-09	-0.535182417809
2017-06-10	-0.665202530213
2017-06-11	-0.657490071193
2017-06-12	-0.603989912895
2017-06-13	-0.770294857566
2017-06-14	-0.73956756426
2017-06-15	-0.981807033647
2017-06-16	-0.939211734336
2017-06-17	-0.656898087485
2017-06-18	-0.932526526374
2017-06-19	-1.00950669735
2017-06-20	-0.897036100576
2017-06-21	-0.749749176166
2017-06-22	-0.535006707345
2017-06-23	-0.806986196131
2017-06-24	-0.976590417036
2017-06-25	-0.549780656797
2017-06-26	-0.536241671172
2017-06-27	-0.202488932073
2017-06-28	-0.454356589311
2017-06-29	-0.442416497943
2017-06-30	-0.00452014454672
2017-07-01	-0.0743739287888
2017-07-02	-1.07392878056
2017-07-03	-0.800929227786
2017-07-04	-0.921912516577
2017-07-05	-1.1720552566
2017-07-06	-1.37850887089
2017-07-07	-1.58884951241
2017-07-08	-1.67587290222
2017-07-09	-0.928596447596
2017-07-10	-1.02353860806
2017-07-11	-1.09977240568
2017-07-12	-0.956876029488
2017-07-13	-0.941468307489
2017-07-14	-0.87715716465
2017-07-15	-0.478291811966
2017-07-16	-0.45649967685
2017-07-17	-0.361418676667
2017-07-18	-0.396439039222
2017-07-19	-0.336033780665
2017-07-20	-0.451877021162
2017-07-21	-0.455345291702
2017-07-22	-1.16304287244
2017-07-23	-1.00438633707
2017-07-24	-1.13817840947
2017-07-25	-0.941183252782
2017-07-26	-0.725831839883
2017-07-27	-0.677804221377
2017-07-28	-0.49784199716
2017-07-29	-0.0185390306107
2017-07-30	-0.408391778734
2017-07-31	-0.101329689555
2017-08-01	-0.399968420035
2017-08-02	-0.631562231793
2017-08-03	-0.451055377099
2017-08-04	0.00265164348028
2017-08-05	0.121593489195
2017-08-06	0.924832845652
2017-08-07	1.16962848106
2017-08-08	0.929918373972
2017-08-09	1.21218798249
2017-08-10	1.9115481637
2017-08-11	0.872087823141
2017-08-12	1.16908841629
2017-08-13	0.765308520316
2017-08-14	-0.00244685212213
2017-08-15	0.0187401910236
2017-08-16	-0.0289064372494
2017-08-17	-0.224655996961
2017-08-18	-0.0845436633688
2017-08-19	-0.395122232695
2017-08-20	-0.415319918744
2017-08-21	-0.414071627302
2017-08-22	-0.240237596362
2017-08-23	-0.156537156218
2017-08-24	-0.376445249642
2017-08-25	-0.728863751823
2017-08-26	-0.91806663438
2017-08-27	-0.839053504552
2017-08-28	-0.785105621478
2017-08-29	-0.931874530509
2017-08-30	-0.951797691484
2017-08-31	-0.933702109189
2017-09-01	-0.759061488145
2017-09-02	-1.12404303983
2017-09-03	-2.12459533932
2017-09-04	-2.39196508851
2017-09-05	-2.1878144774
2017-09-06	-2.32155460696
2017-09-07	-2.25416011697
2017-09-08	-2.2281151853
2017-09-09	-2.24546360818
2017-09-10	-2.4319674723
2017-09-11	-1.98448694105
2017-09-12	-2.10463269275
2017-09-13	-1.70434596426
2017-09-14	-1.28138126663
2017-09-15	-1.16643497292
2017-09-16	-1.14956734723
2017-09-17	-0.447678433591
2017-09-18	-0.566012483256
2017-09-19	-0.493907242417
2017-09-20	-0.609036142174
2017-09-21	-0.685269446531
2017-09-22	-0.8484808577
2017-09-23	-0.70292755832
2017-09-24	-0.420273306358
2017-09-25	-0.415374435543
2017-09-26	-0.237755142233
2017-09-27	-0.350915223938
2017-09-28	-0.80407426143
2017-09-29	-0.675000428115
2017-09-30	-0.369034319998
2017-10-01	-0.11042087318
2017-10-02	0.0577203499951
2017-10-03	-0.307244696951
2017-10-04	-0.468683905885
2017-10-05	-0.518861201299
2017-10-06	-0.786195093859
2017-10-07	-0.477939707122
2017-10-08	-1.05563552461
2017-10-09	-1.29016481163
2017-10-10	-1.28450154796
2017-10-11	-1.4985841036
2017-10-12	-1.12904377742
2017-10-13	-0.85050530313
2017-10-14	-1.81644410003
2017-10-15	-2.15993446704
2017-10-16	-1.90357717625
2017-10-17	-1.70493890958
2017-10-18	-1.50016404968
2017-10-19	-1.69478081817
2017-10-20	-1.6095831914
2017-10-21	-0.965230956447
2017-10-22	-0.382099465333
2017-10-23	-0.603345340676
2017-10-24	-0.693805862792
2017-10-25	-0.636041654485
2017-10-26	-0.714095465432
2017-10-27	-0.679110104601
2017-10-28	-0.0976571366957
2017-10-29	-0.0725490471658
2017-10-30	-0.124022446398
2017-10-31	-0.0219317711218
2017-11-01	0.0715738814828
2017-11-02	0.210496181046
2017-11-03	0.165943169908
2017-11-04	-0.395070902912
