Date	US
2017-01-01	1.02636497451
2017-01-02	0.675659268647
2017-01-03	0.18997941605
2017-01-04	-0.0115945070218
2017-01-05	-0.166098264156
2017-01-06	-0.175489988152
2017-01-07	-0.669989953615
2017-01-08	-0.336181183961
2017-01-09	-0.0542209566814
2017-01-10	0.276403258622
2017-01-11	0.38363804149
2017-01-12	0.638608585956
2017-01-13	0.853662210305
2017-01-14	1.18147986838
2017-01-15	1.22945309266
2017-01-16	1.51497605883
2017-01-17	1.17734047588
2017-01-18	0.923646684288
2017-01-19	0.881853237066
2017-01-20	0.897460333832
2017-01-21	1.08760619556
2017-01-22	1.02707248491
2017-01-23	1.01675719971
2017-01-24	1.13949456796
2017-01-25	0.862345472791
2017-01-26	0.982393011686
2017-01-27	1.05771739152
2017-01-28	1.38880614041
2017-01-29	1.24372189638
2017-01-30	1.0955745241
2017-01-31	0.998315771673
2017-02-01	1.20417533424
2017-02-02	1.66587660637
2017-02-03	1.5095538733
2017-02-04	1.75123087909
2017-02-05	2.10841821221
2017-02-06	1.84765701709
2017-02-07	2.33930576447
2017-02-08	2.30786610541
2017-02-09	1.42720464901
2017-02-10	1.20898724865
2017-02-11	-0.210670998076
2017-02-12	-0.527879474048
2017-02-13	-0.47759521583
2017-02-14	-1.15345026833
2017-02-15	-0.946485316523
2017-02-16	-0.918788932859
2017-02-17	-0.630167373353
2017-02-18	-0.394951524319
2017-02-19	-0.408317908693
2017-02-20	-0.416492996774
2017-02-21	-0.0773257694308
2017-02-22	-0.30801237168
2017-02-23	-0.250811663411
2017-02-24	-0.629053524529
2017-02-25	-0.667742462082
2017-02-26	-0.422303800045
2017-02-27	-0.446225126436
2017-02-28	-0.152684180712
2017-03-01	-0.378584646919
2017-03-02	-0.725911900205
2017-03-03	-0.558341432827
2017-03-04	0.0522649177499
2017-03-05	0.232388170011
2017-03-06	0.374361701022
2017-03-07	0.31189500637
2017-03-08	0.403618727859
2017-03-09	0.926398796023
2017-03-10	1.29819148428
2017-03-11	0.865496631994
2017-03-12	0.575105538106
2017-03-13	0.616462336361
2017-03-14	0.678736097582
2017-03-15	0.893820685279
2017-03-16	0.396715401224
2017-03-17	-0.518150131252
2017-03-18	-0.294922609855
2017-03-19	-0.0754743789245
2017-03-20	-0.0390003757591
2017-03-21	-0.0930853731278
2017-03-22	-0.0223173438549
2017-03-23	0.564585247688
2017-03-24	1.32983967249
2017-03-25	1.3976785692
2017-03-26	1.62461474125
2017-03-27	1.86490905294
2017-03-28	1.67053228788
2017-03-29	1.26643881709
2017-03-30	0.82155563168
2017-03-31	0.612068830321
2017-04-01	0.450157597481
2017-04-02	0.48265485927
2017-04-03	0.187789726345
2017-04-04	0.802091402416
2017-04-05	0.965095715675
2017-04-06	1.05054234894
2017-04-07	1.35675542532
2017-04-08	1.8769404457
2017-04-09	2.1880141126
2017-04-10	2.11319067628
2017-04-11	1.47153969411
2017-04-12	1.66746566325
2017-04-13	1.60646830906
2017-04-14	1.4828546503
2017-04-15	1.72229481771
2017-04-16	0.970766895898
2017-04-17	1.49524417278
2017-04-18	2.03835202118
2017-04-19	1.97140606505
2017-04-20	2.00870386682
2017-04-21	1.97443140331
2017-04-22	1.62156390568
2017-04-23	1.69652646975
2017-04-24	1.4215949399
2017-04-25	1.2531905791
2017-04-26	0.920440666415
2017-04-27	0.734448102351
2017-04-28	0.823642566757
2017-04-29	0.804894739149
2017-04-30	0.764331282384
2017-05-01	0.848964321057
2017-05-02	0.953037004876
2017-05-03	0.932552268634
2017-05-04	1.41437469575
2017-05-05	1.18198612977
2017-05-06	1.12095917642
2017-05-07	0.857831012489
2017-05-08	0.80915090995
2017-05-09	0.75216964373
