Date	AUD	CAD	CHF	EUR	GBP	JPY	NZD	USD
2017-01-01	-0.313513986558	-0.821559661596		0.3444745427	1.14197457248	-0.349792047685	-1.07107445124	-1.94192549449
2017-01-02	-0.128490702583	-0.709783975092		0.179396961608	1.06931056106		-1.31694818443	-1.99226375131
2017-01-03	-0.17170809022	-0.776478671944		0.086137726439	0.690680661275		-1.58686307093	-2.06920359158
2017-01-04	0.622484800281	-0.902046550733		-0.00683966948082	0.623846453618		-0.0424665091827	-2.08793663554
2017-01-05	0.357386437346	-1.01714052207		-0.0267759903459	0.609843665081		0.0253029349293	-0.0565998065129
2017-01-06					1.46392275165			
2017-01-07								
2017-01-08				-1.40099080627			-0.169629892463	
2017-01-09		-3.34488331547		-1.40534440293	-1.83540415556		-0.659516868424	
2017-01-10		-3.23657164461		-1.4104944001	-1.57787139438		-0.677565430921	
2017-01-11		-3.04811122362		-1.21063671369	-1.5004818656		-0.797928011778	
2017-01-12	1.7558552813	-3.0630140782		-1.2593414977	-1.44201626809		-1.02155780901	-2.95636913549
2017-01-13	1.77242309783	-2.92615691948		-1.18088971803	-1.34112094206		-1.12513569278	-2.98306716828
2017-01-14	1.36904475658	-2.66647804524		-1.25028323104	-1.40813328978		-1.22340732942	-3.01687907309
2017-01-15	0.135862922174	-2.24845072087			-0.981045023637		-1.30982536587	-2.59688292291
2017-01-16	0.359147037601	1.62969882649			-0.976482511053		-1.2060181483	-2.61945743952
2017-01-17	0.326180520138	1.72265355905			-0.997210966721		-1.29488675591	-2.54094979503
2017-01-18	0.330708529187	1.91251630962			-1.04234834786			-2.56749060682
2017-01-19	-0.94483828787	1.89625427826	5.96612342077		-1.18845213322			-2.20242588526
2017-01-20	-0.45020662471	1.86700184739	2.11784840809		-1.25412908697		0.14732883066	-2.08867891162
2017-01-21	-0.0122561948397	1.68599044445	2.0264909298		-1.19203202121		0.447328577056	-2.20565942707
2017-01-22	0.683028417709	1.48521591041	1.90555030152				0.660643873462	
2017-01-23	0.495856659462		1.71940118912				0.680867335221	
2017-01-24	0.326969577606		2.08997093554				0.825902882233	
2017-01-25	0.323494883911		1.67336969022				0.792245175263	
2017-01-26	1.6462780334	-3.36749017646	0.14726672708		-2.91973377803	-0.333733015505	0.704180412166	
2017-01-27	2.97797369013	-3.3298839529	2.25499672489		-3.1274465229	-0.388086416641		
2017-01-28	2.63831102554	-2.12283287173	2.07545147992		-1.55115938875	-0.36030191487		0.734967883979
2017-01-29	2.66444360304	-2.29377187966	1.88155104874		-1.63112218674	-0.463938091603		0.56649916837
2017-01-30	2.85869019814	-2.37050507553	2.4334664116		-1.6417779055	-0.332832315953		0.727072914427
2017-01-31	3.07218291383	-2.35274717892	2.29941464337		-1.64927689884	-0.382670600127		0.824679558213
2017-02-01	1.47389664607	-2.07624995077	2.51484644823		-1.68357281077	-0.230052574352		0.811187900398
2017-02-02	0.0488474965527	-0.825219832691			0.223033345658			0.920421718025
2017-02-03	0.282353285918	-0.952238186323			0.445387070585			1.09261530294
2017-02-04	0.165433591371							
2017-02-05	0.245884556665					-2.61358464134		
2017-02-06	0.25689792312					-2.78280620791		
2017-02-07	0.115022812712					-2.64619818004		
2017-02-08						-2.63423328836		
2017-02-09						-2.47308247159		
2017-02-10	-0.749555116569					-2.50995074321		
2017-02-11	-0.294639576731					-2.97542201044		
2017-02-12	-0.51028938051			-1.93465056052				
2017-02-13	-0.810703558377			-1.93988696538				
2017-02-14	-0.961110466979			-2.07434087382				
2017-02-15	-1.16236935332			-2.24170485004				
2017-02-16	-1.20482597787			-2.25898672898				
2017-02-17				-2.16308381168				
2017-02-18				-2.18370938283				
2017-02-19								
2017-02-20								
2017-02-21	3.82522516093							4.24080078432
2017-02-22	3.94283945216							4.34182360278
2017-02-23	4.0469709393					-0.957368904628		4.283851592
2017-02-24	3.88772511372					-1.02433426853		4.26413610637
2017-02-25	4.30029888139					-1.2645633817		4.18707576828
2017-02-26	4.20346548103					-1.38294593646		4.12367186345
2017-02-27	4.11644146586					-1.35680182434		4.12539724436
2017-02-28						-1.37101860669		
2017-03-01						-1.38012709079		
2017-03-02	-0.677321485492							
2017-03-03	-0.496438984355							
2017-03-04	-0.450951094868							
2017-03-05	-0.594311896005							
2017-03-06	-0.48273653943							
2017-03-07	-0.338501379269							
2017-03-08	-0.120100022942							
2017-03-09	-0.0744559790107							
2017-03-10	-0.239918145358							
2017-03-11	-0.260411798073							
2017-03-12	-0.185483436189							
2017-03-13	-0.332879989833							
2017-03-14	-0.61430203336							
2017-03-15	-0.800510642508							
2017-03-16								
2017-03-17						-1.20100212267		-0.858360099045
2017-03-18						-1.16495057576		-0.983975828413
2017-03-19						-1.39658162146		-1.06790225956
2017-03-20						-1.29651270052		-0.850677317171
2017-03-21						-1.31213575261		-0.612466111479
2017-03-22	-3.76911794444					-1.4573715948		-0.624085659078
2017-03-23	-3.53365513174					-1.30754821848		-0.498041967259
2017-03-24	-3.40260490921							
2017-03-25	-3.61552856545							
2017-03-26	-3.47578044013							
2017-03-27	-3.22279108574							
2017-03-28	-3.35465719751							
2017-03-29								
2017-03-30								
2017-03-31								
2017-04-01								
2017-04-02								
2017-04-03								
2017-04-04			-2.96273917916			-1.61111602361		
2017-04-05			-3.15278793235			-1.73777170089		
2017-04-06			-3.04501517283			-1.8558427499		
2017-04-07			-3.18372157129			-1.79737342421		
2017-04-08			-3.35201693493			-1.28432526189		
2017-04-09			-3.51959057189			-1.35043794147		
2017-04-10			-3.60435377969			-1.48515306302		
2017-04-11								
2017-04-12								
2017-04-13								
2017-04-14								
2017-04-15								
2017-04-16								
2017-04-17								
2017-04-18								
2017-04-19								
2017-04-20								
2017-04-21								
2017-04-22								
2017-04-23								-4.61025877569
2017-04-24								-4.73412206569
2017-04-25								-4.64779983195
2017-04-26								-4.5982321692
2017-04-27								-4.41150662768
2017-04-28								-4.36062652419
2017-04-29								-4.38542526533
2017-04-30								
2017-05-01				-2.05007920419				
2017-05-02				-2.03925081779				
2017-05-03		-0.160529629926	-0.557620691464	-2.04713085156	-0.990760252845	-1.32014488249		
2017-05-04		-0.245403448938	-0.419381360953	-2.11365077321	-0.95789111022	-1.24379573122		
2017-05-05		-0.299176040203	-0.399500574096	-2.02544844045	-0.781451767428	-1.04074797508		
2017-05-06		0.0450059819219	-0.145924912427	-1.9297411282	-0.820097271379	-1.08429043829		
2017-05-07		-0.178849997818	-0.0191204505267	-1.94542144904	-0.818774904621	-1.10270875303		
2017-05-08	-1.01864473424	-0.244309712639	-0.0435528905122		-1.04243986725	-1.02188597326		
2017-05-09	-1.03898105156	-0.299380846467	0.015934145369		-0.875686501264	-1.11448300184		
2017-05-10	-1.11378422764							
2017-05-11	-1.23556648272							
2017-05-12	-1.21976425953							
2017-05-13	-1.23982704043							
2017-05-14	-1.0241161233							
2017-05-15	0.0521689908461	-1.21438807237				-1.09248444621	0.139975574652	1.05017429937
2017-05-16	0.0385765541681	-1.08936535726				-0.901870643718	-0.0389730025125	1.12782740139
2017-05-17	0.205279105038	-1.0330074574				-0.815615020144	0.0501034541558	1.15431398423
2017-05-18	0.360885014217	-1.00946156752				-0.665647707651	-0.385472385879	1.21668103584
2017-05-19	0.390927709271	-1.03552070699				-0.772602053831	-0.331132843377	1.22116223751
2017-05-20	0.258279340734	-1.29847150212				-0.696576878462	-0.466230245991	1.27032376974
2017-05-21	0.0184985778675	-1.42828958883				-0.476502939518	-0.377686770094	-0.862652324594
2017-05-22	0.285808833371							-2.72452337471
2017-05-23	0.243663573858							-2.76114268109
2017-05-24	-1.68030150874	-5.12992785567				-4.22264590736		-2.97363273583
2017-05-25	-1.75530177477	-5.21277966923				-3.82765357186		-3.05819728688
2017-05-26	-1.70567159807	-5.19223937109				-3.8074501367		-3.13927779746
2017-05-27	-1.82480843854	-4.77735960893		-2.01654045035		-3.60031725126		-3.22063791205
2017-05-28	-3.63011451804	-4.77288051604		-2.18449103061		-3.88798455065		
2017-05-29	-3.7487343069	-4.63954244357		-2.24058926132		-3.75616425945		
2017-05-30	-3.65422884086	-4.52393821881		-2.00294669969		-3.76319270421		
2017-05-31	-3.61194226195			-1.8964733708		-3.28187225682		
2017-06-01	-3.63667077989			-2.08228659366				
2017-06-02	-3.66370782301			-2.007934628				
2017-06-03	-3.72623155902							
2017-06-04	-3.79206643716							
2017-06-05	-2.96660232226							
2017-06-06	-2.65055353314							
2017-06-07	-2.84227822421							
2017-06-08	-2.73931025349							
2017-06-09	-2.70751405548							
2017-06-10	-2.66278690673							
2017-06-11	-2.66524895854							
2017-06-12	-2.34230742377							
2017-06-13								
2017-06-14								
2017-06-15								
2017-06-16								
2017-06-17								
2017-06-18								
2017-06-19								
2017-06-20								-0.804795086953
2017-06-21								-0.853151552488
2017-06-22								-0.936741844169
2017-06-23								-1.00505350737
2017-06-24								-0.886785281629
2017-06-25	-2.91418347386							-1.35325148876
2017-06-26	-2.78648530289							-1.17912457017
2017-06-27	-2.8287280227							-1.64321633554
2017-06-28	-2.87418810499							-1.57848845115
2017-06-29	-2.74586118855							-1.58364932154
2017-06-30	-2.58808223933							-1.66293038621
2017-07-01	-3.12692026333							-1.6994925053
2017-07-02								
2017-07-03								0.038098581773
2017-07-04								-0.0639893651191
2017-07-05								-0.204429312456
2017-07-06								-0.176011626394
2017-07-07								-0.129586756973
2017-07-08								-0.228792683039
2017-07-09								-0.248564211576
2017-07-10								
2017-07-11								
2017-07-12								
2017-07-13								
2017-07-14								
2017-07-15								
2017-07-16								
2017-07-17					1.42320170397			
2017-07-18					1.45872043579			
2017-07-19					1.46485577596			
2017-07-20					1.53093011615			
2017-07-21					1.73900462753			
2017-07-22				-0.489926799749	1.63847355191			0.344912247046
2017-07-23				-0.563026344507	1.54661894613			0.418557026145
2017-07-24				-0.545595819681				0.534368189167
2017-07-25				-0.595446028205				0.511917307071
2017-07-26				-0.513465160595				0.587884706417
2017-07-27				-0.572652967347				0.667847990898
2017-07-28				-0.63885239052				0.760457813921
2017-07-29								
2017-07-30								
2017-07-31								
2017-08-01								
2017-08-02								
2017-08-03								
2017-08-04								
2017-08-05								
2017-08-06								
2017-08-07								
2017-08-08								
2017-08-09								
2017-08-10								
2017-08-11								
2017-08-12								
2017-08-13				-0.0475551481605				-0.0796045183327
2017-08-14				-0.0540969897472				-0.127779901271
2017-08-15				-0.195720410611				-0.439616574957
