Date	Australia	Belgium	Canada	France	Germany	Italy	Japan	Netherlands	Spain	Sweden	Switzerland	UK	US
2017-01-01	0.102777777778	0.0	0.156737566822	0.0790843596446	0.0873615686199	0.0898427552839	0.0708994708995	0.222222222222	0.04		0.3125	0.187222301508	0.0741507544246
2017-01-02	0.102777777778	0.0	0.144832804917	0.0693440999044	0.0873615686199	0.107699898141	0.118518518519	0.190476190476	0.0333333333333		0.25	0.184439370154	0.0737981865552
2017-01-03	0.108333333333	0.0	0.112245576477	0.0803639356086	0.0849290166517	0.127846418288	0.102645502646	0.208333333333	0.0		0.15	0.120005532102	0.0764054916447
2017-01-04	0.120833333333	0.0	0.108456533978	0.0854330600326	0.0726274293501	0.145471650199	0.0933333333333	0.232142857143	0.0		0.175	0.11524362734	0.0684569037874
2017-01-05	0.0859126984127	0.0555555555556	0.0968570223788	0.0703954660476	0.055820706661	0.12680281903	0.0753439153439	0.232142857143	0.0238095238095		0.025	0.114748883989	0.0635547667433
2017-01-06	0.106746031746	0.0555555555556	0.0994426720233	0.0914202502303	0.047900698741	0.118399457685	0.0810582010582	0.1875	0.0238095238095		0.025	0.111177455417	0.0578935348593
2017-01-07	0.106746031746	0.0555555555556	0.0994426720233	0.0914202502303	0.0376966171084	0.138132700633	0.0810582010582	0.158333333333	0.0238095238095		0.025	0.106126950367	0.0579246020161
2017-01-08	0.106746031746	0.0555555555556	0.0994426720233	0.162848821659	0.0198394742512	0.138132700633	0.0810582010582	0.0729166666667	0.0238095238095		0.025	0.0841489283886	0.0554859763656
2017-01-09	0.120634920635	0.0555555555556	0.0865855291662	0.153358312168	0.0300435558839	0.129204129204	0.0572486772487	0.322916666667	0.0238095238095		0.065	0.0963938263477	0.0594580514739
2017-01-10	0.128968253968	0.0555555555556	0.0795809208712	0.128513591671	0.0312633986597	0.101731601732	0.0751058201058	0.291666666667	0.0793650793651		0.065	0.0851752722947	0.0563199887609
2017-01-11	0.108134920635	0.0555555555556	0.105103785104	0.133932310883	0.0356284780248	0.0898268398268	0.057962962963	0.25	0.0793650793651		0.04	0.0868079253559	0.0555494408157
2017-01-12	0.0986111111111	0.0416666666667	0.0892307692308	0.143148900745	0.0427713351676	0.0595238095238	0.0660144927536	0.28125	0.0555555555556		0.04	0.0862637076689	0.0533769007121
2017-01-13	0.0962962962963	0.0416666666667	0.082706043956	0.131118825557	0.0510130934094	0.0734126984127	0.0678190040318	0.225	0.0555555555556		0.106666666667	0.100911085607	0.0537422642488
2017-01-14	0.0825396825397	0.05	0.0964903846154	0.131118825557	0.0510130934094	0.0734126984127	0.0678190040318	0.225	0.0555555555556		0.0888888888889	0.0929745776709	0.049594798811
2017-01-15	0.0825396825397	0.05	0.179823717949	0.0596902541285	0.0510130934094	0.156746031746	0.0678190040318	0.1875	0.0555555555556		0.0888888888889	0.0929745776709	0.0441086961286
2017-01-16	0.0910430839002	0.05	0.188871336996	0.0636149009103	0.0612171750421	0.211507936508	0.0440094802223	0.0208333333333	0.0888888888889		0.0972222222222	0.0939448018261	0.0378451228462
2017-01-17	0.0672335600907	0.116666666667	0.190030757286	0.111233948529	0.0538857967429	0.271031746032	0.0473163585292	0.0208333333333	0.0888888888889		0.0972222222222	0.103347966967	0.0442776691028
2017-01-18	0.0840402827798	0.216666666667	0.151569218825	0.101733596664	0.0607276139296	0.247222222222	0.0473163585292	0.0208333333333	0.0888888888889		0.0972222222222	0.114895586015	0.0450331636083
2017-01-19	0.0909666897062	0.166666666667	0.168235885491	0.10550401979	0.0535847567867	0.247222222222	0.0286828181565	0.0	0.130555555556		0.130555555556	0.11567989974	0.0437431492748
2017-01-20	0.0750936738332	0.166666666667	0.171799481983	0.100434895366	0.0481735013755	0.254166666667	0.0425925925926	0.0	0.130555555556		0.108333333333	0.105380347889	0.0436541306165
2017-01-21	0.0750936738332	0.138888888889	0.147256698842	0.100434895366	0.0481735013755	0.254166666667	0.0425925925926	0.0	0.156666666667		0.13	0.141094633603	0.0464979882991
2017-01-22	0.0750936738332	0.261904761905	0.147256698842	0.100434895366	0.0481735013755	0.170833333333	0.0496913580247	0.0	0.156666666667		0.13	0.161502796868	0.0456321874333
2017-01-23	0.0546855105679	0.261904761905	0.128549215849	0.086520238594	0.0376175548589	0.104166666667	0.0663580246914	0.0	0.116666666667		0.08	0.169035974073	0.0443842399785
2017-01-24	0.0427807486631	0.214285714286	0.130412569886	0.0627107147844	0.0497575887381	0.0336538461538	0.0504385964912	0.0	0.05		0.08	0.163856629608	0.039828207039
2017-01-25	0.025974025974	0.142857142857	0.119423558897	0.0696494902947	0.0462574591037	0.0488053613054	0.0742481203008	0.0	0.05		0.08	0.148780517196	0.0384444056552
2017-01-26	5.55111512313e-17	0.142857142857	0.125546007877	0.0709481915934	0.0567104207761	0.0800553613054	0.0881370091896	0.333333333333	1.11022302463e-17		0.12	0.165587239885	0.0499908302451
2017-01-27	0.010989010989	0.142857142857	0.125170068027	0.0807792207792	0.0787883428541	0.142555361305	0.0798036758563	0.666666666667	0.04		0.16	0.185914738474	0.0486792886793
2017-01-28	0.010989010989	0.166666666667	0.125170068027	0.0807792207792	0.0787883428541	0.12219030969	0.0798036758563	0.666666666667	0.04		0.16	0.150200452759	0.0468153557809
2017-01-29	0.153846153846	0.0	0.0537414965986	0.0807792207792	0.114502628568	0.169809357309	0.139831722163	0.666666666667	0.04		0.133333333333	0.158363718065	0.0474124598263
2017-01-30	0.182417582418	0.0	0.0502400960384	0.121904761905	0.138664017262	0.220829765473	0.14417954825	0.833333333333	0.14		0.216666666667	0.161616568501	0.0530418799111
2017-01-31	0.194322344322	0.0	0.0448829531813	0.112380952381	0.133635919066	0.209840754484	0.15253376713	0.625	0.206666666667		0.3	0.166760429324	0.0491041509734
2017-02-01	0.204526425955	0.0	0.0520258103241	0.103174603175	0.126218727438	0.21272675737	0.139268461008	0.5	0.206666666667		0.3	0.177726564412	0.046025747895
2017-02-02	0.22493458922	0.0	0.0541740380363	0.11121031746	0.143238293238	0.206349206349	0.139268461008	0.385714285714	0.24		0.233333333333	0.181994938429	0.041188346111
