Date	Utilities
2017-01-01	0.0388551080716
2017-01-02	0.0464986567362
2017-01-03	0.107233772273
2017-01-04	0.0781621128642
2017-01-05	-0.0355919434832
2017-01-06	-0.0458667524934
2017-01-07	-0.0557564842703
2017-01-08	-0.0308635653894
2017-01-09	-0.0242920252102
2017-01-10	-0.0642245488805
2017-01-11	-0.0903705652945
2017-01-12	0.210668717777
2017-01-13	0.135960208362
2017-01-14	0.146312549716
2017-01-15	0.128263510119
2017-01-16	0.12120761707
2017-01-17	-0.037289580912
2017-01-18	-0.0384547659536
2017-01-19	-0.146888350453
2017-01-20	-0.151946089764
2017-01-21	-0.153673849427
2017-01-22	-0.164292150726
2017-01-23	-0.212733125474
2017-01-24	-0.105874016532
2017-01-25	-0.110824577151
2017-01-26	-0.0219655863786
2017-01-27	0.0680624000427
2017-01-28	0.076193564147
2017-01-29	0.0759777404593
2017-01-30	0.303582114079
2017-01-31	-0.0809487938656
2017-02-01	-0.0726059471859
2017-02-02	-0.0576714977009
2017-02-03	-0.430190417799
2017-02-04	-0.250161803829
2017-02-05	-0.229305258464
2017-02-06	-0.225749404304
2017-02-07	-0.0297547692954
2017-02-08	-0.0331536154232
2017-02-09	-0.0336848225646
2017-02-10	-0.0309313768746
2017-02-11	-0.033091318019
2017-02-12	-0.0658004920993
2017-02-13	-0.0731376857416
2017-02-14	-0.242807157567
2017-02-15	-0.423587610266
2017-02-16	-0.380498169276
2017-02-17	-0.378165719411
2017-02-18	-0.387119746748
2017-02-19	-0.357021426284
2017-02-20	-0.33522074876
2017-02-21	-0.315317509746
2017-02-22	-0.307275879317
2017-02-23	-0.296245522569
2017-02-24	-0.177291008029
2017-02-25	-0.175444802766
2017-02-26	-0.167523039293
2017-02-27	-0.192972289445
2017-02-28	-0.182092309678
2017-03-01	-0.174374780271
2017-03-02	-0.133139504351
2017-03-03	-0.160625932908
2017-03-04	-0.142951091486
2017-03-05	-0.269381334895
2017-03-06	-0.266844057913
2017-03-07	0.0795950348255
2017-03-08	0.0778608073858
2017-03-09	0.193330539435
2017-03-10	0.195148991981
2017-03-11	0.193442766319
2017-03-12	0.757391563901
2017-03-13	0.751880630764
2017-03-14	0.225309175364
2017-03-15	0.197102470005
2017-03-16	0.191237546341
2017-03-17	0.111540706988
2017-03-18	0.113309488764
2017-03-19	0.13982150559
