Date	CAD
2017-01-01	0.0849686028257
2017-01-02	0.0849686028257
2017-01-03	0.0849686028257
2017-01-04	0.0849686028257
2017-01-05	0.0898947112001
2017-01-06	0.0875756017382
2017-01-07	0.069718458881
2017-01-08	0.0289021323504
2017-01-09	0.0289021323504
2017-01-10	0.0289021323504
2017-01-11	0.0289021323504
2017-01-12	0.0319125319125
2017-01-13	0.046398046398
2017-01-14	0.0683760683761
2017-01-15	0.0887842316414
2017-01-16	0.0861985819969
2017-01-17	0.107362603161
2017-01-18	0.107362603161
2017-01-19	0.104187999986
2017-01-20	0.0920215949628
2017-01-21	0.0700435729847
2017-01-22	0.0496354097194
2017-01-23	0.0487508453674
2017-01-24	0.0340803306969
2017-01-25	0.0385446164112
2017-01-26	0.048068425935
2017-01-27	0.0628374914559
2017-01-28	0.119980348599
2017-01-29	0.155694634313
2017-01-30	0.164659353804
2017-01-31	0.167382437172
2017-02-01	0.162918151458
2017-02-02	0.156354444894
2017-02-03	0.139884699101
2017-02-04	0.0827418419584
2017-02-05	0.0674357195095
2017-02-06	0.0688093458831
2017-02-07	0.0688093458831
2017-02-08	0.0859522030259
2017-02-09	0.0877540048277
2017-02-10	0.0741485626509
2017-02-11	0.0979580864604
2017-02-12	0.0775499231951
2017-02-13	0.0651872858324
2017-02-14	0.0559706959707
2017-02-15	0.0456305599163
2017-02-16	0.0361067503925
2017-02-17	0.041601255887
2017-02-18	0.0177917320774
2017-02-19	0.0336647479505
2017-02-20	0.028170242456
2017-02-21	0.0434763649049
2017-02-22	0.0366736438165
2017-02-23	0.0366736438165
2017-02-24	0.0434240362812
2017-02-25	0.0719954648526
2017-02-26	0.0561224489796
2017-02-27	0.0623336291038
2017-02-28	0.0470275066548
2017-03-01	0.0684560780834
2017-03-02	0.0684560780834
2017-03-03	0.0611372884986
2017-03-04	0.0325658599272
2017-03-05	0.0325658599272
2017-03-06	0.026354679803
2017-03-07	0.0320689655172
2017-03-08	0.0106403940887
2017-03-09	0.0106403940887
2017-03-10	0.00571428571429
2017-03-11	0.00571428571429
2017-03-12	0.00571428571429
2017-03-13	0.0171428571429
