Date	GBP
2017-01-01	0.137551965231
2017-01-02	0.122145802766
2017-01-03	0.0798177604375
2017-01-04	0.0715328204453
2017-01-05	0.0526957124313
2017-01-06	0.0566905018364
2017-01-07	0.064925374733
2017-01-08	0.0758777556853
2017-01-09	0.0826719627299
2017-01-10	0.105837985896
2017-01-11	0.105506145843
2017-01-12	0.113010836274
2017-01-13	0.115733733944
2017-01-14	0.119329680332
2017-01-15	0.147901108903
2017-01-16	0.144132111943
2017-01-17	0.123942279253
2017-01-18	0.113032254866
2017-01-19	0.112625254459
2017-01-20	0.144328153009
2017-01-21	0.135898694269
2017-01-22	0.0943223395896
2017-01-23	0.0862160272973
2017-01-24	0.0907586338136
2017-01-25	0.0985161776963
2017-01-26	0.101223203659
2017-01-27	0.0832107812989
2017-01-28	0.0883128221152
2017-01-29	0.0784606053664
2017-01-30	0.0881253592172
2017-01-31	0.120899602518
2017-02-01	0.118168648567
2017-02-02	0.111682333111
2017-02-03	0.0897554228119
2017-02-04	0.0744493003629
2017-02-05	0.0823858082994
2017-02-06	0.0862055180015
2017-02-07	0.0617854935815
2017-02-08	0.0645164475319
2017-02-09	0.0666422978721
2017-02-10	0.0628549224568
2017-02-11	0.0738439334458
2017-02-12	0.0809450194943
2017-02-13	0.0784240110909
2017-02-14	0.0709543565624
2017-02-15	0.0832286676172
2017-02-16	0.0840403559289
2017-02-17	0.128802260691
2017-02-18	0.128802260691
2017-02-19	0.143839854676
2017-02-20	0.152281413117
2017-02-21	0.150522570045
2017-02-22	0.146110315633
2017-02-23	0.155675075198
2017-02-24	0.12685302006
2017-02-25	0.136272172336
2017-02-26	0.11269049086
2017-02-27	0.115937244107
2017-02-28	0.12357844012
2017-03-01	0.109124425666
2017-03-02	0.0898194063608
2017-03-03	0.0836274558964
2017-03-04	0.0632192926311
2017-03-05	0.0939928668829
2017-03-06	0.0948045551946
2017-03-07	0.112863854386
2017-03-08	0.119717136239
2017-03-09	0.119717136239
2017-03-10	0.112942998013
2017-03-11	0.13199061706
2017-03-12	0.107145896563
2017-03-13	0.0803601822775
2017-03-14	0.0684233320657
2017-03-15	0.0804363190787
2017-03-16	0.0954739130637
2017-03-17	0.103580291504
2017-03-18	0.084532672456
2017-03-19	0.102185500177
2017-03-20	0.10626713283
2017-03-21	0.101731985438
2017-03-22	0.0914270729594
2017-03-23	0.143056145641
2017-03-24	0.142407899956
2017-03-25	0.142407899956
2017-03-26	0.13954359634
2017-03-27	0.139430217655
2017-03-28	0.144985773211
2017-03-29	0.156372936772
2017-03-30	0.112433542832
2017-03-31	0.120050429632
2017-04-01	0.127569226625
2017-04-02	0.121522363435
2017-04-03	0.132998124911
2017-04-04	0.14430764872
2017-04-05	0.127300845999
2017-04-06	0.115026534944
2017-04-07	0.106278666311
2017-04-08	0.0987598693183
