Date	BankOfEngland Hawkish-Dovish
2017-09-16	0.0751798045514
2017-09-17	0.0836976025429
2017-09-18	0.0961279385026
2017-09-19	0.0900985206958
2017-09-20	0.0905329677935
2017-09-21	0.0741574012387
2017-09-22	0.0639281621532
2017-09-23	0.0669687554397
2017-09-24	0.0577183567156
2017-09-25	0.0446170299261
2017-09-26	0.0453859978003
2017-09-27	0.0433966914708
2017-09-28	0.0445009064136
2017-09-29	0.0407113119455
2017-09-30	0.0339028891544
2017-10-01	0.0300112155259
2017-10-02	0.0297772289801
2017-10-03	0.0262115341893
2017-10-04	0.0231848998067
2017-10-05	0.0285031760657
2017-10-06	0.0283528581223
2017-10-07	0.0267972256138
2017-10-08	0.0221675959842
2017-10-09	0.0227159089549
2017-10-10	0.0266981536227
2017-10-11	0.0298049229278
2017-10-12	0.0242535526933
2017-10-13	0.0227322812811
2017-10-14	0.0232536237379
2017-10-15	0.0239274781854
2017-10-16	0.022669412191
2017-10-17	0.0250607499645
2017-10-18	0.0248236784443
2017-10-19	0.0241491004086
2017-10-20	0.0246784375129
2017-10-21	0.0241570950561
2017-10-22	0.0271152018677
2017-10-23	0.028957930443
2017-10-24	0.0227550831874
2017-10-25	0.0266284983816
2017-10-26	0.0269304343006
2017-10-27	0.02640959973
2017-10-28	0.0278688931248
2017-10-29	0.0319024370922
2017-10-30	0.034469842792
2017-10-31	0.0394797239339
2017-11-01	0.0400624859038
2017-11-02	0.0476701431787
2017-11-03	0.048643541154
2017-11-04	0.0522565947671
2017-11-05	0.0491572995863
2017-11-06	0.0485027097528
2017-11-07	0.0406934923158
2017-11-08	0.0315594306455
2017-11-09	0.0245074210967
2017-11-10	0.0252094040175
2017-11-11	0.0200270863352
2017-11-12	0.0210357891816
2017-11-13	0.0212255296274
2017-11-14	0.0285084427927
2017-11-15	0.0319936826636
2017-11-16	0.0309311232461
2017-11-17	0.0287061568264
2017-11-18	0.0296914137079
2017-11-19	0.0247778764773
2017-11-20	0.0182456413168
2017-11-21	0.0124547535331
2017-11-22	0.0083563928774
2017-11-23	0.00665061914294
2017-11-24	0.0070516345057
2017-11-25	0.00438888844672
2017-11-26	0.00309259215043
2017-11-27	0.00251539157323
2017-11-28	0.00557985545402
2017-11-29	0.00650350077421
2017-11-30	0.00821770734953
2017-12-01	0.00762906546231
2017-12-02	0.00849486632811
2017-12-03	0.00843965583812
2017-12-04	0.00901685641532
2017-12-05	0.0051430282771
2017-12-06	0.00614122792807
2017-12-07	0.00607234528636
2017-12-08	0.00709638280835
2017-12-09	0.00941298512495
2017-12-10	0.0166295847053
2017-12-11	0.0255931701394
2017-12-12	0.0332444848074
2017-12-13	0.0364613859822
2017-12-14	0.0444516470518
2017-12-15	0.0456627094394
2017-12-16	0.0424906751296
2017-12-17	0.0391962687298
2017-12-18	0.0311663901117
2017-12-19	0.0213955974216
2017-12-20	0.0150037184436
2017-12-21	0.00467714255773
2017-12-22	0.00111313899373
2017-12-23	0.00196857098689
2017-12-24	0.0003976384994
2017-12-25	-0.000536068316659
2017-12-26	6.0412446836e-05
2017-12-27	0.00346177299105
2017-12-28	0.00380935728024
2017-12-29	0.00317584445161
2017-12-30	0.0016560876127
2017-12-31	-5.04195540307e-06
2018-01-01	0.00150667384203
2018-01-02	0.00314494382892
2018-01-03	0.0013134725311
2018-01-04	0.00294054705111
2018-01-05	0.0038852954851
2018-01-06	0.00540505232401
2018-01-07	0.00540505232401
2018-01-08	0.00522845001122
2018-01-09	0.00494107499225
2018-01-10	0.00527962657269
2018-01-11	0.00485051551479
2018-01-12	0.00653927990943
2018-01-13	0.00581777918793
2018-01-14	0.0137542871244
2018-01-15	0.0124191736398
2018-01-16	0.0171590870883
2018-01-17	0.0197042446158
2018-01-18	0.0225173888365
2018-01-19	0.0222080059117
2018-01-20	0.0229295066332
2018-01-21	0.0149929986967
2018-01-22	0.0167211092958
2018-01-23	0.0118232624064
2018-01-24	0.0148834684834
2018-01-25	0.0132577305329
2018-01-26	0.0100143184266
2018-01-27	0.00578777573856
2018-01-28	0.0102125544996
2018-01-29	0.0096626471406
2018-01-30	0.0101503578825
2018-01-31	0.00544248131426
2018-02-01	0.00425507504406
2018-02-02	0.0100007421925
2018-02-03	0.0184538275687
2018-02-04	0.0237693085479
2018-02-05	0.0287900345837
2018-02-06	0.0314825401573
2018-02-07	0.0334806874917
2018-02-08	0.047128662405
2018-02-09	0.05907446333
2018-02-10	0.056980116804
2018-02-11	0.0642000658048
2018-02-12	0.0686268744274
2018-02-13	0.0760150276232
2018-02-14	0.0762324990981
2018-02-15	0.06657089252
2018-02-16	0.0572027001817
2018-02-17	0.0550705040197
2018-02-18	0.0395317593867
2018-02-19	0.0353995279817
2018-02-20	0.0270994933561
2018-02-21	0.0291808332103
2018-02-22	0.0286223517532
2018-02-23	0.0246714199213
2018-02-24	0.0264135802
2018-02-25	0.0268884498467
2018-02-26	0.02768977618
2018-02-27	0.0275662634787
2018-02-28	0.0230981069104
2018-03-01	0.0200864615743
2018-03-02	0.0172669127022
2018-03-03	0.0163273206417
2018-03-04	0.0105348829909
2018-03-05	0.00576105856748
2018-03-06	0.00413756057016
2018-03-07	0.00453849463817
2018-03-08	0.00438798986833
2018-03-09	0.00578580927006
2018-03-10	0.00585966524107
2018-03-11	0.0126712210322
2018-03-12	0.0120193715074
2018-03-13	0.0126138881019
2018-03-14	0.0123225588163
2018-03-15	0.0137906283049
2018-03-16	0.014600314422
2018-03-17	0.0179566944655
2018-03-18	0.0241840997133
2018-03-19	0.0282555348942
2018-03-20	0.0342657228321
2018-03-21	0.0480496467696
2018-03-22	0.0664746609663
2018-03-23	0.0767772442288
2018-03-24	0.0782778370338
2018-03-25	0.07872730603
2018-03-26	0.0819982654445
2018-03-27	0.0793035721606
2018-03-28	0.0661181119679
2018-03-29	0.0488485215088
2018-03-30	0.0382058463597
2018-03-31	0.0339815036479
2018-04-01	0.0290730182582
2018-04-02	0.0224747052025
2018-04-03	0.0210403523737
2018-04-04	0.0230391908087
2018-04-05	0.0257011537036
2018-04-06	0.0293708386319
2018-04-07	0.0299422281339
2018-04-08	0.0323305231695
2018-04-09	0.0371706989005
2018-04-10	0.0483045313359
2018-04-11	0.0545924751238
2018-04-12	0.0540947658626
2018-04-13	0.0527347767425
2018-04-14	0.0533295603088
2018-04-15	0.0539893832867
2018-04-16	0.0571016726186
2018-04-17	0.0581403881825
2018-04-18	0.0599124217459
2018-04-19	0.060770505867
2018-04-20	0.0717800116133
2018-04-21	0.0723813241928
2018-04-22	0.0660363279819
2018-04-23	0.0592865061165
2018-04-24	0.043478440152
2018-04-25	0.0342592061209
2018-04-26	0.0289215464449
2018-04-27	0.0212910115417
2018-04-28	0.0228298808777
2018-04-29	0.0277921246749
2018-04-30	0.032872107098
2018-05-01	0.0493179551271
2018-05-02	0.0514436527733
2018-05-03	0.0569245284867
2018-05-04	0.0573884983287
2018-05-05	0.0590177721553
2018-05-06	0.0608441251865
2018-05-07	0.0612096622503
2018-05-08	0.0512951023381
2018-05-09	0.0534430384356
2018-05-10	0.0539504322763
2018-05-11	0.0484690389708
2018-05-12	0.0502661140761
2018-05-13	0.0487043113095
2018-05-14	0.0413821454403
2018-05-15	0.0385544681995
2018-05-16	0.033100858184
2018-05-17	0.0264036422606
2018-05-18	0.0233723746034
2018-05-19	0.0168517867576
2018-05-20	0.0131337830396
2018-05-21	0.0159093029962
2018-05-22	0.0243273222893
2018-05-23	0.0304489681141
2018-05-24	0.0326415006231
2018-05-25	0.034637870859
2018-05-26	0.0329167004632
2018-05-27	0.0300209475674
2018-05-28	0.0290988578869
2018-05-29	0.0177455528716
2018-05-30	0.0101028422083
2018-05-31	0.0106012948525
2018-06-01	0.0144516362084
2018-06-02	0.0188851337454
2018-06-03	0.0188851337454
2018-06-04	0.0217993743512
2018-06-05	0.0240203661071
2018-06-06	0.0272501239322
2018-06-07	0.0262746345398
2018-06-08	0.025947764619
2018-06-09	0.0215142670821
2018-06-10	0.0298441296393
2018-06-11	0.0291767104903
2018-06-12	0.031550127175
2018-06-13	0.0313193575436
2018-06-14	0.0302575110931
2018-06-15	0.0293590994171
2018-06-16	0.0303511629092
2018-06-17	0.024936752247
2018-06-18	0.0250416565218
2018-06-19	0.0239300887201
2018-06-20	0.0274553736538
2018-06-21	0.0462404349424
2018-06-22	0.0561510246517
2018-06-23	0.0636208825135
2018-06-24	0.0715977640915
2018-06-25	0.0725850846903
2018-06-26	0.0699244948737
2018-06-27	0.0633938433093
2018-06-28	0.0477241403136
2018-06-29	0.0381912659215
2018-06-30	0.0321343469726
2018-07-01	0.0241774342433
2018-07-02	0.0213885775462
2018-07-03	0.0241389915115
2018-07-04	0.0318083201126
2018-07-05	0.0370301633507
2018-07-06	0.0376996123125
2018-07-07	0.0381806127935
2018-07-08	0.0366596192069
2018-07-09	0.035921989644
2018-07-10	0.0398313281011
2018-07-11	0.0365913344292
2018-07-12	0.0278768441323
2018-07-13	0.0268642746949
2018-07-14	0.0276279068454
2018-07-15	0.034716881049
2018-07-16	0.0364687963261
2018-07-17	0.035247562972
2018-07-18	0.0424342814012
2018-07-19	0.0488953076994
2018-07-20	0.0501319918835
2018-07-21	0.0495964090074
2018-07-22	0.0449424516161
2018-07-23	0.0437201030529
2018-07-24	0.0389450446742
2018-07-25	0.0286524931247
2018-07-26	0.0232240110702
2018-07-27	0.0227648366245
2018-07-28	0.0219774480286
2018-07-29	0.0267642041314
2018-07-30	0.0367457283015
2018-07-31	0.0428945461283
2018-08-01	0.0561111212199
2018-08-02	0.0713449250647
2018-08-03	0.0770977221932
2018-08-04	0.0754747883965
2018-08-05	0.0732113976713
2018-08-06	0.0669471562082
2018-08-07	0.0590656070442
2018-08-08	0.0477880228398
2018-08-09	0.0328174351503
2018-08-10	0.0263627986416
2018-08-11	0.0262282208374
2018-08-12	0.0225444871208
2018-08-13	0.0160417101704
2018-08-14	0.0176838315692
2018-08-15	0.0178491460482
2018-08-16	0.0177237524446
2018-08-17	0.0141149201876
2018-08-18	0.0139964216716
2018-08-19	0.0140073951331
2018-08-20	0.0142437949528
2018-08-21	0.0139440968185
2018-08-22	0.011228168598
2018-08-23	0.00843895220802
2018-08-24	0.00931245950568
2018-08-25	0.00886180605818
2018-08-26	0.00642102582818
2018-08-27	0.00542000730659
2018-08-28	0.00224398971786
2018-08-29	0.00373400688241
2018-08-30	0.00328545076858
2018-08-31	0.00194366091981
2018-09-01	0.00194366091981
2018-09-02	0.00297721688023
2018-09-03	0.00310238468862
2018-09-04	0.00809753565104
2018-09-05	0.00702719512908
2018-09-06	0.00775531512326
2018-09-07	0.00976883505866
2018-09-08	0.0126070564399
2018-09-09	0.0166905757037
2018-09-10	0.0202757779005
2018-09-11	0.0244208689338
2018-09-12	0.0311741329261
2018-09-13	0.0465707417743
2018-09-14	0.051527620655
2018-09-15	0.0548277921309
2018-09-16	0.0586047661227
2018-09-17	0.0558169999806
2018-09-18	0.0488874053154
2018-09-19	0.0434851803907
2018-09-20	0.0293887503171
2018-09-21	0.0235721714249
2018-09-22	0.0202167099222
2018-09-23	0.0159669551003
2018-09-24	0.0166626863264
2018-09-25	0.0152099018227
2018-09-26	0.0158006915469
2018-09-27	0.017591172113
2018-09-28	0.0176267339907
2018-09-29	0.0148438026363
2018-09-30	0.00994023938034
2018-10-01	0.00773722294245
2018-10-02	0.00756343079785
2018-10-03	0.00444095995353
2018-10-04	0.00135030061287
2018-10-05	0.000192785276252
2018-10-06	0.000192785276252
2018-10-07	0.000999887778269
2018-10-08	0.00194346203756
2018-10-09	0.00246998786823
2018-10-10	0.00426645519824
2018-10-11	0.00526082046174
2018-10-12	0.00565166579568
2018-10-13	0.00956556012053
2018-10-14	0.011822417787
2018-10-15	0.0122915223199
2018-10-16	0.014613426771
2018-10-17	0.0183585037492
2018-10-18	0.0192781805946
2018-10-19	0.0216047073973
2018-10-20	0.0192664433246
2018-10-21	0.0178636127242
2018-10-22	0.0170254264636
2018-10-23	0.0153785375556
2018-10-24	0.0111540714076
2018-10-25	0.0101811171963
2018-10-26	0.00902156338511
2018-10-27	0.0158874915746
2018-10-28	0.0210835048636
2018-10-29	0.0229013568296
2018-10-30	0.0258462756443
2018-10-31	0.0304628356377
2018-11-01	0.0366825067805
2018-11-02	0.0400752924878
2018-11-03	0.0360196989585
2018-11-04	0.0372836339899
2018-11-05	0.0375481462264
2018-11-06	0.0355960884068
2018-11-07	0.0312582291851
2018-11-08	0.0244959558988
2018-11-09	0.0231171077553
2018-11-10	0.018731142843
2018-11-11	0.0146393689838
2018-11-12	0.0134296902526
2018-11-13	0.013820171047
2018-11-14	0.0159514865054
2018-11-15	0.0170171295946
2018-11-16	0.0161352998911
2018-11-17	0.0167231893679
2018-11-18	0.0107051548116
2018-11-19	0.0107858606895
2018-11-20	0.00926208111717
2018-11-21	0.00688808930323
2018-11-22	0.00542396045989
2018-11-23	0.000913741224934
2018-11-24	0.000325851748155
2018-11-25	0.00156859197304
2018-11-26	0.000403289673073
2018-11-27	0.00110918056345
2018-11-28	0.00167189130113
2018-11-29	-0.00131206990737
2018-11-30	0.00193776375043
2018-12-01	0.00242868176712
2018-12-02	0.0060753247161
2018-12-03	0.00678283409297
2018-12-04	0.00483069421141
2018-12-05	0.00294055218969
2018-12-06	0.0064974698535
2018-12-07	0.00820151115381
2018-12-08	0.0089637259692
2018-12-09	0.00606307332236
2018-12-10	0.00557135136405
2018-12-11	0.00848130931708
2018-12-12	0.00912076842428
2018-12-13	0.00995527150451
2018-12-14	0.00789487923809
2018-12-15	0.00377024604707
2018-12-16	0.00706378248182
2018-12-17	0.00753275323941
2018-12-18	0.00571152666449
2018-12-19	0.00643707092298
2018-12-20	0.00678893580686
2018-12-21	0.00657698505991
2018-12-22	0.00944848541885
2018-12-23	0.00877275003122
2018-12-24	0.0086510505087
2018-12-25	0.00792125667546
2018-12-26	0.00635784061136
2018-12-27	0.0050608370426
2018-12-28	0.00447879902916
2018-12-29	0.00509991704159
2018-12-30	0.00248211599447
2018-12-31	0.00183992247199
2019-01-01	0.00183992247199
2019-01-02	0.00223674786881
2019-01-03	0.00236801625439
2019-01-04	0.00231638685857
2019-01-05	0.00270485996174
2019-01-06	0.00236062588257
2019-01-07	0.00379146488484
2019-01-08	0.00433951018992
2019-01-09	0.00376139400266
2019-01-10	0.00298057391077
2019-01-11	0.00277627452956
2019-01-12	0.000746275250696
2019-01-13	0.00143894138562
2019-01-14	-0.000461356233429
2019-01-15	2.42970349887e-05
2019-01-16	-0.00242492613654
2019-01-17	-0.00266034954971
2019-01-18	-0.00216436045063
2019-01-19	-0.00114395228736
2019-01-20	-0.000659398087385
2019-01-21	-4.88478680404e-05
2019-01-22	-0.000661759570087
2019-01-23	0.00196875439187
2019-01-24	0.00259578225561
2019-01-25	0.00233262879372
2019-01-26	0.00289285288336
2019-01-27	0.00246802989294
2019-01-28	0.00225234705037
2019-01-29	0.00338435520997
2019-01-30	0.0035718317754
2019-01-31	0.00354647715648
2019-02-01	0.00494117369459
2019-02-02	0.00491599508382
2019-02-03	0.00209334489699
2019-02-04	0.000387483436952
2019-02-05	-0.00250459730839
2019-02-06	-0.00523610518497
2019-02-07	-0.0188960094729
2019-02-08	-0.0239304424315
2019-02-09	-0.023797931168
2019-02-10	-0.0217525841505
2019-02-11	-0.0227840231688
2019-02-12	-0.0199891333788
2019-02-13	-0.0185306426669
2019-02-14	-0.00635184068836
2019-02-15	-0.00294850969475
2019-02-16	-0.00361606643707
2019-02-17	-0.00284788423457
2019-02-18	-0.000567455101262
2019-02-19	-0.00243180636682
2019-02-20	-0.000734894257511
2019-02-21	0.000567189075823
2019-02-22	0.000353650745692
2019-02-23	0.000353650745692
2019-02-24	-0.0049326095979
2019-02-25	-0.00614019780058
2019-02-26	-0.00573145061072
2019-02-27	-0.00593870007595
2019-02-28	-0.00593870007595
2019-03-01	-0.00642543650817
2019-03-02	-0.00755922335624
2019-03-03	-0.00226500490413
2019-03-04	-0.00101948486205
2019-03-05	-0.00272306237483
2019-03-06	-0.00198584905731
2019-03-07	-0.00305996291338
2019-03-08	-0.00257322648116
2019-03-09	0.00143687867948
2019-03-10	-0.00165708993173
2019-03-11	-0.00144700589812
2019-03-12	0.000699539499484
2019-03-13	-0.00044179586289
2019-03-14	0.00119996226943
2019-03-15	0.00211718309034
2019-03-16	-0.000183098355856
2019-03-17	0.00041531512822
2019-03-18	0.000617376150649
2019-03-19	-0.00236267214011
2019-03-20	-0.00275034416958
2019-03-21	-0.00515210297609
2019-03-22	-0.00560323197692
2019-03-23	-0.00775489909538
2019-03-24	-0.00566634437524
2019-03-25	-0.00586840539767
2019-03-26	-0.00274343551496
2019-03-27	-0.0023557634855
2019-03-28	-0.000341273774859
2019-03-29	-0.000807365594947
2019-03-30	0.000768264657154
2019-03-31	0.000768264657154
2019-04-01	0.000768264657154
2019-04-02	-0.00170180061484
2019-04-03	-0.00170180061484
2019-04-04	-0.00249793934202
2019-04-05	-0.00249793934202
2019-04-06	-0.0018926124655
2019-04-07	-0.00228724545682
2019-04-08	-0.00248456195248
2019-04-09	-0.000988486543362
2019-04-10	-0.00078896539412
2019-04-11	-0.000549637006366
2019-04-12	-0.000756976836348
2019-04-13	-0.00330154094622
2019-04-14	-0.00591442675189
2019-04-15	-0.00610849968872
2019-04-16	-0.00591676276229
2019-04-17	-0.00573835496217
2019-04-18	-0.00555444964525
2019-04-19	-0.00412957734774
2019-04-20	-0.00219034011438
2019-04-21	0.00081717868261
2019-04-22	0.00144508656353
2019-04-23	0.00143795898955
2019-04-24	0.000526317177717
2019-04-25	0.00124599514847
2019-04-26	0.00141542523295
2019-04-27	-0.000265247035962
2019-04-28	-0.00343985021057
2019-04-29	-0.00444856943121
2019-04-30	-0.00608381309143
2019-05-01	-0.00793901566135
2019-05-02	-0.00930773753287
2019-05-03	-0.00849313452715
2019-05-04	-0.00614177144671
2019-05-05	-0.00296716827211
2019-05-06	-0.00316678479825
2019-05-07	-0.000760898140801
2019-05-08	0.00218172714763
2019-05-09	0.0035894454461
2019-05-10	0.00158145325268
2019-05-11	0.00141555799894
2019-05-12	-0.000145722250862
2019-05-13	0.00118234727406
2019-05-14	0.000788051054499
2019-05-15	-7.85988735128e-05
2019-05-16	-0.000824437948406
2019-05-17	-0.00222017520772
2019-05-18	-0.00160889933695
2019-05-19	-4.76190871454e-05
2019-05-20	-4.17492785959e-05
2019-05-21	-4.02381795736e-05
2019-05-22	-0.00115944991569
2019-05-23	-0.00133118748212
2019-05-24	-0.000344494390816
2019-05-25	-0.00146056581939
2019-05-26	-0.00254831056195
2019-05-27	-0.00331570108746
2019-05-28	-0.00366909041234
2019-05-29	-0.00206787689673
2019-05-30	-0.00336058072622
2019-05-31	-0.00334107308144
2019-06-01	-0.00334107308144
2019-06-02	-0.00555003163557
2019-06-03	-0.0051447631452
2019-06-04	-0.0064997207476
2019-06-05	-0.00782240675814
2019-06-06	-0.0077611754729
2019-06-07	-0.00732671958801
2019-06-08	-0.00732671958801
2019-06-09	-0.0060825614473
2019-06-10	-0.00534523425836
2019-06-11	-0.00308809101238
2019-06-12	-0.00271724557434
2019-06-13	-0.00188820449504
2019-06-14	-0.00451377030217
2019-06-15	-0.00451377030217
2019-06-16	-0.00828420651264
2019-06-17	-0.0143195469466
2019-06-18	-0.021711376775
2019-06-19	-0.0263673216229
2019-06-20	-0.0381225226117
2019-06-21	-0.0418491646314
2019-06-22	-0.0424649281782
2019-06-23	-0.0409590582717
2019-06-24	-0.037899015933
2019-06-25	-0.0350464962844
2019-06-26	-0.0351306002593
2019-06-27	-0.0248306667949
2019-06-28	-0.0195801368473
2019-06-29	-0.0226086881693
2019-06-30	-0.0204615586261
2019-07-01	-0.0196720758603
2019-07-02	-0.0208284737612
2019-07-03	-0.023946940429
2019-07-04	-0.026005234674
2019-07-05	-0.031012891008
2019-07-06	-0.0282784942466
2019-07-07	-0.0347190798445
2019-07-08	-0.0396868966672
2019-07-09	-0.0405587942661
2019-07-10	-0.0372672126111
2019-07-11	-0.0409131567205
