Date	RBA Excess Sentiment
2018-12-14	-1.20234442031
2018-12-15	-0.62635091037
2018-12-16	-0.615553189017
2018-12-17	-0.575403496001
2018-12-18	-0.669401622444
2018-12-19	-0.854052955855
2018-12-20	-0.698169548973
2018-12-21	-0.416263336386
2018-12-22	-0.802067229334
2018-12-23	-1.11254593759
2018-12-24	-1.26278104978
2018-12-25	-1.49380323253
2018-12-26	-1.17216352452
2018-12-27	-1.21187258267
2018-12-28	-1.63868377378
2018-12-29	-1.39446082925
2018-12-30	-0.768845014509
2018-12-31	-0.425040354038
2019-01-01	-0.577387106971
2019-01-02	-0.7988572153
2019-01-03	-0.669145265354
2019-01-04	-0.467433186793
2019-01-05	-1.04001189769
2019-01-06	-1.32758734695
2019-01-07	-1.50217709413
2019-01-08	-1.2923585352
2019-01-09	-1.25145386458
2019-01-10	-1.24071630802
2019-01-11	-1.57788056404
2019-01-12	-1.05044481842
2019-01-13	-0.638397963401
2019-01-14	-0.438073183893
2019-01-15	-0.449163793291
2019-01-16	-0.425304526725
2019-01-17	-0.583983242636
2019-01-18	-0.838289747387
2019-01-19	-0.778236897283
2019-01-20	-1.08006146797
2019-01-21	-1.27868750018
2019-01-22	-1.49023306814
2019-01-23	-1.57335705993
2019-01-24	-1.57088317147
2019-01-25	-1.36900157947
2019-01-26	-1.85386685227
2019-01-27	-1.60922694993
2019-01-28	-1.70100036901
2019-01-29	-1.58729277659
2019-01-30	-1.4788699935
2019-01-31	-1.35192214255
2019-02-01	-1.21347831507
2019-02-02	-0.670652378403
2019-02-03	-0.845041489589
2019-02-04	-0.798317637244
2019-02-05	-0.753974609187
2019-02-06	-0.978515042855
2019-02-07	-1.12509072866
2019-02-08	-1.24161601284
2019-02-09	-1.39554044985
2019-02-10	-1.3267580739
2019-02-11	-1.18178632345
2019-02-12	-1.1811821605
2019-02-13	-1.17770287388
2019-02-14	-1.18665156039
2019-02-15	-0.82748566744
2019-02-16	-0.551018294131
2019-02-17	-0.563306774733
2019-02-18	-0.59427275145
2019-02-19	-0.61554279072
2019-02-20	-0.61975401019
2019-02-21	-0.478249411208
2019-02-22	-0.623029824849
2019-02-23	-0.935696458505
2019-02-24	-1.06371552674
2019-02-25	-1.01835199388
2019-02-26	-0.97823349138
2019-02-27	-0.899864747394
2019-02-28	-1.00251447722
2019-03-01	-0.881550068221
2019-03-02	-0.880116461786
2019-03-03	-0.86065602337
2019-03-04	-0.902660641556
2019-03-05	-0.969541599144
2019-03-06	-0.953015864884
2019-03-07	-1.04948520611
2019-03-08	-1.23720909317
2019-03-09	-1.35027779724
2019-03-10	-1.25488015195
2019-03-11	-1.24996061776
2019-03-12	-1.27011350546
2019-03-13	-1.2253598047
2019-03-14	-1.02258499037
2019-03-15	-1.06406101976
2019-03-16	-0.805791556245
2019-03-17	-0.892280919817
2019-03-18	-0.920860650811
2019-03-19	-0.897670137582
2019-03-20	-0.925055246747
2019-03-21	-0.94890996128
2019-03-22	-0.769802277595
2019-03-23	-1.11612915212
2019-03-24	-0.916659967408
2019-03-25	-0.902082126739
2019-03-26	-0.768266873998
2019-03-27	-0.778532441361
2019-03-28	-0.883906228473
2019-03-29	-0.942116529338
2019-03-30	-0.752420525011
2019-03-31	-1.04803261252
2019-04-01	-0.918869191344
2019-04-02	-1.03429668605
2019-04-03	-0.776399689831
2019-04-04	-0.570616625909
2019-04-05	-0.265255917357
2019-04-06	0.13610728295
2019-04-07	0.403862994556
2019-04-08	0.156403211288
2019-04-09	0.0173580127535
2019-04-10	-0.17802857294
2019-04-11	-0.296424793403
2019-04-12	-0.743719332756
2019-04-13	-0.884033263162
2019-04-14	-0.946099975454
2019-04-15	-0.792377825743
2019-04-16	-0.7055845237
2019-04-17	-0.647789443065
2019-04-18	-0.555051230469
2019-04-19	-0.45823652224
2019-04-20	-0.525510626238
2019-04-21	-0.713328601982
2019-04-22	-0.812267412871
2019-04-23	-0.751714441897
2019-04-24	-0.840417441153
2019-04-25	-0.970129110293
2019-04-26	-0.939406472061
2019-04-27	-1.05620562636
2019-04-28	-0.925041860036
2019-04-29	-0.904579546758
2019-04-30	-0.987626109378
2019-05-01	-1.1117663932
2019-05-02	-1.04990934819
2019-05-03	-1.18350742114
2019-05-04	-1.29051954898
2019-05-05	-1.23964521568
2019-05-06	-1.15737613858
2019-05-07	-1.09907543258
2019-05-08	-0.869752208469
2019-05-09	-0.905697084021
2019-05-10	-0.823048535994
2019-05-11	-0.707700947145
2019-05-12	-0.847223682394
2019-05-13	-1.06084806024
2019-05-14	-1.10548656869
2019-05-15	-1.23065184311
2019-05-16	-1.24713399414
2019-05-17	-1.20167238227
2019-05-18	-1.14574477167
2019-05-19	-1.07738150933
2019-05-20	-1.03401034947
2019-05-21	-0.936610705828
2019-05-22	-0.925399577141
2019-05-23	-0.985716842337
2019-05-24	-1.04022972505
2019-05-25	-0.988744745129
2019-05-26	-0.911596445204
2019-05-27	-0.882756559853
2019-05-28	-0.861037849404
2019-05-29	-0.808567947755
2019-05-30	-0.635861196437
2019-05-31	-0.699645746031
2019-06-01	-1.01249994887
2019-06-02	-1.03558417729
2019-06-03	-1.04382380374
2019-06-04	-1.14137192015
2019-06-05	-1.12008446868
2019-06-06	-1.21426842165
2019-06-07	-1.09039423614
2019-06-08	-1.06881986779
2019-06-09	-1.09823782252
2019-06-10	-1.1135730738
2019-06-11	-1.02549582876
2019-06-12	-0.951601596849
2019-06-13	-0.99548112416
2019-06-14	-1.25460168131
2019-06-15	-1.17272715561
2019-06-16	-1.1295372745
2019-06-17	-1.08266840542
2019-06-18	-1.20426848747
2019-06-19	-1.30435806604
2019-06-20	-1.28037132523
2019-06-21	-1.04868007823
2019-06-22	-0.712083546023
2019-06-23	-0.596289209554
2019-06-24	-0.51111870172
2019-06-25	-0.393014028031
2019-06-26	-0.43677678633
2019-06-27	-0.315653545651
2019-06-28	-0.252323612932
2019-06-29	-0.732853661571
2019-06-30	-0.887071622363
2019-07-01	-0.889786634191
2019-07-02	-0.98859003888
2019-07-03	-0.934743821867
2019-07-04	-1.02316443376
2019-07-05	-1.09426927173
2019-07-06	-0.550312752691
2019-07-07	-0.675481311984
2019-07-08	-0.503928504212
2019-07-09	-0.466920799612
2019-07-10	-0.567026499538
2019-07-11	-0.525029407234
2019-07-12	-0.517778446004
2019-07-13	-0.811795005945
2019-07-14	-0.580024561824
2019-07-15	-0.760850394424
2019-07-16	-0.68795913017
2019-07-17	-0.72046754533
2019-07-18	-0.828462295215
2019-07-19	-0.73552931212
2019-07-20	-0.59534310452
2019-07-21	-0.526565819004
2019-07-22	-0.555395387381
2019-07-23	-0.641621426944
2019-07-24	-0.551693435959
2019-07-25	-0.582037839226
2019-07-26	-0.768890413232
2019-07-27	-0.705158374628
