Date	SARB Hawkish-Dovish
2018-07-26	0.000700814635686
2018-07-27	0.00165201443194
2018-07-28	0.00126275791189
2018-07-29	0.00119488358498
2018-07-30	0.000856990810162
2018-07-31	0.000856990810162
2018-08-01	0.000856990810162
2018-08-02	0.00110849986449
2018-08-03	0.000893677093274
2018-08-04	0.000893677093274
2018-08-05	0.000533835423609
2018-08-06	0.000251509054326
2018-08-07	0.000251509054326
2018-08-08	0.000251509054326
2018-08-09	0.0
2018-08-10	0.0
2018-08-11	0.0
2018-08-12	0.0
2018-08-13	-0.000168662506325
2018-08-14	-0.000168662506325
2018-08-15	0.00035271392746
2018-08-16	0.00112491469966
2018-08-17	0.00196525083411
2018-08-18	0.00196525083411
2018-08-19	0.00196525083411
2018-08-20	0.00256637694142
2018-08-21	0.00256637694142
2018-08-22	0.00316544868691
2018-08-23	0.00309215761557
2018-08-24	0.00268146702355
2018-08-25	0.00268146702355
2018-08-26	0.00268146702355
2018-08-27	0.00263879098834
2018-08-28	0.00263879098834
2018-08-29	0.00151834280907
2018-08-30	0.000819433108204
2018-08-31	0.000389787565777
2018-09-01	0.000389787565777
2018-09-02	0.000389787565777
2018-09-03	4.33680868994e-18
2018-09-04	4.33680868994e-18
2018-09-05	-0.000300751879699
2018-09-06	-0.000300751879699
2018-09-07	-0.000300751879699
2018-09-08	-0.000300751879699
2018-09-09	-0.000300751879699
2018-09-10	0.000819696299572
2018-09-11	0.000819696299572
2018-09-12	0.00112044817927
2018-09-13	0.00131534196216
2018-09-14	0.00131534196216
2018-09-15	0.00131534196216
2018-09-16	0.00327676726455
2018-09-17	0.00450098497039
2018-09-18	0.00482382597119
2018-09-19	0.00546016068325
2018-09-20	0.00640292332812
2018-09-21	0.00847059250105
2018-09-22	0.00847059250105
2018-09-23	0.00945130515225
2018-09-24	0.00863180449337
2018-09-25	0.00830896349256
2018-09-26	0.00806030080997
2018-09-27	0.00743775427232
2018-09-28	0.00537008509939
2018-09-29	0.00537008509939
2018-09-30	0.00242794714581
2018-10-01	0.000902781919573
2018-10-02	0.000902781919573
2018-10-03	0.00051510989011
2018-10-04	0.000477251034044
2018-10-05	0.000477251034044
2018-10-06	0.000477251034044
2018-10-07	0.000477251034044
2018-10-08	0.000477251034044
2018-10-09	0.00100635156314
2018-10-10	0.00118537053916
2018-10-11	0.000708119505112
2018-10-12	0.00109790707089
2018-10-13	0.00109790707089
2018-10-14	0.00109790707089
2018-10-15	0.00109790707089
2018-10-16	0.000568806541788
2018-10-17	0.000389787565777
2018-10-18	0.000389787565777
2018-10-19	8.56519716264e-18
2018-10-20	8.56519716264e-18
2018-10-21	0.00415282392027
2018-10-22	0.00472731645186
2018-10-23	0.00489860799006
2018-10-24	0.00489860799006
2018-10-25	0.00489860799006
2018-10-26	0.00489860799006
2018-10-27	0.00489860799006
2018-10-28	0.000745784069795
2018-10-29	0.000171291538198
2018-10-30	8.94466792301e-18
2018-10-31	0.000160694198939
2018-11-01	0.000160694198939
2018-11-02	0.000160694198939
2018-11-03	0.000160694198939
2018-11-04	0.000160694198939
2018-11-05	0.000160694198939
2018-11-06	0.000160694198939
2018-11-07	4.49169471458e-18
2018-11-08	4.49169471458e-18
2018-11-09	4.49169471458e-18
2018-11-10	4.49169471458e-18
2018-11-11	4.49169471458e-18
2018-11-12	4.49169471458e-18
2018-11-13	0.000401848503114
2018-11-14	0.000401848503114
2018-11-15	0.00165681608312
2018-11-16	0.00210047180628
2018-11-17	0.00327625075983
2018-11-18	0.00327625075983
2018-11-19	0.00384920721514
2018-11-20	0.00397974557982
2018-11-21	0.00436120657543
2018-11-22	0.00413695431186
2018-11-23	0.00504867945072
2018-11-24	0.00387290049717
2018-11-25	0.00573787625248
2018-11-26	0.0053462105876
2018-11-27	0.00481382371981
2018-11-28	0.00443236272419
2018-11-29	0.00340164740777
2018-11-30	0.00204626654574
2018-12-01	0.00204626654574
2018-12-02	0.000543872371284
2018-12-03	0.000362581580856
2018-12-04	0.000542050353289
2018-12-05	0.000542050353289
