Date	SNB Hawkish-Dovish
2017-05-04	-0.0002886002886
2017-05-05	0.0
2017-05-06	0.0
2017-05-07	0.0
2017-05-08	0.000862316757689
2017-05-09	0.00113704203241
2017-05-10	0.00113704203241
2017-05-11	0.00113704203241
2017-05-12	0.00113704203241
2017-05-13	0.00113704203241
2017-05-14	0.00113704203241
2017-05-15	0.000274725274725
2017-05-16	-6.07153216592e-18
2017-05-17	-5.96311194867e-18
2017-05-18	-5.96311194867e-18
2017-05-19	-5.85469173142e-18
2017-05-20	-5.85469173142e-18
2017-05-21	-5.85469173142e-18
2017-05-22	-6.07153216592e-18
2017-05-23	-5.85469173142e-18
2017-05-24	-6.07153216592e-18
2017-05-25	-6.07153216592e-18
2017-05-26	-5.85469173142e-18
2017-05-27	-5.85469173142e-18
2017-05-28	-5.85469173142e-18
2017-05-29	0.000372995151063
2017-05-30	0.000372995151063
2017-05-31	4.15400632274e-05
2017-06-01	-0.00024303591856
2017-06-02	-0.00024303591856
2017-06-03	-0.00024303591856
2017-06-04	-0.00024303591856
2017-06-05	-0.000616031069623
2017-06-06	-0.000921281374873
2017-06-07	-0.000879597367884
2017-06-08	-0.000595021386096
2017-06-09	7.88330613429e-05
2017-06-10	7.88330613429e-05
2017-06-11	0.00346407341341
2017-06-12	0.00413007407941
2017-06-13	0.00534331469943
2017-06-14	0.00436324451043
2017-06-15	0.00774994401782
2017-06-16	0.00742708992138
2017-06-17	0.0132979314087
2017-06-18	0.0115453441178
2017-06-19	0.0112047583558
2017-06-20	0.0105950084228
2017-06-21	0.0118648496926
2017-06-22	0.00847815018525
2017-06-23	0.00844461015171
2017-06-24	0.00257376866444
2017-06-25	0.000941115603211
2017-06-26	0.000615700699208
2017-06-27	0.00031746031746
2017-06-28	0.00031746031746
2017-06-29	0.00031746031746
2017-06-30	-6.50521303491e-18
2017-07-01	-6.50521303491e-18
2017-07-02	-6.50521303491e-18
2017-07-03	-0.000326904217064
2017-07-04	-0.000326904217064
2017-07-05	-0.000326904217064
2017-07-06	-0.000326904217064
2017-07-07	-0.00135465344625
2017-07-08	-0.00135465344625
2017-07-09	-0.00135465344625
2017-07-10	-0.000724443193398
2017-07-11	-0.00100455523822
2017-07-12	-0.00131921854847
2017-07-13	-0.00162316991626
2017-07-14	-0.000595420687067
2017-07-15	-0.000595420687067
2017-07-16	-0.000595420687067
2017-07-17	-0.00119884677088
2017-07-18	-0.000918734726058
2017-07-19	-0.0006040714158
2017-07-20	-0.000300120048019
2017-07-21	-0.000300120048019
2017-07-22	-0.000300120048019
2017-07-23	-0.000300120048019
2017-07-24	0.0
2017-07-25	-6.28837260042e-18
2017-07-26	0.000581902822229
2017-07-27	0.000306116832157
2017-07-28	0.000306116832157
2017-07-29	0.000306116832157
2017-07-30	0.000306116832157
2017-07-31	0.000594717120757
2017-08-01	0.000594717120757
2017-08-02	1.28142985286e-05
2017-08-03	2.886002886e-06
2017-08-04	2.886002886e-06
2017-08-05	2.886002886e-06
2017-08-06	2.886002886e-06
2017-08-07	-0.000285714285714
2017-08-08	-0.00112276785714
2017-08-09	-0.000877729876256
2017-08-10	0.00112325027567
2017-08-11	0.00061121750557
2017-08-12	0.00061121750557
2017-08-13	0.00061121750557
2017-08-14	0.00061121750557
2017-08-15	0.00117033889245
2017-08-16	0.000925300911565
2017-08-17	-0.000789964954644
2017-08-18	-0.000277932184547
2017-08-19	-0.000277932184547
2017-08-20	-0.000277932184547
2017-08-21	1.72272015215e-05
2017-08-22	0.000295159386068
2017-08-23	0.000295159386068
2017-08-24	0.000593399767816
2017-08-25	0.000593399767816
2017-08-26	0.000593399767816
2017-08-27	0.000593399767816
2017-08-28	0.000298240381748
2017-08-29	0.000298240381748
2017-08-30	2.45676942819e-05
2017-08-31	-0.000273672687466
2017-09-01	-0.000576336125722
2017-09-02	-0.000576336125722
2017-09-03	-0.000576336125722
2017-09-04	-0.000576336125722
2017-09-05	-0.000832352510771
2017-09-06	-0.000558679823305
2017-09-07	-0.000558679823305
2017-09-08	-0.000528125228586
2017-09-09	-0.00131739121122
2017-09-10	-0.000739022211801
2017-09-11	-0.000213812127767
2017-09-12	4.22042572817e-05
2017-09-13	0.00179290453739
2017-09-14	0.00726525476781
2017-09-15	0.00753736361135
2017-09-16	0.00598470921927
2017-09-17	0.00540634021985
2017-09-18	0.00577213102682
2017-09-19	0.00577213102682
2017-09-20	0.00402143074671
2017-09-21	-0.00145091948371
2017-09-22	-0.00145091948371
2017-09-23	0.000891000891001
2017-09-24	0.000891000891001
2017-09-25	0.000271591526344
2017-09-26	0.000271591526344
2017-09-27	-0.000333735350169
2017-09-28	-0.000621174269399
2017-09-29	-0.000621174269399
2017-09-30	-0.000621174269399
2017-10-01	-0.000621174269399
2017-10-02	-6.85899715672e-05
2017-10-03	-6.85899715672e-05
2017-10-04	0.000536736904946
2017-10-05	0.000498017963771
2017-10-06	0.000498017963771
2017-10-07	0.000498017963771
2017-10-08	0.000498017963771
2017-10-09	0.000265383103807
2017-10-10	0.000265383103807
2017-10-11	0.000265383103807
2017-10-12	0.000591540964212
2017-10-13	0.000885485702601
2017-10-14	0.000885485702601
2017-10-15	0.000885485702601
2017-10-16	0.000293944738389
2017-10-17	0.000293944738389
2017-10-18	0.000293944738389
2017-10-19	0.000293944738389
2017-10-20	0.00201207243461
2017-10-21	0.00201207243461
2017-10-22	0.00443337994066
2017-10-23	0.00443337994066
2017-10-24	0.00443337994066
2017-10-25	0.00443337994066
2017-10-26	0.00443337994066
2017-10-27	0.00242130750605
2017-10-28	0.00242130750605
2017-10-29	-1.43114686768e-17
2017-10-30	-1.38777878078e-17
2017-10-31	0.000558035714286
2017-11-01	0.00116723461773
2017-11-02	0.00116723461773
2017-11-03	0.00116723461773
2017-11-04	0.00116723461773
2017-11-05	0.00116723461773
2017-11-06	0.0017712817334
2017-11-07	0.00121324601912
2017-11-08	0.000604047115675
2017-11-09	0.000321161684275
2017-11-10	0.000321161684275
2017-11-11	0.000321161684275
2017-11-12	0.000321161684275
2017-11-13	-0.0002828854314
2017-11-14	-0.0002828854314
2017-11-15	-0.0002828854314
2017-11-16	-0.000292740046838
2017-11-17	-0.000292740046838
2017-11-18	0.00150420514633
2017-11-19	0.00150420514633
2017-11-20	0.0020767788652
2017-11-21	0.0017852336757
2017-11-22	0.00117603477225
2017-11-23	0.00146877481909
2017-11-24	0.00146877481909
2017-11-25	-0.00032817037408
2017-11-26	-0.00032817037408
2017-11-27	-0.00118934438155
2017-11-28	-0.000897799192042
2017-11-29	-0.0002886002886
2017-11-30	0.000299289188178
2017-12-01	0.000299289188178
2017-12-02	0.000299289188178
2017-12-03	0.000299289188178
2017-12-04	-1.34441069388e-17
2017-12-05	-1.34441069388e-17
2017-12-06	-1.34441069388e-17
2017-12-07	7.50206988928e-05
2017-12-08	0.000411155152674
2017-12-09	0.000411155152674
2017-12-10	0.00113631831439
2017-12-11	0.00396510414971
2017-12-12	0.00593102813398
2017-12-13	0.00593102813398
2017-12-14	0.00973240367259
2017-12-15	0.00969326951581
2017-12-16	0.00883783752266
2017-12-17	0.00875908677206
2017-12-18	0.00651819041352
2017-12-19	0.00455226642925
2017-12-20	0.00392570001321
2017-12-21	-0.000538585701078
2017-12-22	-0.000835585998078
2017-12-23	1.98459950782e-05
2017-12-24	-0.00062656641604
2017-12-25	-0.00062656641604
2017-12-26	-0.00145955267177
2017-12-27	-0.000832986255727
2017-12-28	-0.000832986255727
2017-12-29	-0.000832986255727
2017-12-30	-0.000832986255727
2017-12-31	-0.000832986255727
2018-01-01	-0.000832986255727
2018-01-02	0.0
2018-01-03	0.000316756414317
2018-01-04	-0.00065948829769
2018-01-05	-0.00065948829769
2018-01-06	-0.00065948829769
2018-01-07	-0.00065948829769
2018-01-08	-0.00065948829769
2018-01-09	-0.00065948829769
2018-01-10	-0.00163155270677
2018-01-11	-0.000954798860286
2018-01-12	-0.000954798860286
2018-01-13	0.00120970330422
2018-01-14	-0.000774423679911
2018-01-15	-0.000774423679911
2018-01-16	-0.000220713823876
2018-01-17	0.00101649699311
2018-01-18	0.00131598785864
2018-01-19	0.0010342183461
2018-01-20	-0.00181709700521
2018-01-21	0.000167029978912
2018-01-22	0.00131910371163
2018-01-23	0.000765393855596
2018-01-24	0.000183491033367
2018-01-25	0.000183491033367
2018-01-26	-0.00139809349136
2018-01-27	0.000134028233068
2018-01-28	0.000766139484648
2018-01-29	0.000792268991988
2018-01-30	0.00051215694717
2018-01-31	0.00237551098444
2018-02-01	0.00507092877419
2018-02-02	0.00783275540805
2018-02-03	0.00698744687043
2018-02-04	0.00635533561885
2018-02-05	0.00517713237879
2018-02-06	0.00545724442361
2018-02-07	0.00359389038634
2018-02-08	0.000898472596586
2018-02-09	0.000298864315601
2018-02-10	0.000298864315601
2018-02-11	0.00160349575722
2018-02-12	0.00189865514329
2018-02-13	0.00218551687593
2018-02-14	0.00218551687593
2018-02-15	0.00218551687593
2018-02-16	0.00188665256033
2018-02-17	0.00188665256033
2018-02-18	0.000582021118713
2018-02-19	0.000286861732645
2018-02-20	-1.51788304148e-17
2018-02-21	-0.000307881773399
2018-02-22	-0.000307881773399
2018-02-23	0.000631967850661
2018-02-24	0.000631967850661
2018-02-25	0.000631967850661
2018-02-26	0.000631967850661
2018-02-27	0.000631967850661
2018-02-28	0.00121616904932
2018-03-01	0.00148520321665
2018-03-02	0.000232070384575
2018-03-03	0.000232070384575
2018-03-04	0.000232070384575
2018-03-05	0.00135251856385
2018-03-06	0.00192394713528
2018-03-07	0.00164762771002
2018-03-08	0.00108585349584
2018-03-09	0.00167870058421
2018-03-10	0.00430797315213
2018-03-11	0.00722342504718
2018-03-12	0.00743809035255
2018-03-13	0.00802106293552
2018-03-14	0.00802106293552
2018-03-15	0.0109790481849
2018-03-16	0.0100687684421
2018-03-17	0.00532309375774
2018-03-18	0.0024076418627
2018-03-19	0.00135541380945
2018-03-20	0.000201012655053
2018-03-21	0.00141607948373
2018-03-22	-0.000890228173963
2018-03-23	-0.000259512311459
2018-03-24	0.00185688980494
2018-03-25	0.00185688980494
2018-03-26	0.00157400437354
2018-03-27	0.00157400437354
2018-03-28	0.00054890714973
2018-03-29	0.000189969604863
2018-03-30	0.000189969604863
2018-03-31	0.000189969604863
2018-04-01	0.000189969604863
2018-04-02	0.000480329651321
2018-04-03	0.000480329651321
2018-04-04	0.00101186076796
2018-04-05	0.00119933733339
2018-04-06	0.00119933733339
2018-04-07	0.00119933733339
2018-04-08	0.00119933733339
2018-04-09	0.00239966051674
2018-04-10	0.00165818745693
2018-04-11	0.00190193770068
2018-04-12	0.00264060144551
2018-04-13	0.00284945691752
2018-04-14	0.00284945691752
2018-04-15	0.00284945691752
2018-04-16	0.00289960573702
2018-04-17	0.00343130325666
2018-04-18	0.00359091168398
2018-04-19	0.00399780847659
2018-04-20	0.00584815506378
2018-04-21	0.00715877105329
2018-04-22	0.00762109190396
2018-04-23	0.0048877962248
2018-04-24	0.00509757176497
2018-04-25	0.00419803909614
2018-04-26	0.00197906622362
2018-04-27	-8.01358355811e-05
2018-04-28	0.000749430090367
2018-04-29	0.000287109239696
2018-04-30	0.00147957286956
2018-05-01	0.00147957286956
2018-05-02	0.00169380658537
2018-05-03	0.00257974235502
2018-05-04	0.00283036892144
2018-05-05	0.00176430086205
2018-05-06	0.00133400826308
2018-05-07	0.000870938107949
2018-05-08	0.00247093810795
2018-05-09	0.0022314577004
2018-05-10	0.0022314577004
2018-05-11	0.00198083113399
2018-05-12	0.000906717277917
2018-05-13	0.00133700987688
2018-05-14	0.00180008003201
2018-05-15	-1.28218202333e-05
2018-05-16	-1.85383925765e-05
2018-05-17	0.000619216709464
2018-05-18	0.0011118275469
2018-05-19	0.00340672140806
2018-05-20	0.00244147044281
2018-05-21	0.00196999472381
2018-05-22	0.00238410381952
2018-05-23	0.00356715082817
2018-05-24	0.00292939572613
2018-05-25	0.00218615832227
2018-05-26	-0.000108735538887
2018-05-27	0.00170685556242
2018-05-28	0.00369539828521
2018-05-29	0.00349419104175
2018-05-30	0.00211678057343
2018-05-31	0.00211678057343
2018-06-01	0.00285414357207
2018-06-02	0.00285414357207
2018-06-03	0.00200380343601
2018-06-04	0.00182811805529
2018-06-05	0.00204960199771
2018-06-06	0.00204960199771
2018-06-07	0.00181806692014
2018-06-08	0.00195973434213
2018-06-09	0.00319659272185
2018-06-10	0.00319659272185
2018-06-11	0.00185521109878
2018-06-12	0.00247903569398
2018-06-13	0.0035547671914
2018-06-14	0.00435849376238
2018-06-15	0.0042805991292
2018-06-16	0.00304374074948
2018-06-17	0.00346023387735
2018-06-18	0.00465497700757
2018-06-19	0.00380966846996
2018-06-20	0.00421104184699
2018-06-21	0.005383670419
2018-06-22	0.00483316119797
2018-06-23	0.00483316119797
2018-06-24	0.0044166680701
2018-06-25	0.00455912128487
2018-06-26	0.00391562064137
2018-06-27	0.00332582721324
2018-06-28	0.00158100714781
2018-06-29	0.00158100714781
2018-06-30	0.00158100714781
2018-07-01	0.00158100714781
2018-07-02	0.000243810802817
2018-07-03	0.00133234927453
2018-07-04	0.00153347320237
2018-07-05	0.0027025169246
2018-07-06	0.0027025169246
2018-07-07	0.0027025169246
2018-07-08	0.0027025169246
2018-07-09	0.0027025169246
2018-07-10	0.00225747909638
2018-07-11	0.00116904372224
2018-07-12	-5.42101086243e-18
2018-07-13	0.000520426749935
2018-07-14	0.000520426749935
2018-07-15	0.000520426749935
2018-07-16	0.000265324709119
2018-07-17	0.00170004493867
2018-07-18	0.0014994028841
2018-07-19	0.0014994028841
2018-07-20	0.000978976134164
2018-07-21	0.000978976134164
2018-07-22	0.000978976134164
2018-07-23	0.00123407817498
2018-07-24	-0.000200642054575
2018-07-25	0.0
2018-07-26	0.000364896916621
2018-07-27	0.000150074145407
2018-07-28	0.000150074145407
2018-07-29	0.000150074145407
2018-07-30	0.00043240051469
2018-07-31	0.00043240051469
2018-08-01	0.000908590990881
2018-08-02	0.00054369407426
2018-08-03	0.00130691278734
2018-08-04	0.00130691278734
2018-08-05	0.00130691278734
2018-08-06	0.00102458641806
2018-08-07	0.00102458641806
2018-08-08	0.00054839594187
2018-08-09	0.00054839594187
2018-08-10	0.000423908435778
2018-08-11	0.000993060399352
2018-08-12	0.000993060399352
2018-08-13	0.000824397893027
2018-08-14	0.000824397893027
2018-08-15	0.00117198218222
2018-08-16	0.00117198218222
2018-08-17	0.000958157780053
2018-08-18	0.000389005816479
2018-08-19	0.000389005816479
2018-08-20	0.000269359255483
2018-08-21	0.00101340687453
2018-08-22	0.000665822585341
2018-08-23	0.000526040645168
2018-08-24	0.000315956611554
2018-08-25	0.000315956611554
2018-08-26	0.000315956611554
2018-08-27	0.0017736283762
2018-08-28	0.00121904646386
2018-08-29	0.00121904646386
2018-08-30	0.00135882840404
2018-08-31	0.00135882840404
2018-09-01	0.00135882840404
2018-09-02	0.00135882840404
2018-09-03	0.000189465706707
2018-09-04	0.000756658595642
2018-09-05	0.00120778641519
2018-09-06	0.00149436042293
2018-09-07	0.00149436042293
2018-09-08	0.00149436042293
2018-09-09	0.00149436042293
2018-09-10	0.00186784314935
2018-09-11	0.00146788153962
2018-09-12	0.00101675372007
2018-09-13	0.000925073495223
2018-09-14	0.00134462457557
2018-09-15	0.00134462457557
2018-09-16	0.00330604987795
2018-09-17	0.00427237622874
2018-09-18	0.00552988424686
2018-09-19	0.00568896792488
2018-09-20	0.00516902944834
2018-09-21	0.00362165881913
2018-09-22	0.00362165881913
2018-09-23	0.00166023351674
2018-09-24	0.000320424439533
2018-09-25	-0.0011218706453
2018-09-26	-0.00128095432332
2018-09-27	-0.000612503036263
2018-09-28	0.000515316512609
2018-09-29	0.000515316512609
2018-09-30	0.000515316512609
2018-10-01	0.000338731663589
2018-10-02	0.000166821744387
2018-10-03	0.000339563150502
2018-10-04	-3.84344290491e-06
2018-10-05	-3.84344290491e-06
2018-10-06	-3.84344290491e-06
2018-10-07	-3.84344290491e-06
2018-10-08	0.000361456257974
2018-10-09	0.000361456257974
2018-10-10	0.000188714851859
2018-10-11	0.000188714851859
2018-10-12	0.000188714851859
2018-10-13	0.000188714851859
2018-10-14	0.000954704893988
2018-10-15	0.00200208398527
2018-10-16	0.00200208398527
2018-10-17	0.00200208398527
2018-10-18	0.00200208398527
2018-10-19	0.00200208398527
2018-10-20	0.00200208398527
2018-10-21	0.00123609394314
2018-10-22	0.0
2018-10-23	0.00085645769099
2018-10-24	0.000525386676257
2018-10-25	0.000525386676257
2018-10-26	0.000525386676257
2018-10-27	0.00182408797496
2018-10-28	0.00182408797496
2018-10-29	0.00182408797496
2018-10-30	0.00207997733625
2018-10-31	0.0036966019425
2018-11-01	0.0036966019425
2018-11-02	0.0036966019425
2018-11-03	0.0023979006438
2018-11-04	0.0023979006438
2018-11-05	0.0023979006438
2018-11-06	0.00128555359152
2018-11-07	-5.20417042793e-18
2018-11-08	0.000398485754134
2018-11-09	0.00110453423613
2018-11-10	0.00110453423613
2018-11-11	0.00110453423613
2018-11-12	0.00110453423613
2018-11-13	0.00130545848769
2018-11-14	0.00130545848769
2018-11-15	0.000906972733553
2018-11-16	0.000200924251557
2018-11-17	0.000200924251557
2018-11-18	0.000200924251557
2018-11-19	0.000200924251557
2018-11-20	-5.09575021068e-18
2018-11-21	-5.09575021068e-18
2018-11-22	-5.20417042793e-18
2018-11-23	-5.20417042793e-18
2018-11-24	-5.20417042793e-18
2018-11-25	-5.20417042793e-18
2018-11-26	-5.20417042793e-18
2018-11-27	-5.20417042793e-18
2018-11-28	-0.000417710944027
2018-11-29	-0.000977203670621
2018-11-30	-0.000165515358933
2018-12-01	0.000325402657758
2018-12-02	0.000325402657758
2018-12-03	0.000682099643669
2018-12-04	0.000323162098802
2018-12-05	0.000740873042828
2018-12-06	0.00130036576942
2018-12-07	0.000488677457734
2018-12-08	0.00125089227312
2018-12-09	0.00083439914526
2018-12-10	0.00105607115877
2018-12-11	0.00200370572091
2018-12-12	0.00284157752652
2018-12-13	0.0019032711695
2018-12-14	0.00158651475518
2018-12-15	0.000333381923097
2018-12-16	0.000749875050961
2018-12-17	-3.79618998642e-05
2018-12-18	-0.000626658917133
2018-12-19	-0.00126910371473
2018-12-20	-0.000506729799651
2018-12-21	-0.000189973385333
2018-12-22	-0.000189973385333
2018-12-23	0.000183998192827
2018-12-24	0.00039346614423
2018-12-25	0.00039346614423
2018-12-26	0.00045451515571
2018-12-27	0.000630447597652
2018-12-28	0.000630447597652
2018-12-29	0.000630447597652
2018-12-30	0.000256476019492
2018-12-31	0.000256476019492
2019-01-01	0.000256476019492
2019-01-02	-1.73472347598e-18
2019-01-03	-1.73472347598e-18
2019-01-04	-1.73472347598e-18
2019-01-05	0.0
2019-01-06	0.0
2019-01-07	0.000190476190476
2019-01-08	0.000190476190476
2019-01-09	0.00073434856176
2019-01-10	-0.00038903657211
2019-01-11	-0.000823252811798
2019-01-12	-0.000823252811798
2019-01-13	-0.000823252811798
2019-01-14	-0.00101372900227
2019-01-15	-0.00101372900227
2019-01-16	-0.00135525414571
2019-01-17	-0.000231869011844
2019-01-18	0.000202347227843
2019-01-19	0.000202347227843
2019-01-20	0.000202347227843
2019-01-21	-0.00022219108674
2019-01-22	-0.00022219108674
2019-01-23	-0.000424538314583
2019-01-24	-0.000628911909514
2019-01-25	-0.000628911909514
2019-01-26	-0.000628911909514
2019-01-27	-0.000628911909514
2019-01-28	-0.000204373594932
2019-01-29	-1.02742160495e-05
2019-01-30	-1.02742160495e-05
2019-01-31	0.000194099378882
2019-02-01	0.000194099378882
2019-02-02	0.000194099378882
2019-02-03	0.000194099378882
2019-02-04	0.000194099378882
2019-02-05	-2.38524477947e-18
2019-02-06	-2.38524477947e-18
2019-02-07	-2.38524477947e-18
2019-02-08	-2.38524477947e-18
2019-02-09	-2.38524477947e-18
2019-02-10	-2.38524477947e-18
2019-02-11	-0.000210703750527
2019-02-12	-0.000210703750527
2019-02-13	-0.000210703750527
2019-02-14	-0.000210703750527
2019-02-15	-0.000637780410787
2019-02-16	-0.000637780410787
2019-02-17	-0.000637780410787
2019-02-18	-0.000427076660261
2019-02-19	-0.000427076660261
2019-02-20	-0.000427076660261
2019-02-21	-0.000427076660261
2019-02-22	-2.49366499672e-18
2019-02-23	-2.49366499672e-18
2019-02-24	-2.49366499672e-18
2019-02-25	-2.49366499672e-18
2019-02-26	-2.49366499672e-18
2019-02-27	0.0
2019-02-28	0.0
2019-03-01	0.0
2019-03-02	0.0
2019-03-03	0.0
2019-03-04	0.0
2019-03-05	-0.000973472864444
2019-03-06	-0.00154414054563
2019-03-07	-0.00154414054563
2019-03-08	-0.00154414054563
2019-03-09	-0.00154414054563
2019-03-10	-0.00154414054563
2019-03-11	-0.00154414054563
2019-03-12	-0.000570667681187
2019-03-13	-2.81892564846e-18
2019-03-14	-2.81892564846e-18
2019-03-15	0.000917220820913
2019-03-16	0.000917220820913
2019-03-17	0.00133493176494
2019-03-18	0.00113287074251
2019-03-19	0.00113287074251
2019-03-20	0.000551362698316
2019-03-21	-0.000467589818497
2019-03-22	-0.00231699427959
2019-03-23	-0.00179178419555
2019-03-24	-0.00261077924873
2019-03-25	-0.00220434463137
2019-03-26	-0.00220434463137
2019-03-27	-0.00217654644321
2019-03-28	-0.0026005953694
2019-03-29	-0.0018851903982
2019-03-30	-0.00241040048223
2019-03-31	-0.00200911637308
2019-04-01	-0.00277888763104
2019-04-02	-0.00522571616482
2019-04-03	-0.00486716634001
2019-04-04	-0.00342416489701
2019-04-05	-0.00320738622803
2019-04-06	-0.00320738622803
2019-04-07	-0.00320738622803
2019-04-08	-0.00264198856501
2019-04-09	-0.000195160031226
2019-04-10	-7.69783542465e-18
2019-04-11	-0.000188217579522
2019-04-12	-0.000188217579522
2019-04-13	-0.000188217579522
2019-04-14	-0.000564157429146
2019-04-15	-0.000368462712903
2019-04-16	-0.000757189632242
2019-04-17	-0.000757189632242
2019-04-18	-0.000568972052721
2019-04-19	-0.000568972052721
2019-04-20	-0.00148472296847
2019-04-21	-0.0043118580708
2019-04-22	-0.00450755278704
2019-04-23	-0.0053277720696
2019-04-24	-0.0053277720696
2019-04-25	-0.00550348811247
2019-04-26	-0.00550348811247
2019-04-27	-0.00458773719672
2019-04-28	-0.00138466224477
2019-04-29	-0.00138466224477
2019-04-30	-0.000583879308181
2019-05-01	-0.00106166239466
2019-05-02	-0.00109633978751
2019-05-03	-0.00109633978751
2019-05-04	-0.00176703059905
2019-05-05	-0.00176703059905
2019-05-06	-0.00249589357281
2019-05-07	-0.0020877303075
2019-05-08	-0.00160994722102
2019-05-09	-0.0013995537853
2019-05-10	-0.00120598042099
2019-05-11	-0.000535289609456
2019-05-12	-0.000535289609456
2019-05-13	1.54472510169e-05
2019-05-14	-0.000858831469039
2019-05-15	-7.64812890986e-05
2019-05-16	-0.000435870327733
2019-05-17	-0.000629443692038
2019-05-18	-0.000629443692038
2019-05-19	-0.000629443692038
2019-05-20	-0.00045131757875
2019-05-21	0.000422961141306
2019-05-22	-0.000896445966669
2019-05-23	-0.000537056928034
2019-05-24	-0.000537056928034
2019-05-25	-0.000537056928034
2019-05-26	-0.000537056928034
2019-05-27	-0.000537056928034
2019-05-28	-0.000183011964324
2019-05-29	0.00035404496371
2019-05-30	0.00035404496371
2019-05-31	-3.78813541419e-05
2019-06-01	-3.78813541419e-05
2019-06-02	-3.78813541419e-05
2019-06-03	-0.00174465725447
2019-06-04	-0.00248169723924
2019-06-05	-0.00248169723924
2019-06-06	-0.00248169723924
2019-06-07	-0.00447469818111
2019-06-08	-0.00447469818111
2019-06-09	-0.00365368011871
2019-06-10	-0.00213123601562
2019-06-11	-0.00247340415627
2019-06-12	-0.00599590904864
2019-06-13	-0.0112729539035
2019-06-14	-0.00907164765004
2019-06-15	-0.00907164765004
2019-06-16	-0.00989266571244
2019-06-17	-0.0097083339152
2019-06-18	-0.00898317075349
