Date	Riksbank Excess Sentiment
2017-04-29	-1.67875995168
2017-04-30	-1.55668728035
2017-05-01	-0.0247047267777
2017-05-02	0.0239902114038
2017-05-03	-0.781330757617
2017-05-04	-0.58927423759
2017-05-05	-0.804065964298
2017-05-06	-0.67951387968
2017-05-07	-0.731986894855
2017-05-08	-2.05686376179
2017-05-09	-0.885834753652
2017-05-10	-1.05979016893
2017-05-11	-1.01770650172
2017-05-12	-0.88596409575
2017-05-13	-0.856439920102
2017-05-14	-0.779047775533
2017-05-15	-0.752778936713
2017-05-16	-1.64220166537
2017-05-17	-1.77493807727
2017-05-18	-1.74622713579
2017-05-19	-2.16493783614
2017-05-20	-2.24243282089
2017-05-21	-2.27954245595
2017-05-22	-2.24176761182
2017-05-23	
2017-05-24	-2.06869087125
2017-05-25	-2.10568624933
2017-05-26	-2.13525940497
2017-05-27	-2.13256401092
2017-05-28	-2.18004428212
2017-05-29	-2.18626556935
2017-05-30	-2.1560035272
2017-05-31	-3.29102278179
2017-06-01	-2.47779378822
2017-06-02	-2.45961692773
2017-06-03	-2.52145997299
2017-06-04	-1.8553633987
2017-06-05	-1.86612710149
2017-06-06	-1.10616050443
2017-06-07	0.26742509204
2017-06-08	0.942833244354
2017-06-09	1.03350061344
2017-06-10	1.09846827371
2017-06-11	1.88975411466
2017-06-12	1.90356629193
2017-06-13	0.239842692462
2017-06-14	-0.889451287009
2017-06-15	-0.914143334316
2017-06-16	-0.978559707642
2017-06-17	-1.01502443085
2017-06-18	-0.997648021728
2017-06-19	-1.13519374431
2017-06-20	-0.392376772547
2017-06-21	-1.36517973965
2017-06-22	-1.40743334833
2017-06-23	-1.41354945491
2017-06-24	-1.3611859781
2017-06-25	-1.41850551203
2017-06-26	-1.36697595243
2017-06-27	-1.24870330607
2017-06-28	0.456135777165
2017-06-29	1.17857811286
2017-06-30	0.706335343968
2017-07-01	0.674048204692
2017-07-02	0.075940460115
2017-07-03	0.0307984025276
2017-07-04	-0.32099164815
2017-07-05	-0.38984332503
2017-07-06	-0.732283808275
2017-07-07	-0.149248519991
2017-07-08	-0.160786768362
2017-07-09	0.233015449065
2017-07-10	1.29708894666
2017-07-11	2.16212003036
2017-07-12	2.29903413226
2017-07-13	1.77964002365
2017-07-14	1.45628130696
2017-07-15	1.45556203477
2017-07-16	1.44687209546
2017-07-17	0.105041312174
2017-07-18	-0.704156125938
2017-07-19	-1.04662649445
2017-07-20	-2.45180100319
2017-07-21	-2.46909368245
2017-07-22	-2.46558601018
2017-07-23	-2.41410277783
2017-07-24	-2.3517424646
2017-07-25	-2.11400735885
2017-07-26	-2.08985514819
2017-07-27	-2.11326238622
2017-07-28	-2.07168126495
2017-07-29	-2.18856481095
2017-07-30	-2.27827032452
2017-07-31	-1.89904050144
2017-08-01	-2.36672160626
2017-08-02	-2.30702903907
2017-08-03	-1.8160076239
2017-08-04	-1.92613826137
2017-08-05	-1.86355750284
2017-08-06	-1.82394969464
2017-08-07	-2.07302514988
2017-08-08	-1.31719132271
2017-08-09	-0.63239970277
2017-08-10	-0.540828545066
2017-08-11	0.572909620418
2017-08-12	0.713545533421
2017-08-13	0.38407062257
2017-08-14	0.418921190822
2017-08-15	0.807988258615
2017-08-16	0.728504607085
2017-08-17	0.586286864827
2017-08-18	0.444977832245
2017-08-19	0.308166206159
2017-08-20	1.06792051107
2017-08-21	1.0397271306
2017-08-22	0.565823066937
2017-08-23	0.177817646363
2017-08-24	0.429956402857
2017-08-25	0.307468849127
2017-08-26	0.312349267748
2017-08-27	0.312426606773
2017-08-28	0.356333285519
2017-08-29	0.987142270353
2017-08-30	2.06406066147
2017-08-31	0.303065863371
2017-09-01	0.301149080435
2017-09-02	0.251954473113
2017-09-03	0.176265716385
2017-09-04	0.184969947519
2017-09-05	-0.378794602952
2017-09-06	-1.08085507115
2017-09-07	-0.938406622914
2017-09-08	-1.29031711234
2017-09-09	-1.26067337691
2017-09-10	-1.52707309617
2017-09-11	-1.16027268362
2017-09-12	-1.29047645424
2017-09-13	-1.2767128495
2017-09-14	-0.383659221364
2017-09-15	0.075727991848
2017-09-16	0.089720149548
2017-09-17	0.00924643737981
2017-09-18	-0.18852668506
2017-09-19	-0.117559582873
2017-09-20	-0.221851204955
2017-09-21	1.13116390695
2017-09-22	2.59109384766
2017-09-23	2.61921881582
2017-09-24	2.66161288615
2017-09-25	2.68087640049
2017-09-26	2.6758780956
2017-09-27	2.65027287597
2017-09-28	
2017-09-29	-0.096065240312
2017-09-30	-0.168838656915
2017-10-01	0.445630255203
2017-10-02	0.725590316369
2017-10-03	0.642393743725
2017-10-04	0.651846262682
2017-10-05	1.59428514616
2017-10-06	1.65209988731
2017-10-07	1.66007349039
2017-10-08	1.90327417978
2017-10-09	2.77017990066
2017-10-10	1.43460402417
2017-10-11	1.42703822816
2017-10-12	0.31972055717
2017-10-13	0.272938959544
2017-10-14	0.274429290172
2017-10-15	0.28853269433
2017-10-16	-0.946577471634
2017-10-17	0.182092040676
2017-10-18	-0.166930624011
2017-10-19	-0.207301296629
2017-10-20	-0.225191731354
2017-10-21	-0.243707966948
2017-10-22	-0.256051072755
2017-10-23	0.172494569256
2017-10-24	0.248571969375
2017-10-25	0.732975811905
2017-10-26	1.04455271964
2017-10-27	0.631689954727
2017-10-28	0.731072965893
2017-10-29	0.757521466449
2017-10-30	0.0145173327691
2017-10-31	-0.229984095162
2017-11-01	-1.10636319983
2017-11-02	-1.87850877849
2017-11-03	-2.18997013379
2017-11-04	-2.27979813664
2017-11-05	-2.27352360179
2017-11-06	-2.06303938163
2017-11-07	-3.7753507422
2017-11-08	
2017-11-09	-5.46673369579
2017-11-10	-5.41485496696
2017-11-11	-5.40127317912
2017-11-12	-1.70772645902
2017-11-13	-1.61460525586
2017-11-14	-2.04453269501
2017-11-15	-2.06400570779
2017-11-16	-0.484729687228
2017-11-17	-0.507050912141
2017-11-18	-0.48570003436
2017-11-19	-3.09819453212
2017-11-20	-2.63827051643
2017-11-21	-2.55781877268
2017-11-22	-2.1274038471
2017-11-23	-2.56278934591
2017-11-24	-2.55969134344
2017-11-25	-2.73656663292
2017-11-26	-2.74331902543
2017-11-27	-2.4425948161
2017-11-28	-2.1526438099
2017-11-29	-2.39420160552
2017-11-30	-1.45450186165
2017-12-01	-1.4686278439
2017-12-02	-0.803296065554
2017-12-03	-0.657692136287
2017-12-04	-0.790508712132
2017-12-05	-0.274959901624
2017-12-06	-0.0718801946963
2017-12-07	-0.0532150776276
2017-12-08	-0.100653657331
2017-12-09	-0.131272673206
2017-12-10	0.150217251339
2017-12-11	-1.47962553928
2017-12-12	-1.47811751848
2017-12-13	-3.15519119891
2017-12-14	-2.58875366762
2017-12-15	-1.43692578291
2017-12-16	-1.47243992049
2017-12-17	-1.0634425371
2017-12-18	-0.558577769544
2017-12-19	-0.772310876069
2017-12-20	-0.71080294824
2017-12-21	-0.377118164619
2017-12-22	-1.05612422067
2017-12-23	-1.03690377819
2017-12-24	-1.26167885014
2017-12-25	-1.23779809807
2017-12-26	-1.21529084733
2017-12-27	-1.51093668482
2017-12-28	-1.864160083
2017-12-29	-1.46847243006
2017-12-30	-1.69808351729
2017-12-31	-1.5878414275
2018-01-01	-1.57297062614
2018-01-02	-1.60169683601
2018-01-03	-1.42936926509
2018-01-04	-2.65782265052
2018-01-05	-2.6441890684
2018-01-06	-2.5770370807
2018-01-07	-2.70769433157
2018-01-08	-0.318554513669
2018-01-09	0.0437306076129
2018-01-10	-0.677865262057
2018-01-11	0.541351934018
2018-01-12	0.0157752110424
2018-01-13	-0.0638978157249
2018-01-14	-0.0800889237075
2018-01-15	-0.791989267423
2018-01-16	-0.600241330612
2018-01-17	0.136003202992
2018-01-18	-0.285998924686
2018-01-19	-0.178540958194
2018-01-20	-0.116742879987
2018-01-21	-0.075262530478
2018-01-22	0.548899136929
2018-01-23	-0.0911709081643
2018-01-24	0.146317663032
2018-01-25	0.156571906106
2018-01-26	-0.425334436128
2018-01-27	-0.497329941685
2018-01-28	-0.554848723448
2018-01-29	-1.07873648823
2018-01-30	-1.10235142633
2018-01-31	-3.78839088974
2018-02-01	-2.17510616828
2018-02-02	1.40048497811
2018-02-03	1.38597903894
2018-02-04	1.44102347407
2018-02-05	1.50484156953
2018-02-06	0.80125736062
2018-02-07	0.149585386438
2018-02-08	1.41547499559
2018-02-09	0.690422679483
2018-02-10	0.678352616932
2018-02-11	0.705263481798
2018-02-12	0.326092374851
2018-02-13	1.32688809749
2018-02-14	1.67035723247
2018-02-15	0.781892200281
2018-02-16	0.790163604662
2018-02-17	0.799416814262
2018-02-18	0.87336318085
2018-02-19	1.5780477859
2018-02-20	-0.634852016849
2018-02-21	-1.17369712225
2018-02-22	-0.908358197801
2018-02-23	-0.315037466946
2018-02-24	-0.346375891569
2018-02-25	-0.470405622609
2018-02-26	-0.500591515816
2018-02-27	0.0582403451753
2018-02-28	0.0176204661777
2018-03-01	-0.929159747666
2018-03-02	-1.51832705939
2018-03-03	-2.22544521763
2018-03-04	-2.20141255533
2018-03-05	-1.70004916555
2018-03-06	-2.12569106595
2018-03-07	-2.15380741592
2018-03-08	-2.10191673341
2018-03-09	-2.30787871721
2018-03-10	-1.25641820124
2018-03-11	-1.33784894944
2018-03-12	-2.10457558354
2018-03-13	-1.7152588623
2018-03-14	-2.05970908369
2018-03-15	-2.39405105096
2018-03-16	-2.67500840859
2018-03-17	-2.64460218922
2018-03-18	-2.5330876724
2018-03-19	-2.47250819471
2018-03-20	-2.52907945268
2018-03-21	-0.917421655752
2018-03-22	1.07836715713
2018-03-23	1.93423643919
2018-03-24	1.59521969401
2018-03-25	1.41349546808
2018-03-26	1.3322205073
2018-03-27	0.435670601827
2018-03-28	-0.372894361214
2018-03-29	-0.739309496087
2018-03-30	-2.15734933554
2018-03-31	-2.13599364519
2018-04-01	-2.14631982845
2018-04-02	-2.18842485425
2018-04-03	-3.30558554738
2018-04-04	-2.78778450466
2018-04-05	-3.03150979762
2018-04-06	-2.83053355894
2018-04-07	-3.31770954679
2018-04-08	-3.20953982321
2018-04-09	-3.15382994623
2018-04-10	-0.628168233928
2018-04-11	-1.57465155627
2018-04-12	-1.38685883729
2018-04-13	-0.918740701501
2018-04-14	-0.930622908337
2018-04-15	-1.08500329345
2018-04-16	-2.43067449492
2018-04-17	-2.80725232695
2018-04-18	-2.07642843539
2018-04-19	-1.78093251267
2018-04-20	-2.20194858175
2018-04-21	-2.1869419541
2018-04-22	-1.99078820012
2018-04-23	-1.14045315707
2018-04-24	-0.417335184475
2018-04-25	-0.196554397567
2018-04-26	-0.286537803674
2018-04-27	-0.551600215549
2018-04-28	-0.411817910804
2018-04-29	-0.165770506142
2018-04-30	0.0561481994448
2018-05-01	0.0514982790879
2018-05-02	-1.04481729638
2018-05-03	-1.22999915018
2018-05-04	-0.381475613595
2018-05-05	-0.455130573156
2018-05-06	-0.342875199134
2018-05-07	-0.775811805837
2018-05-08	-1.20665733428
2018-05-09	-0.437592680084
2018-05-10	-0.31462202895
2018-05-11	-0.720221087258
2018-05-12	-0.709600047475
2018-05-13	-0.779774452424
2018-05-14	-0.423552953459
2018-05-15	-0.538724223198
2018-05-16	-0.463247582961
2018-05-17	-0.411068983967
2018-05-18	-0.769094035243
2018-05-19	-0.8014612032
2018-05-20	-0.830878986665
2018-05-21	-0.864050199755
2018-05-22	-0.131694950967
2018-05-23	-0.382694654232
2018-05-24	-1.01579175353
2018-05-25	0.0841404263101
2018-05-26	0.0728490105988
2018-05-27	0.367380240607
2018-05-28	-0.666599168941
2018-05-29	-1.14886996061
2018-05-30	-0.76604341561
2018-05-31	-0.120620773583
2018-06-01	-0.840901258522
2018-06-02	-0.879047479895
2018-06-03	-0.886016459345
2018-06-04	0.11070945039
2018-06-05	0.250519162782
2018-06-06	0.131178294113
2018-06-07	0.0482684878558
2018-06-08	-1.18429197597
2018-06-09	-1.15758746409
2018-06-10	-1.10792415456
2018-06-11	-1.03535528756
2018-06-12	-0.705113244872
2018-06-13	-0.172361074896
2018-06-14	0.0532310855017
2018-06-15	0.259538972038
2018-06-16	0.101270768228
2018-06-17	0.132759260008
2018-06-18	-0.732962416573
2018-06-19	-1.37081473053
2018-06-20	-1.75236208541
2018-06-21	-2.37017819547
2018-06-22	-2.20703820524
2018-06-23	-2.00618744941
2018-06-24	-2.08345957092
2018-06-25	-0.708080549865
2018-06-26	0.478975188598
2018-06-27	1.09166786527
2018-06-28	1.12439507599
2018-06-29	0.141468269623
2018-06-30	0.265202289675
2018-07-01	0.193299375959
2018-07-02	-1.30973199569
2018-07-03	-1.58111884808
2018-07-04	-1.41264000607
2018-07-05	-1.56994668625
2018-07-06	-1.74743409275
2018-07-07	-2.01152152108
2018-07-08	-1.9618059692
2018-07-09	-1.9668778032
2018-07-10	-1.94975448188
2018-07-11	-2.35114465304
2018-07-12	-2.15256068307
2018-07-13	-2.53372975374
2018-07-14	-2.404314672
2018-07-15	-2.39259315703
2018-07-16	-0.892142805958
2018-07-17	-0.611333844854
2018-07-18	-1.0278189844
2018-07-19	-0.926981732011
2018-07-20	-0.333539230525
2018-07-21	-0.401362221839
2018-07-22	-0.34836504484
2018-07-23	-1.31224024127
2018-07-24	-1.3889661653
2018-07-25	-0.957649429656
2018-07-26	1.70328399977
2018-07-27	3.29248265472
2018-07-28	3.17410593874
2018-07-29	2.96981370977
2018-07-30	2.32759811701
2018-07-31	1.7046479859
2018-08-01	1.79362636822
2018-08-02	0.815835532831
2018-08-03	0.267646443088
2018-08-04	0.339940114107
2018-08-05	0.486153730148
2018-08-06	-0.0160954541271
2018-08-07	-0.276729234752
2018-08-08	-0.275317997856
2018-08-09	
2018-08-10	
2018-08-11	
2018-08-12	
2018-08-13	
2018-08-14	
2018-08-15	-2.5655076512
2018-08-16	-2.35783008567
2018-08-17	-1.82863157696
2018-08-18	-1.87327581571
2018-08-19	-1.99522820413
2018-08-20	-2.20301145618
2018-08-21	-3.18652799775
2018-08-22	-2.51115586702
2018-08-23	-2.03332851008
2018-08-24	-2.32475505286
2018-08-25	-2.4079070245
2018-08-26	-2.51280521089
2018-08-27	-2.50418950384
2018-08-28	0.092399088474
2018-08-29	-1.39289205218
2018-08-30	-1.71834607546
2018-08-31	-1.6008850999
2018-09-01	-1.54944252415
2018-09-02	-1.35628971423
2018-09-03	-1.52326968075
2018-09-04	-1.03834619455
2018-09-05	-0.379943527518
2018-09-06	-0.014055410094
2018-09-07	0.155207943983
2018-09-08	-0.136197781963
2018-09-09	-0.10981122016
2018-09-10	0.294426123679
2018-09-11	-0.772461409856
2018-09-12	-1.14955618792
2018-09-13	-1.15591276204
2018-09-14	-1.07296579727
2018-09-15	-0.453225853475
2018-09-16	-0.521670112267
2018-09-17	-0.765879657176
2018-09-18	-0.684260046427
2018-09-19	0.185452076381
2018-09-20	-0.285041980814
2018-09-21	-0.409561095443
2018-09-22	-0.85257569084
2018-09-23	-0.848169909714
2018-09-24	-0.770619918126
2018-09-25	-0.504103045645
2018-09-26	-1.27816256595
2018-09-27	-0.863721484653
2018-09-28	-0.88671798917
2018-09-29	-0.973631461242
2018-09-30	-1.00170777015
2018-10-01	-0.336804966805
2018-10-02	-0.317779177884
2018-10-03	-0.768614270275
2018-10-04	-0.763322940816
2018-10-05	-1.44493678586
2018-10-06	-1.40580416916
2018-10-07	-1.34764628385
2018-10-08	-1.67635435113
2018-10-09	-1.97521412229
2018-10-10	-0.400779328853
2018-10-11	-0.765006534786
2018-10-12	-0.369120952724
2018-10-13	-0.441060542182
2018-10-14	-0.492473494981
2018-10-15	-0.888411730963
2018-10-16	-0.139051322392
2018-10-17	-1.0438928538
2018-10-18	-0.787074283608
2018-10-19	-1.36133760135
2018-10-20	-1.24663805283
2018-10-21	-1.25826928308
2018-10-22	-0.891485370769
2018-10-23	-1.44950574456
2018-10-24	-1.47904787873
2018-10-25	-1.56867332657
2018-10-26	-1.02238346952
2018-10-27	-1.15625161172
2018-10-28	-1.60030663626
2018-10-29	-1.79791713409
2018-10-30	-1.72526534145
2018-10-31	-1.7672440355
2018-11-01	-1.5958928559
2018-11-02	-2.08193728731
2018-11-03	-2.05661037255
2018-11-04	-2.09705002105
2018-11-05	-1.95169558539
2018-11-06	-2.23524604993
2018-11-07	-2.01456491233
2018-11-08	-2.24637963523
2018-11-09	-2.1624873045
2018-11-10	-2.12922681695
2018-11-11	-1.50470235439
2018-11-12	-1.38336773278
2018-11-13	-0.901504770208
2018-11-14	-1.07212062631
2018-11-15	-0.465131942595
2018-11-16	-0.0714499359357
2018-11-17	-0.118880554737
2018-11-18	0.230370777085
2018-11-19	0.388123357793
2018-11-20	0.345780788057
2018-11-21	0.85212516855
2018-11-22	0.520047473895
2018-11-23	0.664345564552
2018-11-24	0.753927698318
2018-11-25	0.486043345306
2018-11-26	0.385728554431
2018-11-27	-1.00579219755
2018-11-28	-2.91270303275
2018-11-29	-4.16590504803
2018-11-30	-3.0275981218
2018-12-01	-3.12909910213
2018-12-02	-2.52984151977
2018-12-03	-2.67516478504
2018-12-04	-2.16564276431
2018-12-05	-1.48541075387
2018-12-06	-1.35384390601
2018-12-07	-1.73006307229
2018-12-08	-1.73270424714
2018-12-09	-2.1449829898
2018-12-10	-1.67073477657
2018-12-11	-2.03329178626
2018-12-12	-2.8768483955
2018-12-13	-2.00863963022
2018-12-14	-1.32366282539
2018-12-15	-1.17850673352
2018-12-16	-1.14548738423
2018-12-17	-1.44187076097
2018-12-18	-0.855235527222
2018-12-19	-0.527737296909
2018-12-20	-0.556460590042
2018-12-21	-1.07529134641
2018-12-22	-1.10190691866
2018-12-23	-1.14216310418
2018-12-24	-0.81262242045
2018-12-25	-2.15251991692
2018-12-26	-2.2298443994
2018-12-27	-3.18525020881
2018-12-28	
2018-12-29	-0.988506710872
2018-12-30	-0.972337686152
2018-12-31	-1.07639344471
2019-01-01	-1.05798207616
2019-01-02	-0.923867973984
2019-01-03	-0.833738399257
2019-01-04	-0.769047127592
2019-01-05	2.64860892543
2019-01-06	2.57487731948
2019-01-07	0.197700180787
2019-01-08	0.498476569825
2019-01-09	0.232833298386
2019-01-10	-0.481704511366
2019-01-11	-0.595754739358
2019-01-12	-1.34514760144
2019-01-13	-1.26394902288
2019-01-14	-1.03582661512
2019-01-15	-1.6288337729
2019-01-16	-1.59372156402
2019-01-17	-0.742055759985
2019-01-18	-0.706972135806
2019-01-19	-0.646919285703
2019-01-20	-0.650568453641
2019-01-21	-0.17348671612
2019-01-22	-0.116521461622
2019-01-23	-0.0638313347447
2019-01-24	-3.27007469287
2019-01-25	0.707209802817
2019-01-26	0.627943370544
2019-01-27	0.604179514133
2019-01-28	1.08619321394
2019-01-29	0.727953306416
2019-01-30	0.244630775466
2019-01-31	1.18395412648
2019-02-01	0.159777018608
2019-02-02	0.191434305615
2019-02-03	0.196145651698
2019-02-04	-0.786770645805
2019-02-05	-2.61683282339
2019-02-06	-3.66767217452
2019-02-07	-3.60392275132
2019-02-08	-2.76645222117
2019-02-09	-2.74524929633
2019-02-10	-2.68444711255
2019-02-11	-2.59590269581
2019-02-12	-1.5984114544
2019-02-13	-1.44622947303
2019-02-14	-1.56006924785
2019-02-15	-1.23963504725
2019-02-16	-1.29411295339
2019-02-17	-1.32982371733
2019-02-18	-1.6429798728
2019-02-19	-1.93854235148
2019-02-20	-2.56976997309
2019-02-21	-2.527992397
2019-02-22	-3.01676791913
2019-02-23	-3.01120029811
2019-02-24	-3.21743983031
2019-02-25	-2.38050435759
2019-02-26	-2.20327374455
2019-02-27	-1.6212787034
2019-02-28	-0.80124212217
2019-03-01	-0.35082447851
2019-03-02	-0.444341058134
2019-03-03	0.54257787387
2019-03-04	0.86962723089
2019-03-05	1.06298828138
2019-03-06	0.130925823674
2019-03-07	-0.155350429827
2019-03-08	-0.248896756535
2019-03-09	-0.412077983637
2019-03-10	-0.991502867758
2019-03-11	-1.42402105269
2019-03-12	-1.43897130598
2019-03-13	-1.02722394371
2019-03-14	-1.67554881049
2019-03-15	-1.74224792896
2019-03-16	-1.77319284251
2019-03-17	-2.27435774821
2019-03-18	-2.21064389708
2019-03-19	-1.79692236602
2019-03-20	-2.40445599401
2019-03-21	-2.60223232955
2019-03-22	-2.63124629693
2019-03-23	-2.56045605204
2019-03-24	-2.42856641588
2019-03-25	-1.38025711048
2019-03-26	-1.69749314861
2019-03-27	-0.970068276496
2019-03-28	-0.0656921129552
2019-03-29	0.773886858795
2019-03-30	0.761291156209
2019-03-31	0.671345451675
2019-04-01	-0.366866819061
2019-04-02	-0.0285382850696
2019-04-03	-5.42959631012
2019-04-04	-5.51001514993
2019-04-05	-0.849629628286
2019-04-06	-0.830070858772
2019-04-07	-0.922761473961
2019-04-08	-1.11779147227
2019-04-09	-1.1933666292
2019-04-10	0.303363242976
2019-04-11	-0.170215828975
2019-04-12	-0.965469283982
2019-04-13	-1.02742632668
2019-04-14	-0.953415589509
2019-04-15	-0.482802860615
2019-04-16	-1.43309276952
2019-04-17	-1.68626808756
2019-04-18	-1.88830669751
2019-04-19	-3.29039109392
2019-04-20	-3.19537080235
2019-04-21	-3.18729106301
2019-04-22	-4.11430972824
2019-04-23	-3.49117121141
2019-04-24	-3.1512051073
2019-04-25	-2.84712759972
2019-04-26	-1.74008545138
2019-04-27	-1.62419617129
2019-04-28	-1.65252414451
2019-04-29	-1.01946381834
2019-04-30	-1.12594586623
2019-05-01	-0.933095172201
2019-05-02	-0.860295389604
2019-05-03	-1.44718144335
2019-05-04	-1.5863651965
2019-05-05	-1.39199255702
2019-05-06	-1.18604173446
2019-05-07	-0.795807086187
2019-05-08	-0.468764088751
2019-05-09	-0.629500581279
2019-05-10	-0.409716424395
2019-05-11	-0.821641395216
2019-05-12	-1.00564451367
2019-05-13	-1.27847097016
2019-05-14	-1.04626413821
2019-05-15	-1.34981519249
2019-05-16	-1.13975698698
2019-05-17	-0.251721519749
2019-05-18	0.233755578438
2019-05-19	0.230080697134
2019-05-20	-0.0974676183661
2019-05-21	-0.30850373696
2019-05-22	-0.328311734013
2019-05-23	-0.422686789102
2019-05-24	-3.04157705945
2019-05-25	-3.06245017274
2019-05-26	-3.00125452362
2019-05-27	-2.00640566358
2019-05-28	-2.27303279184
2019-05-29	-1.97932599894
2019-05-30	-2.70794430735
2019-05-31	-2.71095064135
2019-06-01	-2.67724174609
2019-06-02	-2.7762579494
2019-06-03	-2.92639108715
2019-06-04	-2.60422926045
2019-06-05	-3.27215534096
2019-06-06	-0.146870625336
2019-06-07	-0.194074650029
2019-06-08	-0.245898186838
2019-06-09	0.105151838634
2019-06-10	0.0857186325914
2019-06-11	0.877085531272
2019-06-12	-0.446552209323
2019-06-13	-1.24680124335
2019-06-14	-1.84186492086
2019-06-15	-1.6827944905
2019-06-16	-2.45311980248
2019-06-17	-2.4474996012
2019-06-18	-1.60779753469
2019-06-19	-1.17012450776
2019-06-20	-1.88733475305
2019-06-21	-1.64865460073
2019-06-22	-1.7292049721
2019-06-23	-1.78314814009
2019-06-24	-2.4189672904
2019-06-25	-2.25241899713
2019-06-26	-2.58586689717
2019-06-27	-1.59864420421
2019-06-28	-1.13014344622
2019-06-29	-1.14280782721
2019-06-30	-1.11721964886
2019-07-01	-0.392989241308
2019-07-02	-1.74414870996
2019-07-03	-1.89808340992
2019-07-04	-1.86477470784
2019-07-05	-1.89318569759
2019-07-06	-1.6934657499
2019-07-07	-1.85615893575
2019-07-08	-2.76869353292
2019-07-09	-2.44004821645
2019-07-10	-2.51589068223
2019-07-11	-2.41806695945
2019-07-12	-3.03654911294
2019-07-13	-4.13383695745
2019-07-14	-4.07580446387
2019-07-15	-4.27299724541
2019-07-16	-4.2814404571
2019-07-17	-4.22056562707
2019-07-18	-3.40208504799
2019-07-19	-3.41521649637
2019-07-20	-3.30780465288
2019-07-21	-2.41502073456
2019-07-22	-0.533894981196
2019-07-23	-2.02188386873
2019-07-24	-2.05781575489
2019-07-25	-2.77274981663
2019-07-26	-2.76284292067
2019-07-27	-2.6711798795
2019-07-28	-3.69069995877
2019-07-29	-3.66231316801
2019-07-30	-2.26055717654
2019-07-31	-2.24599056416
2019-08-01	-3.37210523307
2019-08-02	-3.33371670988
2019-08-03	-3.33210566722
2019-08-04	-3.29716844073
2019-08-05	-2.94479371016
2019-08-06	-1.55590954938
2019-08-07	-1.49654150551
