Date	NorgesBank Hawkish	NorgesBank Dovish
2017-01-01	0.0	0.0
2017-01-02	0.0	0.0
2017-01-03	0.0	0.0
2017-01-04	0.0	0.0
2017-01-05	0.000965250965251	0.0
2017-01-06	0.00151364690712	0.00054839594187
2017-01-07	0.00151364690712	0.00054839594187
2017-01-08	0.00151364690712	0.00054839594187
2017-01-09	0.00151364690712	0.00054839594187
2017-01-10	0.00151364690712	0.00054839594187
2017-01-11	0.00151364690712	0.00054839594187
2017-01-12	0.00054839594187	0.00054839594187
2017-01-13	0.000307881773399	0.000307881773399
2017-01-14	0.000307881773399	0.000307881773399
2017-01-15	0.000307881773399	0.000307881773399
2017-01-16	0.000307881773399	0.000307881773399
2017-01-17	0.000307881773399	0.000605500821018
2017-01-18	0.000307881773399	0.000605500821018
2017-01-19	0.000307881773399	0.000605500821018
2017-01-20	0.0	0.000297619047619
2017-01-21	0.0	0.000297619047619
2017-01-22	0.0	0.000297619047619
2017-01-23	0.0	0.000629074135455
2017-01-24	0.0	0.000331455087836
2017-01-25	0.0	0.000331455087836
2017-01-26	0.0	0.000331455087836
2017-01-27	0.0	0.000331455087836
2017-01-28	0.0	0.000331455087836
2017-01-29	0.0	0.000331455087836
2017-01-30	0.0	0.0
2017-01-31	0.0	0.0
2017-02-01	0.0	0.0
2017-02-02	0.0	0.0
2017-02-03	0.0	0.0
2017-02-04	0.0	0.00180831826401
2017-02-05	0.0	0.00180831826401
2017-02-06	0.0	0.00180831826401
2017-02-07	0.000294550810015	0.00210286907403
2017-02-08	0.000294550810015	0.00210286907403
2017-02-09	0.000596574367852	0.00240489263187
2017-02-10	0.000909172054629	0.00271749031864
2017-02-11	0.000909172054629	0.000909172054629
2017-02-12	0.000909172054629	0.000909172054629
2017-02-13	0.000909172054629	0.000909172054629
2017-02-14	0.000614621244615	0.000614621244615
2017-02-15	0.000614621244615	0.000614621244615
2017-02-16	0.000312597686777	0.000312597686777
2017-02-17	0.0	0.0
2017-02-18	0.0	0.0
2017-02-19	0.0	0.0
2017-02-20	0.000639181847236	0.000639181847236
2017-02-21	0.000639181847236	0.000639181847236
2017-02-22	0.000639181847236	0.000639181847236
2017-02-23	0.000639181847236	0.000639181847236
2017-02-24	0.000639181847236	0.000639181847236
2017-02-25	0.000639181847236	0.000639181847236
2017-02-26	0.000639181847236	0.000639181847236
2017-02-27	0.0	0.0
2017-02-28	0.0	0.0
2017-03-01	0.0	0.0
2017-03-02	0.000409332787556	0.000409332787556
2017-03-03	0.000409332787556	0.000409332787556
2017-03-04	0.000409332787556	0.000409332787556
2017-03-05	0.000409332787556	0.000409332787556
2017-03-06	0.000409332787556	0.000409332787556
2017-03-07	0.000409332787556	0.000409332787556
2017-03-08	0.000409332787556	0.000409332787556
2017-03-09	0.0	0.0
2017-03-10	0.0	0.0
2017-03-11	0.0	0.0
2017-03-12	0.000755857898715	0.000755857898715
2017-03-13	0.000755857898715	0.000755857898715
2017-03-14	0.000755857898715	0.000755857898715
2017-03-15	0.000755857898715	0.000755857898715
2017-03-16	0.00194633408919	0.00135109599395
2017-03-17	0.00226592501281	0.00167068691757
2017-03-18	0.00226592501281	0.00167068691757
2017-03-19	0.00151006711409	0.000914829018856
2017-03-20	0.00187543065081	0.00237628316573
2017-03-21	0.00187543065081	0.00237628316573
2017-03-22	0.00187543065081	0.00237628316573
2017-03-23	0.000684954460337	0.00211173290118
2017-03-24	0.000702290760439	0.00179214197756
2017-03-25	0.000702290760439	0.00179214197756
2017-03-26	0.000702290760439	0.00179214197756
2017-03-27	0.00033692722372	0.000658341828067
2017-03-28	0.00033692722372	0.000658341828067
2017-03-29	0.00033692722372	0.000658341828067
2017-03-30	0.00033692722372	0.000327653997379
2017-03-31	1.23908819713e-19	0.000327653997379
2017-04-01	1.23908819713e-19	0.000327653997379
2017-04-02	1.23908819713e-19	0.000327653997379
2017-04-03	1.23908819713e-19	0.0
2017-04-04	1.23908819713e-19	0.0
2017-04-05	0.001287001287	0.001287001287
2017-04-06	0.001287001287	0.001287001287
2017-04-07	0.00157328814643	0.001287001287
2017-04-08	0.00157328814643	0.001287001287
2017-04-09	0.00157328814643	0.001287001287
2017-04-10	0.00157328814643	0.001287001287
2017-04-11	0.00157328814643	0.00160166459726
2017-04-12	0.000286286859433	0.000314663310258
2017-04-13	0.000286286859433	0.000314663310258
2017-04-14	3.09772049282e-19	0.000314663310258
2017-04-15	3.09772049282e-19	0.000314663310258
2017-04-16	3.09772049282e-19	0.000314663310258
2017-04-17	3.09772049282e-19	0.000314663310258
2017-04-18	3.09772049282e-19	0.0
2017-04-19	3.09772049282e-19	0.0
2017-04-20	3.09772049282e-19	0.0
2017-04-21	3.09772049282e-19	0.0
2017-04-22	3.09772049282e-19	0.0
2017-04-23	3.09772049282e-19	0.0
2017-04-24	3.09772049282e-19	0.0
2017-04-25	3.09772049282e-19	0.0
2017-04-26	3.09772049282e-19	0.0
2017-04-27	3.09772049282e-19	0.0
2017-04-28	3.09772049282e-19	0.0
2017-04-29	3.09772049282e-19	0.0
2017-04-30	3.09772049282e-19	0.0
2017-05-01	3.09772049282e-19	0.0
2017-05-02	3.09772049282e-19	0.000617093489664
2017-05-03	3.09772049282e-19	0.000617093489664
2017-05-04	3.09772049282e-19	0.000893948417681
2017-05-05	0.000646412411118	0.0015403608288
2017-05-06	0.000646412411118	0.0015403608288
2017-05-07	0.000646412411118	0.0015403608288
2017-05-08	0.000646412411118	0.0015403608288
2017-05-09	0.00147058823529	0.00174744316331
2017-05-10	0.00147058823529	0.00174744316331
2017-05-11	0.00147058823529	0.00147058823529
2017-05-12	0.000824175824176	0.000824175824176
2017-05-13	0.000824175824176	0.000824175824176
2017-05-14	0.000824175824176	0.000824175824176
2017-05-15	0.000824175824176	0.000824175824176
2017-05-16	3.71726459138e-19	0.0
2017-05-17	3.71726459138e-19	0.0
2017-05-18	0.000261164794986	0.0
2017-05-19	0.000261164794986	0.0
2017-05-20	0.000261164794986	0.0
2017-05-21	0.000261164794986	0.0
2017-05-22	0.000261164794986	0.0
2017-05-23	0.000261164794986	0.0
2017-05-24	0.000846644888662	0.000585480093677
2017-05-25	0.000585480093677	0.000585480093677
2017-05-26	0.000585480093677	0.000585480093677
2017-05-27	0.000585480093677	0.000585480093677
2017-05-28	0.000585480093677	0.000585480093677
2017-05-29	0.000585480093677	0.000585480093677
2017-05-30	0.000585480093677	0.000585480093677
2017-05-31	3.71726459138e-19	0.0
2017-06-01	3.71726459138e-19	0.0
2017-06-02	3.71726459138e-19	0.0
2017-06-03	3.71726459138e-19	0.0
2017-06-04	3.71726459138e-19	0.0
2017-06-05	3.71726459138e-19	0.0
2017-06-06	3.71726459138e-19	0.0
2017-06-07	3.71726459138e-19	0.0
2017-06-08	3.71726459138e-19	0.0
2017-06-09	3.71726459138e-19	0.0
2017-06-10	3.71726459138e-19	0.0
2017-06-11	3.71726459138e-19	0.0
2017-06-12	3.71726459138e-19	0.0
2017-06-13	3.71726459138e-19	0.0
2017-06-14	3.71726459138e-19	0.0
2017-06-15	3.71726459138e-19	0.0
2017-06-16	3.71726459138e-19	0.001053001053
2017-06-17	3.71726459138e-19	0.001053001053
2017-06-18	3.71726459138e-19	0.00186932758361
2017-06-19	0.000650829808005	0.00252015739162
2017-06-20	0.0012473105715	0.00311663815511
2017-06-21	0.00157124967095	0.00344057725456
2017-06-22	0.00371257729408	0.00558190487769
2017-06-23	0.00403003761154	0.00484636414215
2017-06-24	0.00403003761154	0.00484636414215
2017-06-25	0.00403003761154	0.00403003761154
2017-06-26	0.00337920780353	0.00337920780353
2017-06-27	0.00278272704004	0.00314076499206
2017-06-28	0.00245878794059	0.00281682589261
2017-06-29	0.00031746031746	0.000675498269483
2017-06-30	8.05407328132e-19	0.000358037952023
2017-07-01	8.05407328132e-19	0.000358037952023
2017-07-02	0.0016051364366	0.000358037952023
2017-07-03	0.00291275330485	0.00166565482028
2017-07-04	0.00291275330485	0.00130761686826
2017-07-05	0.00356210395421	0.00195696751761
2017-07-06	0.00356210395421	0.00195696751761
2017-07-07	0.00356210395421	0.00195696751761
2017-07-08	0.00356210395421	0.00195696751761
2017-07-09	0.00195696751761	0.00195696751761
2017-07-10	0.000649350649351	0.000649350649351
2017-07-11	0.000649350649351	0.000649350649351
2017-07-12	0.000943989930774	0.0
2017-07-13	0.000943989930774	0.0
2017-07-14	0.000943989930774	0.0
2017-07-15	0.000943989930774	0.0
2017-07-16	0.00159929792553	0.0
2017-07-17	0.00159929792553	0.0
2017-07-18	0.00159929792553	0.000271076172404
2017-07-19	0.00187630921576	0.000271076172404
2017-07-20	0.00187630921576	0.000271076172404
2017-07-21	0.00187630921576	0.000271076172404
2017-07-22	0.00187630921576	0.000271076172404
2017-07-23	0.001221001221	0.000271076172404
2017-07-24	0.001221001221	0.000271076172404
2017-07-25	0.001221001221	0.0
2017-07-26	9.91270557701e-19	0.0
2017-07-27	9.91270557701e-19	0.0
2017-07-28	9.91270557701e-19	0.0
2017-07-29	9.91270557701e-19	0.0
2017-07-30	0.000655307994758	0.0
2017-07-31	0.000655307994758	0.0
2017-08-01	0.000655307994758	0.0
2017-08-02	0.000655307994758	0.0
2017-08-03	0.000655307994758	0.0
2017-08-04	0.00161408076561	0.000958772770853
2017-08-05	0.00161408076561	0.000958772770853
2017-08-06	0.000958772770853	0.000958772770853
2017-08-07	0.000958772770853	0.000958772770853
2017-08-08	0.000958772770853	0.000958772770853
2017-08-09	0.000958772770853	0.000958772770853
2017-08-10	0.000958772770853	0.00120381075174
2017-08-11	1.11517937741e-18	0.000245037980887
2017-08-12	1.11517937741e-18	0.000245037980887
2017-08-13	1.11517937741e-18	0.000245037980887
2017-08-14	1.11517937741e-18	0.000245037980887
2017-08-15	1.11517937741e-18	0.000245037980887
2017-08-16	1.11517937741e-18	0.00291804065389
2017-08-17	0.00175932441942	0.00443232709243
2017-08-18	0.00175932441942	0.00443232709243
2017-08-19	0.00175932441942	0.00443232709243
2017-08-20	0.00175932441942	0.00443232709243
2017-08-21	0.00175932441942	0.00443232709243
2017-08-22	0.00175932441942	0.00443232709243
2017-08-23	0.00175932441942	0.00175932441942
2017-08-24	1.23908819713e-18	2.47817639425e-19
2017-08-25	0.000321027287319	2.47817639425e-19
2017-08-26	0.000321027287319	2.47817639425e-19
2017-08-27	0.000321027287319	2.47817639425e-19
2017-08-28	0.000321027287319	2.47817639425e-19
2017-08-29	0.000587551807575	0.000266524520256
2017-08-30	0.000587551807575	0.000266524520256
2017-08-31	0.000890215245832	0.000569187958513
2017-09-01	0.000569187958513	0.000569187958513
2017-09-02	0.000569187958513	0.000569187958513
2017-09-03	0.000569187958513	0.000569187958513
2017-09-04	0.000569187958513	0.000569187958513
2017-09-05	0.000302663438257	0.000302663438257
2017-09-06	0.000302663438257	0.000302663438257
2017-09-07	1.17713378727e-18	1.85863229569e-19
2017-09-08	1.17713378727e-18	1.85863229569e-19
2017-09-09	1.17713378727e-18	1.85863229569e-19
2017-09-10	1.17713378727e-18	1.85863229569e-19
2017-09-11	1.17713378727e-18	1.85863229569e-19
2017-09-12	1.17713378727e-18	0.000292740046838
2017-09-13	1.17713378727e-18	0.000292740046838
2017-09-14	1.17713378727e-18	0.000292740046838
2017-09-15	1.17713378727e-18	0.000292740046838
2017-09-16	0.0015612802498	0.00185402029664
2017-09-17	0.0015612802498	0.00390460129459
2017-09-18	0.0015612802498	0.00390460129459
2017-09-19	0.0015612802498	0.00361186124775
2017-09-20	0.0015612802498	0.00361186124775
2017-09-21	0.00303100394175	0.0050815849397
2017-09-22	0.00303100394175	0.0050815849397
2017-09-23	0.00146972369195	0.0035203046899
2017-09-24	0.00146972369195	0.00146972369195
2017-09-25	0.00146972369195	0.00146972369195
2017-09-26	0.00146972369195	0.00146972369195
2017-09-27	0.00146972369195	0.00146972369195
2017-09-28	9.91270557701e-19	0.0
2017-09-29	9.91270557701e-19	0.0
2017-09-30	9.91270557701e-19	0.0
2017-10-01	9.91270557701e-19	0.0
2017-10-02	9.91270557701e-19	0.0
2017-10-03	9.91270557701e-19	0.0
2017-10-04	9.91270557701e-19	0.0
2017-10-05	9.91270557701e-19	0.0
2017-10-06	9.91270557701e-19	0.0
2017-10-07	9.91270557701e-19	0.0
2017-10-08	9.91270557701e-19	0.0
2017-10-09	9.91270557701e-19	0.0
2017-10-10	9.91270557701e-19	0.0
2017-10-11	9.91270557701e-19	0.0
2017-10-12	9.91270557701e-19	0.0
2017-10-13	9.91270557701e-19	0.0
2017-10-14	9.91270557701e-19	0.0
2017-10-15	9.91270557701e-19	0.0
2017-10-16	9.91270557701e-19	0.0
2017-10-17	9.91270557701e-19	0.0
2017-10-18	9.91270557701e-19	0.0
2017-10-19	9.91270557701e-19	0.0
2017-10-20	9.91270557701e-19	0.0
2017-10-21	9.91270557701e-19	0.0
2017-10-22	9.91270557701e-19	0.0
2017-10-23	9.91270557701e-19	0.0
2017-10-24	0.00212314225053	0.00242644828632
2017-10-25	0.00212314225053	0.00242644828632
2017-10-26	0.00297517292364	0.0044145198569
2017-10-27	0.0032703323097	0.0044145198569
2017-10-28	0.0032703323097	0.0044145198569
2017-10-29	0.0032703323097	0.0044145198569
2017-10-30	0.0032703323097	0.0044145198569
2017-10-31	0.00114719005917	0.00198807157058
2017-11-01	0.00145178951089	0.0022926710223
2017-11-02	0.000882085207072	0.000304599451721
2017-11-03	0.000586925821004	0.000304599451721
2017-11-04	0.000586925821004	0.000304599451721
2017-11-05	0.000586925821004	0.000304599451721
2017-11-06	0.000586925821004	0.000304599451721
2017-11-07	0.000586925821004	0.000304599451721
2017-11-08	0.000282326369283	2.47817639425e-19
2017-11-09	1.11517937741e-18	2.47817639425e-19
2017-11-10	1.11517937741e-18	2.47817639425e-19
2017-11-11	1.11517937741e-18	2.47817639425e-19
2017-11-12	1.11517937741e-18	2.47817639425e-19
2017-11-13	1.11517937741e-18	2.47817639425e-19
2017-11-14	1.11517937741e-18	2.47817639425e-19
2017-11-15	1.11517937741e-18	0.000878220140515
2017-11-16	1.11517937741e-18	0.000878220140515
2017-11-17	1.11517937741e-18	0.000878220140515
2017-11-18	1.11517937741e-18	0.000878220140515
