Date	SNB Excess Sentiment
2017-01-01	-1.18067508152
2017-01-02	-0.705814732028
2017-01-03	-1.72841980076
2017-01-04	-1.92382489558
2017-01-05	-1.76075147809
2017-01-06	-1.23987669144
2017-01-07	0.00225428968689
2017-01-08	0.626525728029
2017-01-09	0.12765227748
2017-01-10	0.951373833144
2017-01-11	0.313790171243
2017-01-12	0.493333061113
2017-01-13	0.289255025104
2017-01-14	-0.209896209537
2017-01-15	-0.171344051785
2017-01-16	-0.0483539976644
2017-01-17	-0.127590677998
2017-01-18	-0.0203181763575
2017-01-19	0.297016720723
2017-01-20	0.10228943582
2017-01-21	-0.462853028761
2017-01-22	-0.471781198961
2017-01-23	-0.607006715701
2017-01-24	-0.663684266684
2017-01-25	0.206136368108
2017-01-26	-0.073690123173
2017-01-27	0.373622025517
2017-01-28	0.739912627415
2017-01-29	0.630399938602
2017-01-30	-0.154220184087
2017-01-31	-0.274430223873
2017-02-01	-0.875919663778
2017-02-02	-1.07956126266
2017-02-03	-1.92926753876
2017-02-04	-1.70809606267
2017-02-05	-1.61691653118
2017-02-06	-0.854580047681
2017-02-07	-1.12136086901
2017-02-08	-0.965815468178
2017-02-09	-0.566327256863
2017-02-10	-0.113936640887
2017-02-11	-0.653217011773
2017-02-12	-1.16549129767
2017-02-13	-1.49280974051
2017-02-14	-1.56259763741
2017-02-15	-1.14289222952
2017-02-16	-0.823547842824
2017-02-17	-0.403570932471
2017-02-18	0.184806416623
2017-02-19	0.41484332075
2017-02-20	0.547841122877
2017-02-21	0.688906675668
2017-02-22	-0.094894518153
2017-02-23	-0.471506167146
2017-02-24	-0.661745292544
2017-02-25	-1.06540097714
2017-02-26	-0.357501933371
2017-02-27	-0.647994346665
2017-02-28	-0.589144003905
2017-03-01	-0.0179976643097
2017-03-02	-0.152224083007
2017-03-03	-0.384914160168
2017-03-04	-0.53238786026
2017-03-05	-1.43082274919
2017-03-06	-1.2086969958
2017-03-07	-1.22252779647
2017-03-08	-1.65676333511
2017-03-09	-1.00725826853
2017-03-10	-0.93857835441
2017-03-11	-0.561394448279
2017-03-12	-0.336372749289
2017-03-13	-0.315117554806
2017-03-14	-0.286204353588
2017-03-15	-0.325413388536
2017-03-16	-1.09577245915
2017-03-17	-1.18384555393
2017-03-18	-1.00804161883
2017-03-19	-0.856004572595
2017-03-20	-0.979150125888
2017-03-21	-0.76199098557
2017-03-22	-0.941109203812
2017-03-23	-0.794855973088
2017-03-24	-0.732123188347
2017-03-25	-0.778011759791
2017-03-26	-0.691535732593
2017-03-27	-0.385340500854
2017-03-28	0.206867430854
2017-03-29	0.276803047093
2017-03-30	0.383991561623
2017-03-31	0.0773299401389
2017-04-01	-0.0649404881131
2017-04-02	-0.172404780764
2017-04-03	-0.123932434794
2017-04-04	-1.65146517164
2017-04-05	-1.29702084591
2017-04-06	-1.08388811321
2017-04-07	-0.957417187197
2017-04-08	-0.854664757264
2017-04-09	-0.841955263581
2017-04-10	-0.871030437037
2017-04-11	-1.11697191626
2017-04-12	-1.43057294025
2017-04-13	-0.963449952591
2017-04-14	-0.780144546206
2017-04-15	-1.26425043025
2017-04-16	-1.40923839067
2017-04-17	-1.51971391641
2017-04-18	-1.56336114451
2017-04-19	-1.56245436793
2017-04-20	-3.02071950179
2017-04-21	-3.06224895887
2017-04-22	-2.98096750705
2017-04-23	-1.79216607765
2017-04-24	-1.55889086184
2017-04-25	-0.695059957549
2017-04-26	-0.564200401024
2017-04-27	0.448280528606
2017-04-28	0.447641439431
2017-04-29	0.360771352198
2017-04-30	0.699673602836
2017-05-01	1.09634671364
2017-05-02	2.02371723471
2017-05-03	2.32672390776
2017-05-04	2.30195349609
2017-05-05	2.97761427956
2017-05-06	3.10216636418
2017-05-07	3.03932731673
2017-05-08	1.76636605401
2017-05-09	-0.46249772859
2017-05-10	-0.709448573796
2017-05-11	-0.667364906587
2017-05-12	-0.48111244743
2017-05-13	-0.451588271783
2017-05-14	-0.374196127213
2017-05-15	-0.339767468969
2017-05-16	-0.609016186367
2017-05-17	-0.494306404468
2017-05-18	-0.341150269358
2017-05-19	-0.910740845647
2017-05-20	-0.988235830403
2017-05-21	-0.606836721159
2017-05-22	-0.181262223716
2017-05-23	-0.0734546629567
2017-05-24	0.140086989488
2017-05-25	-0.128581802726
2017-05-26	0.0979509652635
2017-05-27	0.100646359318
2017-05-28	-0.49734618364
2017-05-29	-0.875860683251
2017-05-30	-0.911057324087
2017-05-31	-0.821171727109
2017-06-01	-0.944501401798
2017-06-02	-0.870239716779
2017-06-03	-0.932082762036
2017-06-04	-0.641913477905
2017-06-05	-0.56009931539
2017-06-06	0.378445114576
2017-06-07	0.436456862319
2017-06-08	2.06188218928
2017-06-09	2.13722636995
2017-06-10	1.68674775356
2017-06-11	1.36011888591
2017-06-12	1.20907658168
2017-06-13	0.571846818551
2017-06-14	0.451914798553
2017-06-15	-0.140875944344
2017-06-16	-0.664666437989
2017-06-17	-0.238371078046
2017-06-18	-0.204128964403
2017-06-19	-0.175954687893
2017-06-20	0.201305771567
2017-06-21	0.123029946284
2017-06-22	0.547748373312
2017-06-23	0.592522401859
2017-06-24	0.29531131427
2017-06-25	0.353146801381
2017-06-26	0.0552932119358
2017-06-27	-0.0735293828792
2017-06-28	-0.0155853589756
2017-06-29	-0.541913731121
2017-06-30	-0.43399677414
2017-07-01	-0.466283913416
2017-07-02	-0.424893404836
2017-07-03	-0.752843043969
2017-07-04	-1.39721914843
2017-07-05	-1.18528252003
2017-07-06	-1.10004744045
2017-07-07	-0.919297415732
2017-07-08	-0.930835664103
2017-07-09	-0.950033352923
2017-07-10	-0.715777548242
2017-07-11	-1.04366551881
2017-07-12	-1.9022763099
2017-07-13	-1.49082371921
2017-07-14	-1.53977025107
2017-07-15	-1.51997511286
2017-07-16	-1.90245408148
2017-07-17	-1.33110054433
2017-07-18	-0.947905170337
2017-07-19	-0.485565437537
2017-07-20	-0.782727932422
2017-07-21	-0.899972436931
2017-07-22	-0.721200206377
2017-07-23	1.03422002823
2017-07-24	1.03259836996
2017-07-25	0.928404889487
2017-07-26	1.2559798464
2017-07-27	0.304380572767
2017-07-28	-0.119129415869
2017-07-29	-0.307767917637
2017-07-30	-0.295293323882
2017-07-31	-0.91258510026
2017-08-01	-1.31249559848
2017-08-02	-1.42114990822
2017-08-03	-1.00756913916
2017-08-04	-0.949158358412
2017-08-05	-0.949306482566
2017-08-06	-0.548442995499
2017-08-07	-0.554129093217
2017-08-08	-0.239530220781
2017-08-09	-0.316557893893
2017-08-10	-0.460787314046
2017-08-11	-0.248123565412
2017-08-12	-0.150513245227
2017-08-13	-0.723613850266
2017-08-14	-0.384355022115
2017-08-15	-0.281004986114
2017-08-16	-0.171913465041
2017-08-17	-0.120539714298
2017-08-18	0.0901096402861
2017-08-19	0.0505119709403
2017-08-20	0.377565323311
2017-08-21	-1.43830100127
2017-08-22	-1.58013470537
