Date	PBOC Hawkish	PBOC Dovish
2017-01-01	0.00863871385975	0.00854701322885
2017-01-02	0.00799989968179	0.00665486564134
2017-01-03	0.00975274806041	0.00689071637846
2017-01-04	0.00980403800245	0.00534762183645
2017-01-05	0.0139867921852	0.00387384841145
2017-01-06	0.0150768061416	0.00519800894975
2017-01-07	0.0144184782943	0.00453968110248
2017-01-08	0.0126899881561	0.00432290676171
2017-01-09	0.0131375308932	0.00587570179277
2017-01-10	0.0122593180831	0.0052914189999
2017-01-11	0.010786564033	0.00470231737987
2017-01-12	0.0077443858411	0.00516278640321
2017-01-13	0.00565185348102	0.003825480351
2017-01-14	0.00630120413037	0.003825480351
2017-01-15	0.00576212057241	0.00328639679305
2017-01-16	0.00358820752894	0.00173360176199
2017-01-17	0.00330881005566	0.00173360176199
2017-01-18	0.0039090501517	0.00203372181001
2017-01-19	0.00307049771866	0.000608001821418
2017-01-20	0.00246151570872	0.000614783358277
2017-01-21	0.00252645077366	0.00132906907256
2017-01-22	0.00317580142301	0.00262777037126
2017-01-23	0.00350725651084	0.00329068054694
2017-01-24	0.00291201841561	0.00329068054694
2017-01-25	0.00292097722301	0.00329515995064
2017-01-26	0.00292551405757	0.00360172034303
2017-01-27	0.00261085074731	0.00328705703278
2017-01-28	0.00262916576563	0.00257277131849
2017-01-29	0.00267667922777	0.00266779824279
2017-01-30	0.00269280842913	0.0027000566455
2017-01-31	0.00301097578516	0.00301822400152
2017-02-01	0.00303669751664	0.00334854518472
2017-02-02	0.00338096693224	0.00369281460033
2017-02-03	0.00496826851955	0.00528011618763
2017-02-04	0.00423566778695	0.00528011618763
2017-02-05	0.00794409001906	0.00388638796464
2017-02-06	0.0092891259059	0.00454531552708
2017-02-07	0.00897095854987	0.00422714817105
2017-02-08	0.00989561371034	0.00483988817244
2017-02-09	0.0104528781337	0.00479310548011
2017-02-10	0.00917817423316	0.00414359695314
2017-02-11	0.0100285143692	0.00499393708919
2017-02-12	0.0056232280256	0.00729808455463
2017-02-13	0.00456694256162	0.00594398841381
2017-02-14	0.00623194422663	0.00660998907981
2017-02-15	0.0056831501024	0.0053623284435
2017-02-16	0.00504877933634	0.00475828132782
2017-02-17	0.00758068228167	0.00382048826749
2017-02-18	0.00673034214562	0.00297014813144
2017-02-19	0.00673034214562	0.000666000666001
2017-02-20	0.0067331892808	0.000666000666001
2017-02-21	0.00568795830064	2.47817639425e-19
2017-02-22	0.00618729441867	0.000906070673513
2017-02-23	0.00618046437742	0.00118951738553
2017-02-24	0.00333596374531	0.00118951738553
2017-02-25	0.00333596374531	0.00118951738553
2017-02-26	0.00333596374531	0.00118951738553
2017-02-27	0.00269678189807	0.00118951738553
2017-02-28	0.00207701121322	0.00118951738553
2017-03-01	0.00123445016636	0.000951003454341
2017-03-02	0.00148622231744	0.00148622231744
2017-03-03	0.00212397741948	0.00212397741948
2017-03-04	0.00513149621647	0.00212397741948
2017-03-05	0.00721194004449	0.00212397741948
2017-03-06	0.00839257758876	0.00241913680554
2017-03-07	0.0102358955611	0.00241913680554
2017-03-08	0.0104860506573	0.00175158006322
2017-03-09	0.0107308377585	0.00128739871356
2017-03-10	0.0130285034001	0.00130195933233
2017-03-11	0.0109367355189	0.00130195933233
2017-03-12	0.00961214958957	0.00130195933233
2017-03-13	0.00843151204529	0.00100679994626
2017-03-14	0.00788395047074	0.00165467814516
2017-03-15	0.00696623863226	0.00165467814516
2017-03-16	0.0118551669083	0.00397876534828
2017-03-17	0.0105177007827	0.00428522239832
2017-03-18	0.0135702038352	0.00745982557293
2017-03-19	0.0142013084885	0.00815330684893
2017-03-20	0.0156627626354	0.00924939745909
2017-03-21	0.0147180065886	0.00860151926019
2017-03-22	0.0150265533334	0.00921861274985
2017-03-23	0.0100662358731	0.00720141698266
2017-03-24	0.00880520847876	0.00657957143552
2017-03-25	0.0048369545105	0.00340496826092
2017-03-26	0.0064895056363	0.00575100066273
2017-03-27	0.00535570548681	0.00498256404995
2017-03-28	0.00569483626072	0.00567269517486
2017-03-29	0.00567315124853	0.0050556016852
2017-03-30	0.00501722221025	0.00439422602382
2017-03-31	0.00500132227385	0.0040572988001
2017-04-01	0.00578625163021	0.0040572988001
2017-04-02	0.0027467379524	0.00101778512229
2017-04-03	0.00305259678365	0.000690131124914
2017-04-04	0.00236246565874	0.0
2017-04-05	0.0052931071436	0.00289575289575
2017-04-06	0.0055890839414	0.00352786414733
2017-04-07	0.00870349896727	0.00352786414733
2017-04-08	0.00791856961092	0.00352786414733
2017-04-09	0.00859561768133	0.00352786414733
2017-04-10	0.00829202897015	0.00385778826479
2017-04-11	0.00860669228041	0.00385778826479
2017-04-12	0.00686498599324	0.00184751352724
2017-04-13	0.00854167705047	0.00294700400726
2017-04-14	0.00560399481691	0.00294700400726
2017-04-15	0.00560399481691	0.00294700400726
2017-04-16	0.00571621272913	0.00294700400726
2017-04-17	0.00576124174254	0.00261707988981
2017-04-18	0.0057564637747	0.00261707988981
2017-04-19	0.00579719702331	0.0017316017316
2017-04-20	0.00389423887035	0.000811688311688
2017-04-21	0.00433839401834	0.00112566005423
2017-04-22	0.00433839401834	0.00112566005423
2017-04-23	0.00354912803571	0.00112566005423
2017-04-24	0.00350795327601	0.00145943842539
2017-04-25	0.0034781799784	0.00173955047021
2017-04-26	0.00196164979945	0.00173955047021
2017-04-27	0.00155580564361	0.000927862158523
2017-04-28	0.00119109099318	0.00119109099318
2017-04-29	0.00205689185898	0.00205689185898
2017-04-30	0.00205689185898	0.00205689185898
2017-05-01	0.00213011389482	0.00172311348782
2017-05-02	0.00215854859483	0.00175154818783
2017-05-03	0.00304586004115	0.00204731866994
2017-05-04	0.00332271496917	0.00204731866994
2017-05-05	0.00371513300865	0.00243973670942
2017-05-06	0.00284933214285	0.00157393584362
2017-05-07	0.00284933214285	0.00157393584362
2017-05-08	0.00445440417045	0.00329856935899
2017-05-09	0.0049700332498	0.00299002261416
2017-05-10	0.00540241827329	0.00401394860187
2017-05-11	0.00541358177845	0.00401394860187
2017-05-12	0.00594456340187	0.00424481017727
2017-05-13	0.00594456340187	0.00424481017727
2017-05-14	0.00730510761956	0.00424481017727
2017-05-15	0.00529303518495	0.00252017666189
2017-05-16	0.00771561260753	0.00252017666189
2017-05-17	0.00669046694773	0.00120048019208
2017-05-18	0.00666361330954	0.00146164498706
2017-05-19	0.00545396448056	0.0005521162061
2017-05-20	0.01013780523	0.0005521162061
2017-05-21	0.0101916881693	0.0005521162061
2017-05-22	0.0105216122867	0.0005521162061
2017-05-23	0.00808348437691	0.0005521162061
2017-05-24	0.00925263380109	0.00143033634662
2017-05-25	0.00931614433078	0.00116917155163
2017-05-26	0.00932594479936	0.000878220140515
2017-05-27	0.00464210404995	0.000878220140515
2017-05-28	0.00322767689295	0.00167187093417
2017-05-29	0.00401673822868	0.00204486608523
2017-05-30	0.00349325688947	0.00204486608523
2017-05-31	0.00434974227013	0.00182955612039
2017-06-01	0.00886285863584	0.00239870808396
2017-06-02	0.00856210675614	0.00239870808396
2017-06-03	0.00856210675614	0.00239870808396
2017-06-04	0.0100124330796	0.00160505729031
2017-06-05	0.0130256790313	0.00388849661386
2017-06-06	0.0139615362546	0.00388849661386
2017-06-07	0.0119311217206	0.00351535751904
2017-06-08	0.00771580124094	0.00325744116082
2017-06-09	0.00872658291209	0.00359436838454
2017-06-10	0.0096030071014	0.00447079257384
2017-06-11	0.00815268077798	0.00447079257384
2017-06-12	0.00468645003902	0.00181435809923
2017-06-13	0.00437343913279	0.00241968497574
2017-06-14	0.00471858868686	0.00212991389489
2017-06-15	0.00809858053035	0.00243444183634
2017-06-16	0.00919380096519	0.00315051566562
2017-06-17	0.0102743239383	0.00227409147631
2017-06-18	0.0102743239383	0.00309041800692
2017-06-19	0.00960832327231	0.00309041800692
2017-06-20	0.00929681372103	0.00308157189391
2017-06-21	0.00995764948391	0.00308157189391
2017-06-22	0.00626109037588	0.00277171229327
2017-06-23	0.0047900089048	0.00171871124027
2017-06-24	0.00283306174237	0.00171871124027
2017-06-25	0.00283306174237	0.000902384709656
2017-06-26	0.00318579542844	0.000902384709656
2017-06-27	0.00366342852101	0.000305903946161
2017-06-28	0.00268654967424	0.000305903946161
