Date	FederalReserve Excess Sentiment
2017-05-27	-0.781853060772
2017-05-28	-0.69059686984
2017-05-29	-0.560895440938
2017-05-30	-0.454729056227
2017-05-31	-0.338722668819
2017-06-01	-0.133455562009
2017-06-02	-0.227974801896
2017-06-03	-0.33432963835
2017-06-04	-0.458759131426
2017-06-05	-0.571179880563
2017-06-06	-0.516750499692
2017-06-07	-0.498953262217
2017-06-08	-0.786934773641
2017-06-09	-0.678211353683
2017-06-10	-0.550007474021
2017-06-11	-0.466087062808
2017-06-12	-0.539232626489
2017-06-13	-0.537712168793
2017-06-14	-0.619068182064
2017-06-15	-0.533235453946
2017-06-16	-0.508855394331
2017-06-17	-0.412083289181
2017-06-18	-0.330674247411
2017-06-19	-0.232903686465
2017-06-20	-0.185013069561
2017-06-21	-0.0906633266324
2017-06-22	-0.0408594209646
2017-06-23	-0.128329910613
2017-06-24	-0.283066375549
2017-06-25	-0.374640545991
2017-06-26	-0.374043244576
2017-06-27	-0.530280549136
2017-06-28	-0.6478342565
2017-06-29	-0.707959916041
2017-06-30	-0.678752469595
2017-07-01	-0.322704702986
2017-07-02	-0.283279394122
2017-07-03	-0.222520895002
2017-07-04	-0.164878102019
2017-07-05	-0.0993114054444
2017-07-06	-0.119866063298
2017-07-07	-0.161656333179
2017-07-08	-0.531938306572
2017-07-09	-0.404841644346
2017-07-10	-0.425255946082
2017-07-11	-0.460938652807
2017-07-12	-0.50433391358
2017-07-13	-0.437367146176
2017-07-14	-0.477209513698
2017-07-15	-0.423434195161
2017-07-16	-0.600700395078
2017-07-17	-0.644351439539
2017-07-18	-0.63990751633
2017-07-19	-0.610721849844
2017-07-20	-0.58143639806
2017-07-21	-0.41613213202
2017-07-22	-0.364669052776
2017-07-23	-0.293570296122
2017-07-24	-0.334719033452
2017-07-25	-0.326065713626
2017-07-26	-0.250731703073
2017-07-27	-0.294640530082
2017-07-28	-0.443454656977
2017-07-29	-0.42327344805
2017-07-30	-0.340938713235
2017-07-31	-0.400788823757
2017-08-01	-0.337006359856
2017-08-02	-0.369495186111
2017-08-03	-0.353892674827
2017-08-04	-0.273905221129
2017-08-05	-0.274405335717
2017-08-06	-0.380759036561
2017-08-07	-0.329405917905
2017-08-08	-0.343686342949
2017-08-09	-0.424382700437
2017-08-10	-0.503414192291
2017-08-11	-0.649524915248
2017-08-12	-0.765599574579
2017-08-13	-0.787765843506
2017-08-14	-0.729282698861
2017-08-15	-0.727382182964
2017-08-16	-0.634661296672
2017-08-17	-0.523232001833
2017-08-18	-0.399325976729
2017-08-19	-0.416823268729
2017-08-20	-0.297550408156
2017-08-21	-0.326324482725
2017-08-22	-0.378765809492
2017-08-23	-0.400884440572
2017-08-24	-0.345223836177
2017-08-25	-0.275658187147
2017-08-26	-0.163509339646
2017-08-27	-0.337219573179
2017-08-28	-0.340446929908
2017-08-29	-0.216580062926
2017-08-30	-0.175598368064
2017-08-31	-0.259831740745
2017-09-01	-0.411283521778
2017-09-02	-0.535897387848
2017-09-03	-0.51260133984
2017-09-04	-0.462106994401
2017-09-05	-0.572638591383
2017-09-06	-0.745439477632
2017-09-07	-0.741657282065
2017-09-08	-0.645472218327
2017-09-09	-0.469445100793
2017-09-10	-0.445865346645
2017-09-11	-0.459125138865
2017-09-12	-0.265111199954
2017-09-13	-0.170414710937
2017-09-14	-0.107661053763
2017-09-15	-0.137419352693
2017-09-16	-0.295187705341
2017-09-17	-0.355914325951
2017-09-18	-0.369105011637
2017-09-19	-0.547029816961
2017-09-20	-0.553186397293
2017-09-21	-0.534639571748
2017-09-22	-0.537211773194
2017-09-23	-0.474094745566
2017-09-24	-0.354718517057
2017-09-25	-0.378791953657
2017-09-26	-0.373113090513
2017-09-27	-0.293087473303
2017-09-28	-0.3089982237
2017-09-29	-0.306464899503
2017-09-30	-0.207193737112
2017-10-01	-0.3039619169
2017-10-02	-0.214388850902
2017-10-03	-0.0713887587428
2017-10-04	-0.139445034035
2017-10-05	-0.172815022237
2017-10-06	-0.114072040986
2017-10-07	-0.165871233215
2017-10-08	-0.193170745452
2017-10-09	-0.217965433685
2017-10-10	-0.233334512885
2017-10-11	-0.194719641723
2017-10-12	-0.267344817955
2017-10-13	-0.245942236241
2017-10-14	-0.269549036497
2017-10-15	-0.131335241774
2017-10-16	-0.195001594414
2017-10-17	-0.222571524774
2017-10-18	-0.224385070185
2017-10-19	-0.224177063026
2017-10-20	-0.271246655502
2017-10-21	-0.313795662057
2017-10-22	-0.172552738231
2017-10-23	-0.087339926948
2017-10-24	-0.157519468259
2017-10-25	-0.171162802985
2017-10-26	-0.0830327540642
2017-10-27	-0.185303164212
2017-10-28	-0.107187762066
2017-10-29	-0.204462527759
2017-10-30	-0.278341107721
2017-10-31	-0.263896469621
2017-11-01	-0.158825853968
2017-11-02	-0.0682342878201
2017-11-03	0.0210008984477
2017-11-04	0.190787104651
2017-11-05	0.117201743415
2017-11-06	0.0729965470781
2017-11-07	0.0859020198145
2017-11-08	-0.0836076479838
2017-11-09	-0.21889855473
2017-11-10	-0.270670976889
2017-11-11	-0.411423577327
2017-11-12	-0.428676272842
2017-11-13	-0.33088828578
2017-11-14	-0.340948077737
2017-11-15	-0.302049921824
2017-11-16	-0.360548009057
2017-11-17	-0.414238369749
2017-11-18	-0.573603632234
2017-11-19	-0.632006980844
2017-11-20	-0.700452272347
2017-11-21	-0.705110284767
2017-11-22	-0.809678978167
2017-11-23	-0.806339486648
2017-11-24	-0.841714889504
2017-11-25	-0.684360350548
2017-11-26	-0.610840133047
2017-11-27	-0.608985600285
2017-11-28	-0.600699465338
2017-11-29	-0.39696238489
2017-11-30	-0.287148697859
2017-12-01	-0.121828895986
2017-12-02	-0.235819407995
2017-12-03	-0.203296452756
2017-12-04	-0.202912716344
2017-12-05	-0.181571588255
2017-12-06	-0.190106256028
2017-12-07	-0.21933008406
2017-12-08	-0.274380638545
2017-12-09	-0.253761562798
2017-12-10	-0.250921159973
2017-12-11	-0.302467508288
2017-12-12	-0.327637365443
2017-12-13	-0.343443013443
2017-12-14	-0.360826276428
2017-12-15	-0.286914928243
2017-12-16	-0.192876233288
2017-12-17	-0.175665056388
2017-12-18	-0.107546304212
2017-12-19	-0.0947610240522
2017-12-20	-0.116888594134
2017-12-21	-0.130682269113
2017-12-22	-0.238328594799
2017-12-23	-0.340348050107
2017-12-24	-0.527867196457
2017-12-25	-0.45844056602
2017-12-26	-0.398103666899
2017-12-27	-0.426107442594
2017-12-28	-0.419153960998
2017-12-29	-0.370382930566
2017-12-30	-0.179847184145
2017-12-31	0.019405214589
2018-01-01	0.0222320495239
2018-01-02	-0.119210572662
2018-01-03	-0.0639823180118
2018-01-04	0.00568970767555
2018-01-05	-0.0304568921072
2018-01-06	-0.0977257381395
2018-01-07	-0.10851135968
2018-01-08	-0.127598011075
2018-01-09	-0.0993101369238
2018-01-10	-0.0846246295179
2018-01-11	-0.139561906027
2018-01-12	-0.0926107138576
2018-01-13	-0.0881672580662
2018-01-14	-0.243060231267
2018-01-15	-0.294474072097
2018-01-16	-0.307790857256
2018-01-17	-0.349828867804
2018-01-18	-0.365593065873
2018-01-19	-0.369507492431
2018-01-20	-0.559408751132
2018-01-21	-0.390068658065
2018-01-22	-0.316581304106
2018-01-23	-0.255300863639
2018-01-24	-0.332117201336
2018-01-25	-0.323134124601
2018-01-26	-0.354201072423
2018-01-27	-0.488654807754
2018-01-28	-0.587073404632
2018-01-29	-0.607835216813
2018-01-30	-0.630767160569
2018-01-31	-0.57826664098
2018-02-01	-0.53674434847
2018-02-02	-0.554405057552
2018-02-03	-0.612384787941
2018-02-04	-0.750666210009
2018-02-05	-0.921643530486
2018-02-06	-0.963548594986
2018-02-07	-0.969235761169
2018-02-08	-1.11307365489
2018-02-09	-1.15020732944
2018-02-10	-1.13936869351
2018-02-11	-1.0798984437
2018-02-12	-0.973836908831
2018-02-13	-0.990105819198
2018-02-14	-0.976682390572
2018-02-15	-0.839566618387
2018-02-16	-0.782933744763
2018-02-17	-0.551126090994
2018-02-18	-0.547790275845
2018-02-19	-0.479381559185
2018-02-20	-0.465117977863
2018-02-21	-0.469734629921
2018-02-22	-0.498646177925
2018-02-23	-0.52605298733
2018-02-24	-0.565938134194
2018-02-25	-0.486958990889
2018-02-26	-0.600646920254
2018-02-27	-0.579086316519
2018-02-28	-0.690923458107
2018-03-01	-0.784799238728
2018-03-02	-0.744842122294
2018-03-03	-0.814994384236
2018-03-04	-0.788540024858
2018-03-05	-0.780085225852
2018-03-06	-0.780984270699
2018-03-07	-0.749907787814
2018-03-08	-0.662247263724
2018-03-09	-0.656357913105
2018-03-10	-0.44999317524
2018-03-11	-0.383301231107
2018-03-12	-0.384714298822
2018-03-13	-0.448004627638
2018-03-14	-0.508292817297
2018-03-15	-0.471230428187
2018-03-16	-0.501412761298
2018-03-17	-0.531756332321
2018-03-18	-0.789290485985
2018-03-19	-0.836679808455
2018-03-20	-0.877609512761
2018-03-21	-0.857835222046
2018-03-22	-1.01467051077
2018-03-23	-1.05174492713
2018-03-24	-1.37920042793
2018-03-25	-1.55532259756
2018-03-26	-1.40450161545
2018-03-27	-1.32752380873
2018-03-28	-1.15241833347
2018-03-29	-1.03713874895
2018-03-30	-1.03102737581
2018-03-31	-0.871809889425
2018-04-01	-0.833745025312
2018-04-02	-0.910298376357
2018-04-03	-0.901753331542
2018-04-04	-0.858489209098
2018-04-05	-0.7855562717
2018-04-06	-0.76800272621
2018-04-07	-1.14361884968
2018-04-08	-1.00030941208
2018-04-09	-0.971893834975
2018-04-10	-0.90369864053
2018-04-11	-1.02191071871
2018-04-12	-1.05443717518
2018-04-13	-1.02396663063
2018-04-14	-0.733630419736
2018-04-15	-0.795467799695
2018-04-16	-0.712290813159
2018-04-17	-0.695006158884
2018-04-18	-0.654418579035
2018-04-19	-0.692820111133
2018-04-20	-0.666364968267
2018-04-21	-0.868297683925
2018-04-22	-0.679673985052
2018-04-23	-0.77784403576
2018-04-24	-0.806569933092
2018-04-25	-0.786260904679
2018-04-26	-0.842593445254
2018-04-27	-0.902391617208
2018-04-28	-0.52452710822
2018-04-29	-0.595999146001
2018-04-30	-0.613986838571
2018-05-01	-0.607728576942
2018-05-02	-0.628555139937
2018-05-03	-0.562558811333
2018-05-04	-0.489833344425
2018-05-05	-0.527823502056
2018-05-06	-0.456221043057
2018-05-07	-0.414150074389
2018-05-08	-0.425825121277
2018-05-09	-0.511115772114
2018-05-10	-0.609325561857
2018-05-11	-0.647979758801
2018-05-12	-0.710742856061
2018-05-13	-0.772321196802
2018-05-14	-0.682076009647
2018-05-15	-0.720796632738
2018-05-16	-0.696471527857
2018-05-17	-0.592928768149
2018-05-18	-0.422632340177
2018-05-19	-0.451037275716
2018-05-20	-0.345039973262
2018-05-21	-0.444222494393
2018-05-22	-0.444387583677
2018-05-23	-0.448893223324
2018-05-24	-0.480447518826
2018-05-25	-0.570949694988
2018-05-26	-0.656650848889
2018-05-27	-0.764935688481
2018-05-28	-0.756631364104
2018-05-29	-0.792559997402
2018-05-30	-0.755463434148
2018-05-31	-0.741221073821
2018-06-01	-0.751187549548
2018-06-02	-0.668449158154
2018-06-03	-0.64227898657
2018-06-04	-0.591316403356
2018-06-05	-0.568074866111
2018-06-06	-0.58433078608
2018-06-07	-0.633143417199
2018-06-08	-0.679998298546
2018-06-09	-0.61550582246
2018-06-10	-0.649482394384
2018-06-11	-0.768313855508
2018-06-12	-0.684713745275
2018-06-13	-0.668316851472
2018-06-14	-0.676591021094
2018-06-15	-0.708305024509
2018-06-16	-0.896728479179
2018-06-17	-0.873068919453
2018-06-18	-0.862259953728
2018-06-19	-0.859951721868
2018-06-20	-0.81972078235
2018-06-21	-0.787721889481
2018-06-22	-0.714794732154
2018-06-23	-0.538507852575
2018-06-24	-0.440238337515
2018-06-25	-0.372471097534
2018-06-26	-0.425034815593
2018-06-27	-0.54388636716
2018-06-28	-0.521906136083
2018-06-29	-0.660309592027
2018-06-30	-0.856365653099
2018-07-01	-0.937731560797
2018-07-02	-1.05698723768
2018-07-03	-1.0536793459
2018-07-04	-0.950871000435
2018-07-05	-0.941128918908
2018-07-06	-0.883043411945
2018-07-07	-0.784792520983
2018-07-08	-0.708754993739
2018-07-09	-0.633239205578
2018-07-10	-0.592490968125
2018-07-11	-0.542275199021
2018-07-12	-0.561584183879
2018-07-13	-0.630026494776
2018-07-14	-0.433101065763
2018-07-15	-0.485127953204
2018-07-16	-0.440999518957
2018-07-17	-0.470724455579
2018-07-18	-0.505395656994
2018-07-19	-0.488290828941
2018-07-20	-0.377612041054
2018-07-21	-0.429108439234
2018-07-22	-0.331009770104
2018-07-23	-0.334063229903
2018-07-24	-0.432203010285
2018-07-25	-0.475625968619
2018-07-26	-0.461971014267
2018-07-27	-0.507234384532
2018-07-28	-0.586073285559
2018-07-29	-0.782640729497
2018-07-30	-0.838595362374
2018-07-31	-0.801516264919
2018-08-01	-0.748132317435
2018-08-02	-0.700234300273
2018-08-03	-0.629327585804
2018-08-04	-0.580762554117
2018-08-05	-0.408595992949
2018-08-06	-0.205495923014
2018-08-07	-0.164563951481
2018-08-08	-0.146419312365
2018-08-09	-0.161732368314
2018-08-10	-0.0951953946204
2018-08-11	-0.225342058707
2018-08-12	-0.228244518657
2018-08-13	-0.40651220019
2018-08-14	-0.294977570034
2018-08-15	-0.3518868259
2018-08-16	-0.385223642422
2018-08-17	-0.464930067002
2018-08-18	-0.283650520383
2018-08-19	-0.477782553056
2018-08-20	-0.438444074561
2018-08-21	-0.556498616753
2018-08-22	-0.577414940959
2018-08-23	-0.69446983497
2018-08-24	-0.731327992872
2018-08-25	-0.958222388084
2018-08-26	-0.99739054311
2018-08-27	-0.963602159545
2018-08-28	-0.892449436952
2018-08-29	-0.740791471174
2018-08-30	-0.594852305196
2018-08-31	-0.587087361064
2018-09-01	-0.423927103669
2018-09-02	-0.298036047217
2018-09-03	-0.350790274576
2018-09-04	-0.369089912944
2018-09-05	-0.525154254257
2018-09-06	-0.632857828456
2018-09-07	-0.584217848334
2018-09-08	-0.565982803921
2018-09-09	-0.600511722093
2018-09-10	-0.643613015045
2018-09-11	-0.754916026279
2018-09-12	-0.703430481414
2018-09-13	-0.694421829369
2018-09-14	-0.7169701106
2018-09-15	-0.713306905821
2018-09-16	-0.499134985097
2018-09-17	-0.422981660955
2018-09-18	-0.386858134768
2018-09-19	-0.447524841333
2018-09-20	-0.365211282231
2018-09-21	-0.348269819446
2018-09-22	-0.459674552047
2018-09-23	-0.563692145879
2018-09-24	-0.567036527728
2018-09-25	-0.503593149564
2018-09-26	-0.502723064028
2018-09-27	-0.547531727485
2018-09-28	-0.482260818112
2018-09-29	-0.415573940952
2018-09-30	-0.438109575639
2018-10-01	-0.454344617957
2018-10-02	-0.490494537018
2018-10-03	-0.433001711567
2018-10-04	-0.374871977169
2018-10-05	-0.45406213376
2018-10-06	-0.510534783488
2018-10-07	-0.587966954351
2018-10-08	-0.549367459251
2018-10-09	-0.572779107652
2018-10-10	-0.678045892662
2018-10-11	-0.810042557761
2018-10-12	-0.947325313724
2018-10-13	-1.11355605282
2018-10-14	-1.08118468154
2018-10-15	-1.14140909226
2018-10-16	-1.0761556681
2018-10-17	-1.06340445791
2018-10-18	-1.04009439335
2018-10-19	-0.881146923499
2018-10-20	-0.737691795481
2018-10-21	-0.789948792551
2018-10-22	-0.845198857657
2018-10-23	-0.946891989734
2018-10-24	-0.968739528508
2018-10-25	-0.917121192072
2018-10-26	-1.04058512212
2018-10-27	-1.25412040546
2018-10-28	-1.35782979302
2018-10-29	-1.38133247508
2018-10-30	-1.45419610689
2018-10-31	-1.3615419882
2018-11-01	-1.37597749502
2018-11-02	-1.25412176685
2018-11-03	-1.08449410235
2018-11-04	-0.874946451631
2018-11-05	-0.807703719735
2018-11-06	-0.703319936077
2018-11-07	-0.697495654717
2018-11-08	-0.684730131459
2018-11-09	-0.767880493161
2018-11-10	-0.738323910385
2018-11-11	-0.796966340107
2018-11-12	-0.820080622647
2018-11-13	-0.699655461277
2018-11-14	-0.709737104408
2018-11-15	-0.63225517522
2018-11-16	-0.549565263142
2018-11-17	-0.663479413787
2018-11-18	-0.609274209161
2018-11-19	-0.623932406653
2018-11-20	-0.819946134595
2018-11-21	-0.845141133657
2018-11-22	-0.926504931276
2018-11-23	-1.03997940444
2018-11-24	-1.01608540026
2018-11-25	-1.12544460678
2018-11-26	-1.08284372208
2018-11-27	-1.05392438136
2018-11-28	-1.00234563064
2018-11-29	-1.0132251696
2018-11-30	-1.02500314889
2018-12-01	-1.04909560749
2018-12-02	-0.867670877064
2018-12-03	-0.870801832126
2018-12-04	-0.804738719843
2018-12-05	-0.869266707884
2018-12-06	-0.994976181345
2018-12-07	-1.04212306048
2018-12-08	-1.12480193533
2018-12-09	-1.36130366212
2018-12-10	-1.40770972765
2018-12-11	-1.43665238115
2018-12-12	-1.44113175764
2018-12-13	-1.30168277611
2018-12-14	-1.18922569159
2018-12-15	-1.02717210245
2018-12-16	-0.974275417938
2018-12-17	-1.00875546018
2018-12-18	-1.08036801404
2018-12-19	-1.10395888166
2018-12-20	-1.191378752
2018-12-21	-1.36059497967
2018-12-22	-1.33746741137
2018-12-23	-1.46458544272
2018-12-24	-1.52575888127
2018-12-25	-1.78794086105
2018-12-26	-1.91566447742
2018-12-27	-1.8871300329
2018-12-28	-1.97874227271
2018-12-29	-1.93679959903
2018-12-30	-1.85810707804
2018-12-31	-1.77006377681
2019-01-01	-1.62726208912
2019-01-02	-1.6028276492
2019-01-03	-1.58069591629
2019-01-04	-1.34048590743
2019-01-05	-1.26294759419
2019-01-06	-1.20036799863
2019-01-07	-1.17962210347
2019-01-08	-1.02075329513
2019-01-09	-0.849435406502
2019-01-10	-0.750006842038
2019-01-11	-0.719560951175
2019-01-12	-0.592787998027
2019-01-13	-0.551098542329
2019-01-14	-0.561353117176
2019-01-15	-0.512856994378
2019-01-16	-0.539933966192
2019-01-17	-0.57448056765
2019-01-18	-0.644646340728
2019-01-19	-0.764539542449
2019-01-20	-0.727187203838
2019-01-21	-0.752416808057
2019-01-22	-0.793220276035
2019-01-23	-0.838656309415
2019-01-24	-0.870329145547
2019-01-25	-0.979546406849
2019-01-26	-1.03519499507
2019-01-27	-1.1640240414
2019-01-28	-1.15645653063
2019-01-29	-1.16070879118
2019-01-30	-1.14341029625
2019-01-31	-1.23747527037
2019-02-01	-1.05615184854
2019-02-02	-1.06494226468
2019-02-03	-1.01253310156
2019-02-04	-1.05075018752
2019-02-05	-1.07766332756
2019-02-06	-1.09831590042
2019-02-07	-1.03497413944
2019-02-08	-1.17866392292
2019-02-09	-1.11935364058
2019-02-10	-1.20258018621
2019-02-11	-1.12089665825
2019-02-12	-1.06468285487
2019-02-13	-1.05541687566
2019-02-14	-1.15821823195
2019-02-15	-1.07601319081
2019-02-16	-1.17821154216
2019-02-17	-1.09524039045
2019-02-18	-1.05937983685
2019-02-19	-0.986340141336
2019-02-20	-0.928339007022
2019-02-21	-0.755257445907
2019-02-22	-0.796899020881
2019-02-23	-0.727779475699
2019-02-24	-0.829295741774
2019-02-25	-0.84147208383
2019-02-26	-0.980467835734
2019-02-27	-1.05587218984
2019-02-28	-1.03234000454
2019-03-01	-0.977017051256
2019-03-02	-1.04818401657
2019-03-03	-0.988623399263
2019-03-04	-1.0649787651
2019-03-05	-0.997247329896
2019-03-06	-0.973782424808
2019-03-07	-1.0717989649
2019-03-08	-1.02883419604
2019-03-09	-1.12832848215
2019-03-10	-1.20678909221
2019-03-11	-1.1960439609
2019-03-12	-1.28193787185
2019-03-13	-1.31531425099
2019-03-14	-1.19784937955
2019-03-15	-1.23406795034
2019-03-16	-1.11152597418
2019-03-17	-1.01453779152
2019-03-18	-1.03363579149
2019-03-19	-0.98685262916
2019-03-20	-0.988925750382
2019-03-21	-1.15988923949
2019-03-22	-1.14530441269
2019-03-23	-1.15575061661
2019-03-24	-1.21309378337
2019-03-25	-1.2081499756
2019-03-26	-1.23618906963
2019-03-27	-1.1706883121
2019-03-28	-1.07452965963
2019-03-29	-1.06118507876
2019-03-30	-1.11174992787
2019-03-31	-1.13035782657
2019-04-01	-1.15407220135
2019-04-02	-1.07087638546
2019-04-03	-1.05905486914
2019-04-04	-1.05873789169
2019-04-05	-1.0121124233
2019-04-06	-0.615092796906
2019-04-07	-0.508127371133
2019-04-08	-0.424151880909
2019-04-09	-0.39459434683
2019-04-10	-0.44231047097
2019-04-11	-0.436859132508
2019-04-12	-0.534257009129
2019-04-13	-0.84590877041
2019-04-14	-0.822970438379
2019-04-15	-0.789268473808
2019-04-16	-0.740542705652
2019-04-17	-0.647433087218
2019-04-18	-0.607992463092
2019-04-19	-0.608425029153
2019-04-20	-0.67016760734
2019-04-21	-0.505810567691
2019-04-22	-0.613056740458
2019-04-23	-0.675033863524
2019-04-24	-0.751572955483
2019-04-25	-0.764504703239
2019-04-26	-0.710447287719
2019-04-27	-0.822127307454
2019-04-28	-1.07308241285
2019-04-29	-0.990524198887
2019-04-30	-1.01413159044
2019-05-01	-0.989182893957
2019-05-02	-1.0480092104
2019-05-03	-1.07210713245
2019-05-04	-0.604085534271
2019-05-05	-0.552862917596
2019-05-06	-0.49834117036
2019-05-07	-0.37480754836
2019-05-08	-0.276966666039
2019-05-09	-0.275632090028
2019-05-10	-0.243335622285
2019-05-11	-0.970113830026
2019-05-12	-0.983330055757
2019-05-13	-1.10992585235
2019-05-14	-1.19899027499
2019-05-15	-1.31495019153
2019-05-16	-1.33800239555
2019-05-17	-1.28440906817
2019-05-18	-0.843420822917
2019-05-19	-1.00045802855
2019-05-20	-0.967968093616
2019-05-21	-0.901604144685
2019-05-22	-0.791799259977
2019-05-23	-0.856932894491
2019-05-24	-0.960418777717
2019-05-25	-1.00804951419
2019-05-26	-0.880288205691
2019-05-27	-0.897126212941
2019-05-28	-1.06011283321
2019-05-29	-1.16025165452
2019-05-30	-1.08653245703
2019-05-31	-1.12009105221
2019-06-01	-1.30470864148
2019-06-02	-1.23686917485
2019-06-03	-1.17205681366
2019-06-04	-1.0749511629
2019-06-05	-1.13415289266
2019-06-06	-1.15719510236
2019-06-07	-1.16142677606
2019-06-08	-1.1674013203
2019-06-09	-1.13288527051
2019-06-10	-1.18078102137
2019-06-11	-1.28617598058
2019-06-12	-1.24116424282
2019-06-13	-1.2841452759
2019-06-14	-1.25881523599
2019-06-15	-1.07412553302
2019-06-16	-1.16946952464
2019-06-17	-1.14480539065
2019-06-18	-1.07030144868
2019-06-19	-1.04453591287
2019-06-20	-1.02372235499
2019-06-21	-1.00587527332
2019-06-22	-1.02617089391
2019-06-23	-0.981220678376
2019-06-24	-0.956178675168
2019-06-25	-0.940950209643
2019-06-26	-0.942402834274
2019-06-27	-0.843484536819
2019-06-28	-0.934884154794
2019-06-29	-0.980858772362
2019-06-30	-1.13151219839
2019-07-01	-1.14724729913
2019-07-02	-1.15618907906
2019-07-03	-1.18558067355
2019-07-04	-1.32586252384
2019-07-05	-1.18368905364
2019-07-06	-1.06677182675
2019-07-07	-1.0728704127
2019-07-08	-1.17637462211
2019-07-09	-1.19630200564
2019-07-10	-1.26733423549
2019-07-11	-1.14439928691
2019-07-12	-1.20399544982
2019-07-13	-1.23903534753
2019-07-14	-1.23621381695
2019-07-15	-1.086203508
2019-07-16	-1.05028943311
2019-07-17	-0.937088315879
2019-07-18	-0.929243344581
