Date	ECB Hawkish	ECB Dovish
2017-01-01	0.0469614347621	0.0281919320745
2017-01-02	0.0391856228107	0.0232957858246
2017-01-03	0.0406114153333	0.0232608713651
2017-01-04	0.0403395786405	0.0227648243542
2017-01-05	0.0368301458628	0.0160112066249
2017-01-06	0.0396053990338	0.0179238144941
2017-01-07	0.0373511248901	0.0231006652931
2017-01-08	0.0333493564678	0.0253625344013
2017-01-09	0.0330547476221	0.0248784001197
2017-01-10	0.0289623832442	0.0242875590506
2017-01-11	0.0239765870019	0.0207615763416
2017-01-12	0.0260303944449	0.0259962806781
2017-01-13	0.0252657130346	0.0286230263264
2017-01-14	0.0254821632511	0.0266749743783
2017-01-15	0.0267444076794	0.0284763023647
2017-01-16	0.02792056732	0.0292604087917
2017-01-17	0.0279448627524	0.0263510307548
2017-01-18	0.0303521017987	0.0290546226518
2017-01-19	0.0355727086068	0.0291577085368
2017-01-20	0.03538011296	0.0299294474313
2017-01-21	0.0422632298431	0.033241135743
2017-01-22	0.0405844208473	0.0354584306433
2017-01-23	0.038539272433	0.0354208187184
2017-01-24	0.0385173618282	0.0368760480494
2017-01-25	0.0385755940763	0.0375345203935
2017-01-26	0.0283294772827	0.0336535824873
2017-01-27	0.0249194382416	0.0280323573791
2017-01-28	0.0156886690109	0.0223730167198
2017-01-29	0.0166706138953	0.0180651294851
2017-01-30	0.0184569229453	0.0188570732716
2017-01-31	0.0195155288517	0.0202858984532
2017-02-01	0.0174604978841	0.0175959468507
2017-02-02	0.0198326747702	0.0187607366788
2017-02-03	0.0229728026162	0.0209542294605
2017-02-04	0.0261999552104	0.0205647455267
2017-02-05	0.0269858460146	0.0189684048308
2017-02-06	0.0302986043348	0.022281163151
2017-02-07	0.0336678982328	0.0273469122711
2017-02-08	0.035506118237	0.029196222592
2017-02-09	0.0328092336203	0.026777970187
2017-02-10	0.0286676616013	0.0251566301849
2017-02-11	0.0249433870814	0.0267496724651
2017-02-12	0.0223516441173	0.027165840069
2017-02-13	0.0184853829758	0.0223450768594
2017-02-14	0.0162189209155	0.016761656843
2017-02-15	0.0161821384675	0.016337923042
2017-02-16	0.0230061727502	0.0176812607541
2017-02-17	0.024912880322	0.0186536332045
2017-02-18	0.0248542361747	0.0152522726603
2017-02-19	0.0243913024373	0.0175143352405
2017-02-20	0.0256796311049	0.0181592113581
2017-02-21	0.0251385958567	0.0176644060911
2017-02-22	0.0235465613007	0.015573035417
2017-02-23	0.0166482196347	0.013551343206
2017-02-24	0.0162018005373	0.0121037023301
2017-02-25	0.0168035938815	0.0128516454864
2017-02-26	0.0163698204834	0.0104609249259
2017-02-27	0.0140675444668	0.00914999145573
2017-02-28	0.0119754404965	0.00837452228176
2017-03-01	0.0152017295302	0.00877181027957
2017-03-02	0.0210266000706	0.0113220185195
2017-03-03	0.022136171597	0.0131167561987
2017-03-04	0.0251555000228	0.0153763318394
2017-03-05	0.0299148232977	0.0208291363903
2017-03-06	0.034899946262	0.0222886400212
2017-03-07	0.0400402557296	0.0245815477429
2017-03-08	0.0524422306684	0.030310099445
2017-03-09	0.0603719107489	0.0354882099933
2017-03-10	0.081326097218	0.0433960820462
2017-03-11	0.0907149539753	0.052293325154
2017-03-12	0.101164872886	0.0597821890922
2017-03-13	0.115470727459	0.0654471658267
2017-03-14	0.117732031366	0.0662956772743
2017-03-15	0.103841929937	0.0621340087573
2017-03-16	0.0952035924675	0.0568433316925
2017-03-17	0.0803294806457	0.0521392159743
2017-03-18	0.0736139739302	0.0457900096251
2017-03-19	0.0652444988479	0.0389946269628
2017-03-20	0.0513168408281	0.0338210792829
2017-03-21	0.0491853693089	0.0366569392616
2017-03-22	0.0487270560542	0.037791281901
2017-03-23	0.0461146221918	0.0385187951286
2017-03-24	0.0442762206288	0.0378720757595
2017-03-25	0.0419200698351	0.032316520204
2017-03-26	0.0420233542805	0.0277941369892
2017-03-27	0.0377403886012	0.0288407862033
2017-03-28	0.0334987104465	0.0235401722071
2017-03-29	0.0355550691736	0.0215587816649
2017-03-30	0.0409931332881	0.0192766465887
2017-03-31	0.0415905166129	0.0202745568828
2017-04-01	0.0422895943209	0.0265539917336
2017-04-02	0.0462714899687	0.033359715045
2017-04-03	0.0480957453732	0.0322895723883
2017-04-04	0.0511224223129	0.0340801828746
2017-04-05	0.0524288061494	0.037185267305
2017-04-06	0.0509385109162	0.0437019624786
2017-04-07	0.0471723911969	0.0429376730651
2017-04-08	0.0429784620811	0.0387437439494
2017-04-09	0.0325862176816	0.0308468208225
2017-04-10	0.0334172460572	0.0326017830348
2017-04-11	0.0318118744078	0.0318874122764
2017-04-12	0.0259405958093	0.0282417949944
2017-04-13	0.0206640630991	0.0217284951183
2017-04-14	0.0165812334278	0.0169234644497
2017-04-15	0.0171250002606	0.0174672312824
2017-04-16	0.0215202018227	0.0250194967751
2017-04-17	0.0191960119769	0.0241050614259
2017-04-18	0.0169790349016	0.0212683136657
2017-04-19	0.0179133929581	0.0213009002646
2017-04-20	0.0192571880519	0.022933295647
2017-04-21	0.0215851736552	0.024265761091
2017-04-22	0.0236397418366	0.0239784088978
2017-04-23	0.018292788274	0.0184017918729
2017-04-24	0.0163356731003	0.0160285488087
2017-04-25	0.0243696025072	0.0224413525419
2017-04-26	0.0287122312784	0.0307519379225
2017-04-27	0.0333172721913	0.0427888533193
2017-04-28	0.0377065337234	0.04746671514
2017-04-29	0.0425465024978	0.0511854008259
2017-04-30	0.042082887039	0.0497336221321
2017-05-01	0.0446713335527	0.0528022910886
2017-05-02	0.0400274025461	0.0494736162061
2017-05-03	0.0368226423812	0.0432032819855
2017-05-04	0.0341021026261	0.0288980438262
2017-05-05	0.0301191574667	0.0243032921726
2017-05-06	0.0205953479429	0.0199742878436
2017-05-07	0.0247504650093	0.0203741870471
2017-05-08	0.0298301904109	0.0255022283925
2017-05-09	0.031829217302	0.0262290933202
2017-05-10	0.0357999189474	0.0285843280137
2017-05-11	0.0354471521843	0.0303682561386
2017-05-12	0.0379173710411	0.0313609609128
2017-05-13	0.0399581873676	0.0337109918343
2017-05-14	0.038591878132	0.0314395747929
2017-05-15	0.0325103055747	0.0267498415782
2017-05-16	0.0294383775028	0.0273515126344
2017-05-17	0.0254554791364	0.0255719631679
2017-05-18	0.0252332784439	0.0237095843778
2017-05-19	0.0250590743427	0.0264999062092
2017-05-20	0.0284827388905	0.0294440346803
2017-05-21	0.0335948827579	0.0287907040411
2017-05-22	0.038928981359	0.0285714053674
2017-05-23	0.038647187681	0.026274731201
2017-05-24	0.0471185414076	0.0297640718418
2017-05-25	0.048974592121	0.0336530530617
2017-05-26	0.0473562897459	0.0299686894031
2017-05-27	0.0491250819277	0.027463723939
2017-05-28	0.0518360673119	0.0315184151224
2017-05-29	0.0498427398765	0.030213362804
2017-05-30	0.0574281082233	0.0369120947202
2017-05-31	0.0529718032412	0.0342339647789
2017-06-01	0.0512759890952	0.0335923752927
2017-06-02	0.0571064743993	0.0361043370152
2017-06-03	0.0558255822957	0.0383862624436
2017-06-04	0.0504472888463	0.0408759892988
2017-06-05	0.0548877807067	0.0464516502863
2017-06-06	0.0516634601171	0.0437372987696
2017-06-07	0.0539755778596	0.0518468550971
2017-06-08	0.0600576919802	0.0612992416294
2017-06-09	0.0604252489515	0.0665614322689
2017-06-10	0.0649899582708	0.0685229530736
2017-06-11	0.0733585473645	0.0761663790056
2017-06-12	0.0719811368962	0.0716027608056
2017-06-13	0.0719190520883	0.071851100037
2017-06-14	0.0632812981362	0.0629106962893
2017-06-15	0.0554635158508	0.0507523846888
2017-06-16	0.0534287072123	0.0466397201987
2017-06-17	0.0468255112654	0.0417893726305
2017-06-18	0.0360120863694	0.0293432946733
2017-06-19	0.0309336416554	0.0282760248133
2017-06-20	0.0281433248635	0.0245998329891
2017-06-21	0.0294520388253	0.0227339437763
2017-06-22	0.0337129379719	0.0227220768129
2017-06-23	0.0329415172005	0.0179578320486
2017-06-24	0.0367795608601	0.0206884559962
2017-06-25	0.041056590821	0.0288777742767
2017-06-26	0.0459426353426	0.0308873117456
2017-06-27	0.0565066236014	0.0364978187767
2017-06-28	0.075290029821	0.0453960209147
2017-06-29	0.089277811377	0.0546964546987
2017-06-30	0.100313993966	0.0581155614719
2017-07-01	0.102085865505	0.0557038474323
2017-07-02	0.104160589729	0.0498809588697
2017-07-03	0.105829011993	0.0495193463037
2017-07-04	0.111150286193	0.0474826811418
2017-07-05	0.103734933688	0.0405369483032
2017-07-06	0.101147172526	0.0358527037454
2017-07-07	0.100966305684	0.040463744283
2017-07-08	0.0973538262094	0.0401718267497
2017-07-09	0.097742950194	0.0447359268194
2017-07-10	0.0982246307177	0.0477419186753
2017-07-11	0.0845884516084	0.0437066813919
2017-07-12	0.0778846928121	0.0435865372189
2017-07-13	0.0712990798435	0.0489890276592
2017-07-14	0.0647978851029	0.0495143694897
2017-07-15	0.0712730125268	0.0546568849372
2017-07-16	0.0715907376152	0.0570729194633
2017-07-17	0.068478027563	0.0539920692889
2017-07-18	0.0791042135213	0.0579768890232
2017-07-19	0.0889798004894	0.0636636887629
2017-07-20	0.089713434112	0.0716030449719
2017-07-21	0.104686798485	0.0824460520712
2017-07-22	0.105813854526	0.087841414403
2017-07-23	0.111590911848	0.0923365973144
2017-07-24	0.111833177429	0.0947194781776
2017-07-25	0.0991112543903	0.0948648935333
2017-07-26	0.0928110372958	0.0923849679372
2017-07-27	0.090646837197	0.077279870216
2017-07-28	0.0721313547789	0.0588743228791
2017-07-29	0.0668071042318	0.0516749032593
2017-07-30	0.05971943092	0.0425925643845
2017-07-31	0.0606321727966	0.0403254874187
2017-08-01	0.0671928283744	0.0411326489741
2017-08-02	0.0676827637966	0.0363391966071
2017-08-03	0.064365609908	0.036507977633
2017-08-04	0.0632830199639	0.0393629034497
2017-08-05	0.0559922295941	0.0329820311873
2017-08-06	0.0532411167513	0.0277041451754
2017-08-07	0.0539507895921	0.0286486014478
2017-08-08	0.0497386284475	0.0276076071133
2017-08-09	0.0429860013306	0.0293388333078
2017-08-10	0.0399274372531	0.027912222183
2017-08-11	0.0385287974046	0.0262558477187
2017-08-12	0.0417711115575	0.0294981618716
2017-08-13	0.0383245657381	0.0324102749532
2017-08-14	0.0347877880293	0.0336509351517
2017-08-15	0.0358723749526	0.0316804393902
2017-08-16	0.0417527770594	0.0372638412
2017-08-17	0.0469492721714	0.0440373911002
2017-08-18	0.0451606016426	0.0444254338722
2017-08-19	0.0465143203877	0.0418545058354
2017-08-20	0.0474906540595	0.0429368414487
2017-08-21	0.0505145318514	0.0399711923792
2017-08-22	0.0529715887712	0.0428278123373
2017-08-23	0.0509737002187	0.0459288448501
2017-08-24	0.0515598968311	0.0416895708524
2017-08-25	0.065051680404	0.0497253301251
2017-08-26	0.066240550014	0.0523325808527
2017-08-27	0.0720344742232	0.0540359242633
2017-08-28	0.0792846732555	0.0597425444604
2017-08-29	0.0754306959902	0.0559038283128
2017-08-30	0.0728273558036	0.0498669307952
2017-08-31	0.0751008068492	0.0505607188019
2017-09-01	0.0716878514937	0.0468178943058
2017-09-02	0.0767784167347	0.0481352903601
2017-09-03	0.0807819598995	0.0525117982448
2017-09-04	0.0712703858785	0.0489335691372
2017-09-05	0.0707516661133	0.0508450944599
2017-09-06	0.0783069870923	0.0578823921376
2017-09-07	0.0805696659619	0.0688937575621
2017-09-08	0.0840621137885	0.0750825042472
2017-09-09	0.0896520250611	0.0766913925965
2017-09-10	0.0850785357464	0.0745188636659
2017-09-11	0.0871510955395	0.075118526608
2017-09-12	0.0877397233756	0.0729623230372
2017-09-13	0.0788361619511	0.0597070209163
2017-09-14	0.0719261348037	0.0469333732142
2017-09-15	0.0673130309063	0.0392411720975
2017-09-16	0.0585362206622	0.038382899253
2017-09-17	0.0616909606591	0.035385896256
2017-09-18	0.0643110055585	0.0386217800066
2017-09-19	0.0650967814737	0.0413540204437
2017-09-20	0.0720912278423	0.0459620458665
2017-09-21	0.0769602802024	0.0495901299157
2017-09-22	0.0742798756033	0.0469432966332
2017-09-23	0.0785499770865	0.0471267470626
2017-09-24	0.0715780016934	0.0417952364679
2017-09-25	0.0651806378816	0.036068099562
2017-09-26	0.0649670356943	0.0320096580036
2017-09-27	0.0613849712277	0.0300781269074
2017-09-28	0.0521881086885	0.0247155576056
2017-09-29	0.0529673970392	0.0261127019958
2017-09-30	0.0524967116552	0.0279417688827
2017-10-01	0.0517726793522	0.0290835121297
2017-10-02	0.0523785373725	0.0307788700037
2017-10-03	0.0567415860236	0.0326692257848
2017-10-04	0.0546229419559	0.0317612354701
2017-10-05	0.0603448139576	0.0331656174042
2017-10-06	0.0569000776608	0.0328080882719
2017-10-07	0.04635693816	0.0263937679288
2017-10-08	0.0445845817078	0.0279706438899
2017-10-09	0.0473716497123	0.0263421998701
2017-10-10	0.0467517104697	0.0261550269973
2017-10-11	0.0491711687083	0.0301463625629
2017-10-12	0.0465463037407	0.0301359611732
2017-10-13	0.0540814758548	0.0362271834556
2017-10-14	0.0594531650975	0.0401558712553
2017-10-15	0.0586299340484	0.042672037123
2017-10-16	0.0586840892071	0.0437051509197
2017-10-17	0.0571970898302	0.0462947552767
2017-10-18	0.0638519298608	0.0494440349026
2017-10-19	0.0657530717654	0.0488329994221
2017-10-20	0.0611096911999	0.0413867936749
2017-10-21	0.064954591819	0.0393014238476
2017-10-22	0.0779976728185	0.0410374556444
2017-10-23	0.0859963849139	0.0447229127949
2017-10-24	0.0931169120455	0.0549147120684
2017-10-25	0.0974957180752	0.0556284986312
2017-10-26	0.108641578892	0.070428400264
2017-10-27	0.125448441318	0.089729567361
2017-10-28	0.126293295389	0.0987413441147
2017-10-29	0.130066991722	0.104204050073
2017-10-30	0.124228177791	0.104965683631
2017-10-31	0.114800810108	0.0933304612693
2017-11-01	0.10168521749	0.0885356061265
2017-11-02	0.0843454391074	0.0720495422724
2017-11-03	0.062440844669	0.0534105410416
2017-11-04	0.0545320867602	0.0437091313402
2017-11-05	0.0369768388007	0.0317287962726
2017-11-06	0.0346358480401	0.0275442290601
2017-11-07	0.0380256414575	0.0289633904746
2017-11-08	0.0386740591745	0.0274639245041
2017-11-09	0.0398106324591	0.0285999387267
2017-11-10	0.0366013797058	0.0263472775074
2017-11-11	0.0326053757098	0.0233502745104
2017-11-12	0.0417982543313	0.0290588325745
2017-11-13	0.043867986347	0.0290186027964
2017-11-14	0.0430276502125	0.0256572582586
2017-11-15	0.0409948030203	0.0257841541587
2017-11-16	0.0420011331615	0.0247314493566
2017-11-17	0.0487561918729	0.0271665635297
2017-11-18	0.0541470274524	0.0271665635297
2017-11-19	0.0463040799753	0.0221465609487
2017-11-20	0.0412328753679	0.0193269484206
2017-11-21	0.0352190412628	0.0217736413835
2017-11-22	0.0341666751243	0.0216232141953
2017-11-23	0.036350966243	0.0268362388755
2017-11-24	0.0307510004413	0.0277522638158
2017-11-25	0.0253601648618	0.031215467279
2017-11-26	0.0284024929041	0.0355540916176
2017-11-27	0.0272897334747	0.0384609153661
2017-11-28	0.0254044079159	0.0351178638598
2017-11-29	0.0251293493593	0.032078433986
2017-11-30	0.0217885543518	0.0262871573614
2017-12-01	0.0212504524246	0.0208793816399
2017-12-02	0.022121532564	0.018287258316
2017-12-03	0.0171525884646	0.0126833935817
