Date	FederalReserve Hawkish	FederalReserve Dovish
2017-04-04	0.103627065963	0.065078907957
2017-04-05	0.11151964012	0.069211267511
2017-04-06	0.119350383037	0.0795005513662
2017-04-07	0.122827642532	0.0773826719476
2017-04-08	0.114405407832	0.0695219195613
2017-04-09	0.108447976121	0.0499318736462
2017-04-10	0.112009839819	0.0485982779342
2017-04-11	0.113589698227	0.0470635583378
2017-04-12	0.0996267979006	0.0421867807338
2017-04-13	0.0933069623772	0.0384911646488
2017-04-14	0.0914236536992	0.0370956408984
2017-04-15	0.0866321083138	0.034843806485
2017-04-16	0.0948539406827	0.0458897896449
2017-04-17	0.088286632266	0.0444956221144
2017-04-18	0.0843816674114	0.0444287305647
2017-04-19	0.0918972651123	0.0439361715893
2017-04-20	0.0899852882003	0.0406713808245
2017-04-21	0.0846554264244	0.0392776526015
2017-04-22	0.0876007864049	0.0430850691616
2017-04-23	0.0748948979631	0.0308126300709
2017-04-24	0.0713232065741	0.0279409095967
2017-04-25	0.0730403359421	0.029484867744
2017-04-26	0.0628474689864	0.0308872121212
2017-04-27	0.0545116333384	0.0268569216025
2017-04-28	0.0540644614627	0.0247954909696
2017-04-29	0.0562076734419	0.025306455415
2017-04-30	0.0627565729513	0.0295505237864
2017-05-01	0.0709526862876	0.0328388588504
2017-05-02	0.0833925650469	0.0334359875507
2017-05-03	0.110932276584	0.0363797737608
2017-05-04	0.136697388382	0.0405421995861
2017-05-05	0.152279845141	0.0427236782382
2017-05-06	0.160072052933	0.039260474775
2017-05-07	0.167683832977	0.0375567946067
2017-05-08	0.171644102531	0.0385894455388
2017-05-09	0.171098212137	0.0378791946665
2017-05-10	0.152192808827	0.0341824051765
2017-05-11	0.144425241935	0.0367209862504
2017-05-12	0.141793419975	0.0406225468746
2017-05-13	0.137495337106	0.0511358431022
2017-05-14	0.133995971258	0.0532458396432
2017-05-15	0.127124083408	0.0539664212336
2017-05-16	0.118428233803	0.0523294218694
2017-05-17	0.119228214756	0.0524586704927
2017-05-18	0.118834887937	0.0461954542904
2017-05-19	0.109155252336	0.0430383869828
2017-05-20	0.105859835808	0.0401611705224
2017-05-21	0.113632449804	0.0355339731088
2017-05-22	0.12112634751	0.0364079141142
2017-05-23	0.122938514759	0.0373969765098
2017-05-24	0.134261216901	0.0449810562799
2017-05-25	0.141226600694	0.0503592703876
2017-05-26	0.147342705621	0.0505258783535
2017-05-27	0.156799320805	0.0511039473068
2017-05-28	0.150387251026	0.0555043873508
2017-05-29	0.141867800578	0.0513161600426
2017-05-30	0.149299836775	0.0538937541804
2017-05-31	0.139233246905	0.0458688733141
2017-06-01	0.130987011069	0.0438082845005
2017-06-02	0.136967872313	0.0461630350131
2017-06-03	0.129616197466	0.0387683049692
2017-06-04	0.128697657461	0.0395337549733
2017-06-05	0.137127810266	0.0420021505701
2017-06-06	0.124674694519	0.0370505153789
2017-06-07	0.115635988229	0.03481168081
2017-06-08	0.101887062364	0.0322058576042
2017-06-09	0.0977397945376	0.0365307779668
2017-06-10	0.099988239928	0.0453732720197
2017-06-11	0.116388612476	0.0475040832057
2017-06-12	0.133651652467	0.0546257494183
2017-06-13	0.172609869391	0.0742755911021
2017-06-14	0.199361535575	0.0880925201725
2017-06-15	0.241173087782	0.100069724848
2017-06-16	0.263063423351	0.101966285706
2017-06-17	0.275969669975	0.100357507057
2017-06-18	0.268378993894	0.100136982829
2017-06-19	0.259061052913	0.0959285868209
2017-06-20	0.237765931418	0.0806892615518
2017-06-21	0.223888380398	0.0787391481731
2017-06-22	0.196052439848	0.0749733651118
2017-06-23	0.175870699667	0.0695383196767
2017-06-24	0.168922778733	0.0675055218491
2017-06-25	0.154901936354	0.0705710885013
2017-06-26	0.148460328242	0.0692196122827
2017-06-27	0.149725046853	0.0720869057774
2017-06-28	0.144623006037	0.066453402376
2017-06-29	0.153998382881	0.0665767177753
2017-06-30	0.152523474077	0.0642381591634
2017-07-01	0.139800452052	0.0617772264699
2017-07-02	0.15095956547	0.059335369976
2017-07-03	0.139877916097	0.0558249837043
2017-07-04	0.131235710168	0.0537364289842
2017-07-05	0.151968548758	0.0610242304684
2017-07-06	0.148821770972	0.0609482808415
2017-07-07	0.150634695078	0.0649677804149
2017-07-08	0.156728473586	0.0636176618234
2017-07-09	0.160068454454	0.0639257183112
2017-07-10	0.175364934369	0.0681685324915
2017-07-11	0.183017270666	0.0703160581684
2017-07-12	0.177815314032	0.0635522272856
2017-07-13	0.189394880656	0.0862309212752
2017-07-14	0.20124123143	0.0975153784674
2017-07-15	0.216537794544	0.114218587557
2017-07-16	0.211401238949	0.118401967887
2017-07-17	0.214428564528	0.119513240421
2017-07-18	0.211356367908	0.118645796669
2017-07-19	0.197308130291	0.11869689584
2017-07-20	0.168527964034	0.0941378694604
2017-07-21	0.149793890356	0.0835701321255
2017-07-22	0.131242101573	0.0754742988851
2017-07-23	0.134024286393	0.0779173330761
2017-07-24	0.121263760495	0.0757718965883
2017-07-25	0.125821571605	0.0763875797167
2017-07-26	0.145401731205	0.0867524128921
2017-07-27	0.169614412044	0.0966020707624
2017-07-28	0.172542625072	0.0955128873577
2017-07-29	0.175352304633	0.09661339642
2017-07-30	0.173225427808	0.0928597462395
2017-07-31	0.17909653127	0.100408556198
2017-08-01	0.16709827799	0.0991821351871
2017-08-02	0.152896839286	0.0860174199014
2017-08-03	0.140078306467	0.0772739008722
2017-08-04	0.150236500733	0.0769795919892
2017-08-05	0.150019036028	0.0741124915377
2017-08-06	0.148318777447	0.0667742227315
2017-08-07	0.146295618457	0.0596709889889
2017-08-08	0.148049284908	0.0619468334382
2017-08-09	0.134458126555	0.0613455046
2017-08-10	0.131120709255	0.0562055879129
2017-08-11	0.125270133476	0.0538498935243
2017-08-12	0.124072170014	0.0513497958642
2017-08-13	0.119785801321	0.0545618456865
2017-08-14	0.119994901354	0.0549183114578
2017-08-15	0.125478633636	0.0493173265356
2017-08-16	0.14214732955	0.052487537253
2017-08-17	0.150467153605	0.0568420915192
2017-08-18	0.138123260457	0.0572967215124
2017-08-19	0.13402418493	0.0552945828643
2017-08-20	0.125633294402	0.0522456322835
2017-08-21	0.119392781668	0.0492980541968
2017-08-22	0.113938149408	0.0539501501692
2017-08-23	0.103098886468	0.05823918387
2017-08-24	0.0903443353635	0.0573878030758
2017-08-25	0.0977502765277	0.0596515493059
2017-08-26	0.102684773943	0.0583846457834
2017-08-27	0.109383100001	0.0650126649836
2017-08-28	0.121460603064	0.0710329305407
2017-08-29	0.111774153628	0.064298417305
2017-08-30	0.108862644197	0.0560721382876
2017-08-31	0.109951979828	0.0507524650378
2017-09-01	0.116526917935	0.0477802420598
2017-09-02	0.115517067301	0.0490471455824
2017-09-03	0.11826768211	0.0447813615989
2017-09-04	0.101755652535	0.0381578032306
2017-09-05	0.103681507133	0.0431520333091
2017-09-06	0.111461630677	0.0586145401509
2017-09-07	0.112819491805	0.0672648769512
2017-09-08	0.115303638006	0.0736675057994
2017-09-09	0.121704498392	0.0768592627402
2017-09-10	0.126832055488	0.0840281221868
2017-09-11	0.127340528108	0.0827324115948
2017-09-12	0.129578572982	0.076881807648
2017-09-13	0.123609518694	0.0601917983109
2017-09-14	0.134856125269	0.056564698252
2017-09-15	0.129701020457	0.0525229675067
2017-09-16	0.130240136565	0.0539807374637
2017-09-17	0.131712348564	0.0495115224682
2017-09-18	0.156219786674	0.060056670881
2017-09-19	0.170969776403	0.0724390612832
2017-09-20	0.195780351392	0.0829227558457
2017-09-21	0.221005076886	0.0963221319243
2017-09-22	0.237937977836	0.100026756167
2017-09-23	0.247442271357	0.0983835087041
2017-09-24	0.246895449757	0.0915938071775
2017-09-25	0.231157821852	0.0846961729035
2017-09-26	0.228893638667	0.0734891781438
2017-09-27	0.229215998208	0.0746847315518
2017-09-28	0.206238627812	0.0644303776802
2017-09-29	0.20162909657	0.0614595586028
2017-09-30	0.191781862879	0.0620830102956
2017-10-01	0.189547109328	0.064505733771
2017-10-02	0.200480757429	0.0673344639762
2017-10-03	0.198518729391	0.0682321589964
2017-10-04	0.187320182176	0.0652055246138
2017-10-05	0.186874586225	0.06610196654
2017-10-06	0.18134635939	0.069471244427
2017-10-07	0.176562256676	0.0669353503378
2017-10-08	0.172330104045	0.0667398698468
2017-10-09	0.165750917186	0.0657228744198
2017-10-10	0.16048171722	0.0659327349137
2017-10-11	0.15768192631	0.0640212087995
2017-10-12	0.153388381264	0.0610642423202
2017-10-13	0.154748259219	0.0661662393035
2017-10-14	0.153109754354	0.0681724767936
2017-10-15	0.151015162451	0.0739085382969
2017-10-16	0.146620263034	0.0710716411376
2017-10-17	0.152072594083	0.0743207853542
2017-10-18	0.15210357502	0.0740183844663
2017-10-19	0.149524645859	0.0727526681139
2017-10-20	0.143700163397	0.0643010175875
2017-10-21	0.142573691303	0.0622947800974
2017-10-22	0.147656152814	0.0585029211728
2017-10-23	0.151940998098	0.0604954967815
2017-10-24	0.145370362421	0.0638438043577
2017-10-25	0.146775473732	0.0620705688581
2017-10-26	0.140409051247	0.0652596619692
2017-10-27	0.144879201546	0.0743769394238
2017-10-28	0.148386626021	0.0797020802328
2017-10-29	0.153589484345	0.088832181219
2017-10-30	0.158905098963	0.0930482862657
2017-10-31	0.159425221423	0.09075453437
2017-11-01	0.161876959652	0.0923804057831
2017-11-02	0.177036706984	0.0979595789653
2017-11-03	0.172207397028	0.0915037523934
2017-11-04	0.170936445758	0.085798346688
2017-11-05	0.15950341949	0.0728538571649
2017-11-06	0.154791851988	0.0684615717095
2017-11-07	0.152623172016	0.0668159134462
2017-11-08	0.14023656341	0.0635045382907
2017-11-09	0.119078857578	0.048828039585
2017-11-10	0.10539183538	0.0397950259927
2017-11-11	0.093278948267	0.0344253956231
2017-11-12	0.0956527410852	0.0390075158083
2017-11-13	0.0916735957218	0.0399592202599
2017-11-14	0.091393483677	0.0379984359462
2017-11-15	0.0936022261763	0.0386002491755
2017-11-16	0.104729246372	0.0448266270826
2017-11-17	0.111280656746	0.0496145295047
2017-11-18	0.124379978807	0.0488896254779
2017-11-19	0.119560002036	0.0443890447578
2017-11-20	0.108554178973	0.0390201701156
2017-11-21	0.10920586822	0.0412782161912
2017-11-22	0.116946938712	0.046424573731
2017-11-23	0.119998190739	0.0564790684167
2017-11-24	0.122139653488	0.0575579422353
2017-11-25	0.115425612812	0.0661832791625
2017-11-26	0.11812402551	0.0722943902736
2017-11-27	0.125410749029	0.0760739551754
2017-11-28	0.127522831958	0.0719858437404
2017-11-29	0.120412666739	0.0641089281774
2017-11-30	0.108035897418	0.046740751087
2017-12-01	0.0994537662663	0.0404626475247
2017-12-02	0.0995223968228	0.0344231585584
2017-12-03	0.0945810579684	0.0271905843693
2017-12-04	0.0890014523888	0.0237968587533
2017-12-05	0.0842828684378	0.0236553892302
2017-12-06	0.0792753025539	0.0225356936328
2017-12-07	0.0839027156628	0.0283204715238
2017-12-08	0.103847996101	0.0354144719146
2017-12-09	0.109512371277	0.0388799583069
2017-12-10	0.12160543038	0.0413006720497
2017-12-11	0.141835744728	0.0458827517951
2017-12-12	0.169436227616	0.0520341237502
2017-12-13	0.198485889872	0.0628546793493
2017-12-14	0.225587217642	0.0734886603199
2017-12-15	0.215906405608	0.0743936376954
2017-12-16	0.210894036524	0.0734318546977
2017-12-17	0.202713802306	0.0707051099584
2017-12-18	0.185907079617	0.0688376963263
2017-12-19	0.15115455073	0.063212855365
2017-12-20	0.115850463173	0.0548353468455
2017-12-21	0.0891273651746	0.0410642362115
2017-12-22	0.0806569167042	0.0340037966511
2017-12-23	0.0748537083062	0.0306612753445
2017-12-24	0.0720763898654	0.0327809067391
2017-12-25	0.0643600958006	0.029838849413
2017-12-26	0.0683293883448	0.0342915870075
2017-12-27	0.0744160335292	0.0332622278955
2017-12-28	0.0703820010892	0.0378835579276
2017-12-29	0.0728907118906	0.0425074096856
2017-12-30	0.0758364134178	0.0489804480735
2017-12-31	0.0799382824434	0.0502237475049
2018-01-01	0.0812075532544	0.053432578207
2018-01-02	0.085123161812	0.0487069096209
2018-01-03	0.0895728352512	0.050745582483
2018-01-04	0.0952347339751	0.0484837084458
2018-01-05	0.101839001698	0.0483346466037
2018-01-06	0.116996837883	0.0476194669148
2018-01-07	0.113086637653	0.0443104037898
2018-01-08	0.12388586908	0.0458521419804
2018-01-09	0.123663560103	0.0442742904611
2018-01-10	0.114455102416	0.0444922421224
2018-01-11	0.106218762508	0.0419032493327
2018-01-12	0.0973914982694	0.0372141737024
2018-01-13	0.0788871268238	0.0309753145224
2018-01-14	0.0887314491682	0.0313568774039
2018-01-15	0.0826001509808	0.0310561761687
2018-01-16	0.0799827919805	0.033182657637
2018-01-17	0.080737530618	0.030411946034
2018-01-18	0.0822343380971	0.0348402710132
2018-01-19	0.0829179109345	0.0373249145748
2018-01-20	0.0840140370307	0.0420285442784
2018-01-21	0.0694739699025	0.0408441865412
2018-01-22	0.0624317894732	0.0379847602947
2018-01-23	0.0544041525312	0.0374108209554
2018-01-24	0.0513480035455	0.0353359085016
2018-01-25	0.0446114950238	0.029434021787
2018-01-26	0.0418409656647	0.0288251546229
2018-01-27	0.0408899935599	0.0329460337438
2018-01-28	0.0459747298831	0.0348590752849
2018-01-29	0.0578743450668	0.0337984548279
2018-01-30	0.0719243909724	0.0361019231881
2018-01-31	0.0905344228944	0.0387422933843
2018-02-01	0.118535429717	0.0408148368508
2018-02-02	0.131669406305	0.0379201925287
2018-02-03	0.147730268519	0.0294671071526
2018-02-04	0.159079538718	0.0296222617325
2018-02-05	0.173553777142	0.0339516357685
2018-02-06	0.177784040676	0.0344832769964
2018-02-07	0.16737882946	0.0328669450367
2018-02-08	0.158341252165	0.0331558656364
2018-02-09	0.154707262583	0.0340468196338
2018-02-10	0.145522417577	0.0350645542911
2018-02-11	0.137146090708	0.0298727141677
2018-02-12	0.119165237063	0.0228954257219
2018-02-13	0.121391049935	0.0199237723446
2018-02-14	0.129594047766	0.021303275134
2018-02-15	0.132818724734	0.0222938326473
2018-02-16	0.134341374683	0.0227697492826
2018-02-17	0.1367457661	0.0222556026903
2018-02-18	0.133055801052	0.0258676792936
2018-02-19	0.129579479394	0.026195634167
2018-02-20	0.114636131427	0.0255852631676
2018-02-21	0.112926907673	0.0230136751179
2018-02-22	0.111783063039	0.0265209167242
2018-02-23	0.125907532981	0.0318571245423
2018-02-24	0.129002647519	0.0349151718401
2018-02-25	0.131616002992	0.0344434470255
2018-02-26	0.140663929061	0.0368950143707
2018-02-27	0.156924964333	0.0417399471151
2018-02-28	0.179063271733	0.0471085238795
2018-03-01	0.186319507561	0.0445857520589
2018-03-02	0.171595196784	0.0405130703546
2018-03-03	0.173366719315	0.0384283504705
2018-03-04	0.176975499915	0.0437265920519
2018-03-05	0.16510947691	0.0419922813064
2018-03-06	0.15140854233	0.0383153787696
2018-03-07	0.115156517342	0.0344631608999
2018-03-08	0.0942418673293	0.0356175821016
2018-03-09	0.0999116190079	0.0437108338219
2018-03-10	0.0991287457152	0.0475858104341
2018-03-11	0.0968228883074	0.0435969421595
2018-03-12	0.111969881684	0.0496206600579
2018-03-13	0.131138712853	0.0554330698703
2018-03-14	0.14518365518	0.0631139558516
2018-03-15	0.155940759588	0.0642980238022
2018-03-16	0.151980579852	0.0568707582394
2018-03-17	0.14857226356	0.0542739458266
2018-03-18	0.158566432657	0.055457619296
2018-03-19	0.181115309707	0.0551165705049
2018-03-20	0.198139249623	0.0559180448003
2018-03-21	0.229212056152	0.0566377354421
2018-03-22	0.259131107699	0.0652508971997
2018-03-23	0.260172056125	0.063294609016
2018-03-24	0.253376918895	0.0594369529844
2018-03-25	0.244906894914	0.0576048186919
2018-03-26	0.21491640172	0.0545533660056
2018-03-27	0.179284560519	0.04712658351
2018-03-28	0.137105075944	0.0400395400372
2018-03-29	0.0943558099564	0.0263290060516
2018-03-30	0.0794916722109	0.0246277605817
2018-03-31	0.0739349203284	0.0242004475396
2018-04-01	0.0660302370492	0.0215033078274
2018-04-02	0.0583009478126	0.0212872037929
2018-04-03	0.0579108080325	0.0224895674639
2018-04-04	0.0581839293163	0.020525268957
2018-04-05	0.0597368687139	0.0202019101943
2018-04-06	0.0689653663145	0.0239584515706
2018-04-07	0.0661377208299	0.0229524153532
2018-04-08	0.0796288825924	0.0315684408902
2018-04-09	0.0862829249093	0.0316012641998
2018-04-10	0.0867171768223	0.0336378987682
2018-04-11	0.097369874975	0.037265714896
2018-04-12	0.102571514073	0.0385218382696
2018-04-13	0.099190969689	0.0389055494856
2018-04-14	0.107593261554	0.0399756404433
2018-04-15	0.0991601649303	0.0314441171879
2018-04-16	0.0988944910317	0.0319781446932
2018-04-17	0.104120369929	0.0314257599663
2018-04-18	0.0952746428751	0.0316921540319
2018-04-19	0.0966469293146	0.0341709836959
2018-04-20	0.0985638838631	0.0351610715281
2018-04-21	0.101263654628	0.0426099845022
2018-04-22	0.105114739652	0.0504777798037
2018-04-23	0.106969397261	0.0506986336224
2018-04-24	0.100411808447	0.0509236063556
2018-04-25	0.105162831289	0.0511588687459
2018-04-26	0.0966940844642	0.0484790163789
2018-04-27	0.097049339365	0.0509317642862
2018-04-28	0.0954196595578	0.0450879877487
2018-04-29	0.098268436609	0.0421819709731
2018-04-30	0.106314290112	0.0487553721327
2018-05-01	0.123557546988	0.0486890396352
2018-05-02	0.138526174575	0.0549018173937
2018-05-03	0.159120773774	0.0592633473366
2018-05-04	0.170883652044	0.0563635358244
2018-05-05	0.173607154218	0.0579847638543
2018-05-06	0.17947006163	0.0671028689277
2018-05-07	0.177223408075	0.0603624842063
2018-05-08	0.166992533384	0.0623301288457
2018-05-09	0.153331684429	0.0545848768988
2018-05-10	0.145837450268	0.0542592765732
2018-05-11	0.142019747692	0.0601658037959
2018-05-12	0.143416095705	0.0597155022178
2018-05-13	0.139203478038	0.0548176037456
2018-05-14	0.139233860469	0.0572331816212
2018-05-15	0.142664135112	0.0568976483021
2018-05-16	0.140977746271	0.0571434609128
2018-05-17	0.135192283938	0.0563309136717
2018-05-18	0.127692900696	0.0451309805203
2018-05-19	0.123160485321	0.0504644021188
2018-05-20	0.115069060563	0.0437851037729
2018-05-21	0.113539431194	0.0412346548042
2018-05-22	0.115163482506	0.0388015764534
2018-05-23	0.126584343649	0.0426053175484
2018-05-24	0.131343284759	0.0473995945085
2018-05-25	0.135893453283	0.0551992661013
2018-05-26	0.140792169025	0.0622415640214
2018-05-27	0.145135798369	0.0655509959022
2018-05-28	0.134436220194	0.06265747014
2018-05-29	0.118591770781	0.0620557114397
2018-05-30	0.102060330491	0.055970838814
2018-05-31	0.0949173335694	0.0474859615262
2018-06-01	0.0935775274954	0.0413693070279
2018-06-02	0.0971521138286	0.030566152875
2018-06-03	0.0947748471325	0.0255667847067
2018-06-04	0.10311040621	0.0248268485311
2018-06-05	0.106910496444	0.0228550262105
2018-06-06	0.106954687679	0.024643045
2018-06-07	0.110509511636	0.0267004961199
2018-06-08	0.117608583911	0.033976206616
2018-06-09	0.114224283482	0.0359786376824
2018-06-10	0.123733994993	0.0408218209278
2018-06-11	0.137190342836	0.0499508498438
2018-06-12	0.164778854503	0.0582820535239
2018-06-13	0.201947412027	0.0685875938178
2018-06-14	0.224908025406	0.0789705046124
2018-06-15	0.230300917057	0.0817751150061
2018-06-16	0.225875283167	0.0817944409183
2018-06-17	0.24086903577	0.0976211797771
2018-06-18	0.235064332562	0.0979683629724
2018-06-19	0.208630991732	0.0928771239362
2018-06-20	0.178999276434	0.0839363174522
2018-06-21	0.165090800866	0.0747308774108
2018-06-22	0.149634779909	0.0708493128256
2018-06-23	0.15564419587	0.0713729979094
2018-06-24	0.134512971222	0.0585227803192
2018-06-25	0.118560873844	0.051715380527
2018-06-26	0.120052535886	0.0531106158672
2018-06-27	0.111930752718	0.055642467989
2018-06-28	0.107405125673	0.060419875135
2018-06-29	0.107105208034	0.05532049828
2018-06-30	0.109438144165	0.0646723543217
2018-07-01	0.103958500815	0.0587651667972
2018-07-02	0.114478135315	0.0643649885044
2018-07-03	0.11232912382	0.0626349540641
2018-07-04	0.111799694657	0.0580653001155
2018-07-05	0.112582953951	0.0540400075108
2018-07-06	0.119684827755	0.0583326448784
2018-07-07	0.113191321262	0.0460671326129
2018-07-08	0.129050343563	0.0542307669803
2018-07-09	0.131700546357	0.0547639801393
2018-07-10	0.13201358144	0.0527229091136
2018-07-11	0.139392160778	0.0512990837695
2018-07-12	0.138162472913	0.0489299436012
2018-07-13	0.133086897898	0.0455952526329
2018-07-14	0.129684785007	0.0441943826189
2018-07-15	0.118735603354	0.0348658987501
2018-07-16	0.112499686274	0.0291224815094
2018-07-17	0.115150271105	0.0342089010597
2018-07-18	0.146588859083	0.0405799862066
2018-07-19	0.149230518321	0.0401255483862
2018-07-20	0.151864843416	0.0430066737957
2018-07-21	0.155068396163	0.0416925778794
2018-07-22	0.161165895042	0.0464178212702
2018-07-23	0.164734739367	0.049633731368
2018-07-24	0.160649775778	0.0470167973713
2018-07-25	0.119390824056	0.0419370807396
2018-07-26	0.102882511835	0.0400952336667
2018-07-27	0.0970254538732	0.0399128926891
2018-07-28	0.0905424943065	0.0399040171332
2018-07-29	0.0845146076544	0.0393340882612
2018-07-30	0.0880250970392	0.0369177667736
2018-07-31	0.101009346168	0.0396539861913
2018-08-01	0.122396708806	0.0430857627481
2018-08-02	0.14772588694	0.0506165798345
2018-08-03	0.155506099742	0.0504050556855
2018-08-04	0.163996702543	0.0551156897988
2018-08-05	0.16476320543	0.0555250264193
2018-08-06	0.156556718731	0.0526647199049
2018-08-07	0.140645577612	0.045443137203
2018-08-08	0.119353304605	0.0403167451827
2018-08-09	0.0974488210504	0.0366541238686
2018-08-10	0.0884051698726	0.033365375505
2018-08-11	0.0896976775337	0.0342962053174
2018-08-12	0.0806632831068	0.0350696894322
2018-08-13	0.0728028327899	0.0361627062063
2018-08-14	0.072361795667	0.0372046692001
2018-08-15	0.0749696752084	0.0382521595867
2018-08-16	0.0736959000215	0.0357330961981
2018-08-17	0.0721018796241	0.0375827084466
2018-08-18	0.0630439248725	0.0332198085365
2018-08-19	0.0694056448183	0.0313531649719
2018-08-20	0.0788995909235	0.0336725722738
2018-08-21	0.0963349445983	0.0383790494693
2018-08-22	0.112250897354	0.0434803600665
2018-08-23	0.130801094182	0.0501694925874
2018-08-24	0.148051678626	0.0520349756227
2018-08-25	0.158800099658	0.0617559740555
2018-08-26	0.164651468214	0.0686243714977
2018-08-27	0.175748614014	0.0823048924049
2018-08-28	0.162755904496	0.0833869192143
2018-08-29	0.142654370869	0.0776924258481
2018-08-30	0.12532269269	0.0697194406673
2018-08-31	0.10895865334	0.0691158909767
2018-09-01	0.100796950083	0.059452668627
2018-09-02	0.095306550656	0.0521755430622
2018-09-03	0.0772145971061	0.0358456229929
2018-09-04	0.0786335828544	0.0311410931569
2018-09-05	0.0874058128305	0.0330938793139
2018-09-06	0.0932556033555	0.0340431374567
2018-09-07	0.106986428052	0.0346079754296
2018-09-08	0.114646853404	0.0375674883229
2018-09-09	0.121649654524	0.0372477574529
2018-09-10	0.135035878579	0.0391140112008
2018-09-11	0.13667294393	0.0431510351388
2018-09-12	0.137878416628	0.0410114490993
2018-09-13	0.145515633483	0.0452881654303
2018-09-14	0.143047043909	0.0457593617578
2018-09-15	0.137651466804	0.0436011309158
2018-09-16	0.139013567708	0.0488983852719
2018-09-17	0.129442470805	0.0498469788555
2018-09-18	0.124809037416	0.0455678241669
2018-09-19	0.120824121678	0.0478182664115
2018-09-20	0.117492524429	0.0472065349587
2018-09-21	0.118136756154	0.0447869397151
2018-09-22	0.128311848918	0.0458885167095
2018-09-23	0.136484454345	0.0488306546631
