Date	BoK Hawkish-Dovish
2017-03-15	0.0037496151716
2017-03-16	0.00339513094615
2017-03-17	0.00339513094615
2017-03-18	0.000647878198899
2017-03-19	0.000647878198899
2017-03-20	0.000647878198899
2017-03-21	-0.002808002808
2017-03-22	-0.002808002808
2017-03-23	-0.002808002808
2017-03-24	-0.00314493003172
2017-03-25	-0.00314493003172
2017-03-26	-0.00314493003172
2017-03-27	-0.00314493003172
2017-03-28	-0.00033692722372
2017-03-29	-0.00033692722372
2017-03-30	-0.00033692722372
2017-03-31	-1.4249514267e-18
2017-04-01	-1.4249514267e-18
2017-04-02	-1.4249514267e-18
2017-04-03	-1.4249514267e-18
2017-04-04	0.000297000297
2017-04-05	0.000297000297
2017-04-06	0.000297000297
2017-04-07	0.000297000297
2017-04-08	0.000297000297
2017-04-09	0.000297000297
2017-04-10	0.000297000297
2017-04-11	-1.4249514267e-18
2017-04-12	-1.4249514267e-18
2017-04-13	-2.16840434497e-18
2017-04-14	-2.16840434497e-18
2017-04-15	-2.16840434497e-18
2017-04-16	-2.16840434497e-18
2017-04-17	-2.16840434497e-18
2017-04-18	-2.16840434497e-18
2017-04-19	-2.16840434497e-18
2017-04-20	-1.48690583655e-18
2017-04-21	-1.48690583655e-18
2017-04-22	-1.48690583655e-18
2017-04-23	-1.48690583655e-18
2017-04-24	-2.2226144536e-18
2017-04-25	-2.2226144536e-18
2017-04-26	-2.2226144536e-18
2017-04-27	-2.2226144536e-18
2017-04-28	-2.2226144536e-18
2017-04-29	-2.2226144536e-18
2017-04-30	-2.2226144536e-18
2017-05-01	-1.48690583655e-18
2017-05-02	-1.48690583655e-18
2017-05-03	-1.48690583655e-18
2017-05-04	-1.48690583655e-18
2017-05-05	-1.48690583655e-18
2017-05-06	-1.48690583655e-18
2017-05-07	-1.48690583655e-18
2017-05-08	-1.48690583655e-18
2017-05-09	-1.48690583655e-18
2017-05-10	-1.48690583655e-18
2017-05-11	-1.48690583655e-18
2017-05-12	-1.48690583655e-18
2017-05-13	-1.48690583655e-18
2017-05-14	-1.48690583655e-18
2017-05-15	-1.48690583655e-18
2017-05-16	-1.48690583655e-18
2017-05-17	-1.48690583655e-18
2017-05-18	-1.48690583655e-18
2017-05-19	-1.48690583655e-18
2017-05-20	-1.48690583655e-18
2017-05-21	-1.48690583655e-18
2017-05-22	-1.48690583655e-18
2017-05-23	-1.48690583655e-18
2017-05-24	0.00117096018735
2017-05-25	0.00344368746008
2017-05-26	0.00344368746008
2017-05-27	0.00344368746008
2017-05-28	0.00344368746008
2017-05-29	0.00344368746008
2017-05-30	0.00344368746008
2017-05-31	0.00227272727273
2017-06-01	-2.16840434497e-18
2017-06-02	-2.16840434497e-18
2017-06-03	-2.16840434497e-18
2017-06-04	-2.16840434497e-18
2017-06-05	-1.95156391047e-18
2017-06-06	-2.05998412772e-18
2017-06-07	-1.23908819713e-18
2017-06-08	-1.23908819713e-18
2017-06-09	-1.23908819713e-18
2017-06-10	-1.23908819713e-18
2017-06-11	-1.23908819713e-18
2017-06-12	-1.73472347598e-18
2017-06-13	-1.73472347598e-18
2017-06-14	0.00031746031746
2017-06-15	0.00031746031746
2017-06-16	0.00031746031746
2017-06-17	0.00031746031746
2017-06-18	0.00031746031746
2017-06-19	0.00226994974148
2017-06-20	0.00226994974148
2017-06-21	0.00195248942402
2017-06-22	0.00195248942402
2017-06-23	0.00195248942402
2017-06-24	0.00195248942402
2017-06-25	0.00195248942402
2017-06-26	0.0021164021164
2017-06-27	0.0021164021164
2017-06-28	0.0021164021164
2017-06-29	0.0021164021164
2017-06-30	0.0021164021164
2017-07-01	0.0021164021164
2017-07-02	0.0021164021164
2017-07-03	0.000326904217064
2017-07-04	0.000326904217064
2017-07-05	0.000326904217064
2017-07-06	0.000326904217064
2017-07-07	0.000326904217064
2017-07-08	0.000326904217064
2017-07-09	0.000326904217064
2017-07-10	-2.49366499672e-18
2017-07-11	-2.49366499672e-18
2017-07-12	-2.49366499672e-18
2017-07-13	0.000303951367781
2017-07-14	0.000303951367781
2017-07-15	0.000303951367781
2017-07-16	0.000303951367781
2017-07-17	0.000303951367781
2017-07-18	0.000303951367781
2017-07-19	0.000303951367781
2017-07-20	-1.48690583655e-18
2017-07-21	-1.48690583655e-18
2017-07-22	-1.48690583655e-18
2017-07-23	-1.48690583655e-18
2017-07-24	-1.48690583655e-18
2017-07-25	-1.48690583655e-18
2017-07-26	-1.48690583655e-18
2017-07-27	-1.48690583655e-18
2017-07-28	-1.48690583655e-18
2017-07-29	-1.48690583655e-18
2017-07-30	-1.48690583655e-18
2017-07-31	-1.48690583655e-18
2017-08-01	-1.48690583655e-18
2017-08-02	-1.48690583655e-18
2017-08-03	-1.48690583655e-18
2017-08-04	-1.48690583655e-18
2017-08-05	-1.48690583655e-18
2017-08-06	-1.48690583655e-18
2017-08-07	-1.48690583655e-18
2017-08-08	-1.48690583655e-18
2017-08-09	-1.48690583655e-18
2017-08-10	-1.48690583655e-18
2017-08-11	-1.48690583655e-18
2017-08-12	-1.48690583655e-18
2017-08-13	-1.48690583655e-18
2017-08-14	-1.48690583655e-18
2017-08-15	-1.48690583655e-18
2017-08-16	-1.48690583655e-18
2017-08-17	-1.48690583655e-18
2017-08-18	-1.48690583655e-18
2017-08-19	-1.48690583655e-18
2017-08-20	-1.48690583655e-18
2017-08-21	-1.48690583655e-18
2017-08-22	-1.48690583655e-18
2017-08-23	0.000300120048019
2017-08-24	0.000598360429767
2017-08-25	0.000598360429767
2017-08-26	0.000598360429767
2017-08-27	0.000598360429767
2017-08-28	0.000598360429767
2017-08-29	0.000598360429767
2017-08-30	0.000298240381748
2017-08-31	-0.00121065375303
2017-09-01	-0.00181598062954
2017-09-02	-0.000246121916824
2017-09-03	-0.000246121916824
2017-09-04	-0.000246121916824
2017-09-05	-0.000246121916824
2017-09-06	-0.000246121916824
2017-09-07	0.000964531836203
2017-09-08	0.00156985871272
2017-09-09	-1.48690583655e-18
2017-09-10	-1.48690583655e-18
2017-09-11	-1.48690583655e-18
2017-09-12	-1.48690583655e-18
2017-09-13	-1.48690583655e-18
2017-09-14	-1.48690583655e-18
2017-09-15	-1.48690583655e-18
2017-09-16	-1.48690583655e-18
2017-09-17	-1.48690583655e-18
2017-09-18	-1.48690583655e-18
2017-09-19	-1.48690583655e-18
2017-09-20	-1.48690583655e-18
2017-09-21	-1.48690583655e-18
2017-09-22	-1.48690583655e-18
2017-09-23	-1.48690583655e-18
2017-09-24	-1.48690583655e-18
2017-09-25	-1.48690583655e-18
2017-09-26	-1.48690583655e-18
2017-09-27	-1.48690583655e-18
2017-09-28	-1.48690583655e-18
2017-09-29	-1.48690583655e-18
2017-09-30	-1.48690583655e-18
2017-10-01	-1.48690583655e-18
2017-10-02	-1.48690583655e-18
2017-10-03	-1.48690583655e-18
2017-10-04	-1.48690583655e-18
2017-10-05	-1.48690583655e-18
2017-10-06	-1.48690583655e-18
2017-10-07	-1.48690583655e-18
2017-10-08	-1.48690583655e-18
2017-10-09	-1.48690583655e-18
2017-10-10	-1.48690583655e-18
2017-10-11	-1.48690583655e-18
2017-10-12	-1.48690583655e-18
2017-10-13	-1.48690583655e-18
2017-10-14	-1.48690583655e-18
2017-10-15	-0.0033692722372
2017-10-16	-0.0033692722372
2017-10-17	-0.0033692722372
2017-10-18	-0.0033692722372
2017-10-19	-0.0019604246745
2017-10-20	-0.00138554683604
2017-10-21	-0.00138554683604
2017-10-22	0.000773071648126
2017-10-23	0.000773071648126
2017-10-24	0.000773071648126
2017-10-25	0.000773071648126
2017-10-26	-0.000635775914567
2017-10-27	-0.00121065375303
2017-10-28	-0.00121065375303
2017-10-29	-1.95156391047e-18
2017-10-30	-1.95156391047e-18
2017-10-31	-1.95156391047e-18
2017-11-01	0.00243679561377
2017-11-02	0.00243679561377
2017-11-03	0.00243679561377
2017-11-04	0.00243679561377
2017-11-05	0.00243679561377
2017-11-06	0.00243679561377
2017-11-07	0.00243679561377
2017-11-08	-1.30104260698e-18
2017-11-09	-1.48690583655e-18
2017-11-10	-1.48690583655e-18
2017-11-11	-1.48690583655e-18
2017-11-12	-1.48690583655e-18
2017-11-13	-1.48690583655e-18
2017-11-14	-1.51788304148e-18
2017-11-15	-1.51788304148e-18
2017-11-16	0.000292740046838
2017-11-17	0.000292740046838
2017-11-18	0.000292740046838
2017-11-19	0.000292740046838
2017-11-20	0.000292740046838
2017-11-21	0.000292740046838
2017-11-22	0.000292740046838
2017-11-23	-8.67361737988e-19
2017-11-24	0.000958772770853
2017-11-25	0.000958772770853
2017-11-26	0.000958772770853
2017-11-27	0.00240177421385
2017-11-28	0.00335415516624
2017-11-29	0.00735661822042
2017-11-30	0.0114718445579
2017-12-01	0.0108452977006
2017-12-02	0.0108452977006
2017-12-03	0.0108452977006
2017-12-04	0.0123417436415
2017-12-05	0.0113893626891
2017-12-06	0.00738689963496
2017-12-07	0.00327167329751
2017-12-08	0.00293944738389
2017-12-09	0.00293944738389
2017-12-10	0.00293944738389
2017-12-11	-8.67361737988e-19
2017-12-12	-8.67361737988e-19
2017-12-13	-8.67361737988e-19
2017-12-14	-9.75781955237e-19
2017-12-15	-9.91270557701e-19
2017-12-16	-9.91270557701e-19
2017-12-17	-9.91270557701e-19
2017-12-18	-9.91270557701e-19
2017-12-19	0.000298240381748
2017-12-20	0.000298240381748
2017-12-21	0.000298240381748
2017-12-22	0.000298240381748
2017-12-23	0.000298240381748
2017-12-24	0.000298240381748
2017-12-25	0.000298240381748
2017-12-26	-9.21571846613e-19
2017-12-27	-9.21571846613e-19
2017-12-28	0.000703729767769
2017-12-29	0.00102048618209
2017-12-30	0.00102048618209
2017-12-31	0.00102048618209
2018-01-01	0.00102048618209
2018-01-02	0.00134814017947
2018-01-03	0.00134814017947
2018-01-04	0.000644410411696
2018-01-05	0.000327653997379
2018-01-06	0.0021950676295
2018-01-07	0.0021950676295
2018-01-08	0.0021950676295
2018-01-09	0.00186741363212
2018-01-10	0.00186741363212
2018-01-11	0.00186741363212
2018-01-12	0.00186741363212
2018-01-13	-6.81498508419e-19
2018-01-14	-6.81498508419e-19
2018-01-15	0.00032175032175
2018-01-16	0.00032175032175
2018-01-17	0.00032175032175
2018-01-18	1.32035769185e-05
2018-01-19	-0.00026856593562
2018-01-20	-0.00026856593562
2018-01-21	-0.00026856593562
2018-01-22	-0.000302297824191
2018-01-23	-0.000302297824191
2018-01-24	-0.000302297824191
2018-01-25	0.000536331083376
2018-01-26	0.000196982583493
2018-01-27	0.000196982583493
2018-01-28	0.000196982583493
2018-01-29	-9.10358496871e-05
2018-01-30	-9.10358496871e-05
2018-01-31	-9.10358496871e-05
2018-02-01	-0.000621118012422
2018-02-02	-1.36299701684e-18
2018-02-03	-1.36299701684e-18
2018-02-04	-1.36299701684e-18
2018-02-05	-1.36299701684e-18
2018-02-06	-1.36299701684e-18
2018-02-07	-1.36299701684e-18
2018-02-08	-1.36299701684e-18
2018-02-09	-1.36299701684e-18
2018-02-10	-1.36299701684e-18
2018-02-11	-1.36299701684e-18
2018-02-12	-1.36299701684e-18
2018-02-13	-0.00057372346529
2018-02-14	-0.00057372346529
2018-02-15	-0.00057372346529
2018-02-16	-0.00057372346529
2018-02-17	-0.00057372346529
2018-02-18	-0.00057372346529
2018-02-19	-0.00057372346529
2018-02-20	-1.36299701684e-18
2018-02-21	0.00246305418719
2018-02-22	0.00246305418719
2018-02-23	0.00246305418719
2018-02-24	0.00246305418719
2018-02-25	0.00246305418719
2018-02-26	0.00337490829054
2018-02-27	0.00504380014634
2018-02-28	0.00258074595915
2018-03-01	0.00258074595915
2018-03-02	0.00258074595915
2018-03-03	0.00258074595915
2018-03-04	0.00258074595915
2018-03-05	0.00194900390063
2018-03-06	0.000280112044818
2018-03-07	0.000280112044818
2018-03-08	0.000280112044818
2018-03-09	0.000280112044818
2018-03-10	0.000280112044818
2018-03-11	0.000280112044818
2018-03-12	-1.61081465626e-18
2018-03-13	-1.62630325873e-18
2018-03-14	-1.62630325873e-18
2018-03-15	-1.62630325873e-18
2018-03-16	-1.62630325873e-18
2018-03-17	-1.62630325873e-18
2018-03-18	-1.62630325873e-18
2018-03-19	-1.62630325873e-18
2018-03-20	-1.73472347598e-18
2018-03-21	0.000173580975525
2018-03-22	0.000711987292826
2018-03-23	0.000711987292826
2018-03-24	0.000711987292826
2018-03-25	0.000711987292826
2018-03-26	0.000711987292826
2018-03-27	0.000711987292826
2018-03-28	0.000538406317301
2018-03-29	-1.59919820442e-18
2018-03-30	-1.61081465626e-18
2018-03-31	-1.61081465626e-18
2018-04-01	-1.61081465626e-18
2018-04-02	-1.61081465626e-18
2018-04-03	0.000798084596967
2018-04-04	0.000798084596967
2018-04-05	0.000798084596967
2018-04-06	0.00107493952498
2018-04-07	0.00107493952498
2018-04-08	0.00107493952498
2018-04-09	0.00107493952498
2018-04-10	0.000276854928018
2018-04-11	0.00051816766933
2018-04-12	0.00051816766933
2018-04-13	0.00107673462937
2018-04-14	0.00107673462937
2018-04-15	0.00107673462937
2018-04-16	0.00107673462937
2018-04-17	0.00107673462937
2018-04-18	0.000835421888053
2018-04-19	0.000835421888053
2018-04-20	-1.73472347598e-18
2018-04-21	-1.73472347598e-18
2018-04-22	-1.73472347598e-18
2018-04-23	-1.73472347598e-18
2018-04-24	-1.73472347598e-18
2018-04-25	-1.73472347598e-18
2018-04-26	0.000885935769657
2018-04-27	0.000885935769657
2018-04-28	0.000885935769657
2018-04-29	0.000885935769657
2018-04-30	0.000885935769657
2018-05-01	0.000885935769657
2018-05-02	0.000885935769657
2018-05-03	-1.73472347598e-18
2018-05-04	-1.73472347598e-18
2018-05-05	-1.73472347598e-18
2018-05-06	-1.73472347598e-18
2018-05-07	-1.73472347598e-18
2018-05-08	-1.73472347598e-18
2018-05-09	0.000600240096038
2018-05-10	0.000600240096038
2018-05-11	0.000600240096038
2018-05-12	0.000600240096038
2018-05-13	0.00192299141879
2018-05-14	0.0023539330262
2018-05-15	0.00277973673069
2018-05-16	0.00217949663466
2018-05-17	0.0028172517367
2018-05-18	0.0028172517367
2018-05-19	0.00339097520199
2018-05-20	0.00255084936186
2018-05-21	0.00259138347345
2018-05-22	0.00216557976896
2018-05-23	0.00216557976896
2018-05-24	0.00152782466692
2018-05-25	0.00177845123333
2018-05-26	0.00120472776804
2018-05-27	0.000722102285417
2018-05-28	0.000250626566416
2018-05-29	0.000250626566416
2018-05-30	0.000250626566416
2018-05-31	0.000250626566416
2018-06-01	-1.70374627105e-18
2018-06-02	-1.70374627105e-18
2018-06-03	-1.70374627105e-18
2018-06-04	-1.70374627105e-18
2018-06-05	-1.70374627105e-18
2018-06-06	-1.70374627105e-18
2018-06-07	-1.70374627105e-18
2018-06-08	-1.73472347598e-18
2018-06-09	-1.73472347598e-18
2018-06-10	0.000416493127863
2018-06-11	0.000648781165029
2018-06-12	0.000437454030625
2018-06-13	0.000437454030625
2018-06-14	0.000437454030625
2018-06-15	0.00071270864114
2018-06-16	0.00071270864114
2018-06-17	0.000296215513277
2018-06-18	6.39274761107e-05
2018-06-19	0.000275254610515
2018-06-20	0.000275254610515
2018-06-21	0.000275254610515
2018-06-22	-1.73472347598e-18
2018-06-23	-1.73472347598e-18
2018-06-24	-1.73472347598e-18
2018-06-25	-1.73472347598e-18
2018-06-26	-1.73472347598e-18
2018-06-27	-1.73472347598e-18
2018-06-28	-1.73472347598e-18
2018-06-29	-1.73472347598e-18
2018-06-30	-1.73472347598e-18
2018-07-01	-1.73472347598e-18
2018-07-02	0.000914285714286
2018-07-03	0.00313947485536
2018-07-04	0.00313947485536
2018-07-05	0.00313947485536
2018-07-06	0.00313947485536
2018-07-07	0.00313947485536
2018-07-08	0.00313947485536
2018-07-09	0.00222518914108
2018-07-10	-1.7657006809e-18
2018-07-11	0.000221483942414
2018-07-12	0.000444698228128
2018-07-13	0.000704911603096
2018-07-14	0.000704911603096
2018-07-15	0.000704911603096
2018-07-16	0.000704911603096
2018-07-17	0.000704911603096
2018-07-18	0.000483427660682
2018-07-19	0.000260213374967
2018-07-20	-1.82765509076e-18
2018-07-21	-1.82765509076e-18
2018-07-22	-1.82765509076e-18
2018-07-23	-1.95156391047e-18
2018-07-24	-1.95156391047e-18
2018-07-25	-1.95156391047e-18
2018-07-26	0.000182448458311
2018-07-27	0.000182448458311
2018-07-28	0.000182448458311
2018-07-29	0.000182448458311
2018-07-30	0.000182448458311
2018-07-31	0.000412122321425
2018-08-01	0.000412122321425
2018-08-02	0.00048118291744
2018-08-03	0.00048118291744
2018-08-04	0.00048118291744
2018-08-05	0.00472972248197
2018-08-06	0.00472972248197
2018-08-07	0.00450004861885
2018-08-08	0.00450004861885
2018-08-09	0.00443675714405
2018-08-10	0.00443675714405
2018-08-11	0.00443675714405
2018-08-12	0.000188217579522
2018-08-13	0.000188217579522
2018-08-14	0.000358083385535
2018-08-15	0.000358083385535
2018-08-16	0.000169865806013
2018-08-17	0.000169865806013
2018-08-18	0.000169865806013
2018-08-19	0.000169865806013
2018-08-20	0.000169865806013
2018-08-21	-2.0057740191e-18
2018-08-22	-2.0057740191e-18
2018-08-23	-2.0057740191e-18
2018-08-24	-2.0057740191e-18
2018-08-25	-2.0057740191e-18
2018-08-26	-2.0057740191e-18
2018-08-27	0.00116936269733
2018-08-28	0.00116936269733
2018-08-29	0.00131193469619
2018-08-30	0.00189443069153
2018-08-31	0.00205640024125
2018-09-01	0.00205640024125
2018-09-02	0.00205640024125
2018-09-03	0.000887037543924
2018-09-04	0.000887037543924
2018-09-05	0.000744465545065
2018-09-06	0.000161969549725
2018-09-07	-1.64179186119e-18
2018-09-08	-1.64179186119e-18
2018-09-09	-0.00115207373272
2018-09-10	-0.000965332369507
2018-09-11	-0.000965332369507
2018-09-12	-0.000965332369507
2018-09-13	-0.000965332369507
2018-09-14	-0.000965332369507
2018-09-15	-0.000965332369507
2018-09-16	0.000186741363212
2018-09-17	-1.30104260698e-18
2018-09-18	-1.30104260698e-18
2018-09-19	-1.30104260698e-18
2018-09-20	0.000162522346823
2018-09-21	0.000350492271635
2018-09-22	0.000350492271635
2018-09-23	0.000350492271635
2018-09-24	0.000350492271635
2018-09-25	0.000350492271635
2018-09-26	0.000544328286366
2018-09-27	0.000381805939544
2018-09-28	0.000193836014732
2018-09-29	0.000193836014732
2018-09-30	0.000961885169877
2018-10-01	0.000961885169877
2018-10-02	0.000961885169877
2018-10-03	0.000768049155146
2018-10-04	0.00108621651118
2018-10-05	0.00108621651118
2018-10-06	0.00108621651118
2018-10-07	0.000721718607038
2018-10-08	0.000721718607038
2018-10-09	0.000721718607038
2018-10-10	0.000721718607038
2018-10-11	0.000403551251009
2018-10-12	0.000403551251009
2018-10-13	0.000403551251009
2018-10-14	-1.48690583655e-18
2018-10-15	0.00052975454706
2018-10-16	0.000844417857318
2018-10-17	0.000844417857318
2018-10-18	0.00119242551349
2018-10-19	0.00119242551349
2018-10-20	0.00119242551349
2018-10-21	0.00492996704173
2018-10-22	0.00440021249467
2018-10-23	0.00425684072261
2018-10-24	0.00425684072261
2018-10-25	0.00372061548692
2018-10-26	0.00391524374694
2018-10-27	0.00391524374694
2018-10-28	0.000177702218699
2018-10-29	0.00103211096785
2018-10-30	0.000860819429647
2018-10-31	0.000860819429647
2018-11-01	0.00104903700917
2018-11-02	0.000854408749146
2018-11-03	0.000854408749146
2018-11-04	0.00454580778938
2018-11-05	0.00369139904024
2018-11-06	0.00369139904024
2018-11-07	0.00349489678046
2018-11-08	0.00349489678046
2018-11-09	0.00349489678046
2018-11-10	0.00349489678046
2018-11-11	-0.000196502259776
2018-11-12	-0.000196502259776
2018-11-13	-0.000196502259776
2018-11-14	-1.92058670555e-18
2018-11-15	-1.92058670555e-18
2018-11-16	-1.92058670555e-18
2018-11-17	-1.92058670555e-18
2018-11-18	-1.92058670555e-18
2018-11-19	0.000190985485103
2018-11-20	0.000190985485103
2018-11-21	0.000190985485103
2018-11-22	0.000190985485103
2018-11-23	0.000190985485103
2018-11-24	0.000190985485103
2018-11-25	0.000190985485103
2018-11-26	-1.89735380185e-18
2018-11-27	-1.89735380185e-18
2018-11-28	0.000208855472013
2018-11-29	0.00226032880286
2018-11-30	0.00571000412754
2018-12-01	0.00571000412754
2018-12-02	0.00571000412754
2018-12-03	0.00642339809936
2018-12-04	0.00642339809936
2018-12-05	0.00621454262734
2018-12-06	0.0041630692965
2018-12-07	0.000713393971821
2018-12-08	0.000713393971821
2018-12-09	0.000713393971821
2018-12-10	-2.38524477947e-18
2018-12-11	-2.38524477947e-18
2018-12-12	-2.38524477947e-18
2018-12-13	-2.35426757454e-18
2018-12-14	-2.35426757454e-18
2018-12-15	-2.35426757454e-18
2018-12-16	-2.35426757454e-18
2018-12-17	-2.35426757454e-18
2018-12-18	0.000182448458311
2018-12-19	0.000182448458311
2018-12-20	0.000182448458311
2018-12-21	0.000182448458311
2018-12-22	0.000182448458311
2018-12-23	0.000182448458311
2018-12-24	0.000182448458311
2018-12-25	-2.60208521397e-18
2018-12-26	-2.60208521397e-18
2018-12-27	-2.38524477947e-18
2018-12-28	-0.000473036896878
2018-12-29	-0.000473036896878
2018-12-30	-0.000473036896878
2018-12-31	-0.000473036896878
2019-01-01	-0.000913954004462
2019-01-02	-0.000913954004462
2019-01-03	-0.000913954004462
2019-01-04	-0.000440917107584
2019-01-05	-0.000440917107584
2019-01-06	-0.000440917107584
2019-01-07	-0.000440917107584
2019-01-08	-2.4162219844e-18
2019-01-09	-2.4162219844e-18
2019-01-10	-2.4162219844e-18
2019-01-11	-2.4162219844e-18
2019-01-12	-2.4162219844e-18
2019-01-13	-2.4162219844e-18
2019-01-14	-2.4162219844e-18
2019-01-15	-2.4162219844e-18
2019-01-16	-2.4162219844e-18
2019-01-17	-2.4162219844e-18
2019-01-18	-2.4162219844e-18
2019-01-19	-2.4162219844e-18
2019-01-20	-2.4162219844e-18
2019-01-21	-2.4162219844e-18
2019-01-22	-2.4162219844e-18
2019-01-23	-2.41234983378e-18
2019-01-24	-0.000613120784795
2019-01-25	-0.000613120784795
2019-01-26	-0.000613120784795
2019-01-27	-0.000613120784795
2019-01-28	-0.000613120784795
2019-01-29	-0.000613120784795
2019-01-30	-0.000613120784795
2019-01-31	-2.47817639425e-18
2019-02-01	0.000204960032794
2019-02-02	0.000740005511659
2019-02-03	0.000740005511659
2019-02-04	0.000740005511659
2019-02-05	0.000740005511659
2019-02-06	0.000740005511659
2019-02-07	0.000740005511659
2019-02-08	0.000535045478866
2019-02-09	-2.47817639425e-18
2019-02-10	-0.000369139904024
2019-02-11	-0.000369139904024
2019-02-12	-0.000369139904024
2019-02-13	-0.000369139904024
2019-02-14	-0.000741163713547
2019-02-15	-0.000741163713547
2019-02-16	-0.000741163713547
2019-02-17	-0.000372023809524
2019-02-18	-0.000372023809524
2019-02-19	-0.000372023809524
2019-02-20	-0.000372023809524
2019-02-21	-2.47817639425e-18
2019-02-22	-2.47817639425e-18
2019-02-23	-2.47817639425e-18
2019-02-24	-2.49366499672e-18
2019-02-25	-2.49366499672e-18
2019-02-26	-0.000429000429
2019-02-27	-0.000631061451429
2019-02-28	-0.000631061451429
2019-03-01	-0.000631061451429
2019-03-02	-0.000631061451429
2019-03-03	-0.000631061451429
2019-03-04	-0.000631061451429
2019-03-05	-0.000202061022429
2019-03-06	-2.60208521397e-18
2019-03-07	-2.60208521397e-18
2019-03-08	-2.60208521397e-18
2019-03-09	-2.60208521397e-18
2019-03-10	-2.60208521397e-18
2019-03-11	-2.60208521397e-18
2019-03-12	-2.60208521397e-18
2019-03-13	-2.60208521397e-18
2019-03-14	-2.60208521397e-18
2019-03-15	-2.60208521397e-18
2019-03-16	-2.60208521397e-18
2019-03-17	-2.60208521397e-18
2019-03-18	-2.60208521397e-18
2019-03-19	-2.60208521397e-18
2019-03-20	-0.000581508044195
2019-03-21	-0.000581508044195
2019-03-22	-0.000814553954239
2019-03-23	-0.000814553954239
2019-03-24	-0.00161712217254
2019-03-25	-0.00182149576747
2019-03-26	-0.00182149576747
2019-03-27	-0.00123998772327
2019-03-28	-0.00123998772327
2019-03-29	-0.00100694181323
2019-03-30	-0.00100694181323
2019-03-31	-0.000204373594932
2019-04-01	-2.84990285339e-18
2019-04-02	-2.84990285339e-18
2019-04-03	-0.000780640124902
2019-04-04	-0.000780640124902
2019-04-05	-0.000780640124902
2019-04-06	-0.000780640124902
2019-04-07	-0.000780640124902
2019-04-08	-0.000977956620561
2019-04-09	-0.00136405700666
2019-04-10	-0.000583416881759
2019-04-11	-0.000583416881759
2019-04-12	-0.000583416881759
2019-04-13	-0.000583416881759
2019-04-14	-0.000583416881759
2019-04-15	-0.0003861003861
2019-04-16	-0.00019436345967
2019-04-17	-0.00019436345967
2019-04-18	-0.00173460219667
2019-04-19	-0.00173460219667
2019-04-20	-0.00173460219667
2019-04-21	-0.00173460219667
2019-04-22	-0.00173460219667
2019-04-23	-0.001540238737
2019-04-24	-0.00207395159948
2019-04-25	-0.00053371286248
2019-04-26	-0.00053371286248
2019-04-27	-0.00053371286248
2019-04-28	-0.000930538259305
2019-04-29	-0.000930538259305
2019-04-30	-0.000930538259305
2019-05-01	-0.000635716940065
2019-05-02	-0.00084611037579
2019-05-03	-0.00084611037579
2019-05-04	-0.00084611037579
2019-05-05	-0.000449284978964
