Date	Riksbank Hawkish-Dovish
2017-05-08	-1.73472347598e-18
2017-05-09	-1.73472347598e-18
2017-05-10	-0.000659848234906
2017-05-11	-0.000659848234906
2017-05-12	-0.000959968282925
2017-05-13	-0.000959968282925
2017-05-14	-0.000959968282925
2017-05-15	-0.000959968282925
2017-05-16	-0.000664808896857
2017-05-17	-4.96066195073e-06
2017-05-18	-4.96066195073e-06
2017-05-19	0.000295159386068
2017-05-20	0.000295159386068
2017-05-21	0.000295159386068
2017-05-22	0.000295159386068
2017-05-23	-1.54886024641e-18
2017-05-24	0.000292740046838
2017-05-25	0.000292740046838
2017-05-26	0.000292740046838
2017-05-27	0.000292740046838
2017-05-28	0.000292740046838
2017-05-29	0.000292740046838
2017-05-30	0.000292740046838
2017-05-31	-1.61081465626e-18
2017-06-01	0.000569151963574
2017-06-02	0.000569151963574
2017-06-03	0.000569151963574
2017-06-04	0.00129431512529
2017-06-05	0.00129431512529
2017-06-06	0.00159956543054
2017-06-07	0.00159956543054
2017-06-08	0.00103041346696
2017-06-09	0.00103041346696
2017-06-10	0.00103041346696
2017-06-11	0.00030525030525
2017-06-12	0.00030525030525
2017-06-13	-1.51788304148e-18
2017-06-14	-1.51788304148e-18
2017-06-15	-1.51788304148e-18
2017-06-16	-1.51788304148e-18
2017-06-17	-1.51788304148e-18
2017-06-18	-1.51788304148e-18
2017-06-19	-1.51788304148e-18
2017-06-20	0.000298240381748
2017-06-21	0.000298240381748
2017-06-22	0.000298240381748
2017-06-23	0.000298240381748
2017-06-24	0.000298240381748
2017-06-25	0.000298240381748
2017-06-26	0.000298240381748
2017-06-27	-1.51788304148e-18
2017-06-28	-1.46367293286e-18
2017-06-29	-1.51788304148e-18
2017-06-30	-1.51788304148e-18
2017-07-01	-1.51788304148e-18
2017-07-02	-0.000802568218299
2017-07-03	-0.00014875978417
2017-07-04	0.00502722365268
2017-07-05	0.00632592495138
2017-07-06	0.00632592495138
2017-07-07	0.00632592495138
2017-07-08	0.00632592495138
2017-07-09	0.00712849316968
2017-07-10	0.00647468473555
2017-07-11	0.0012987012987
2017-07-12	0.000314663310258
2017-07-13	0.000314663310258
2017-07-14	0.000314663310258
2017-07-15	0.000314663310258
2017-07-16	0.000314663310258
2017-07-17	0.000314663310258
2017-07-18	4.35871378536e-05
2017-07-19	-0.000271076172404
2017-07-20	-0.000271076172404
2017-07-21	-0.000271076172404
2017-07-22	-0.000271076172404
2017-07-23	-0.000271076172404
2017-07-24	-0.000271076172404
2017-07-25	-1.51788304148e-18
2017-07-26	-1.51788304148e-18
2017-07-27	-1.51788304148e-18
2017-07-28	-1.51788304148e-18
2017-07-29	-1.51788304148e-18
2017-07-30	-1.51788304148e-18
2017-07-31	-1.51788304148e-18
2017-08-01	-1.40946282423e-18
2017-08-02	-1.40946282423e-18
2017-08-03	-1.51788304148e-18
2017-08-04	-1.30104260698e-18
2017-08-05	-1.30104260698e-18
2017-08-06	-1.30104260698e-18
2017-08-07	-1.51788304148e-18
2017-08-08	-1.51788304148e-18
2017-08-09	-1.51788304148e-18
2017-08-10	-1.51788304148e-18
2017-08-11	-1.30104260698e-18
2017-08-12	-1.30104260698e-18
2017-08-13	-0.00121065375303
2017-08-14	-0.00121065375303
2017-08-15	-9.89250148388e-05
2017-08-16	-0.00277192768784
2017-08-17	-0.00277192768784
2017-08-18	-0.00277192768784
2017-08-19	-0.00277192768784
2017-08-20	-0.00156127393481
2017-08-21	-0.00156127393481
2017-08-22	-0.002673002673
2017-08-23	-8.67361737988e-19
2017-08-24	-8.67361737988e-19
2017-08-25	-8.67361737988e-19
2017-08-26	-8.67361737988e-19
2017-08-27	-8.67361737988e-19
2017-08-28	-8.67361737988e-19
2017-08-29	-9.75781955237e-19
2017-08-30	-1.02999206386e-18
2017-08-31	-0.000302663438257
2017-09-01	-0.000302663438257
2017-09-02	-0.000302663438257
2017-09-03	0.0020982969459
2017-09-04	0.0020982969459
2017-09-05	0.0020982969459
2017-09-06	0.00266519036993
2017-09-07	0.0020693812116
2017-09-08	0.00288570774222
2017-09-09	0.00288570774222
2017-09-10	0.000484747358063
2017-09-11	0.000484747358063
2017-09-12	0.000484747358063
2017-09-13	0.000267993990049
2017-09-14	0.00116646658663
2017-09-15	0.000641091467137
2017-09-16	0.000641091467137
2017-09-17	0.000641091467137
2017-09-18	0.000641091467137
2017-09-19	0.000641091467137
2017-09-20	0.000290951411114
2017-09-21	0.00205461984145
2017-09-22	0.00176366843034
2017-09-23	0.00176366843034
2017-09-24	0.00176366843034
2017-09-25	0.00176366843034
2017-09-26	0.00176366843034
2017-09-27	0.00176366843034
2017-09-28	-1.23908819713e-19
2017-09-29	-1.08420217249e-19
2017-09-30	-1.08420217249e-19
2017-10-01	-1.08420217249e-19
2017-10-02	0.0
2017-10-03	0.0
2017-10-04	0.0
2017-10-05	0.0
2017-10-06	-0.000596480763495
2017-10-07	-0.000596480763495
2017-10-08	-0.000596480763495
2017-10-09	-0.000596480763495
2017-10-10	-0.000853418070792
2017-10-11	-0.000853418070792
2017-10-12	-0.000853418070792
2017-10-13	-0.000256937307297
2017-10-14	-0.000256937307297
2017-10-15	-0.000256937307297
2017-10-16	-0.000256937307297
2017-10-17	-1.08420217249e-19
2017-10-18	-0.000330687830688
2017-10-19	-0.000330687830688
2017-10-20	-0.000330687830688
2017-10-21	-0.000330687830688
2017-10-22	-0.000330687830688
2017-10-23	0.00160729666544
2017-10-24	0.00130399062965
2017-10-25	0.00163467846033
2017-10-26	0.000498637562862
2017-10-27	0.000203478176793
2017-10-28	0.000203478176793
2017-10-29	0.000203478176793
2017-10-30	-0.00173450631933
2017-10-31	-0.00143120028354
2017-11-01	-0.00143120028354
2017-11-02	-0.000295159386068
2017-11-03	-2.16840434497e-19
2017-11-04	-2.16840434497e-19
2017-11-05	-2.16840434497e-19
2017-11-06	-2.71050543121e-19
2017-11-07	-2.47817639425e-19
2017-11-08	-2.47817639425e-19
2017-11-09	-2.47817639425e-19
2017-11-10	-2.47817639425e-19
2017-11-11	-2.47817639425e-19
2017-11-12	-2.47817639425e-19
2017-11-13	-2.47817639425e-19
2017-11-14	-2.71050543121e-19
2017-11-15	-2.71050543121e-19
2017-11-16	-2.71050543121e-19
2017-11-17	-2.71050543121e-19
2017-11-18	-2.71050543121e-19
2017-11-19	-2.71050543121e-19
2017-11-20	-2.16840434497e-19
2017-11-21	-0.000583090379009
2017-11-22	-0.00088768983073
2017-11-23	-0.00157450301754
2017-11-24	-0.00157450301754
2017-11-25	0.000157098714059
2017-11-26	0.000157098714059
2017-11-27	0.000157098714059
2017-11-28	0.000740189093068
2017-11-29	0.00104478854479
2017-11-30	0.0017316017316
2017-12-01	0.0017316017316
2017-12-02	4.33680868994e-19
2017-12-03	4.33680868994e-19
2017-12-04	2.16840434497e-19
2017-12-05	2.16840434497e-19
2017-12-06	2.16840434497e-19
2017-12-07	2.16840434497e-19
2017-12-08	2.16840434497e-19
2017-12-09	2.16840434497e-19
2017-12-10	2.16840434497e-19
2017-12-11	-0.000560224089636
2017-12-12	-0.000560224089636
2017-12-13	-0.000560224089636
2017-12-14	-0.000560224089636
2017-12-15	-0.000560224089636
2017-12-16	-0.000560224089636
2017-12-17	-0.000560224089636
2017-12-18	0.000311235605353
2017-12-19	1.29952236056e-05
2017-12-20	-0.000300287984414
2017-12-21	0.000742464883156
2017-12-22	0.000742464883156
2017-12-23	0.000742464883156
2017-12-24	0.000742464883156
2017-12-25	0.000431229277803
2017-12-26	0.00072946965955
2017-12-27	0.00283294262768
2017-12-28	0.00179018976011
2017-12-29	0.00179018976011
2017-12-30	0.00179018976011
2017-12-31	0.00179018976011
2018-01-01	0.00179018976011
2018-01-02	0.00179018976011
2018-01-03	-1.02999206386e-18
2018-01-04	0.000325414904003
2018-01-05	0.000325414904003
2018-01-06	0.000325414904003
2018-01-07	0.000325414904003
2018-01-08	0.000325414904003
2018-01-09	0.000663138645982
2018-01-10	0.00099079264336
2018-01-11	0.000665377739358
2018-01-12	9.39491679293e-05
2018-01-13	9.39491679293e-05
2018-01-14	9.39491679293e-05
2018-01-15	0.00041569948968
2018-01-16	7.79757477005e-05
2018-01-17	-0.000540629660793
2018-01-18	-0.000540629660793
2018-01-19	3.0798910636e-05
2018-01-20	3.0798910636e-05
2018-01-21	3.0798910636e-05
2018-01-22	-2.93297793462e-06
2018-01-23	-2.93297793462e-06
2018-01-24	0.00114174637854
2018-01-25	0.00114174637854
2018-01-26	0.00083118737233
2018-01-27	0.00083118737233
2018-01-28	0.00083118737233
2018-01-29	0.00054316893915
2018-01-30	0.00054316893915
2018-01-31	-0.000310559006211
2018-02-01	-0.000310559006211
2018-02-02	0.000299490865529
2018-02-03	0.000299490865529
2018-02-04	0.000299490865529
2018-02-05	0.000299490865529
2018-02-06	-0.00028359951348
2018-02-07	-1.04501007514e-05
2018-02-08	0.000269661944067
2018-02-09	0.000269035394139
2018-02-10	0.000269035394139
2018-02-11	0.000269035394139
2018-02-12	-2.61239919298e-05
2018-02-13	0.000843828119724
2018-02-14	0.00159842793618
2018-02-15	0.00160633432454
2018-02-16	0.00130747000894
2018-02-17	0.00130747000894
2018-02-18	0.00130747000894
2018-02-19	0.00160262939501
2018-02-20	0.0025744209034
2018-02-21	0.00154667167421
2018-02-22	0.00207497977164
2018-02-23	0.00207497977164
2018-02-24	0.00207497977164
2018-02-25	0.00207497977164
2018-02-26	0.00207497977164
2018-02-27	0.0018176616441
2018-02-28	0.00209398106935
2018-03-01	0.00154668870608
2018-03-02	0.0018599719141
2018-03-03	0.0010574036958
2018-03-04	0.0010574036958
2018-03-05	0.0010574036958
2018-03-06	-0.000801074274827
2018-03-07	-0.00107739370008
2018-03-08	-0.00134642786742
2018-03-09	-0.00165971107544
2018-03-10	-0.000857142857143
2018-03-11	-0.000857142857143
2018-03-12	-0.000857142857143
2018-03-13	2.16840434497e-19
2018-03-14	0.000298240381748
2018-03-15	0.000298240381748
2018-03-16	0.000298240381748
2018-03-17	0.000298240381748
2018-03-18	0.000298240381748
2018-03-19	0.000298240381748
2018-03-20	0.000298240381748
2018-03-21	0.000867904877625
2018-03-22	0.000867904877625
2018-03-23	0.000867904877625
2018-03-24	0.000867904877625
2018-03-25	0.000867904877625
2018-03-26	0.000867904877625
2018-03-27	0.00105538144305
2018-03-28	0.000567415775156
2018-03-29	0.000372787515132
2018-03-30	0.000372787515132
2018-03-31	0.000372787515132
2018-04-01	0.000372787515132
2018-04-02	0.000372787515132
2018-04-03	0.000185310949703
2018-04-04	4.58719804769e-05
2018-04-05	0.0002405002405
2018-04-06	0.0002405002405
2018-04-07	0.0002405002405
2018-04-08	0.0002405002405
2018-04-09	0.0002405002405
2018-04-10	0.000734815613708
2018-04-11	0.000494315373208
2018-04-12	0.000262780295644
2018-04-13	0.000889346711684
2018-04-14	0.000889346711684
2018-04-15	0.000889346711684
2018-04-16	0.000669227847497
2018-04-17	0.000174912474289
2018-04-18	0.000174912474289
2018-04-19	0.000850793252809
2018-04-20	0.00176862838117
2018-04-21	0.00176862838117
2018-04-22	0.000843986679829
2018-04-23	0.00106410554402
2018-04-24	0.00106410554402
2018-04-25	0.00106410554402
2018-04-26	-0.000930627753838
2018-04-27	-0.00294728431595
2018-04-28	-0.00294728431595
2018-04-29	-0.00202264261461
2018-04-30	-0.00228428573339
2018-05-01	-0.00146169182059
2018-05-02	-0.00146169182059
2018-05-03	0.00074803643565
2018-05-04	0.00322530398469
2018-05-05	0.00322530398469
2018-05-06	0.00322530398469
2018-05-07	0.0039500172586
2018-05-08	0.00358456620294
2018-05-09	0.00438488633099
2018-05-10	0.00372554567165
2018-05-11	0.00172053314032
2018-05-12	0.00172053314032
2018-05-13	0.00216145024791
2018-05-14	0.00169838009278
2018-05-15	0.00124123723563
2018-05-16	0.00141273440593
2018-05-17	0.00141273440593
2018-05-18	0.00141273440593
2018-05-19	0.00141273440593
2018-05-20	-0.000958684632154
2018-05-21	-0.000487208913154
2018-05-22	-8.4794426232e-05
2018-05-23	-0.00105661172458
2018-05-24	-0.000865114214048
2018-05-25	-0.000865114214048
2018-05-26	-0.000865114214048
2018-05-27	0.00106538771645
2018-05-28	0.000593911997454
2018-05-29	0.000191497510532
2018-05-30	0.000419703809026
2018-05-31	0.000853858019036
2018-06-01	0.00255743553181
2018-06-02	0.00255743553181
2018-06-03	0.00255743553181
2018-06-04	0.00255743553181
2018-06-05	0.00255743553181
2018-06-06	0.00232922923332
2018-06-07	0.00216664766791
2018-06-08	0.000672538106532
2018-06-09	0.000672538106532
2018-06-10	0.000672538106532
2018-06-11	0.000904826143698
2018-06-12	0.0011161532781
2018-06-13	0.0011161532781
2018-06-14	0.000653083122974
2018-06-15	0.000718869782085
2018-06-16	0.000718869782085
2018-06-17	0.000718869782085
2018-06-18	0.000657259334951
2018-06-19	0.000445932200547
2018-06-20	2.39022364197e-05
2018-06-21	2.39022364197e-05
2018-06-22	-0.000251352374095
2018-06-23	-0.000251352374095
2018-06-24	-0.000251352374095
2018-06-25	2.37021508714e-05
2018-06-26	2.37021508714e-05
2018-06-27	0.000445732114999
2018-06-28	0.000445732114999
2018-06-29	0.000445732114999
2018-06-30	0.000445732114999
2018-07-01	0.000445732114999
2018-07-02	0.00114285714286
2018-07-03	0.00314552736983
2018-07-04	0.00450607158751
2018-07-05	0.00520749782085
2018-07-06	0.00520749782085
2018-07-07	0.00520749782085
2018-07-08	0.00520749782085
2018-07-09	0.004064640678
2018-07-10	0.00206197045103
2018-07-11	0.000701426233341
2018-07-12	-8.67361737988e-19
2018-07-13	0.000260213374967
2018-07-14	0.000260213374967
2018-07-15	0.000260213374967
2018-07-16	0.000260213374967
2018-07-17	0.00108005350614
2018-07-18	0.00108005350614
2018-07-19	0.00108005350614
2018-07-20	0.000819840131174
2018-07-21	0.000819840131174
2018-07-22	0.000819840131174
2018-07-23	0.000819840131174
2018-07-24	-2.27682456222e-18
2018-07-25	-2.27682456222e-18
2018-07-26	-2.27682456222e-18
2018-07-27	-2.2226144536e-18
2018-07-28	-2.2226144536e-18
2018-07-29	-2.2226144536e-18
2018-07-30	-2.2226144536e-18
2018-07-31	0.000689021589343
2018-08-01	0.000689021589343
2018-08-02	0.000689021589343
2018-08-03	0.000689021589343
2018-08-04	0.000689021589343
2018-08-05	0.000689021589343
2018-08-06	0.000689021589343
2018-08-07	-1.95156391047e-18
2018-08-08	-1.95156391047e-18
2018-08-09	0.0
2018-08-10	0.0
2018-08-11	0.0
2018-08-12	0.0
2018-08-13	0.0
2018-08-14	0.0
2018-08-15	-1.97866896479e-18
2018-08-16	-1.95156391047e-18
2018-08-17	-1.95156391047e-18
2018-08-18	-1.95156391047e-18
2018-08-19	-1.95156391047e-18
2018-08-20	-1.95156391047e-18
2018-08-21	0.000186011904762
2018-08-22	0.00093297735761
2018-08-23	0.00163188705848
2018-08-24	0.00163188705848
2018-08-25	0.00163188705848
2018-08-26	0.00163188705848
2018-08-27	0.00163188705848
2018-08-28	0.00220373798054
2018-08-29	0.00202706052313
2018-08-30	0.00176502281877
2018-08-31	0.00176502281877
2018-09-01	0.00176502281877
2018-09-02	0.00176502281877
2018-09-03	0.00105517366172
2018-09-04	0.000902637711402
2018-09-05	0.00108422941521
2018-09-06	0.00351309749608
2018-09-07	0.00441955144822
2018-09-08	0.00441955144822
2018-09-09	0.00441955144822
2018-09-10	0.00512940060528
2018-09-11	0.00505911920763
2018-09-12	0.00430723950838
2018-09-13	0.00241596834545
2018-09-14	0.00213884101382
2018-09-15	0.00213884101382
2018-09-16	0.00213884101382
2018-09-17	0.00331117395638
2018-09-18	0.00406749248074
2018-09-19	0.00438565983677
2018-09-20	0.00341119092233
2018-09-21	0.00390968385069
2018-09-22	0.00390968385069
2018-09-23	0.00390968385069
2018-09-24	0.00273735090813
2018-09-25	0.0014459869049
2018-09-26	0.00229083563726
2018-09-27	0.00229083563726
2018-09-28	0.00212826705364
2018-09-29	0.00212826705364
2018-09-30	0.00212826705364
2018-10-01	0.00212826705364
2018-10-02	0.00212826705364
2018-10-03	0.000965250965251
2018-10-04	0.000965250965251
2018-10-05	0.000193836014732
2018-10-06	0.000193836014732
2018-10-07	0.000193836014732
2018-10-08	0.000193836014732
2018-10-09	-0.000158897671335
2018-10-10	2.0121304676e-05
2018-10-11	0.00101448656818
2018-10-12	0.00101554433634
2018-10-13	0.00101554433634
2018-10-14	0.00101554433634
2018-10-15	0.00119212918536
2018-10-16	0.00233152114707
2018-10-17	0.00215250217106
2018-10-18	0.000984133079469
2018-10-19	0.00162101305412
2018-10-20	0.00162101305412
2018-10-21	0.00162101305412
2018-10-22	0.00297640828936
2018-10-23	0.0035600823193
2018-10-24	0.00587757942243
2018-10-25	0.00755732388668
2018-10-26	0.00672555012915
2018-10-27	0.00672555012915
2018-10-28	0.00672555012915
2018-10-29	0.00519357004489
2018-10-30	0.00445886462632
2018-10-31	0.00214136752319
2018-11-01	0.00170974074309
2018-11-02	0.00170974074309
2018-11-03	0.00170974074309
2018-11-04	0.00170974074309
2018-11-05	0.00191411433802
2018-11-06	0.00148054847343
2018-11-07	0.00128404621365
2018-11-08	0.000807660988786
2018-11-09	0.00104301048278
2018-11-10	0.00104301048278
2018-11-11	0.00104301048278
2018-11-12	0.00125211631725
2018-11-13	0.00105005529482
2018-11-14	0.0018623211014
2018-11-15	0.0012645924702
2018-11-16	0.00147289869936
2018-11-17	0.00147289869936
2018-11-18	0.00147289869936
2018-11-19	0.00105941926996
2018-11-20	0.00105941926996
2018-11-21	0.00101584721658
2018-11-22	0.00142813334315
2018-11-23	0.000984477619992
2018-11-24	0.000984477619992
2018-11-25	0.000984477619992
2018-11-26	0.000984477619992
2018-11-27	0.0013385225837
2018-11-28	0.000975186562296
2018-11-29	-0.000369587441934
2018-11-30	0.000645022947677
2018-12-01	0.000645022947677
2018-12-02	-8.01402140348e-05
2018-12-03	0.000633253757786
2018-12-04	0.000279208794076
2018-12-05	7.03533220624e-05
2018-12-06	0.00119382668482
2018-12-07	0.000179216295213
2018-12-08	0.000179216295213
2018-12-09	0.000904379456924
2018-12-10	0.000190985485103
2018-12-11	0.000190985485103
2018-12-12	0.00102885729072
2018-12-13	0.000837871805614
2018-12-14	0.000837871805614
2018-12-15	0.000837871805614
2018-12-16	0.000837871805614
2018-12-17	0.000837871805614
2018-12-18	0.00138521718055
2018-12-19	0.000547345374932
2018-12-20	0.0024826022363
2018-12-21	0.00311564718249
2018-12-22	0.00311564718249
2018-12-23	0.00311564718249
2018-12-24	0.00311564718249
2018-12-25	0.00256830180756
2018-12-26	0.00256830180756
2018-12-27	0.000633044946191
2018-12-28	-2.47817639425e-19
2018-12-29	0.0
2018-12-30	0.0
2018-12-31	0.0
2019-01-01	0.0
2019-01-02	0.0
2019-01-03	0.0
2019-01-04	0.0
2019-01-05	0.0
2019-01-06	0.0
2019-01-07	0.0
2019-01-08	0.000730727073438
2019-01-09	0.000730727073438
2019-01-10	0.000730727073438
2019-01-11	0.000730727073438
2019-01-12	0.000730727073438
2019-01-13	0.000730727073438
2019-01-14	0.000544715168676
2019-01-15	-0.000186011904762
2019-01-16	-0.000186011904762
2019-01-17	-0.000186011904762
2019-01-18	-0.000186011904762
2019-01-19	-0.000186011904762
2019-01-20	-0.000186011904762
2019-01-21	-8.13151629364e-20
2019-01-22	-8.13151629364e-20
2019-01-23	-9.29316147845e-20
2019-01-24	-9.29316147845e-20
2019-01-25	-0.000224971878515
2019-01-26	-0.000224971878515
2019-01-27	-0.000224971878515
2019-01-28	-0.000224971878515
2019-01-29	-3.08724996332e-05
2019-01-30	-3.08724996332e-05
2019-01-31	-3.08724996332e-05
2019-02-01	0.000194099378882
2019-02-02	0.000194099378882
2019-02-03	0.000194099378882
2019-02-04	0.000194099378882
2019-02-05	-0.000223214285714
2019-02-06	-0.000223214285714
2019-02-07	-0.000223214285714
2019-02-08	-0.000223214285714
2019-02-09	-0.000223214285714
2019-02-10	-0.000223214285714
2019-02-11	0.000408896965866
2019-02-12	8.28093342682e-06
2019-02-13	-0.00237990838485
2019-02-14	-0.00182187267057
2019-02-15	-0.0020354110007
2019-02-16	-0.0020354110007
2019-02-17	-0.0020354110007
2019-02-18	-0.00241950637926
2019-02-19	-0.0024087968459
2019-02-20	0.000590763982464
2019-02-21	-0.000603134385488
2019-02-22	-0.000389596055358
2019-02-23	-0.000389596055358
2019-02-24	-0.000389596055358
2019-02-25	-0.000637611928374
2019-02-26	-2.44911435792e-05
2019-02-27	-0.000635862653667
2019-02-28	-6.50521303491e-19
2019-03-01	-0.000243368216111
2019-03-02	-0.000243368216111
2019-03-03	-0.000243368216111
2019-03-04	0.000176799851116
2019-03-05	0.000663536283338
2019-03-06	0.000853758843734
2019-03-07	0.000853758843734
2019-03-08	0.000579528716159
2019-03-09	0.000579528716159
2019-03-10	-0.00255526752209
2019-03-11	-0.00297543558931
2019-03-12	-0.00346217202153
2019-03-13	-0.00345803112226
2019-03-14	-0.00345803112226
2019-03-15	-0.00294043277857
2019-03-16	-0.00294043277857
2019-03-17	0.00019436345967
2019-03-18	0.00019436345967
2019-03-19	0.00019436345967
2019-03-20	0.000193836014732
2019-03-21	0.000805207524819
2019-03-22	0.000805207524819
2019-03-23	0.000805207524819
2019-03-24	0.000805207524819
2019-03-25	0.000805207524819
2019-03-26	0.00100117068375
2019-03-27	0.000622764717002
2019-03-28	1.13932069143e-05
2019-03-29	1.13932069143e-05
2019-03-30	1.13932069143e-05
2019-03-31	1.13932069143e-05
2019-04-01	1.13932069143e-05
2019-04-02	-0.000184569952012
2019-04-03	0.000390320062451
2019-04-04	0.000390320062451
2019-04-05	0.000390320062451
2019-04-06	0.000390320062451
2019-04-07	0.000390320062451
2019-04-08	0.000390320062451
2019-04-09	4.21967635082e-06
2019-04-10	-0.0003861003861
2019-04-11	-0.000197882806578
2019-04-12	-0.000197882806578
2019-04-13	-0.000197882806578
2019-04-14	-0.000197882806578
2019-04-15	-0.00117635638779
2019-04-16	-0.000401529082352
2019-04-17	-0.000401529082352
2019-04-18	0.000372902548754
2019-04-19	-3.29416070907e-05
2019-04-20	-3.29416070907e-05
2019-04-21	-3.29416070907e-05
2019-04-22	0.000709013525684
2019-04-23	-8.26954609535e-05
2019-04-24	-8.26954609535e-05
2019-04-25	-0.00280250510033
2019-04-26	-0.00279293595934
2019-04-27	-0.00279293595934
2019-04-28	-0.00279293595934
2019-04-29	-0.00274946770396
2019-04-30	-0.00397913869788
2019-05-01	-0.00374024715464
2019-05-02	-0.0019830867259
2019-05-03	-0.00158681171104
2019-05-04	-0.00158681171104
2019-05-05	-0.00158681171104
2019-05-06	-0.00163671584257
2019-05-07	-0.00209095331445
2019-05-08	-0.00214527490568
2019-05-09	-0.00195656005382
2019-05-10	-0.00234370678243
2019-05-11	-0.00234370678243
2019-05-12	-0.00234370678243
2019-05-13	-0.00210075245785
2019-05-14	-0.000363573412762
2019-05-15	-0.000548143364774
2019-05-16	-0.000736858216633
2019-05-17	-0.000950793435528
2019-05-18	-0.000950793435528
2019-05-19	-0.000950793435528
2019-05-20	-0.000588671400402
2019-05-21	-0.00023895991238
2019-05-22	-0.00023895991238
2019-05-23	-0.00023895991238
2019-05-24	0.000362122035126
2019-05-25	0.000362122035126
2019-05-26	0.000362122035126
2019-05-27	-3.08997619158e-18
2019-05-28	0.000177022481855
2019-05-29	0.000346084189378
2019-05-30	0.000528765957738
2019-05-31	0.000528765957738
2019-06-01	0.000528765957738
2019-06-02	0.000528765957738
2019-06-03	0.000528765957738
2019-06-04	0.000351743475883
2019-06-05	0.00018268176836
