Date	BankOfEngland Hawkish	BankOfEngland Dovish
2017-02-28	0.00993092002848	0.00481351171418
2017-03-01	0.0111545388352	0.00390744104067
2017-03-02	0.0108394175623	0.00371820584324
2017-03-03	0.0111108840625	0.00369450031787
2017-03-04	0.0118745733906	0.00445425310297
2017-03-05	0.0118112096192	0.00514773437898
2017-03-06	0.0123770884421	0.00572990650139
2017-03-07	0.0128266781915	0.00722479241799
2017-03-08	0.0113243181568	0.00814250425648
2017-03-09	0.0112146210326	0.00726899011926
2017-03-10	0.0135195669836	0.00825474400986
2017-03-11	0.0150908027654	0.00874635765937
2017-03-12	0.0257975665928	0.0133438816744
2017-03-13	0.0307083242843	0.0134668068775
2017-03-14	0.0363156055993	0.0138910626013
2017-03-15	0.0441110005419	0.0145784871994
2017-03-16	0.0570925082815	0.0231525744025
2017-03-17	0.0656557938513	0.0282397614333
2017-03-18	0.07139449959	0.0270798102733
2017-03-19	0.0690095110746	0.0238692488103
2017-03-20	0.0684687730403	0.0250530266693
2017-03-21	0.070846183581	0.0273484575362
2017-03-22	0.067386299858	0.0282116950582
2017-03-23	0.0570027019744	0.019944499291
2017-03-24	0.0509056006038	0.0162480986084
2017-03-25	0.0417042117149	0.0146607970211
2017-03-26	0.0350349875286	0.0125803531931
2017-03-27	0.030827440928	0.0120264419597
2017-03-28	0.0244500867246	0.00918876520897
2017-03-29	0.0197134604912	0.00786783818089
2017-03-30	0.0194317922683	0.00821486588086
2017-03-31	0.015630193189	0.00680355724038
2017-04-01	0.0184387685422	0.00680355724038
2017-04-02	0.017894576137	0.00929887851299
2017-04-03	0.0168898189788	0.00797736494042
2017-04-04	0.0155181654332	0.00744003831613
2017-04-05	0.0198753625615	0.00983184492481
2017-04-06	0.0206428199869	0.0116679421956
2017-04-07	0.0244423934517	0.0141055622189
2017-04-08	0.0236460052726	0.0161910679541
2017-04-09	0.0238588762817	0.0157268908927
2017-04-10	0.026854528745	0.0183794515355
2017-04-11	0.0310687928712	0.0197087568295
2017-04-12	0.0288191997125	0.0161695032903
2017-04-13	0.0258923330688	0.0147680041012
2017-04-14	0.0201665958801	0.0115440350082
2017-04-15	0.0179147614667	0.0103349534623
2017-04-16	0.0215206970462	0.0146179371122
2017-04-17	0.0190163911468	0.0127734794477
2017-04-18	0.0127231249416	0.0102561729656
2017-04-19	0.0100911304161	0.0114693971088
2017-04-20	0.0124720827971	0.0108380839775
2017-04-21	0.0149838567374	0.0106542956404
2017-04-22	0.014888072673	0.010558511576
2017-04-23	0.00915942490562	0.00482986380855
2017-04-24	0.00803456551305	0.00370500441597
2017-04-25	0.0088749016475	0.00482545259524
2017-04-26	0.00936554376422	0.00473267663135
2017-04-27	0.00639404512798	0.00419624293018
2017-04-28	0.00532527263064	0.00503667234204
2017-04-29	0.00454463250574	0.00598763394874
2017-04-30	0.00395915241206	0.00540215385506
2017-05-01	0.00395915241206	0.00540215385506
2017-05-02	0.00342736302244	0.00428170567579
2017-05-03	0.00320988472677	0.00404856894284
2017-05-04	0.00625688925247	0.00432702418836
2017-05-05	0.00869236227618	0.00478865406175
2017-05-06	0.0173503709342	0.00392285319595
2017-05-07	0.0215876590698	0.00513350694898
2017-05-08	0.0336600936774	0.00915765181819
2017-05-09	0.0415933051744	0.0135532562138
2017-05-10	0.0466787814775	0.015965185942
2017-05-11	0.0594855545994	0.0246280659477
2017-05-12	0.0667115219094	0.0290144358803
2017-05-13	0.064175962231	0.0352914921574
2017-05-14	0.0694624836192	0.0388427431662
2017-05-15	0.0621801307247	0.0362274458597
2017-05-16	0.0592512414322	0.0347834353248
2017-05-17	0.0565172929207	0.0344297022504
2017-05-18	0.0429999086125	0.0254742771837
2017-05-19	0.0339321267136	0.0197628276344
2017-05-20	0.027809677734	0.0126199704915
2017-05-21	0.0225291496812	0.00856527930813
2017-05-22	0.0180689920855	0.00748635586289
2017-05-23	0.0135647484732	0.0045347620022
2017-05-24	0.0109083588936	0.00246747404257
2017-05-25	0.00927073691773	0.00318033522161
2017-05-26	0.00753482891962	0.00288938381049
2017-05-27	0.00753482891962	0.00288938381049
2017-05-28	0.00408519824227	0.00297582102564
2017-05-29	0.00375527412482	0.00264589690819
2017-05-30	0.00351693678333	0.00264589690819
2017-05-31	0.00263871664281	0.00176767676768
2017-06-01	0.00337214655951	0.00136280275723
2017-06-02	0.00307139467981	0.00136280275723
2017-06-03	0.00307139467981	0.00221314289328
2017-06-04	0.00372807020958	0.00286981842305
2017-06-05	0.00520386713993	0.00316497780912
2017-06-06	0.00554933006024	0.00347022811437
2017-06-07	0.00728795654532	0.00375999919522
2017-06-08	0.0062029718653	0.003502082837
2017-06-09	0.00923531687878	0.00653442785047
2017-06-10	0.0179995587719	0.0109426328503
2017-06-11	0.027382001575	0.0169398353014
2017-06-12	0.0388932176317	0.0229716822423
2017-06-13	0.050991994561	0.0302330178935
2017-06-14	0.0581422569648	0.0369273737968
2017-06-15	0.074453283291	0.0446210642998
2017-06-16	0.0872159540726	0.0479067256043
2017-06-17	0.0911718687353	0.0465620747933
2017-06-18	0.0925839975679	0.0448288317331
2017-06-19	0.0848036230449	0.0420813893501
2017-06-20	0.088192316196	0.0395848898834
2017-06-21	0.0971200777768	0.0449104486783
2017-06-22	0.0921168341401	0.0417999857085
2017-06-23	0.0855281675515	0.0389740428826
2017-06-24	0.0872044672526	0.0405972471181
2017-06-25	0.0833182319074	0.0424817455983
2017-06-26	0.0844607997926	0.0413713174568
2017-06-27	0.0759344137409	0.0423878761515
2017-06-28	0.0724672530672	0.0367746189438
2017-06-29	0.0847177182251	0.0420615111982
2017-06-30	0.0932575979451	0.0453721687945
2017-07-01	0.0894431522702	0.0461842765834
2017-07-02	0.0875050354026	0.0434009016987
2017-07-03	0.0939050935189	0.0461622333692
2017-07-04	0.10362660226	0.0435262438094
2017-07-05	0.102264125451	0.0433233217315
2017-07-06	0.0851494586199	0.0368286022832
2017-07-07	0.0756252235271	0.0337942950352
2017-07-08	0.0719397646692	0.0304007537106
2017-07-09	0.0748987283023	0.0320788508943
2017-07-10	0.0727651750895	0.0323078920655
2017-07-11	0.0688923216002	0.0324986930236
2017-07-12	0.0644012179902	0.0278931663916
2017-07-13	0.0661497554285	0.0327171687448
2017-07-14	0.0686868769566	0.0361214984788
2017-07-15	0.0692221997164	0.0405977079381
2017-07-16	0.0716382342425	0.043933821366
2017-07-17	0.0679252840943	0.042075753298
2017-07-18	0.0691089833805	0.040873982267
2017-07-19	0.067328580719	0.0423437557632
2017-07-20	0.0619563318451	0.0367017347918
2017-07-21	0.0571495974358	0.0345415225457
2017-07-22	0.0506829739172	0.0300054009575
2017-07-23	0.045153094172	0.0239351795324
2017-07-24	0.041118950394	0.0223417710847
2017-07-25	0.0314150819065	0.0216371925313
2017-07-26	0.027318137891	0.0203160990513
2017-07-27	0.0260820850199	0.0191021976653
2017-07-28	0.0262148967653	0.0175669193072
2017-07-29	0.0307091544442	0.0201306750556
2017-07-30	0.0296859542419	0.0189925085384
2017-07-31	0.0369183470165	0.0204476798731
2017-08-01	0.0345816433481	0.0198600198054
2017-08-02	0.0404469339595	0.0205600868023
2017-08-03	0.0528120746104	0.029762513719
2017-08-04	0.0575929733156	0.0339554429157
2017-08-05	0.0611181906372	0.0383791328339
2017-08-06	0.0616672324707	0.0389754040724
2017-08-07	0.0588847235406	0.0390250811712
2017-08-08	0.0604803919285	0.0409468306692
2017-08-09	0.0537118044833	0.0389452177372
2017-08-10	0.0425709076442	0.0298033407463
2017-08-11	0.0378492094824	0.0259734043552
2017-08-12	0.0295546146415	0.0167803369176
2017-08-13	0.0280003969855	0.0165894680827
2017-08-14	0.024569165008	0.0150202221173
2017-08-15	0.0323338954138	0.0163979406415
2017-08-16	0.0356676345966	0.0201178311539
2017-08-17	0.0343482921674	0.0184025652877
2017-08-18	0.032688203859	0.0168044719783
2017-08-19	0.0359227195159	0.0161143408534
2017-08-20	0.0343187427694	0.0144043621654
2017-08-21	0.0333830674367	0.0130510463408
2017-08-22	0.0243676066774	0.0109412625595
2017-08-23	0.0199188417244	0.00738661824859
2017-08-24	0.0198953350933	0.00857957977558
2017-08-25	0.0215105486197	0.0124369457683
2017-08-26	0.0175859018379	0.0124369457683
2017-08-27	0.0184199968288	0.0125072526258
2017-08-28	0.0166613644952	0.0122151742354
2017-08-29	0.0142473826951	0.0109441411449
2017-08-30	0.0163838694737	0.0105911263758
2017-08-31	0.0206521190049	0.0115168089166
2017-09-01	0.0200005424345	0.00844392484008
2017-09-02	0.0200005424345	0.00844392484008
2017-09-03	0.0177336162465	0.0076572023841
2017-09-04	0.0190524286599	0.00798690548744
2017-09-05	0.0200449697944	0.00768885656157
2017-09-06	0.0187254764799	0.00827529803471
2017-09-07	0.0156639437973	0.00945105348772
2017-09-08	0.015930287623	0.00996183407114
2017-09-09	0.022244415484	0.0170652279149
2017-09-10	0.0308762082821	0.0170433568183
2017-09-11	0.0354547704762	0.0193040687954
2017-09-12	0.0485923981697	0.0211706800618
2017-09-13	0.0552283858981	0.0210873133817
2017-09-14	0.0758395163312	0.0232652640913
2017-09-15	0.0966018090283	0.0284563914588
2017-09-16	0.104339203415	0.0291593988641
2017-09-17	0.118430375401	0.0347327728585
2017-09-18	0.136882064809	0.0407541263063
2017-09-19	0.133543801117	0.0434452804211
2017-09-20	0.136956337498	0.0464233697046
2017-09-21	0.11922364705	0.0450662458116
2017-09-22	0.10142260363	0.037494441477
2017-09-23	0.0987996528106	0.0318308973708
2017-09-24	0.0838987642255	0.0261804075098
2017-09-25	0.0637885692103	0.0191715392842
2017-09-26	0.0603139736305	0.0149279758301
2017-09-27	0.0558094750407	0.0124127835699
2017-09-28	0.0571100474345	0.0126091410209
2017-09-29	0.0596221200163	0.0189108080708
2017-09-30	0.0564511869032	0.0225482977488
2017-10-01	0.0520582601419	0.022047044616
2017-10-02	0.0526703856589	0.0228931566788
2017-10-03	0.0508606611671	0.0246491269778
2017-10-04	0.0487420170993	0.0255571172926
2017-10-05	0.0510533410115	0.0225501649458
2017-10-06	0.0443393391645	0.0159864810422
2017-10-07	0.0397683367938	0.01297111118
2017-10-08	0.0358424369319	0.0136748409477
2017-10-09	0.035418120048	0.0127022110931
2017-10-10	0.0381037671783	0.0114056135556
2017-10-11	0.0411168402663	0.0113119173385
2017-10-12	0.0365387429182	0.0122851902249
2017-10-13	0.0376500872214	0.0149178059403
2017-10-14	0.0382924556057	0.0150388318678
2017-10-15	0.0436534158649	0.0197259376795
2017-10-16	0.0463695053625	0.0237000931715
2017-10-17	0.0525623014069	0.0275015514424
2017-10-18	0.0569420630423	0.032118384598
2017-10-19	0.0570890453165	0.0329399449079
2017-10-20	0.0589775071871	0.0342990696741
2017-10-21	0.0564918208304	0.0323347257743
2017-10-22	0.0582963801981	0.0311811783304
2017-10-23	0.057712589525	0.028754659082
2017-10-24	0.0488964144768	0.0261413312894
2017-10-25	0.051755304364	0.0251268059824
2017-10-26	0.0523658983375	0.0254354640369
2017-10-27	0.0525666304753	0.0261570307453
2017-10-28	0.0562788680585	0.0284099749337
2017-10-29	0.0602563085593	0.0283538714671
2017-10-30	0.066498539671	0.032028696879
2017-10-31	0.0740800057765	0.0346002818426
2017-11-01	0.0766524343537	0.0365899484499
2017-11-02	0.0898864127532	0.0422162695745
2017-11-03	0.0954756011277	0.0468320599737
2017-11-04	0.0989110545632	0.0466544597961
2017-11-05	0.0988060476422	0.049648748056
2017-11-06	0.0944766323968	0.0459739226441
2017-11-07	0.0838870840775	0.0431935917617
2017-11-08	0.0680596782321	0.0365002475866
2017-11-09	0.0522561102976	0.0277486892009
2017-11-10	0.0440948187017	0.0188854146842
2017-11-11	0.0367271863341	0.0167000999988
2017-11-12	0.038225921478	0.0171901322964
2017-11-13	0.0387855357044	0.017560006077
2017-11-14	0.0449480006904	0.0164395578977
2017-11-15	0.0483779591791	0.0163842765155
2017-11-16	0.0523018351733	0.0213707119272
2017-11-17	0.0502328547149	0.0215266978884
2017-11-18	0.0513048958812	0.0216134821733
2017-11-19	0.0407099804083	0.015932103931
2017-11-20	0.0310581860499	0.0128125447331
2017-11-21	0.0267821899372	0.014327436404
2017-11-22	0.0233404658044	0.014984072927
2017-11-23	0.0187692173807	0.0121185982377
2017-11-24	0.0192516571826	0.0122000226769
2017-11-25	0.0165562393928	0.0121673509461
2017-11-26	0.0151805780172	0.0120879858667
2017-11-27	0.0163396060299	0.0138242144567
2017-11-28	0.0180759196029	0.0124960641489
2017-11-29	0.0177877317596	0.0112842309854
2017-11-30	0.0170980921811	0.00888038483155
2017-12-01	0.0152437215894	0.00761465612709
2017-12-02	0.0152437215894	0.00674885526129
2017-12-03	0.0139738803196	0.00553422448144
2017-12-04	0.012242278588	0.00322542217263
2017-12-05	0.00708574831415	0.00194272003705
2017-12-06	0.00746818441833	0.00132695649026
2017-12-07	0.00872512212796	0.0026527768416
2017-12-08	0.0104253370977	0.00332895428932
2017-12-09	0.0166029432753	0.00718995815033
2017-12-10	0.0274803907009	0.0108508059957
2017-12-11	0.0400854327178	0.0144922625783
2017-12-12	0.0523469578947	0.0191024730873
2017-12-13	0.0576193575279	0.0211579715456
2017-12-14	0.0708489242966	0.0263972772447
2017-12-15	0.0752095874808	0.0295468780414
2017-12-16	0.0698874132963	0.0273967381667
2017-12-17	0.0667669148041	0.0275706460743
2017-12-18	0.0563405220247	0.025174131913
2017-12-19	0.0431461212827	0.0217505238611
2017-12-20	0.0384581423425	0.023454423899
2017-12-21	0.022956777563	0.0182796350053
2017-12-22	0.0159490555553	0.0148359165616
2017-12-23	0.0159754577773	0.0140068867904
2017-12-24	0.0140324623323	0.0136348238329
2017-12-25	0.0118538130948	0.0123898814115
2017-12-26	0.0130415575889	0.012981145142
2017-12-27	0.0141156714449	0.0106538984539
2017-12-28	0.0148322429968	0.0110228857166
2017-12-29	0.0153849829398	0.0122091384882
2017-12-30	0.0152630271441	0.0136069395314
2017-12-31	0.010325497845	0.0103305398004
2018-01-01	0.0125930715411	0.0110863976991
2018-01-02	0.0128041838835	0.00965924005456
2018-01-03	0.0127081249207	0.0113946523896
2018-01-04	0.0138775346373	0.0109369875862
2018-01-05	0.0135442157961	0.00965892031103
2018-01-06	0.0155854578249	0.0101804055009
2018-01-07	0.0147090336356	0.00930398131154
2018-01-08	0.0144441301664	0.00921568015515
2018-01-09	0.0138391708946	0.00889809590237
2018-01-10	0.0113378123293	0.00605818575658
2018-01-11	0.0108050051175	0.00595448960268
2018-01-12	0.0124427268728	0.0059034469634
2018-01-13	0.00964160642466	0.00382382723672
2018-01-14	0.0185701778532	0.00481589072879
2018-01-15	0.0201067611655	0.00768758752572
2018-01-16	0.0289386297203	0.011779542632
2018-01-17	0.0331927931282	0.0134885485124
2018-01-18	0.0351165206316	0.0125991317952
2018-01-19	0.0350810176731	0.0128730117613
2018-01-20	0.0364546440467	0.0135251374135
2018-01-21	0.0281553992386	0.0131624005419
2018-01-22	0.0263442562984	0.00962314700267
2018-01-23	0.0176132113243	0.00578994891789
2018-01-24	0.0186367575235	0.00375328904009
2018-01-25	0.0169675139095	0.00370978337662
2018-01-26	0.0172266193526	0.00721230092596
2018-01-27	0.0192342271294	0.0134464513909
2018-01-28	0.0242939017731	0.0140813472735
2018-01-29	0.0240385452241	0.0143758980835
2018-01-30	0.0261706715611	0.0160203136786
2018-01-31	0.0220839130053	0.016641431691
2018-02-01	0.0218294291158	0.0175743540718
2018-02-02	0.0244252336394	0.0144244914469
2018-02-03	0.0252705421771	0.00681671460837
2018-02-04	0.0306205019518	0.00685119340391
2018-02-05	0.0367555247403	0.00796549015659
2018-02-06	0.0389564050924	0.00747386493507
2018-02-07	0.0411528826526	0.00767219516084
2018-02-08	0.0620062554482	0.0148775930433
2018-02-09	0.0793291078544	0.0202546445244
2018-02-10	0.0779454933824	0.0209653765784
2018-02-11	0.0838667410844	0.0196666752797
2018-02-12	0.0874750209165	0.0188481464891
2018-02-13	0.0939744881733	0.01795946055
2018-02-14	0.0947428437156	0.0185103446174
2018-02-15	0.0778299495256	0.0112590570056
2018-02-16	0.0625637903145	0.0053610901328
2018-02-17	0.0597208620984	0.00465035807879
2018-02-18	0.0477357777355	0.00820401834887
2018-02-19	0.0433739779192	0.00797444993748
2018-02-20	0.0351573480264	0.00805785467032
2018-02-21	0.0374077644421	0.00822693123173
2018-02-22	0.0367856446264	0.00816329287316
2018-02-23	0.0374834792604	0.0128120593391
2018-02-24	0.0400967196785	0.0136831394785
2018-02-25	0.040178485313	0.0132900354663
2018-02-26	0.0421388181244	0.0144490419444
2018-02-27	0.0420726506059	0.0145063871272
2018-02-28	0.0371703628716	0.0140722559612
2018-03-01	0.0357606238348	0.0156741622604
2018-03-02	0.0294949596744	0.0122280469722
2018-03-03	0.0276842874745	0.0113569668328
2018-03-04	0.02457544941	0.0140405664191
2018-03-05	0.0194023163269	0.0136412577594
2018-03-06	0.0170631975018	0.0129256369317
2018-03-07	0.0163588538688	0.0118203592307
2018-03-08	0.0143962275661	0.0100082376978
2018-03-09	0.0150326032411	0.00924679397104
2018-03-10	0.0151064592121	0.00924679397104
2018-03-11	0.0175315851066	0.00486036407441
2018-03-12	0.0162933327964	0.004273961289
2018-03-13	0.017467935971	0.00485404786908
2018-03-14	0.0180713278306	0.00574876901433
2018-03-15	0.0194607507395	0.00567012243458
2018-03-16	0.0213596868539	0.00675937243196
2018-03-17	0.0257742679556	0.00781757349016
2018-03-18	0.0351153758273	0.0109312761141
2018-03-19	0.044027588811	0.0157720539168
2018-03-20	0.0534749018728	0.0192091790407
2018-03-21	0.070009305151	0.0219596583815
2018-03-22	0.097146590726	0.0306719297597
2018-03-23	0.107864751601	0.0310875073725
2018-03-24	0.110218275694	0.0319404386602
2018-03-25	0.106438899195	0.0277115931652
2018-03-26	0.106520827763	0.0245225623183
2018-03-27	0.101210497578	0.0219069254175
2018-03-28	0.087609320182	0.0214912082141
2018-03-29	0.0616063978241	0.0127578763152
2018-03-30	0.0488074929514	0.0106016465917
2018-03-31	0.0426720178937	0.00869051424578
2018-04-01	0.0374209494276	0.00834793116939
2018-04-02	0.0300886442544	0.00761393905195
2018-04-03	0.0283636503815	0.00732329800778
2018-04-04	0.0273735057743	0.0043343149656
2018-04-05	0.0307567681526	0.00505561444895
2018-04-06	0.0345133095288	0.00514247089695
2018-04-07	0.0350846990309	0.00514247089695
2018-04-08	0.0417162755375	0.00938575236796
2018-04-09	0.0483344647007	0.0111637658003
2018-04-10	0.0607903836441	0.0124858523082
2018-04-11	0.068768329122	0.0141758539982
2018-04-12	0.0693176931906	0.015222927328
2018-04-13	0.0722076700708	0.0194728933283
2018-04-14	0.0733374991159	0.0200079388071
2018-04-15	0.0701222291353	0.0161328458486
2018-04-16	0.0730863689012	0.0159846962827
2018-04-17	0.0720356765331	0.0138952883505
2018-04-18	0.0757017301007	0.0157893083548
2018-04-19	0.0826776695372	0.0219071636702
2018-04-20	0.0960907066344	0.0243106950211
2018-04-21	0.105331285662	0.0329499614688
2018-04-22	0.108326838802	0.0422905108204
2018-04-23	0.101834251002	0.0425477448854
2018-04-24	0.0918651637209	0.0483867235689
2018-04-25	0.0819759818875	0.0477167757666
2018-04-26	0.0704099044095	0.0414883579646
2018-04-27	0.0624198600558	0.0411288485141
2018-04-28	0.0612049632116	0.0383750823339
2018-04-29	0.0614471312762	0.0336550066014
2018-04-30	0.0692060072679	0.0363339001698
2018-05-01	0.0819255297023	0.0326075745752
2018-05-02	0.0855120378314	0.0340683850581
2018-05-03	0.0918532934749	0.0349287649882
2018-05-04	0.0887277109235	0.0313392125948
2018-05-05	0.0850105528598	0.0259927807045
2018-05-06	0.088732925343	0.0278888001565
2018-05-07	0.0851644863728	0.0239548241225
2018-05-08	0.0793650896083	0.0280699872703
2018-05-09	0.0818996418908	0.0284566034552
2018-05-10	0.0911032777611	0.0371528454848
2018-05-11	0.0943646622401	0.0458956232693
2018-05-12	0.102230480632	0.0519643665561
2018-05-13	0.0995159186807	0.0508116073712
2018-05-14	0.0967895320283	0.055407386588
2018-05-15	0.0941304730545	0.055576004855
2018-05-16	0.0844523160774	0.0513514578933
2018-05-17	0.0672502500658	0.0408466078052
2018-05-18	0.0559126405415	0.032540265938
2018-05-19	0.042822919018	0.0259711322605
2018-05-20	0.0343382438667	0.0212044608271
2018-05-21	0.0339702368009	0.0180609338047
2018-05-22	0.0389842253522	0.0146569030629
2018-05-23	0.0476735570471	0.017224588933
2018-05-24	0.0510589594654	0.0184174588424
2018-05-25	0.0541226531825	0.0194847823235
2018-05-26	0.0554907629843	0.0225740625212
2018-05-27	0.0529052693274	0.02288432176
2018-05-28	0.048699956255	0.0196010983681
2018-05-29	0.0348272136264	0.0170816607548
2018-05-30	0.0270342514332	0.0169314092249
2018-05-31	0.0258944917975	0.0152931969451
2018-06-01	0.0252262966077	0.0107746603993
2018-06-02	0.0284598446688	0.00957471092346
2018-06-03	0.0276266166408	0.00874148289541
2018-06-04	0.0325236487845	0.0107242744332
2018-06-05	0.0387364784469	0.0147161123398
2018-06-06	0.0409325756704	0.0136824517381
2018-06-07	0.0426188946514	0.0163442601116
2018-06-08	0.0441433360285	0.0181955714095
2018-06-09	0.0384836426841	0.016969375602
2018-06-10	0.0488701818325	0.0190260521932
2018-06-11	0.0471285668309	0.0179518563406
2018-06-12	0.0456758156465	0.0141256884715
2018-06-13	0.0456504277321	0.0143310701885
2018-06-14	0.0426005945209	0.0123430834278
2018-06-15	0.042360049436	0.0130009500189
2018-06-16	0.0490596989928	0.0187085360836
2018-06-17	0.0444782745863	0.0195415223393
2018-06-18	0.0502488422766	0.0252071857548
2018-06-19	0.0520195956352	0.0280895069152
2018-06-20	0.0584536458263	0.0309982721724
2018-06-21	0.0809746953391	0.0347342603967
2018-06-22	0.0947829852486	0.0386319605969
2018-06-23	0.100783759542	0.0371628770285
2018-06-24	0.108361247417	0.0367634833253
2018-06-25	0.103190062587	0.0306049778965
2018-06-26	0.104530196954	0.0346057020807
2018-06-27	0.100266318132	0.0368724748228
2018-06-28	0.0856566574739	0.0379325171603
2018-06-29	0.071726804014	0.0335355380924
2018-06-30	0.062118526113	0.0299841791404
2018-07-01	0.052859851366	0.0286824171227
2018-07-02	0.0519166822107	0.0305281046645
2018-07-03	0.0502989095649	0.0261599180534
2018-07-04	0.0517866350899	0.0199783149773
2018-07-05	0.0556396656638	0.0186095023132
2018-07-06	0.0561262407629	0.0184266284504
2018-07-07	0.0575692422059	0.0193886294124
2018-07-08	0.0586607407883	0.0220011215814
2018-07-09	0.0594647065386	0.0235427168946
2018-07-10	0.0602515800484	0.0204202519473
2018-07-11	0.0569799458134	0.0203886113841
2018-07-12	0.04356809171	0.0156912475777
2018-07-13	0.0428270492726	0.0159627745777
2018-07-14	0.0412260549709	0.0135981481255
2018-07-15	0.0461975980436	0.0114807169946
2018-07-16	0.0456793465789	0.00921055025282
2018-07-17	0.0456423969274	0.0103948339554
2018-07-18	0.0529047060842	0.0104704246829
2018-07-19	0.0607022322709	0.0118069245715
2018-07-20	0.0613152091387	0.0111832172552
2018-07-21	0.0606475063489	0.0110510973415
2018-07-22	0.0555785626037	0.0106361109877
2018-07-23	0.0564985543341	0.0127784512812
2018-07-24	0.0539979344845	0.0150528898103
2018-07-25	0.0436745149265	0.0150220218019
2018-07-26	0.0381051405369	0.0148811294667
2018-07-27	0.0410834995419	0.0183186629174
2018-07-28	0.0422335179904	0.0202560699618
2018-07-29	0.0496275101428	0.0228633060115
2018-07-30	0.0604805280115	0.02373479971
2018-07-31	0.0675630920026	0.0246685458743
2018-08-01	0.0870250883396	0.0309139671197
2018-08-02	0.112940799722	0.0415958746569
2018-08-03	0.120392799614	0.0432950774212
2018-08-04	0.123480499931	0.0480057115344
2018-08-05	0.122740751071	0.0495293533996
2018-08-06	0.113196718169	0.0462495619607
2018-08-07	0.103489538509	0.0444239314645
2018-08-08	0.0880772272427	0.0402892044029
2018-08-09	0.0630413068455	0.0302238716952
2018-08-10	0.0514273548065	0.0250645561649
2018-08-11	0.0476703911061	0.0214421702687
2018-08-12	0.0408339911186	0.0182895039977
2018-08-13	0.0341607573798	0.0181190472094
2018-08-14	0.0346140739585	0.0169302423893
2018-08-15	0.0333805736152	0.015531427567
2018-08-16	0.0315757196364	0.0138519671919
2018-08-17	0.0271115897708	0.0129966695832
2018-08-18	0.0235781794733	0.00958175780175
2018-08-19	0.0211455363129	0.00713814117985
2018-08-20	0.0210417178176	0.00679792286487
2018-08-21	0.0187036300112	0.00475953319271
2018-08-22	0.0140889374188	0.00286076882078
2018-08-23	0.0112796982103	0.00284074600233
2018-08-24	0.0121721604584	0.00285970095273
2018-08-25	0.0133206541324	0.00445884807426
2018-08-26	0.0106344148941	0.00421338906592
2018-08-27	0.0105732524658	0.00515324515918
2018-08-28	0.00853402911728	0.00629003939942
2018-08-29	0.00997987691747	0.00624587003507
2018-08-30	0.00984593703596	0.00656048626739
2018-08-31	0.00958849069903	0.00764482977923
2018-09-01	0.00955920229021	0.00761554137041
2018-09-02	0.0112391706618	0.00826195378153
2018-09-03	0.0108350989554	0.00773271426675
