Date	BoK Excess Sentiment
2019-08-30	-1.82662389119
2019-08-31	-1.86450463101
2019-09-01	-1.95673015135
2019-09-02	-1.82098235445
2019-09-03	-0.0085155874372
2019-09-04	0.950552295085
2019-09-05	1.51095653419
2019-09-06	2.20023791869
2019-09-07	1.25992858155
2019-09-08	1.32920818931
2019-09-09	2.21808090128
2019-09-10	0.850278220471
2019-09-11	1.46419574079
2019-09-12	0.0177209488033
2019-09-13	-0.00444711088421
2019-09-14	1.22953058919
2019-09-15	1.22044618857
2019-09-16	1.25564366884
2019-09-17	0.828017575082
2019-09-18	1.03662282069
2019-09-19	1.09614947289
2019-09-20	1.11116295308
2019-09-21	1.17112340822
2019-09-22	1.24796805991
2019-09-23	0.514004987115
2019-09-24	0.631253773476
2019-09-25	-2.01140974547
2019-09-26	-1.67372272349
2019-09-27	-1.56621700662
2019-09-28	-2.11880406033
2019-09-29	-2.09939226161
2019-09-30	-1.62896413776
2019-10-01	-1.70577378181
2019-10-02	-0.781587160563
2019-10-03	-1.07743362931
2019-10-04	-1.06727719128
2019-10-05	-0.68813144559
2019-10-06	-0.351482261863
