Date	BoK Excess Sentiment
2017-04-19	-0.445326532029
2017-04-20	-0.747475800767
2017-04-21	-0.789005257845
2017-04-22	-0.754286806941
2017-04-23	-0.796611351363
2017-04-24	-0.386105820457
2017-04-25	-0.0214327390592
2017-04-26	2.68435833718
2017-04-27	2.74927143558
2017-04-28	1.66634957937
2017-04-29	1.57947949214
2017-04-30	1.60904241038
2017-05-01	2.49670111315
2017-05-02	2.54539605133
2017-05-03	-0.520627059525
2017-05-04	-0.542598464684
2017-05-05	
2017-05-06	
2017-05-07	
2017-05-08	-1.86400232858
2017-05-09	-1.83842245046
2017-05-10	-1.771552345
2017-05-11	0.370442294888
2017-05-12	-1.20849376557
2017-05-13	-1.17896958992
2017-05-14	-1.10157744535
2017-05-15	-0.800235750015
2017-05-16	0.426529454044
2017-05-17	-0.122706388166
2017-05-18	-0.996703574093
2017-05-19	0.598585011034
2017-05-20	0.521090026279
2017-05-21	0.48398039122
2017-05-22	0.336808840396
2017-05-23	-0.934258376271
2017-05-24	-0.730490892369
2017-05-25	-0.703434906077
2017-05-26	-0.251665431819
2017-05-27	-0.248970037765
2017-05-28	-0.296450308968
2017-05-29	-0.138288219543
2017-05-30	-0.777544438638
2017-05-31	-0.685519009278
2017-06-01	0.280212134191
2017-06-02	0.686293638306
2017-06-03	0.624450593049
2017-06-04	0.676489651308
2017-06-05	0.0372353171392
2017-06-06	0.87021535343
2017-06-07	1.56729128783
2017-06-08	-0.765541684985
2017-06-09	-2.64592912119
2017-06-10	-2.58096146092
2017-06-11	-2.57988298571
2017-06-12	-2.3652737658
2017-06-13	-2.32737882805
2017-06-14	-2.1672523959
2017-06-15	-1.9330139406
2017-06-16	-1.79498878331
2017-06-17	-1.83145350652
2017-06-18	-1.8140770974
2017-06-19	-1.22931049682
2017-06-20	-1.34388763594
2017-06-21	-1.1184911921
2017-06-22	-1.718914807
2017-06-23	-1.7945288681
2017-06-24	-1.7421653913
2017-06-25	-1.79948492523
2017-06-26	-2.3191170063
2017-06-27	-2.68442403806
2017-06-28	-2.69183253312
2017-06-29	-2.05294138959
2017-06-30	-2.06224895012
2017-07-01	-2.09453608939
2017-07-02	-2.05314558081
2017-07-03	-0.0596926193626
2017-07-04	-0.0445452848914
2017-07-05	-1.10461052189
2017-07-06	-0.994784443844
2017-07-07	-0.988966537969
2017-07-08	-1.00050478634
2017-07-09	-1.01970247516
2017-07-10	-0.740516668881
2017-07-11	-0.778960523631
2017-07-12	0.558601715518
2017-07-13	0.045746700104
2017-07-14	-1.03080701329
2017-07-15	-1.03152628547
2017-07-16	-1.04021622478
2017-07-17	-1.69537990827
2017-07-18	-1.67231598188
2017-07-19	-1.7527168653
2017-07-20	-3.04687089618
2017-07-21	4.26246817387
2017-07-22	4.26597584614
2017-07-23	4.31745907849
2017-07-24	2.12408127773
2017-07-25	2.06136192601
2017-07-26	2.08551413667
2017-07-27	2.06210689864
2017-07-28	0.855605409721
2017-07-29	0.738721863723
2017-07-30	0.649016350154
2017-07-31	1.56323745397
2017-08-01	1.6295122649
2017-08-02	1.68920483209
2017-08-03	1.77850227963
2017-08-04	
2017-08-05	
2017-08-06	
2017-08-07	
2017-08-08	
2017-08-09	-1.43954306682
2017-08-10	-1.37293437946
2017-08-11	-1.56509245604
2017-08-12	-1.46748213585
2017-08-13	-1.42521851866
2017-08-14	-1.39036795041
2017-08-15	-0.203246680001
2017-08-16	0.151327752111
2017-08-17	0.00911000985321
2017-08-18	-0.0547560144413
2017-08-19	-0.0943536837871
2017-08-20	-0.131994968736
2017-08-21	-0.16018834921
2017-08-22	-2.11578729891
2017-08-23	-0.836276474031
2017-08-24	1.84200054274
2017-08-25	3.6829743553
2017-08-26	3.68785477392
2017-08-27	3.68793211295
2017-08-28	3.7318387917
2017-08-29	3.78900211458
2017-08-30	3.61300143774
2017-08-31	0.319080383095
2017-09-01	0.174447561787
2017-09-02	-0.303060614064
2017-09-03	-0.233823044066
2017-09-04	-0.450815709135
2017-09-05	-0.514790968697
2017-09-06	-0.541941127178
2017-09-07	-0.734481384983
2017-09-08	-0.85564719613
2017-09-09	-0.639690840062
2017-09-10	-0.990427638997
2017-09-11	-1.97707671948
2017-09-12	-1.85406893688
2017-09-13	-2.09203113734
2017-09-14	-1.76138087231
2017-09-15	-1.46363315322
2017-09-16	-1.48830393515
2017-09-17	-1.56877764732
2017-09-18	-1.20355162769
2017-09-19	-1.31566804475
2017-09-20	-0.945722798947
2017-09-21	-0.994619365679
2017-09-22	-1.6673759054
2017-09-23	
2017-09-24	
2017-09-25	
2017-09-26	
2017-09-27	
2017-09-28	0.56661572666
2017-09-29	1.82067354928
2017-09-30	1.74790013268
2017-10-01	0.358684843955
2017-10-02	0.308621760369
2017-10-03	0.225425187726
2017-10-04	0.234877706682
2017-10-05	0.277060714081
2017-10-06	-2.31153828671
2017-10-07	-0.790159191254
2017-10-08	-0.621670913727
2017-10-09	-0.581062847246
2017-10-10	-0.529447293064
2017-10-11	-0.0566950978935
2017-10-12	-0.116400789895
2017-10-13	-0.215678686675
2017-10-14	-0.5288650361
2017-10-15	0.811543185019
2017-10-16	0.772297607087
2017-10-17	0.727216332423
2017-10-18	0.729007712981
2017-10-19	0.344784222407
2017-10-20	2.3097716815
2017-10-21	2.29125544591
2017-10-22	0.994956958197
2017-10-23	0.995856948599
2017-10-24	1.01740140471
2017-10-25	0.603302068378
2017-10-26	0.334398163513
2017-10-27	-0.898650417603
2017-10-28	-0.799267406437
2017-10-29	-1.12407291351
2017-10-30	-0.838060768159
2017-10-31	-0.826936331753
2017-11-01	-1.08440535417
2017-11-02	-0.33286732722
2017-11-03	-0.517797605413
2017-11-04	-0.607625608263
2017-11-05	0.0799317297802
2017-11-06	0.0724829063909
2017-11-07	0.510758285569
2017-11-08	3.0273239094
2017-11-09	
2017-11-10	
2017-11-11	
2017-11-12	
2017-11-13	
2017-11-14	-1.78120700714
2017-11-15	-0.127626683131
2017-11-16	-0.230606793106
2017-11-17	-0.407918181974
2017-11-18	-0.63251846203
2017-11-19	-0.682131926161
2017-11-20	-0.735557001507
2017-11-21	-0.479697674817
2017-11-22	-0.523700952968
2017-11-23	0.0136389510619
2017-11-24	-0.0925860764979
2017-11-25	0.394885129581
2017-11-26	0.382776832621
2017-11-27	0.240490685176
2017-11-28	0.316391178908
2017-11-29	0.209671214021
2017-11-30	-0.203806055802
2017-12-01	-0.311910885949
2017-12-02	-0.196047507374
2017-12-03	0.306264037241
2017-12-04	0.125784322323
2017-12-05	0.714815577599
2017-12-06	0.711696542881
2017-12-07	0.368123901058
2017-12-08	0.297902007334
2017-12-09	0.267282991458
2017-12-10	-0.505008979004
2017-12-11	-1.14619472279
2017-12-12	-2.82379153013
2017-12-13	-2.90098419047
2017-12-14	-2.91643444938
2017-12-15	-3.57320754096
2017-12-16	-3.60872167855
2017-12-17	-3.63299590882
2017-12-18	
2017-12-19	1.8531636591
2017-12-20	1.91683419921
2017-12-21	-0.244294069494
2017-12-22	0.265733559224
2017-12-23	0.260318966221
2017-12-24	0.334941330267
2017-12-25	0.37016560217
2017-12-26	-0.424459338827
2017-12-27	0.385898685759
2017-12-28	1.42249363278
2017-12-29	0.590377164032
2017-12-30	0.597579803215
2017-12-31	0.685771923364
2018-01-01	0.700642724722
2018-01-02	1.15807399623
2018-01-03	0.34056636043
2018-01-04	0.165074267664
2018-01-05	0.53812905066
2018-01-06	0.350009559581
2018-01-07	0.219352308717
2018-01-08	0.00347775536198
2018-01-09	-0.542104968381
2018-01-10	-0.219336195797
2018-01-11	-0.258034255992
2018-01-12	-0.499961435501
2018-01-13	-0.506648325104
2018-01-14	-0.522839433086
2018-01-15	-0.581928556278
2018-01-16	2.24019889369
2018-01-17	2.64472618582
2018-01-18	1.8986520251
2018-01-19	1.64161784701
2018-01-20	1.06738548788
2018-01-21	1.10886583739
2018-01-22	1.55622537148
2018-01-23	0.57527660678
2018-01-24	0.296627982413
2018-01-25	0.53770828433
2018-01-26	0.401742887156
2018-01-27	0.953135951472
2018-01-28	0.89561716971
2018-01-29	0.727728587934
2018-01-30	0.557544667469
2018-01-31	0.583142004399
2018-02-01	0.519470468358
2018-02-02	1.25429970249
2018-02-03	1.23979376332
2018-02-04	2.21043575881
2018-02-05	0.938257921483
2018-02-06	0.180021949925
2018-02-07	0.85073167702
2018-02-08	0.909928056474
2018-02-09	1.33960631119
2018-02-10	1.32753624864
2018-02-11	0.79713889367
2018-02-12	0.626144228018
2018-02-13	0.980949359717
2018-02-14	0.331598293812
2018-02-15	0.751069485463
2018-02-16	0.100549550187
2018-02-17	0.109802759787
2018-02-18	0.183749126375
2018-02-19	0.90055071232
2018-02-20	1.09497969892
2018-02-21	-0.219050730567
2018-02-22	-1.37722238257
2018-02-23	-1.30996448017
2018-02-24	-1.34130290479
2018-02-25	-1.46533263583
2018-02-26	-0.698476669739
2018-02-27	-0.797799963643
2018-02-28	-0.33212280345
2018-03-01	-0.340400955567
2018-03-02	-0.303530723755
2018-03-03	-0.192125142311
2018-03-04	-0.168092480017
2018-03-05	-0.0674453401673
2018-03-06	0.24744469468
2018-03-07	1.78581410724
2018-03-08	1.80042873
2018-03-09	1.74850505583
2018-03-10	1.79595838685
2018-03-11	1.71452763864
2018-03-12	
2018-03-13	-1.76942727319
2018-03-14	-1.77620829773
2018-03-15	-1.75905715653
2018-03-16	-1.70219732405
2018-03-17	-1.67179110468
2018-03-18	-1.56027658787
2018-03-19	-1.49969711018
2018-03-20	-1.8304730443
2018-03-21	-1.91675940985
2018-03-22	-2.40376601993
2018-03-23	-0.179546186792
2018-03-24	-0.518562931978
2018-03-25	-0.700287157899
2018-03-26	-0.781562118685
2018-03-27	-0.103454024274
2018-03-28	1.15832650312
2018-03-29	2.83926914022
2018-03-30	-0.508370344209
2018-03-31	-0.554191195823
2018-04-01	-0.564517379086
2018-04-02	-0.60662240489
2018-04-03	0.680265048684
2018-04-04	0.822084048788
2018-04-05	2.089784755
2018-04-06	0.752584092981
2018-04-07	0.891341554241
2018-04-08	0.999511277823
2018-04-09	1.05522115481
2018-04-10	-0.427355651817
2018-04-11	-0.372017544905
2018-04-12	-0.555643422724
2018-04-13	-1.85666020128
2018-04-14	-2.54549721397
2018-04-15	-2.71631082066
2018-04-16	-2.73950591529
2018-04-17	-2.77061837154
2018-04-18	-2.92299122351
2018-04-19	-3.33170457595
2018-04-20	-2.9196380738
2018-04-21	-1.93636347007
2018-04-22	-0.909919700764
2018-04-23	-0.945949514238
2018-04-24	-0.512208217535
2018-04-25	0.539935520309
2018-04-26	1.17132124318
2018-04-27	1.17524654889
2018-04-28	1.31502885364
2018-04-29	1.31655745746
2018-04-30	0.109067453287
2018-05-01	0.214184275226
2018-05-02	-0.35927614646
2018-05-03	-3.39089687765
2018-05-04	-3.40574434177
2018-05-05	-2.03982484705
2018-05-06	-1.92756947302
2018-05-07	-0.474462248591
2018-05-08	-0.736278498635
2018-05-09	-1.23682850915
2018-05-10	-1.6232993178
2018-05-11	-1.59715684125
2018-05-12	-2.00354462461
2018-05-13	-1.63203441903
2018-05-14	-1.52544019977
2018-05-15	-1.71091476922
2018-05-16	-1.60091779812
2018-05-17	-1.1459894549
2018-05-18	-1.12297758813
2018-05-19	-1.01852810994
2018-05-20	-1.23107256883
2018-05-21	-1.5114590457
2018-05-22	-1.73780547356
2018-05-23	-1.4789921513
2018-05-24	-1.85023853757
2018-05-25	-1.19168153811
2018-05-26	-1.35475445082
2018-05-27	-1.26860195673
2018-05-28	-0.837102155416
2018-05-29	-0.156571858633
2018-05-30	-0.123374072709
2018-05-31	2.61964958911
2018-06-01	
2018-06-02	4.8884771493
2018-06-03	4.88150816985
2018-06-04	4.79554725693
2018-06-05	4.76953437926
2018-06-06	4.75063010055
2018-06-07	4.78344166563
2018-06-08	0.829123558128
2018-06-09	-3.11958684902
2018-06-10	-3.40468789773
2018-06-11	-2.05344227771
2018-06-12	-1.08291657174
2018-06-13	-0.721770985836
2018-06-14	-0.748067996757
2018-06-15	-0.641865893427
2018-06-16	-0.598591078666
2018-06-17	0.070941525891
2018-06-18	0.0116680925961
2018-06-19	-0.28356803129
2018-06-20	-0.574098345205
2018-06-21	-0.540193763239
2018-06-22	0.406838258871
2018-06-23	0.463251278711
2018-06-24	0.385979157199
2018-06-25	0.358207769507
2018-06-26	
2018-06-27	
2018-06-28	
2018-06-29	
2018-06-30	
2018-07-01	
2018-07-02	-0.502049243889
2018-07-03	-1.1566322951
2018-07-04	-1.24684942328
2018-07-05	-1.30085299457
2018-07-06	-1.33381255232
2018-07-07	-1.59789998065
2018-07-08	-1.54818442877
2018-07-09	-2.27371951975
2018-07-10	1.47359688646
2018-07-11	0.103389154469
2018-07-12	-0.666437898397
2018-07-13	-0.783351408867
2018-07-14	-1.06709375413
2018-07-15	-0.521995011535
2018-07-16	-0.487450668872
2018-07-17	-0.97642161225
2018-07-18	-0.962035861876
2018-07-19	-0.510573952815
2018-07-20	-1.56720487022
2018-07-21	-1.07657815589
2018-07-22	-4.19091503303
2018-07-23	-3.13237931332
2018-07-24	-3.24848285416
2018-07-25	-3.29100777066
2018-07-26	-3.37477681999
2018-07-27	-3.16006434806
2018-07-28	-3.27844106404
2018-07-29	-3.46631493304
2018-07-30	-2.64704984492
2018-07-31	-2.71102865062
2018-08-01	-2.6220502683
2018-08-02	-0.68422720915
2018-08-03	-0.606403957695
2018-08-04	-0.534110286676
2018-08-05	-0.155972784628
2018-08-06	-0.962389436372
2018-08-07	0.0424747697703
2018-08-08	0.0438860066661
2018-08-09	-2.5732231635
2018-08-10	-2.50942597082
2018-08-11	-2.32281297121
2018-08-12	-2.57048160485
2018-08-13	-3.2503716532
2018-08-14	-2.75842793492
2018-08-15	-2.6565032086
2018-08-16	-1.63665081699
2018-08-17	-1.43325034814
2018-08-18	-1.47789458689
2018-08-19	-1.59984697531
2018-08-20	-1.62224459418
2018-08-21	-1.16803471261
2018-08-22	-1.27500392466
2018-08-23	-1.18168452287
2018-08-24	-1.05026298925
2018-08-25	-1.13341496089
2018-08-26	-1.23831314729
2018-08-27	-1.32440926405
2018-08-28	-1.72840421315
2018-08-29	-1.3317822557
2018-08-30	-1.79905988916
2018-08-31	-1.03492360134
2018-09-01	-0.98348102559
2018-09-02	-1.15956705201
2018-09-03	-1.0642102695
2018-09-04	-0.75878112665
2018-09-05	-0.749741700224
2018-09-06	0.632798035494
2018-09-07	0.146557463018
2018-09-08	0.193573044022
2018-09-09	0.110326572438
2018-09-10	0.36282858128
2018-09-11	0.349632729195
2018-09-12	0.1744273828
2018-09-13	-0.937956340156
2018-09-14	-0.880034573832
2018-09-15	-0.950001256307
2018-09-16	-0.377722883875
2018-09-17	-0.456800810781
2018-09-18	-0.716110112975
2018-09-19	-0.784044927178
2018-09-20	-1.66593528412
2018-09-21	-2.36409143017
2018-09-22	-2.38589718567
2018-09-23	-3.15411505305
2018-09-24	-3.15823717131
2018-09-25	-3.89202051132
2018-09-26	-3.35734133659
2018-09-27	-2.78473064901
2018-09-28	-2.19554341043
2018-09-29	-2.2824568825
2018-09-30	-1.86098941247
2018-10-01	-1.89418159311
2018-10-02	-1.87515580419
2018-10-03	-2.51250917735
2018-10-04	-2.73469826448
2018-10-05	-2.76867212435
2018-10-06	-2.72953950765
2018-10-07	-2.87272859052
2018-10-08	-2.82961526256
2018-10-09	-2.83635233059
2018-10-10	-2.43284989061
2018-10-11	-1.77359422039
2018-10-12	-1.79674349846
2018-10-13	-1.86868308792
2018-10-14	
2018-10-15	-3.15384644805
2018-10-16	-2.16975946544
2018-10-17	-2.00735094449
2018-10-18	-1.74950590762
2018-10-19	-2.31967578104
2018-10-20	-2.60491488093
2018-10-21	-2.54979382328
2018-10-22	-2.46013372839
2018-10-23	-2.60089030739
2018-10-24	-2.75326219447
2018-10-25	-2.88508629147
2018-10-26	-2.19223128924
2018-10-27	-1.8407422077
2018-10-28	-1.7995415151
2018-10-29	-1.69221834033
2018-10-30	-1.4164765824
2018-10-31	-1.50082543686
2018-11-01	-1.49701971193
2018-11-02	-2.18819627947
2018-11-03	-2.86707293344
2018-11-04	-2.06141206184
2018-11-05	-2.04634526206
2018-11-06	-0.923897878169
2018-11-07	-0.621346100201
2018-11-08	-0.309199082726
2018-11-09	-0.3952524555
2018-11-10	0.26456351106
2018-11-11	0.528705110675
2018-11-12	0.598261989837
2018-11-13	0.273758313193
2018-11-14	0.0481190663392
2018-11-15	-0.516105861968
2018-11-16	0.0247515128586
2018-11-17	-0.022679105943
2018-11-18	-0.0974220965645
2018-11-19	-0.942052723388
2018-11-20	-0.87204137888
2018-11-21	-1.69474394578
2018-11-22	-1.72483042027
2018-11-23	0.423856648199
2018-11-24	0.513438781966
2018-11-25	0.562739119225
2018-11-26	2.63420010929
2018-11-27	2.56075309125
2018-11-28	2.957378925
2018-11-29	2.14397353988
2018-11-30	0.543343830077
2018-12-01	-0.252766695773
2018-12-02	-0.230633361291
2018-12-03	0.467890608027
2018-12-04	0.474993733678
2018-12-05	-0.148902260032
2018-12-06	-0.243726633896
2018-12-07	0.38160742642
2018-12-08	1.64576241378
2018-12-09	1.64794516016
2018-12-10	-0.0737051909469
2018-12-11	-0.235478509705
2018-12-12	-0.365616367238
2018-12-13	-0.690479632003
2018-12-14	-0.649682996028
2018-12-15	-0.504526904156
2018-12-16	-0.471960544112
2018-12-17	-0.536574187255
2018-12-18	2.46724240131
2018-12-19	-1.77776240205
2018-12-20	-2.87481565994
2018-12-21	-2.88576134379
2018-12-22	-2.91237691604
2018-12-23	-3.21481220409
2018-12-24	-3.1783196545
2018-12-25	-4.60401718648
2018-12-26	-4.16966824544
2018-12-27	-3.55595371656
2018-12-28	-1.60696265243
2018-12-29	-1.4660643889
2018-12-30	-0.0981472820567
2018-12-31	-0.202203040611
2019-01-01	-0.284613789319
2019-01-02	-0.150499687147
2019-01-03	-1.89304389537
2019-01-04	-3.99785432991
2019-01-05	-4.03719567019
2019-01-06	-4.11092727615
2019-01-07	-4.16249968645
2019-01-08	-4.69949315222
2019-01-09	-4.77890151922
2019-01-10	-3.98164454639
2019-01-11	
2019-01-12	
2019-01-13	
2019-01-14	-1.4456643539
2019-01-15	-1.40910723185
2019-01-16	-1.41159653582
2019-01-17	-1.44497420762
2019-01-18	-1.40989058344
2019-01-19	-1.34983773334
2019-01-20	-1.35348690127
2019-01-21	0.152407085088
2019-01-22	-1.80652550533
2019-01-23	-2.03700853273
2019-01-24	-2.03548723333
2019-01-25	-2.010966297
2019-01-26	-2.09023272928
2019-01-27	-2.11399658569
2019-01-28	-2.87048834099
2019-01-29	-2.47896277752
2019-01-30	-2.30713914988
2019-01-31	
2019-02-01	-4.38363813675
2019-02-02	-5.18557338515
2019-02-03	-5.18086203906
2019-02-04	-5.25664466754
2019-02-05	-5.2716057587
2019-02-06	-5.24058296718
2019-02-07	-3.94635797602
2019-02-08	-3.71097714973
2019-02-09	-1.42523633699
2019-02-10	-1.47416339661
2019-02-11	-1.36878957498
2019-02-12	-0.654040460001
2019-02-13	-0.694198735673
2019-02-14	-0.471722815771
2019-02-15	0.0659633185768
2019-02-16	0.0114854124385
2019-02-17	0.519469828972
2019-02-18	0.448320385816
2019-02-19	-0.600155242988
2019-02-20	-0.0990196940213
2019-02-21	0.106227994455
2019-02-22	-0.630240330065
2019-02-23	-0.624672709042
2019-02-24	-0.601315186878
2019-02-25	-0.691489801916
2019-02-26	-0.671150934038
2019-02-27	-0.641081524145
2019-02-28	-0.162022904511
2019-03-01	-0.200556974282
2019-03-02	-0.294073553906
2019-03-03	-0.206737637113
2019-03-04	-0.0871168611046
2019-03-05	0.932692614175
2019-03-06	0.833200282634
2019-03-07	-0.218877033428
2019-03-08	-0.197672562303
2019-03-09	-0.179762501665
2019-03-10	-0.0462390155226
2019-03-11	
2019-03-12	
2019-03-13	
2019-03-14	
2019-03-15	
2019-03-16	
2019-03-17	
2019-03-18	-4.41686263443
2019-03-19	-4.35220345596
2019-03-20	-2.95310083636
2019-03-21	-2.97744456381
2019-03-22	-2.89098305343
2019-03-23	-2.82019280855
2019-03-24	-2.56572607681
2019-03-25	-2.14191002915
2019-03-26	-2.12359934289
2019-03-27	-2.37138161299
2019-03-28	-2.33040997055
2019-03-29	-0.747332924347
2019-03-30	-0.759928626933
2019-03-31	-1.13842160893
2019-04-01	-0.497800119716
2019-04-02	-0.867390660642
2019-04-03	-1.13253915686
2019-04-04	-1.21295799667
2019-04-05	-2.30023225899
2019-04-06	-2.28067348948
2019-04-07	-1.83641829697
2019-04-08	-1.07074158123
2019-04-09	-0.0870574121544
2019-04-10	-0.165509869607
2019-04-11	0.0143062918256
2019-04-12	0.0042255379777
2019-04-13	-0.029050409683
2019-04-14	0.0449603274893
2019-04-15	-0.512201477519
2019-04-16	-1.56736149437
2019-04-17	-1.43848153494
2019-04-18	-1.46878642969
2019-04-19	-1.43573474837
2019-04-20	-1.84584328168
2019-04-21	-1.83776354235
2019-04-22	-1.78100442728
2019-04-23	1.00097737868
2019-04-24	0.155251143966
2019-04-25	1.1409572516
2019-04-26	0.81300120249
2019-04-27	0.92889048258
2019-04-28	0.205830221228
2019-04-29	0.635466928464
2019-04-30	-0.388397074211
2019-05-01	0.160496787573
2019-05-02	-0.99483066557
2019-05-03	-1.20094902813
2019-05-04	-1.34013278128
2019-05-05	-0.148187786905
2019-05-06	-0.444981112607
2019-05-07	0.271606487954
2019-05-08	0.359648343462
2019-05-09	0.48458995286
2019-05-10	0.471287293148
2019-05-11	0.314091517185
2019-05-12	-0.682786107214
2019-05-13	-0.335822737801
2019-05-14	-2.5322084545
2019-05-15	-2.20518446055
2019-05-16	-2.08832519719
2019-05-17	-1.99233159678
2019-05-18	-1.33681234722
2019-05-19	-1.09527202024
2019-05-20	-1.164074458
2019-05-21	-0.831277616895
2019-05-22	-0.705298886051
2019-05-23	0.0370225221439
2019-05-24	-0.751404845169
2019-05-25	-1.20047047275
2019-05-26	-1.00671630301
2019-05-27	-1.04861386143
2019-05-28	-1.32602220768
2019-05-29	-1.15432427505
2019-05-30	-1.29209483673
2019-05-31	-0.994258425621
2019-06-01	-0.960549530358
2019-06-02	-0.629905589345
2019-06-03	-0.324496556719
2019-06-04	-0.293097649415
2019-06-05	0.740302485811
2019-06-06	0.770023770412
2019-06-07	1.43023380519
2019-06-08	1.37841026838
2019-06-09	1.276361213
2019-06-10	1.24216714587
2019-06-11	1.68959520517
2019-06-12	-1.34482619991
2019-06-13	-1.03904541026
2019-06-14	-1.08727456457
2019-06-15	-0.928204134213
2019-06-16	-0.90968077403
2019-06-17	-1.74225304048
2019-06-18	-1.38127194428
2019-06-19	-1.10661061708
2019-06-20	-0.0393412046451
2019-06-21	-0.0215790501986
2019-06-22	-0.102129421563
2019-06-23	-0.268849915882
2019-06-24	-0.121420787423
2019-06-25	-0.419729217129
2019-06-26	-0.122998137078
2019-06-27	-1.63647080201
2019-06-28	-1.68389437412
2019-06-29	-1.69655875511
2019-06-30	-1.20168282192
2019-07-01	-0.776994928832
2019-07-02	-0.504280251024
2019-07-03	-0.510895112353
2019-07-04	-0.477586410277
2019-07-05	-0.402519085471
2019-07-06	-0.29051932061
2019-07-07	-0.646454009521
2019-07-08	-1.13634159102
2019-07-09	-1.35954538504
2019-07-10	-2.44388714883
2019-07-11	-2.40446510391
2019-07-12	-2.23986270669
2019-07-13	-2.24656307822
2019-07-14	-1.96611943827
2019-07-15	-1.72934865895
2019-07-16	-1.73779187064
2019-07-17	-1.69116616821
2019-07-18	-1.32060704379
2019-07-19	-1.45072686495
2019-07-20	-1.27280083271
2019-07-21	-1.64899640971
2019-07-22	-1.12599992204
2019-07-23	-1.36434662192
2019-07-24	-1.35225099129
2019-07-25	-1.79956714705
2019-07-26	-1.80117445502
2019-07-27	-1.70951141384
2019-07-28	-1.92630447981
2019-07-29	-2.09147396641
2019-07-30	-1.9851743571
2019-07-31	-1.91305027845
2019-08-01	-1.46335224486
2019-08-02	-1.14527370989
2019-08-03	-1.14366266723
2019-08-04	-0.145818861874
2019-08-05	-1.05825587039
2019-08-06	-1.13466180185
2019-08-07	0.169508240874
2019-08-08	-0.136445140186
2019-08-09	-0.186359148069
2019-08-10	-1.38524433064
2019-08-11	-1.55133143907
2019-08-12	-1.41701000096
2019-08-13	-1.38015069887
2019-08-14	-3.07512126509
2019-08-15	-2.134164594
2019-08-16	-1.88849887446
2019-08-17	-1.08828724373
2019-08-18	-1.4447499812
2019-08-19	-2.15354726798
2019-08-20	-2.23200619432
2019-08-21	-2.2669111166
2019-08-22	-3.09027055906
2019-08-23	-4.02147185792
2019-08-24	-4.08377787703
2019-08-25	-4.5824189132
2019-08-26	-2.77920676405
2019-08-27	-2.68546668663
2019-08-28	-2.27418958669
2019-08-29	-2.01570180842
